coordinate_id,constructor,ordered_operands,first_rejecting_class,rejection_reason,value_min,value_max,denominator_category,signal_families
PHASE(ece30|ece5),C4,ece30|ece5,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece6),C4,ece30|ece6,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece7),C4,ece30|ece7,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece8),C4,ece30|ece8,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece9),C4,ece30|ece9,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece10),C4,ece30|ece10,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece11),C4,ece30|ece11,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece12),C4,ece30|ece12,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece13),C4,ece30|ece13,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece14),C4,ece30|ece14,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece15),C4,ece30|ece15,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece16),C4,ece30|ece16,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece18),C4,ece30|ece18,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece19),C4,ece30|ece19,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece20),C4,ece30|ece20,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece21),C4,ece30|ece21,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece22),C4,ece30|ece22,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece25),C4,ece30|ece25,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece27),C4,ece30|ece27,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece28),C4,ece30|ece28,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece29),C4,ece30|ece29,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece31),C4,ece30|ece31,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece33),C4,ece30|ece33,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece35),C4,ece30|ece35,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece36),C4,ece30|ece36,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece37),C4,ece30|ece37,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece38),C4,ece30|ece38,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|ece39),C4,ece30|ece39,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece30|cerqrott3),C4,ece30|cerqrott3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqrott6),C4,ece30|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqrott8),C4,ece30|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqrott10),C4,ece30|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqrott11),C4,ece30|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqrott12),C4,ece30|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqrott13),C4,ece30|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqtit3),C4,ece30|cerqtit3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqtit6),C4,ece30|cerqtit6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqtit8),C4,ece30|cerqtit8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqtit10),C4,ece30|cerqtit10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqtit11),C4,ece30|cerqtit11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqtit12),C4,ece30|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece30|cerqtit13),C4,ece30|cerqtit13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|bt),C4,ece31|bt,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|magnetics
PHASE(ece31|ip),C4,ece31|ip,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|magnetics
PHASE(ece31|gasa),C4,ece31|gasa,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece31|gasb),C4,ece31|gasb,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece31|gasc),C4,ece31|gasc,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece31|gasd),C4,ece31|gasd,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece31|pinj),C4,ece31|pinj,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|pinj_15l),C4,ece31|pinj_15l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|pinj_15r),C4,ece31|pinj_15r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|pinj_21l),C4,ece31|pinj_21l,E,E_DENOM_RMS_ZERO,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|pinj_21r),C4,ece31|pinj_21r,E,E_DENOM_RMS_ZERO,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|pinj_30l),C4,ece31|pinj_30l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|pinj_30r),C4,ece31|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|pinj_33l),C4,ece31|pinj_33l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|pinj_33r),C4,ece31|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|tinj),C4,ece31|tinj,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece31|ece1),C4,ece31|ece1,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece2),C4,ece31|ece2,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece3),C4,ece31|ece3,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece4),C4,ece31|ece4,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece5),C4,ece31|ece5,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece6),C4,ece31|ece6,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece7),C4,ece31|ece7,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece8),C4,ece31|ece8,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece9),C4,ece31|ece9,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece10),C4,ece31|ece10,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece11),C4,ece31|ece11,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece12),C4,ece31|ece12,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece13),C4,ece31|ece13,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece14),C4,ece31|ece14,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece15),C4,ece31|ece15,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece16),C4,ece31|ece16,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece18),C4,ece31|ece18,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece19),C4,ece31|ece19,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece20),C4,ece31|ece20,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece21),C4,ece31|ece21,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece22),C4,ece31|ece22,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece25),C4,ece31|ece25,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece27),C4,ece31|ece27,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece28),C4,ece31|ece28,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece29),C4,ece31|ece29,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece30),C4,ece31|ece30,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece33),C4,ece31|ece33,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece35),C4,ece31|ece35,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece36),C4,ece31|ece36,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece37),C4,ece31|ece37,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece38),C4,ece31|ece38,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|ece39),C4,ece31|ece39,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece31|cerqrott3),C4,ece31|cerqrott3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqrott6),C4,ece31|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqrott8),C4,ece31|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqrott10),C4,ece31|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqrott11),C4,ece31|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqrott12),C4,ece31|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqrott13),C4,ece31|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqtit3),C4,ece31|cerqtit3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqtit6),C4,ece31|cerqtit6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqtit8),C4,ece31|cerqtit8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqtit10),C4,ece31|cerqtit10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqtit11),C4,ece31|cerqtit11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqtit12),C4,ece31|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece31|cerqtit13),C4,ece31|cerqtit13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|bt),C4,ece33|bt,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|magnetics
PHASE(ece33|ip),C4,ece33|ip,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|magnetics
PHASE(ece33|gasa),C4,ece33|gasa,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece33|gasb),C4,ece33|gasb,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece33|gasc),C4,ece33|gasc,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece33|gasd),C4,ece33|gasd,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece33|pinj),C4,ece33|pinj,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|pinj_15l),C4,ece33|pinj_15l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|pinj_15r),C4,ece33|pinj_15r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|pinj_21l),C4,ece33|pinj_21l,E,E_DENOM_RMS_ZERO,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|pinj_21r),C4,ece33|pinj_21r,E,E_DENOM_RMS_ZERO,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|pinj_30l),C4,ece33|pinj_30l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|pinj_30r),C4,ece33|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|pinj_33l),C4,ece33|pinj_33l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|pinj_33r),C4,ece33|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|tinj),C4,ece33|tinj,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece33|ece1),C4,ece33|ece1,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece2),C4,ece33|ece2,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece3),C4,ece33|ece3,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece4),C4,ece33|ece4,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece5),C4,ece33|ece5,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece6),C4,ece33|ece6,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece7),C4,ece33|ece7,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece8),C4,ece33|ece8,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece9),C4,ece33|ece9,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece10),C4,ece33|ece10,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece11),C4,ece33|ece11,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece12),C4,ece33|ece12,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece13),C4,ece33|ece13,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece14),C4,ece33|ece14,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece15),C4,ece33|ece15,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece16),C4,ece33|ece16,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece18),C4,ece33|ece18,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece19),C4,ece33|ece19,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece20),C4,ece33|ece20,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece21),C4,ece33|ece21,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece22),C4,ece33|ece22,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece25),C4,ece33|ece25,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece27),C4,ece33|ece27,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece28),C4,ece33|ece28,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece29),C4,ece33|ece29,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece30),C4,ece33|ece30,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece31),C4,ece33|ece31,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece35),C4,ece33|ece35,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece36),C4,ece33|ece36,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece37),C4,ece33|ece37,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece38),C4,ece33|ece38,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|ece39),C4,ece33|ece39,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece33|cerqrott3),C4,ece33|cerqrott3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqrott6),C4,ece33|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqrott8),C4,ece33|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqrott10),C4,ece33|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqrott11),C4,ece33|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqrott12),C4,ece33|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqrott13),C4,ece33|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqtit3),C4,ece33|cerqtit3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqtit6),C4,ece33|cerqtit6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqtit8),C4,ece33|cerqtit8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqtit10),C4,ece33|cerqtit10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqtit11),C4,ece33|cerqtit11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqtit12),C4,ece33|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece33|cerqtit13),C4,ece33|cerqtit13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece35|bt),C4,ece35|bt,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|magnetics
PHASE(ece35|ip),C4,ece35|ip,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|magnetics
PHASE(ece35|gasa),C4,ece35|gasa,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece35|gasb),C4,ece35|gasb,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece35|gasc),C4,ece35|gasc,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece35|gasd),C4,ece35|gasd,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|gas_injection
PHASE(ece35|pinj),C4,ece35|pinj,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|pinj_15l),C4,ece35|pinj_15l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|pinj_15r),C4,ece35|pinj_15r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|pinj_21l),C4,ece35|pinj_21l,E,E_DENOM_RMS_ZERO,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|pinj_21r),C4,ece35|pinj_21r,E,E_DENOM_RMS_ZERO,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|pinj_30l),C4,ece35|pinj_30l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|pinj_30r),C4,ece35|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|pinj_33l),C4,ece35|pinj_33l,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|pinj_33r),C4,ece35|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|tinj),C4,ece35|tinj,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile|neutral_beams
PHASE(ece35|ece1),C4,ece35|ece1,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece2),C4,ece35|ece2,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece3),C4,ece35|ece3,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece4),C4,ece35|ece4,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece5),C4,ece35|ece5,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece6),C4,ece35|ece6,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece7),C4,ece35|ece7,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece8),C4,ece35|ece8,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece9),C4,ece35|ece9,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece10),C4,ece35|ece10,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece11),C4,ece35|ece11,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece12),C4,ece35|ece12,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece13),C4,ece35|ece13,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece14),C4,ece35|ece14,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece15),C4,ece35|ece15,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece16),C4,ece35|ece16,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece18),C4,ece35|ece18,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece19),C4,ece35|ece19,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece20),C4,ece35|ece20,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece21),C4,ece35|ece21,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece22),C4,ece35|ece22,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece25),C4,ece35|ece25,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece27),C4,ece35|ece27,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece28),C4,ece35|ece28,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece29),C4,ece35|ece29,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece30),C4,ece35|ece30,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece31),C4,ece35|ece31,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece33),C4,ece35|ece33,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece36),C4,ece35|ece36,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece37),C4,ece35|ece37,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece38),C4,ece35|ece38,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|ece39),C4,ece35|ece39,E,E_DENOM_SIGN_CHANGE,,,rate,ece_te_profile
PHASE(ece35|cerqrott3),C4,ece35|cerqrott3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece35|cerqrott6),C4,ece35|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece35|cerqrott8),C4,ece35|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece35|cerqrott10),C4,ece35|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece35|cerqrott11),C4,ece35|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece35|cerqrott12),C4,ece35|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece35|cerqrott13),C4,ece35|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
PHASE(ece35|cerqtit3),C4,ece35|cerqtit3,E,E_DENOM_SIGN_CHANGE,,,rate,cer_rotation_ti|ece_te_profile
