coordinate_id,constructor,ordered_operands,first_rejecting_class,rejection_reason,value_min,value_max,denominator_category,signal_families
"RATIO(ece8,pinj_21l)",C3,ece8|pinj_21l,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece8,pinj_21r)",C3,ece8|pinj_21r,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece8,pinj_30l)",C3,ece8|pinj_30l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece8,pinj_30r)",C3,ece8|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece8,pinj_33l)",C3,ece8|pinj_33l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece8,pinj_33r)",C3,ece8|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece8,tinj)",C3,ece8|tinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece8,cerqrott3)",C3,ece8|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqrott6)",C3,ece8|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqrott8)",C3,ece8|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqrott10)",C3,ece8|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqrott11)",C3,ece8|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqrott12)",C3,ece8|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqrott13)",C3,ece8|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqtit6)",C3,ece8|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqtit8)",C3,ece8|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqtit12)",C3,ece8|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece8,cerqtit13)",C3,ece8|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,prmtan_teped)",C3,ece9|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,,level,density|ece_te_profile
"RATIO(ece9,fs04)",C3,ece9|fs04,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece9,fs03da)",C3,ece9|fs03da,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece9,fs05da)",C3,ece9|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece9,gasa)",C3,ece9|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|gas_injection
"RATIO(ece9,gasb)",C3,ece9|gasb,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece9,gasc)",C3,ece9|gasc,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece9,gasd)",C3,ece9|gasd,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece9,pinj)",C3,ece9|pinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,pinj_15l)",C3,ece9|pinj_15l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,pinj_15r)",C3,ece9|pinj_15r,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,pinj_21l)",C3,ece9|pinj_21l,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,pinj_21r)",C3,ece9|pinj_21r,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,pinj_30l)",C3,ece9|pinj_30l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,pinj_30r)",C3,ece9|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,pinj_33l)",C3,ece9|pinj_33l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,pinj_33r)",C3,ece9|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,tinj)",C3,ece9|tinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece9,cerqrott3)",C3,ece9|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqrott6)",C3,ece9|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqrott8)",C3,ece9|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqrott10)",C3,ece9|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqrott11)",C3,ece9|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqrott12)",C3,ece9|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqrott13)",C3,ece9|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqtit6)",C3,ece9|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqtit8)",C3,ece9|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqtit12)",C3,ece9|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece9,cerqtit13)",C3,ece9|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,prmtan_teped)",C3,ece10|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,,level,density|ece_te_profile
"RATIO(ece10,fs04)",C3,ece10|fs04,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece10,fs03da)",C3,ece10|fs03da,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece10,fs05da)",C3,ece10|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece10,gasa)",C3,ece10|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|gas_injection
"RATIO(ece10,gasb)",C3,ece10|gasb,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece10,gasc)",C3,ece10|gasc,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece10,gasd)",C3,ece10|gasd,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece10,pinj)",C3,ece10|pinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,pinj_15l)",C3,ece10|pinj_15l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,pinj_15r)",C3,ece10|pinj_15r,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,pinj_21l)",C3,ece10|pinj_21l,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,pinj_21r)",C3,ece10|pinj_21r,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,pinj_30l)",C3,ece10|pinj_30l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,pinj_30r)",C3,ece10|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,pinj_33l)",C3,ece10|pinj_33l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,pinj_33r)",C3,ece10|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,tinj)",C3,ece10|tinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece10,cerqrott3)",C3,ece10|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqrott6)",C3,ece10|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqrott8)",C3,ece10|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqrott10)",C3,ece10|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqrott11)",C3,ece10|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqrott12)",C3,ece10|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqrott13)",C3,ece10|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqtit6)",C3,ece10|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqtit8)",C3,ece10|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqtit12)",C3,ece10|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece10,cerqtit13)",C3,ece10|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,prmtan_teped)",C3,ece11|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,,level,density|ece_te_profile
"RATIO(ece11,fs04)",C3,ece11|fs04,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece11,fs03da)",C3,ece11|fs03da,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece11,fs05da)",C3,ece11|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece11,gasa)",C3,ece11|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|gas_injection
"RATIO(ece11,gasb)",C3,ece11|gasb,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece11,gasc)",C3,ece11|gasc,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece11,gasd)",C3,ece11|gasd,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece11,pinj)",C3,ece11|pinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,pinj_15l)",C3,ece11|pinj_15l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,pinj_15r)",C3,ece11|pinj_15r,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,pinj_21l)",C3,ece11|pinj_21l,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,pinj_21r)",C3,ece11|pinj_21r,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,pinj_30l)",C3,ece11|pinj_30l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,pinj_30r)",C3,ece11|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,pinj_33l)",C3,ece11|pinj_33l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,pinj_33r)",C3,ece11|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,tinj)",C3,ece11|tinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece11,cerqrott3)",C3,ece11|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqrott6)",C3,ece11|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqrott8)",C3,ece11|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqrott10)",C3,ece11|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqrott11)",C3,ece11|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqrott12)",C3,ece11|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqrott13)",C3,ece11|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqtit6)",C3,ece11|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqtit8)",C3,ece11|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqtit12)",C3,ece11|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece11,cerqtit13)",C3,ece11|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,prmtan_teped)",C3,ece12|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,,level,density|ece_te_profile
"RATIO(ece12,fs04)",C3,ece12|fs04,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece12,fs03da)",C3,ece12|fs03da,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece12,fs05da)",C3,ece12|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece12,gasa)",C3,ece12|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|gas_injection
"RATIO(ece12,gasb)",C3,ece12|gasb,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece12,gasc)",C3,ece12|gasc,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece12,gasd)",C3,ece12|gasd,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece12,pinj)",C3,ece12|pinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,pinj_15l)",C3,ece12|pinj_15l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,pinj_15r)",C3,ece12|pinj_15r,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,pinj_21l)",C3,ece12|pinj_21l,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,pinj_21r)",C3,ece12|pinj_21r,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,pinj_30l)",C3,ece12|pinj_30l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,pinj_30r)",C3,ece12|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,pinj_33l)",C3,ece12|pinj_33l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,pinj_33r)",C3,ece12|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,tinj)",C3,ece12|tinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece12,cerqrott3)",C3,ece12|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqrott6)",C3,ece12|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqrott8)",C3,ece12|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqrott10)",C3,ece12|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqrott11)",C3,ece12|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqrott12)",C3,ece12|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqrott13)",C3,ece12|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqtit6)",C3,ece12|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqtit8)",C3,ece12|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqtit12)",C3,ece12|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece12,cerqtit13)",C3,ece12|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,prmtan_teped)",C3,ece13|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,,level,density|ece_te_profile
"RATIO(ece13,fs04)",C3,ece13|fs04,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece13,fs03da)",C3,ece13|fs03da,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece13,fs05da)",C3,ece13|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece13,gasa)",C3,ece13|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|gas_injection
"RATIO(ece13,gasb)",C3,ece13|gasb,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece13,gasc)",C3,ece13|gasc,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece13,gasd)",C3,ece13|gasd,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece13,pinj)",C3,ece13|pinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,pinj_15l)",C3,ece13|pinj_15l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,pinj_15r)",C3,ece13|pinj_15r,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,pinj_21l)",C3,ece13|pinj_21l,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,pinj_21r)",C3,ece13|pinj_21r,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,pinj_30l)",C3,ece13|pinj_30l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,pinj_30r)",C3,ece13|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,pinj_33l)",C3,ece13|pinj_33l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,pinj_33r)",C3,ece13|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,tinj)",C3,ece13|tinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece13,cerqrott3)",C3,ece13|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqrott6)",C3,ece13|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqrott8)",C3,ece13|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqrott10)",C3,ece13|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqrott11)",C3,ece13|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqrott12)",C3,ece13|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqrott13)",C3,ece13|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqtit6)",C3,ece13|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqtit8)",C3,ece13|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqtit12)",C3,ece13|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece13,cerqtit13)",C3,ece13|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,prmtan_teped)",C3,ece14|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,,level,density|ece_te_profile
"RATIO(ece14,fs04)",C3,ece14|fs04,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece14,fs03da)",C3,ece14|fs03da,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece14,fs05da)",C3,ece14|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece14,gasa)",C3,ece14|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,,level,ece_te_profile|gas_injection
"RATIO(ece14,gasb)",C3,ece14|gasb,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece14,gasc)",C3,ece14|gasc,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece14,gasd)",C3,ece14|gasd,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|gas_injection
"RATIO(ece14,pinj)",C3,ece14|pinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,pinj_15l)",C3,ece14|pinj_15l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,pinj_15r)",C3,ece14|pinj_15r,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,pinj_21l)",C3,ece14|pinj_21l,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,pinj_21r)",C3,ece14|pinj_21r,E,E_DENOM_RMS_ZERO,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,pinj_30l)",C3,ece14|pinj_30l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,pinj_30r)",C3,ece14|pinj_30r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,pinj_33l)",C3,ece14|pinj_33l,E,E_DENOM_ZERO_VALUE,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,pinj_33r)",C3,ece14|pinj_33r,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,tinj)",C3,ece14|tinj,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|neutral_beams
"RATIO(ece14,cerqrott3)",C3,ece14|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqrott6)",C3,ece14|cerqrott6,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqrott8)",C3,ece14|cerqrott8,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqrott10)",C3,ece14|cerqrott10,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqrott11)",C3,ece14|cerqrott11,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqrott12)",C3,ece14|cerqrott12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqrott13)",C3,ece14|cerqrott13,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqtit6)",C3,ece14|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqtit8)",C3,ece14|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqtit12)",C3,ece14|cerqtit12,E,E_DENOM_SIGN_CHANGE,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece14,cerqtit13)",C3,ece14|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,,level,cer_rotation_ti|ece_te_profile
"RATIO(ece15,prmtan_teped)",C3,ece15|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,,level,density|ece_te_profile
"RATIO(ece15,fs04)",C3,ece15|fs04,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
"RATIO(ece15,fs03da)",C3,ece15|fs03da,E,E_DENOM_SIGN_CHANGE,,,level,ece_te_profile|filterscope_dalpha
