coordinate_id,constructor,ordered_operands,operand_roles,primitive_ancestors,n_ancestors,depth,output_dimension,unit_expression,temporal_resolution_rule,temporal_resolution_bound_ms,provenance_lineage,target_independence,aliasing_flag,upsample_flag,uncalibrated_flag,primary_or_sensitivity,numerical_realization_id,domain_predicate
RATE_OVER_LEVEL(ece7|ece30),C7,ece7|ece30,rate|level_denominator,ece30|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece30:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|ece31),C7,ece7|ece31,rate|level_denominator,ece31|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece31:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|ece33),C7,ece7|ece33,rate|level_denominator,ece33|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece33:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|ece35),C7,ece7|ece35,rate|level_denominator,ece35|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece35:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|ece36),C7,ece7|ece36,rate|level_denominator,ece36|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece36:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|ece37),C7,ece7|ece37,rate|level_denominator,ece37|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece37:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|ece38),C7,ece7|ece38,rate|level_denominator,ece38|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece38:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|ece39),C7,ece7|ece39,rate|level_denominator,ece39|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece39:ece_te_profile|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|cerqtit3),C7,ece7|cerqtit3,rate|level_denominator,cerqtit3|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,10.0,cerqtit3:cer_rotation_ti|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|cerqtit10),C7,ece7|cerqtit10,rate|level_denominator,cerqtit10|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit10:cer_rotation_ti|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece7|cerqtit11),C7,ece7|cerqtit11,rate|level_denominator,cerqtit11|ece7,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit11:cer_rotation_ti|ece7:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|bt),C7,ece8|bt,rate|level_denominator,bt|ece8,2,1,(eV)/(T) T^-1,eV/(T*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.4999999999999999,bt:magnetics|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ip),C7,ece8|ip,rate|level_denominator,ece8|ip,2,1,(eV)/(A) T^-1,eV/(A*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.4999593727147152,ece8:ece_te_profile|ip:magnetics,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|prmtan_neped),C7,ece8|prmtan_neped,rate|level_denominator,ece8|prmtan_neped,2,1,(eV)/(m^-3) T^-1,eV/(m^-3*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,13.267605633802816,ece8:ece_te_profile|prmtan_neped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece1),C7,ece8|ece1,rate|level_denominator,ece1|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece1:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece2),C7,ece8|ece2,rate|level_denominator,ece2|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece2:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece3),C7,ece8|ece3,rate|level_denominator,ece3|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece3:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece4),C7,ece8|ece4,rate|level_denominator,ece4|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece4:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece5),C7,ece8|ece5,rate|level_denominator,ece5|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece5:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece6),C7,ece8|ece6,rate|level_denominator,ece6|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece6:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece7),C7,ece8|ece7,rate|level_denominator,ece7|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece7:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece8),C7,ece8|ece8,rate|level_denominator,ece8,1,1,T^-1,1/s,coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece9),C7,ece8|ece9,rate|level_denominator,ece8|ece9,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece8:ece_te_profile|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece10),C7,ece8|ece10,rate|level_denominator,ece10|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece10:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece11),C7,ece8|ece11,rate|level_denominator,ece11|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece11:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece12),C7,ece8|ece12,rate|level_denominator,ece12|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece12:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece13),C7,ece8|ece13,rate|level_denominator,ece13|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece13:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece14),C7,ece8|ece14,rate|level_denominator,ece14|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece14:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece15),C7,ece8|ece15,rate|level_denominator,ece15|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece15:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece16),C7,ece8|ece16,rate|level_denominator,ece16|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece16:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece18),C7,ece8|ece18,rate|level_denominator,ece18|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece18:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece19),C7,ece8|ece19,rate|level_denominator,ece19|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece19:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece20),C7,ece8|ece20,rate|level_denominator,ece20|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece20:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece21),C7,ece8|ece21,rate|level_denominator,ece21|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece21:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece22),C7,ece8|ece22,rate|level_denominator,ece22|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece22:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece25),C7,ece8|ece25,rate|level_denominator,ece25|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece25:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece27),C7,ece8|ece27,rate|level_denominator,ece27|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece27:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece28),C7,ece8|ece28,rate|level_denominator,ece28|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece28:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece29),C7,ece8|ece29,rate|level_denominator,ece29|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece29:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece30),C7,ece8|ece30,rate|level_denominator,ece30|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece30:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece31),C7,ece8|ece31,rate|level_denominator,ece31|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece31:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece33),C7,ece8|ece33,rate|level_denominator,ece33|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece33:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece35),C7,ece8|ece35,rate|level_denominator,ece35|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece35:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece36),C7,ece8|ece36,rate|level_denominator,ece36|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece36:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece37),C7,ece8|ece37,rate|level_denominator,ece37|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece37:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece38),C7,ece8|ece38,rate|level_denominator,ece38|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece38:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|ece39),C7,ece8|ece39,rate|level_denominator,ece39|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece39:ece_te_profile|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|cerqtit3),C7,ece8|cerqtit3,rate|level_denominator,cerqtit3|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,10.0,cerqtit3:cer_rotation_ti|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|cerqtit10),C7,ece8|cerqtit10,rate|level_denominator,cerqtit10|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit10:cer_rotation_ti|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece8|cerqtit11),C7,ece8|cerqtit11,rate|level_denominator,cerqtit11|ece8,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,9.973614775725594,cerqtit11:cer_rotation_ti|ece8:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece9|bt),C7,ece9|bt,rate|level_denominator,bt|ece9,2,1,(eV)/(T) T^-1,eV/(T*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.4999999999999999,bt:magnetics|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece9|ip),C7,ece9|ip,rate|level_denominator,ece9|ip,2,1,(eV)/(A) T^-1,eV/(A*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.4999593727147152,ece9:ece_te_profile|ip:magnetics,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece9|prmtan_neped),C7,ece9|prmtan_neped,rate|level_denominator,ece9|prmtan_neped,2,1,(eV)/(m^-3) T^-1,eV/(m^-3*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,13.267605633802816,ece9:ece_te_profile|prmtan_neped:density,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,True,True,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece9|ece1),C7,ece9|ece1,rate|level_denominator,ece1|ece9,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece1:ece_te_profile|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece9|ece2),C7,ece9|ece2,rate|level_denominator,ece2|ece9,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece2:ece_te_profile|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece9|ece3),C7,ece9|ece3,rate|level_denominator,ece3|ece9,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece3:ece_te_profile|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece9|ece4),C7,ece9|ece4,rate|level_denominator,ece4|ece9,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece4:ece_te_profile|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
RATE_OVER_LEVEL(ece9|ece5),C7,ece9|ece5,rate|level_denominator,ece5|ece9,2,1,(eV)/(eV) T^-1,eV/(eV*s),coarser_of_operands+DERIVED_FROM_NUMERICAL_REALIZATION,0.2,ece5:ece_te_profile|ece9:ece_te_profile,TRANSITIVE_FROM_TARGET_INDEPENDENT_BOUNDARY,False,False,False,PRIMARY,FD2_PHYSICAL_TIME_V1,DOMAIN_DENOMINATOR_LEVEL_NONZERO
