coordinate_id,constructor,ordered_operands,class_B,class_A,class_C,class_G,class_F,class_D_finite,class_D_constant,class_E_denominator,class_H_leakage,value_min,value_max,admissible,first_rejecting_class,rejection_reason
"RATIO(prmtan_neped,cerqrott8)",C3,prmtan_neped|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_neped,cerqrott10)",C3,prmtan_neped|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_neped,cerqrott11)",C3,prmtan_neped|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_neped,cerqrott12)",C3,prmtan_neped|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_neped,cerqrott13)",C3,prmtan_neped|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_neped,cerqtit3)",C3,prmtan_neped|cerqtit3,True,True,True,True,True,True,False,True,True,637615278686316.6,4.360489171192706e+16,True,,
"RATIO(prmtan_neped,cerqtit6)",C3,prmtan_neped|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(prmtan_neped,cerqtit8)",C3,prmtan_neped|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(prmtan_neped,cerqtit10)",C3,prmtan_neped|cerqtit10,True,True,True,True,True,True,False,True,True,4008137058014193.0,1.4115600823651768e+17,True,,
"RATIO(prmtan_neped,cerqtit11)",C3,prmtan_neped|cerqtit11,True,True,True,True,True,True,False,True,True,6032732870264725.0,1.854477402371964e+17,True,,
"RATIO(prmtan_neped,cerqtit12)",C3,prmtan_neped|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_neped,cerqtit13)",C3,prmtan_neped|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(prmtan_teped,bt)",C3,prmtan_teped|bt,True,True,True,True,True,True,False,True,True,-2713.8253049298114,2443.942462700193,True,,
"RATIO(prmtan_teped,ip)",C3,prmtan_teped|ip,True,True,True,True,True,True,False,True,True,-0.005336875326606709,0.005918383175049178,True,,
"RATIO(prmtan_teped,prmtan_neped)",C3,prmtan_teped|prmtan_neped,True,True,True,True,True,True,False,True,True,-1.734372000229984e-16,4.957171794647753e-16,True,,
"RATIO(prmtan_teped,fs04)",C3,prmtan_teped|fs04,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,fs03da)",C3,prmtan_teped|fs03da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,fs05da)",C3,prmtan_teped|fs05da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(prmtan_teped,gasa)",C3,prmtan_teped|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(prmtan_teped,gasb)",C3,prmtan_teped|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,gasc)",C3,prmtan_teped|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,gasd)",C3,prmtan_teped|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,pinj)",C3,prmtan_teped|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,pinj_15l)",C3,prmtan_teped|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(prmtan_teped,pinj_15r)",C3,prmtan_teped|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(prmtan_teped,pinj_21l)",C3,prmtan_teped|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(prmtan_teped,pinj_21r)",C3,prmtan_teped|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(prmtan_teped,pinj_30l)",C3,prmtan_teped|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(prmtan_teped,pinj_30r)",C3,prmtan_teped|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,pinj_33l)",C3,prmtan_teped|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(prmtan_teped,pinj_33r)",C3,prmtan_teped|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,tinj)",C3,prmtan_teped|tinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,ece1)",C3,prmtan_teped|ece1,True,True,True,True,True,True,False,True,True,-69.54006695666372,84.9166738330602,True,,
"RATIO(prmtan_teped,ece2)",C3,prmtan_teped|ece2,True,True,True,True,True,True,False,True,True,-7.0342394829823665,8.632628239202967,True,,
"RATIO(prmtan_teped,ece3)",C3,prmtan_teped|ece3,True,True,True,True,True,True,False,True,True,-13.52339914156451,10.943861070259308,True,,
"RATIO(prmtan_teped,ece4)",C3,prmtan_teped|ece4,True,True,True,True,True,True,False,True,True,-12.504020037356648,9.945951266180439,True,,
"RATIO(prmtan_teped,ece5)",C3,prmtan_teped|ece5,True,True,True,True,True,True,False,True,True,-12.428200215658464,11.340220624599764,True,,
"RATIO(prmtan_teped,ece6)",C3,prmtan_teped|ece6,True,True,True,True,True,True,False,True,True,-9.195851972462973,10.064426961624543,True,,
"RATIO(prmtan_teped,ece7)",C3,prmtan_teped|ece7,True,True,True,True,True,True,False,True,True,-7.681101067967672,6.334828349817963,True,,
"RATIO(prmtan_teped,ece8)",C3,prmtan_teped|ece8,True,True,True,True,True,True,False,True,True,-6.433866565898663,6.03271787462277,True,,
"RATIO(prmtan_teped,ece9)",C3,prmtan_teped|ece9,True,True,True,True,True,True,False,True,True,-6.1150243014246515,6.384002339378949,True,,
"RATIO(prmtan_teped,ece10)",C3,prmtan_teped|ece10,True,True,True,True,True,True,False,True,True,-5.806245633578304,5.101362403935259,True,,
"RATIO(prmtan_teped,ece11)",C3,prmtan_teped|ece11,True,True,True,True,True,True,False,True,True,-4.985182435054781,5.127554703964823,True,,
"RATIO(prmtan_teped,ece12)",C3,prmtan_teped|ece12,True,True,True,True,True,True,False,True,True,-4.275910199480321,3.9984272580022138,True,,
"RATIO(prmtan_teped,ece13)",C3,prmtan_teped|ece13,True,True,True,True,True,True,False,True,True,-4.013399406474728,3.5114728261005217,True,,
"RATIO(prmtan_teped,ece14)",C3,prmtan_teped|ece14,True,True,True,True,True,True,False,True,True,-3.9284689980249974,3.407449620785015,True,,
"RATIO(prmtan_teped,ece15)",C3,prmtan_teped|ece15,True,True,True,True,True,True,False,True,True,-3.9244211103617004,3.4629601100693463,True,,
"RATIO(prmtan_teped,ece16)",C3,prmtan_teped|ece16,True,True,True,True,True,True,False,True,True,-3.6400095538532757,3.3068486540874105,True,,
"RATIO(prmtan_teped,ece18)",C3,prmtan_teped|ece18,True,True,True,True,True,True,False,True,True,-3.392358456711493,3.1479084243994366,True,,
"RATIO(prmtan_teped,ece19)",C3,prmtan_teped|ece19,True,True,True,True,True,True,False,True,True,-3.3736521837308158,3.2508729024105314,True,,
"RATIO(prmtan_teped,ece20)",C3,prmtan_teped|ece20,True,True,True,True,True,True,False,True,True,-3.098634718956204,3.222900268891613,True,,
"RATIO(prmtan_teped,ece21)",C3,prmtan_teped|ece21,True,True,True,True,True,True,False,True,True,-2.8187831062812228,2.9123044724082447,True,,
"RATIO(prmtan_teped,ece22)",C3,prmtan_teped|ece22,True,True,True,True,True,True,False,True,True,-2.55706862316953,2.6988706777477165,True,,
"RATIO(prmtan_teped,ece25)",C3,prmtan_teped|ece25,True,True,True,True,True,True,False,True,True,-1.801420545020683,2.249889642336925,True,,
"RATIO(prmtan_teped,ece27)",C3,prmtan_teped|ece27,True,True,True,True,True,True,False,True,True,-1.8636598881907536,2.008741627968484,True,,
"RATIO(prmtan_teped,ece28)",C3,prmtan_teped|ece28,True,True,True,True,True,True,False,True,True,-1.850884796622765,1.858517200073382,True,,
"RATIO(prmtan_teped,ece29)",C3,prmtan_teped|ece29,True,True,True,True,True,True,False,True,True,-1.6620076481748136,2.3388453976464136,True,,
"RATIO(prmtan_teped,ece30)",C3,prmtan_teped|ece30,True,True,True,True,True,True,False,True,True,-1.1186664316600161,2.115352046456661,True,,
"RATIO(prmtan_teped,ece31)",C3,prmtan_teped|ece31,True,True,True,True,True,True,False,True,True,-1.2921277215309883,2.6759057295023747,True,,
"RATIO(prmtan_teped,ece33)",C3,prmtan_teped|ece33,True,True,True,True,True,True,False,True,True,-0.29254943948496825,1.0101512003596178,True,,
"RATIO(prmtan_teped,ece35)",C3,prmtan_teped|ece35,True,True,True,True,True,True,False,True,True,-1.1558620115425169,1.331378851437495,True,,
"RATIO(prmtan_teped,ece36)",C3,prmtan_teped|ece36,True,True,True,True,True,True,False,True,True,-1.4251215775381447,1.7845913866066265,True,,
"RATIO(prmtan_teped,ece37)",C3,prmtan_teped|ece37,True,True,True,True,True,True,False,True,True,-1.457505313078621,1.8201067295636786,True,,
"RATIO(prmtan_teped,ece38)",C3,prmtan_teped|ece38,True,True,True,True,True,True,False,True,True,-1.9001400421075874,2.3057359068188314,True,,
"RATIO(prmtan_teped,ece39)",C3,prmtan_teped|ece39,True,True,True,True,True,True,False,True,True,-1.4284148727878008,2.0767530970834804,True,,
"RATIO(prmtan_teped,cerqrott3)",C3,prmtan_teped|cerqrott3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(prmtan_teped,cerqrott6)",C3,prmtan_teped|cerqrott6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,cerqrott8)",C3,prmtan_teped|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,cerqrott10)",C3,prmtan_teped|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,cerqrott11)",C3,prmtan_teped|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,cerqrott12)",C3,prmtan_teped|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,cerqrott13)",C3,prmtan_teped|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,cerqtit3)",C3,prmtan_teped|cerqtit3,True,True,True,True,True,True,False,True,True,-1.2502492492428119,2.105571614017368,True,,
"RATIO(prmtan_teped,cerqtit6)",C3,prmtan_teped|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(prmtan_teped,cerqtit8)",C3,prmtan_teped|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(prmtan_teped,cerqtit10)",C3,prmtan_teped|cerqtit10,True,True,True,True,True,True,False,True,True,-4.866633090312058,9.374554336580891,True,,
"RATIO(prmtan_teped,cerqtit11)",C3,prmtan_teped|cerqtit11,True,True,True,True,True,True,False,True,True,-6.406659922596679,12.44933072784548,True,,
"RATIO(prmtan_teped,cerqtit12)",C3,prmtan_teped|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(prmtan_teped,cerqtit13)",C3,prmtan_teped|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs04,bt)",C3,fs04|bt,True,True,True,True,True,True,False,True,True,-4.6397128460369896e+16,2.011053625061383e+16,True,,
"RATIO(fs04,ip)",C3,fs04|ip,True,True,True,True,True,True,False,True,True,-37039330.20772047,95363479535.40195,True,,
"RATIO(fs04,prmtan_neped)",C3,fs04|prmtan_neped,True,True,True,True,True,True,False,True,True,-2.356047262210358e-06,0.0030126374153743463,True,,
"RATIO(fs04,prmtan_teped)",C3,fs04|prmtan_teped,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,fs03da)",C3,fs04|fs03da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,fs05da)",C3,fs04|fs05da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs04,gasa)",C3,fs04|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs04,gasb)",C3,fs04|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,gasc)",C3,fs04|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,gasd)",C3,fs04|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,pinj)",C3,fs04|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,pinj_15l)",C3,fs04|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(fs04,pinj_15r)",C3,fs04|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(fs04,pinj_21l)",C3,fs04|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(fs04,pinj_21r)",C3,fs04|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(fs04,pinj_30l)",C3,fs04|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(fs04,pinj_30r)",C3,fs04|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,pinj_33l)",C3,fs04|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(fs04,pinj_33r)",C3,fs04|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,tinj)",C3,fs04|tinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,ece1)",C3,fs04|ece1,True,True,True,True,True,True,False,True,True,-623708399390.59,1368967856964169.8,True,,
"RATIO(fs04,ece2)",C3,fs04|ece2,True,True,True,True,True,True,False,True,True,-59519216247.836876,647198712947539.6,True,,
"RATIO(fs04,ece3)",C3,fs04|ece3,True,True,True,True,True,True,False,True,True,-105611575195.39653,400962747645683.94,True,,
"RATIO(fs04,ece4)",C3,fs04|ece4,True,True,True,True,True,True,False,True,True,-86088924733.71037,331570804393547.3,True,,
"RATIO(fs04,ece5)",C3,fs04|ece5,True,True,True,True,True,True,False,True,True,-64726348293.22964,293034854810065.94,True,,
"RATIO(fs04,ece6)",C3,fs04|ece6,True,True,True,True,True,True,False,True,True,-58206414155.81299,216131616167834.8,True,,
"RATIO(fs04,ece7)",C3,fs04|ece7,True,True,True,True,True,True,False,True,True,-49867656465.980286,154129191536725.5,True,,
"RATIO(fs04,ece8)",C3,fs04|ece8,True,True,True,True,True,True,False,True,True,-41110220962.19729,113269624709183.92,True,,
"RATIO(fs04,ece9)",C3,fs04|ece9,True,True,True,True,True,True,False,True,True,-38276391287.407486,112544020245737.95,True,,
"RATIO(fs04,ece10)",C3,fs04|ece10,True,True,True,True,True,True,False,True,True,-33192280289.47907,80994819000620.19,True,,
"RATIO(fs04,ece11)",C3,fs04|ece11,True,True,True,True,True,True,False,True,True,-28911734091.194454,68200045687446.02,True,,
"RATIO(fs04,ece12)",C3,fs04|ece12,True,True,True,True,True,True,False,True,True,-25026381785.526955,62248671592090.4,True,,
"RATIO(fs04,ece13)",C3,fs04|ece13,True,True,True,True,True,True,False,True,True,-22270488596.242214,64319029807455.06,True,,
"RATIO(fs04,ece14)",C3,fs04|ece14,True,True,True,True,True,True,False,True,True,-20558963358.48972,61973895425728.04,True,,
"RATIO(fs04,ece15)",C3,fs04|ece15,True,True,True,True,True,True,False,True,True,-20109508818.450874,60207997611332.28,True,,
"RATIO(fs04,ece16)",C3,fs04|ece16,True,True,True,True,True,True,False,True,True,-18392928405.171997,59002330770171.79,True,,
"RATIO(fs04,ece18)",C3,fs04|ece18,True,True,True,True,True,True,False,True,True,-19801039744.81863,59787987533032.734,True,,
"RATIO(fs04,ece19)",C3,fs04|ece19,True,True,True,True,True,True,False,True,True,-19069140922.33892,59875725321963.7,True,,
"RATIO(fs04,ece20)",C3,fs04|ece20,True,True,True,True,True,True,False,True,True,-17157046014.834896,63081630766901.72,True,,
"RATIO(fs04,ece21)",C3,fs04|ece21,True,True,True,True,True,True,False,True,True,-16110785498.399897,63651726511362.74,True,,
"RATIO(fs04,ece22)",C3,fs04|ece22,True,True,True,True,True,True,False,True,True,-15890179364.866072,59142063656118.07,True,,
"RATIO(fs04,ece25)",C3,fs04|ece25,True,True,True,True,True,True,False,True,True,-12920148585.516161,29751216005701.0,True,,
"RATIO(fs04,ece27)",C3,fs04|ece27,True,True,True,True,True,True,False,True,True,-12408602187.63787,27942941589512.12,True,,
"RATIO(fs04,ece28)",C3,fs04|ece28,True,True,True,True,True,True,False,True,True,-11680613541.237217,29000322569745.727,True,,
"RATIO(fs04,ece29)",C3,fs04|ece29,True,True,True,True,True,True,False,True,True,-12668659813.08652,20890236843501.375,True,,
"RATIO(fs04,ece30)",C3,fs04|ece30,True,True,True,True,True,True,False,True,True,-11692123153.989819,23173312577070.773,True,,
"RATIO(fs04,ece31)",C3,fs04|ece31,True,True,True,True,True,True,False,True,True,-13586273911.737167,23571330159159.03,True,,
"RATIO(fs04,ece33)",C3,fs04|ece33,True,True,True,True,True,True,False,True,True,-1101966630.824388,24409427900589.957,True,,
"RATIO(fs04,ece35)",C3,fs04|ece35,True,True,True,True,True,True,False,True,True,-12074704899.497402,25278556848374.18,True,,
"RATIO(fs04,ece36)",C3,fs04|ece36,True,True,True,True,True,True,False,True,True,-14626545696.488373,28644360931105.973,True,,
"RATIO(fs04,ece37)",C3,fs04|ece37,True,True,True,True,True,True,False,True,True,-15558146453.061443,33999652598087.363,True,,
"RATIO(fs04,ece38)",C3,fs04|ece38,True,True,True,True,True,True,False,True,True,-17698367722.961185,41402579320339.85,True,,
"RATIO(fs04,ece39)",C3,fs04|ece39,True,True,True,True,True,True,False,True,True,-18448940506.289646,37165032240750.74,True,,
"RATIO(fs04,cerqrott3)",C3,fs04|cerqrott3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs04,cerqrott6)",C3,fs04|cerqrott6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,cerqrott8)",C3,fs04|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,cerqrott10)",C3,fs04|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,cerqrott11)",C3,fs04|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,cerqrott12)",C3,fs04|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,cerqrott13)",C3,fs04|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,cerqtit3)",C3,fs04|cerqtit3,True,True,True,True,True,True,False,True,True,-11953996759.078608,23992338516815.61,True,,
"RATIO(fs04,cerqtit6)",C3,fs04|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs04,cerqtit8)",C3,fs04|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs04,cerqtit10)",C3,fs04|cerqtit10,True,True,True,True,True,True,False,True,True,-40726822507.61125,68911234689441.96,True,,
"RATIO(fs04,cerqtit11)",C3,fs04|cerqtit11,True,True,True,True,True,True,False,True,True,-43156753499.07024,89666498005687.7,True,,
"RATIO(fs04,cerqtit12)",C3,fs04|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs04,cerqtit13)",C3,fs04|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs03da,bt)",C3,fs03da|bt,True,True,True,True,True,True,False,True,True,-4.345983762854454e+16,1.241462108766989e+16,True,,
"RATIO(fs03da,ip)",C3,fs03da|ip,True,True,True,True,True,True,False,True,True,-13195193.674657064,89326246555.14204,True,,
"RATIO(fs03da,prmtan_neped)",C3,fs03da|prmtan_neped,True,True,True,True,True,True,False,True,True,-8.39337530056932e-07,0.002256464506590349,True,,
"RATIO(fs03da,prmtan_teped)",C3,fs03da|prmtan_teped,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,fs04)",C3,fs03da|fs04,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,fs05da)",C3,fs03da|fs05da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs03da,gasa)",C3,fs03da|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(fs03da,gasb)",C3,fs03da|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,gasc)",C3,fs03da|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,gasd)",C3,fs03da|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,pinj)",C3,fs03da|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,pinj_15l)",C3,fs03da|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(fs03da,pinj_15r)",C3,fs03da|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(fs03da,pinj_21l)",C3,fs03da|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(fs03da,pinj_21r)",C3,fs03da|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(fs03da,pinj_30l)",C3,fs03da|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(fs03da,pinj_30r)",C3,fs03da|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,pinj_33l)",C3,fs03da|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(fs03da,pinj_33r)",C3,fs03da|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,tinj)",C3,fs03da|tinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(fs03da,ece1)",C3,fs03da|ece1,True,True,True,True,True,True,False,True,True,-222194977077.46735,1282301787990547.0,True,,
"RATIO(fs03da,ece2)",C3,fs03da|ece2,True,True,True,True,True,True,False,True,True,-21203611980.820892,606226115957324.5,True,,
"RATIO(fs03da,ece3)",C3,fs03da|ece3,True,True,True,True,True,True,False,True,True,-37623930594.14423,375578758557455.4,True,,
"RATIO(fs03da,ece4)",C3,fs03da|ece4,True,True,True,True,True,True,False,True,True,-30669022056.654358,199900595208812.5,True,,
"RATIO(fs03da,ece5)",C3,fs03da|ece5,True,True,True,True,True,True,False,True,True,-23058643252.799698,272805400813046.53,True,,
"RATIO(fs03da,ece6)",C3,fs03da|ece6,True,True,True,True,True,True,False,True,True,-20735928635.47953,227746370390415.7,True,,
"RATIO(fs03da,ece7)",C3,fs03da|ece7,True,True,True,True,True,True,False,True,True,-17765261452.614452,165769275928660.47,True,,
"RATIO(fs03da,ece8)",C3,fs03da|ece8,True,True,True,True,True,True,False,True,True,-14645441063.917246,126404116405518.94,True,,
"RATIO(fs03da,ece9)",C3,fs03da|ece9,True,True,True,True,True,True,False,True,True,-13635894422.81606,98225778350577.05,True,,
"RATIO(fs03da,ece10)",C3,fs03da|ece10,True,True,True,True,True,True,False,True,True,-11824689174.100842,41205131159356.12,True,,
"RATIO(fs03da,ece11)",C3,fs03da|ece11,True,True,True,True,True,True,False,True,True,-10299752416.256628,30073773477503.44,True,,
"RATIO(fs03da,ece12)",C3,fs03da|ece12,True,True,True,True,True,True,False,True,True,-8915602760.200706,31181533871012.63,True,,
"RATIO(fs03da,ece13)",C3,fs03da|ece13,True,True,True,True,True,True,False,True,True,-7933820849.5844965,38037945103936.195,True,,
"RATIO(fs03da,ece14)",C3,fs03da|ece14,True,True,True,True,True,True,False,True,True,-7324093112.4857235,40814509002714.83,True,,
"RATIO(fs03da,ece15)",C3,fs03da|ece15,True,True,True,True,True,True,False,True,True,-7163975754.247688,38985556360078.91,True,,
"RATIO(fs03da,ece16)",C3,fs03da|ece16,True,True,True,True,True,True,False,True,True,-6552447120.109039,39125956221911.766,True,,
"RATIO(fs03da,ece18)",C3,fs03da|ece18,True,True,True,True,True,True,False,True,True,-7054084210.680545,43203292954238.59,True,,
"RATIO(fs03da,ece19)",C3,fs03da|ece19,True,True,True,True,True,True,False,True,True,-6793346593.161203,43818835935509.375,True,,
"RATIO(fs03da,ece20)",C3,fs03da|ece20,True,True,True,True,True,True,False,True,True,-6112166277.876181,31925786745176.33,True,,
"RATIO(fs03da,ece21)",C3,fs03da|ece21,True,True,True,True,True,True,False,True,True,-5739437881.571949,28068127891402.426,True,,
"RATIO(fs03da,ece22)",C3,fs03da|ece22,True,True,True,True,True,True,False,True,True,-5660847349.792048,26079528355999.117,True,,
"RATIO(fs03da,ece25)",C3,fs03da|ece25,True,True,True,True,True,True,False,True,True,-4602779314.18146,18893919612456.973,True,,
"RATIO(fs03da,ece27)",C3,fs03da|ece27,True,True,True,True,True,True,False,True,True,-4420541845.098656,20975900172996.117,True,,
"RATIO(fs03da,ece28)",C3,fs03da|ece28,True,True,True,True,True,True,False,True,True,-4161197220.6592593,21893692323780.617,True,,
"RATIO(fs03da,ece29)",C3,fs03da|ece29,True,True,True,True,True,True,False,True,True,-4513186898.75168,19567726093563.734,True,,
"RATIO(fs03da,ece30)",C3,fs03da|ece30,True,True,True,True,True,True,False,True,True,-4165297499.1615744,21706265782703.05,True,,
"RATIO(fs03da,ece31)",C3,fs03da|ece31,True,True,True,True,True,True,False,True,True,-4840085243.8996,22079085827064.99,True,,
