support_id,support_size,FIT,BLOCK_WORST,b_star,SHOT_P90,block_worst_equivalent,in_E2
"ID(pcdiamag3)|LEVEL_RATE(gasa|ip)|PROD(bt,bt)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|PROD(prmtan_neped,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(gasd,bt)|RATIO(ip,ece22)|RATIO(prmtan_neped,cerqtit10)",12,0.1706447615598639,0.19417921938002108,A,0.2352000450094541,True,False
"ID(cerqtit6)|ID(pcdiamag3)|ID(prmtan_neped)|PROD(ece37,ece39)|PROD(gasa,gasa)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,prmtan_neped)|RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RECIP(cerqtit10)|RECIP(prmtan_neped)",12,0.16639756507550676,0.19425169937312603,A,0.21141211638847987,True,True
"ID(pcdiamag3)|PROD(ece37,ece39)|PROD(fs03da,ece39)|PROD(gasa,gasa)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|RATIO(cerqrott12,cerqtit10)|RATIO(cerqtit8,ece22)|RATIO(ip,bt)|RATIO(pinj_33r,cerqtit10)|RATIO(prmtan_neped,cerqtit10)|RECIP(bt)",12,0.17606577556580305,0.19432604648172855,A,0.2661438638965289,False,False
"ID(pcdiamag3)|PROD(bt,bt)|PROD(ece37,ece39)|PROD(fs03da,ece39)|PROD(gasa,gasa)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|RATIO(cerqrott12,cerqtit10)|RATIO(cerqtit8,ece22)|RATIO(ip,bt)|RATIO(pinj_33r,cerqtit10)|RATIO(prmtan_neped,cerqtit10)",12,0.1760640382145842,0.19433963540941476,A,0.2657413472731908,False,False
"ID(pcdiamag3)|ID(prmtan_neped)|PROD(ece37,ece39)|PROD(gasa,gasa)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,prmtan_neped)|RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(gasd,bt)|RATIO(ip,ece22)|RECIP(cerqtit10)|RECIP(prmtan_neped)",12,0.16893182707329593,0.19436351470649244,A,0.2288006943960985,True,False
"DOT(ip)|ID(pcdiamag3)|PROD(bt,bt)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|PROD(prmtan_neped,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(gasd,bt)|RATIO(ip,ece22)|RATIO(prmtan_neped,cerqtit10)",12,0.17030279859900474,0.19440602734684945,A,0.23465488205353421,True,False
"ID(pcdiamag3)|LEVEL_RATE(bt|ip)|PROD(bt,bt)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|PROD(prmtan_neped,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(gasd,bt)|RATIO(ip,ece22)|RATIO(prmtan_neped,cerqtit10)",12,0.17030377940585215,0.1944096252322197,A,0.23466131786505381,True,False
"ID(pcdiamag3)|PROD(bt,bt)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|PROD(prmtan_neped,prmtan_neped)|RATE_OVER_LEVEL(ip|prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(gasd,bt)|RATIO(ip,ece22)|RATIO(prmtan_neped,cerqtit10)",12,0.17050954091052214,0.19443487748503685,A,0.2347712278366089,True,False
"ID(gasd)|ID(pcdiamag3)|ID(prmtan_neped)|PROD(ece37,ece39)|PROD(gasa,gasa)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,prmtan_neped)|RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RECIP(cerqtit10)|RECIP(prmtan_neped)",12,0.1689330932373802,0.1945916648954153,A,0.2305212957163652,True,False
"ID(pcdiamag3)|PROD(bt,bt)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|PROD(prmtan_neped,prmtan_neped)|RATE_OVER_LEVEL(ip|cerqtit10)|RATIO(fs03da,prmtan_neped)|RATIO(gasd,bt)|RATIO(ip,ece22)|RATIO(prmtan_neped,cerqtit10)",12,0.17074970720956723,0.19459404274821282,A,0.23300650368134182,True,False
