coordinate_id,constructor,search_stratum,round_robin_order,J_search
DOT(pinj),C1,C1:NBI,12,0.952260351078141
DOT(cerqrott8),C1,C1:CER,13,0.9545729365087334
DOT(pinj_30l),C1,C1:NBI,14,0.9531934070796907
DOT(cerqrott12),C1,C1:CER,15,0.9566087311773915
DOT(cerqrott13),C1,C1:CER,16,0.9570928921619319
DOT(cerqrott10),C1,C1:CER,17,0.9572291510696489
DOT(cerqrott11),C1,C1:CER,18,0.9574789366512131
"PROD(cerqtit8,cerqtit8)",C2,"C2:{CER,CER}",1,0.7994125089509626
"PROD(prmtan_neped,cerqtit6)",C2,"C2:{CER,DEN}",2,0.5831467865298791
"PROD(ece37,cerqtit6)",C2,"C2:{CER,ECE}",3,0.7947291563747959
"PROD(fs04,cerqrott8)",C2,"C2:{CER,FS}",4,0.6431310073412392
"PROD(gasc,cerqtit6)",C2,"C2:{CER,GAS}",5,0.794130933797556
