coordinate_id,constructor,ordered_operands,operand_roles,family_signature,role_semantics,search_stratum,primitive_ancestors,J_search,rank_status,NRMSE_160715,NRMSE_160720,NRMSE_161138,NRMSE_165022,NRMSE_165028,NRMSE_165042,NRMSE_165861,NRMSE_170396,NRMSE_187017,NRMSE_187020,NRMSE_187024,NRMSE_189647,NRMSE_189651,NRMSE_195264,NRMSE_195267,NRMSE_195273,NRMSE_195638,NRMSE_195647,NRMSE_195650,NRMSE_195655,within_stratum_rank,global_rank_reference_only
"RATIO(ece16,cerqtit3)",C3,ece16|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit3|ece16,0.49175919893316483,FULL_RANK,0.3461810139524315,0.6451181988762574,0.5158235053757099,0.38440550815086977,0.34022578928932706,0.6405060758693156,0.448099266490652,0.19873907690506507,0.6993392901200283,1.1445520520820693,1.2999546185011177,0.2686249785987571,0.4053524602875183,0.7453914872043055,0.6805373596627318,0.4704366222435292,0.1492930852872298,0.15341765054601456,0.204437413237104,0.09474852598326373,11,11
"RATIO(ece18,cerqtit3)",C3,ece18|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit3|ece18,0.4924655319176511,FULL_RANK,0.35604920782452604,0.5706874625340074,0.6007614095624639,0.3631393679639525,0.37289792188063003,0.6151050299987575,0.43530591395753143,0.20564965799528437,0.7576599519631148,1.1232237279493242,1.34185138442073,0.2476139593155391,0.38125059467854977,0.7270321322822525,0.67247854916129,0.4679562884154711,0.1437316678731159,0.156890245711023,0.19099741852454788,0.11902874634090932,12,12
"RATIO(ece21,cerqtit3)",C3,ece21|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit3|ece21,0.4928143480077904,FULL_RANK,0.30237320657285216,0.6072514325520554,0.748227436741648,0.18264018861455003,0.27385259385844374,0.56311791056057,0.4345849915673273,0.24210452044338157,0.6447240933198514,1.1001771040791464,1.352805370747876,0.21382322088768826,0.3252152047702141,0.7159373212586543,0.6681571356650239,0.46034853992062635,0.14230568896619186,0.1411380806323985,0.14512468574133408,0.5923782332559768,13,13
"PROD(ip,prmtan_neped)",C2,ip|prmtan_neped,level|level,"{DEN,MAG}","unordered {family_i, family_j}","C2:{DEN,MAG}",ip|prmtan_neped,0.49365425933189744,FULL_RANK,0.48895269136390684,0.870317029623843,0.5060627700906335,0.6468787699366918,0.5733561632270597,0.5815880400075605,0.5473721288628303,0.6641907803158253,0.5430797196534879,0.5343294510862736,0.9965752538561096,0.3193756377455891,0.39384813520417056,0.38508462527817094,0.3738753170927612,0.32973837804313655,0.41546723263569163,0.221672947157643,0.21677908045883595,0.26454103499772613,1,14
"RATIO(ece20,cerqtit10)",C3,ece20|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit10|ece20,0.4944926631564008,FULL_RANK,0.6417356973575524,0.8529408679536097,0.5419701844470617,0.16647637655773687,0.18591874534396793,0.29770955661994486,0.3556680531046394,0.2124163154025642,0.5173964941639467,1.3629571442371209,1.2371583749742787,0.196375084571105,0.27429025680036706,0.7278891600711545,0.8838370234020759,0.47670991879596586,0.15855290847581072,0.1575234845009947,0.2036348752303617,0.43869274111775763,14,15
"RATIO(ece19,cerqtit10)",C3,ece19|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit10|ece19,0.49632960025653966,FULL_RANK,0.6708475761662639,0.8590592449338631,0.5177178497222054,0.17383006884913824,0.24763392000326126,0.30467388945945356,0.35545590321384074,0.19612362065879907,0.5550071132779646,1.3526529356285533,1.2891447898842472,0.2064950315665275,0.2923439606471451,0.7280716681919511,0.8927916507507007,0.4843264418984412,0.15865066894204716,0.1615082646480083,0.21719227180469533,0.2630651348836883,15,16
"RATIO(ece22,cerqtit3)",C3,ece22|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit3|ece22,0.49680566204643906,FULL_RANK,0.2971195158645217,0.6330708273481305,0.7754800116383299,0.18109638905056735,0.27402615477933384,0.5576647034028588,0.43873653540282964,0.24161029801864106,0.6689742566803117,1.147259766227463,1.3510693479635307,0.20090844240284914,0.31029966328234165,0.7219691023272797,0.6729551238733218,0.4534715226499353,0.15909763216510456,0.1463347037645315,0.11734895822307471,0.5876202858638239,16,17
"PROD(bt,prmtan_neped)",C2,bt|prmtan_neped,level|level,"{DEN,MAG}","unordered {family_i, family_j}","C2:{DEN,MAG}",bt|prmtan_neped,0.49770741498444515,FULL_RANK,0.5022412290750864,0.8834430581936776,0.4999910721148244,0.6616485529362349,0.5828204653890547,0.5889038206643106,0.5522222043491875,0.6872524160056336,0.5357880163394136,0.5303096706034074,0.9751063136651669,0.32319846098625327,0.3904710175967819,0.3837908497584697,0.37350856127373716,0.33559599539626933,0.4289913291424226,0.23250243697151618,0.2180122681985306,0.2683505610289239,2,18
"RATIO(ece13,cerqtit3)",C3,ece13|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit3|ece13,0.49789356282816327,FULL_RANK,0.4169579936232264,0.6253678021700925,0.46252054267150305,0.33708920333651776,0.23555145073797526,0.7564362426775171,0.5710620705410422,0.25041399615230703,0.6283776948486409,1.0705545839786572,1.2869193267715098,0.31790735280994376,0.47612634338907606,0.7760963051070621,0.6708724124851702,0.46071034376488523,0.17084013387249564,0.14373569799895272,0.2113204278060328,0.08901133182065846,17,19
"RATIO(ece27,cerqtit10)",C3,ece27|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit10|ece27,0.49883219291109704,FULL_RANK,0.5950100655828556,0.9422083479226653,0.5549023980677715,0.1783487591288027,0.16868024875897022,0.3390334290458877,0.3892699740074363,0.10302571490507123,0.6637468870101007,1.3108792001293508,0.9489657400866646,0.1788180582044295,0.2567166568491725,0.7713338784712498,0.8349552733561453,0.44390845557763575,0.2960748926258007,0.19209731030584154,0.2280711938095293,0.5805973743765601,18,20
"RATIO(ece12,cerqtit10)",C3,ece12|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit10|ece12,0.49918118432710773,FULL_RANK,0.8365719987548531,0.9522440281048571,0.3408825101541178,0.3061691411546091,0.18954678834716857,0.4706273965611012,0.4789665739348103,0.24848376094385605,0.7359293501271651,0.9173082186687381,1.365632198142297,0.2404881230225003,0.39690219663227944,0.5814736876718269,0.7825135522638534,0.4138231086243329,0.18498891108114401,0.1484715605089024,0.23738610132987822,0.15521448051386402,19,21
ID(prmtan_neped),C0,prmtan_neped,level,DEN,(family_i),C0:DEN,prmtan_neped,0.49964948280582194,FULL_RANK,0.5026546436385589,0.8845257220286523,0.5029527863199347,0.6657903136726131,0.5848074980110289,0.5928468835925699,0.5573069937360007,0.6903160630681519,0.5388162726114692,0.5339524616251304,0.984397857620778,0.323631884463059,0.39265788160182885,0.38451939730423595,0.37324180130540524,0.33147807415610503,0.4250912678220373,0.2315316807872617,0.22233660894941465,0.2701335638022048,1,22
"RATIO(ece20,cerqtit3)",C3,ece20|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER,cerqtit3|ece20,0.5015928731655179,FULL_RANK,0.31661601794895117,0.5928215687302781,0.8292825286665654,0.19244412438782424,0.2884814825889406,0.5757215023048464,0.43210359698767337,0.22813822040574158,0.7080466902202976,1.0754477817479013,1.362464136437967,0.23293189473571574,0.3618856330288926,0.7168730203034603,0.6703312270867055,0.4651407313441995,0.13464091887229013,0.14526032624542146,0.16627425584939476,0.5369518054172909,20,23
