coordinate_id,constructor,search_stratum,within_stratum_rank,round_robin_order,J_search,status
RATE_OVER_LEVEL(cerqrott3|cerqtit11),C7,C7:CER|CER,2,21,0.9578379359000797,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott6|prmtan_neped),C7,C7:CER|DEN,2,22,0.9861819344603944,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|ece39),C7,C7:CER|ECE,2,23,0.9776858984010856,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|bt),C7,C7:CER|MAG,2,24,1.0082034268649867,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece37|cerqtit3),C7,C7:ECE|CER,2,25,0.9369073016721096,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece35|prmtan_neped),C7,C7:ECE|DEN,2,26,0.951391685666902,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece37|ece39),C7,C7:ECE|ECE,2,27,0.9728413127746588,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece33|bt),C7,C7:ECE|MAG,2,28,1.0034955819499405,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|cerqtit10),C7,C7:GAS|CER,2,29,1.0026018946680262,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasc|prmtan_neped),C7,C7:GAS|DEN,2,30,1.0181231381584692,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|ece35),C7,C7:GAS|ECE,2,31,1.0119339230269584,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasc|bt),C7,C7:GAS|MAG,2,32,1.0189179439577285,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|cerqtit11),C7,C7:MAG|CER,2,33,0.8997787629923606,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(bt|prmtan_neped),C7,C7:MAG|DEN,2,34,1.0149525574724687,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|ece39),C7,C7:MAG|ECE,2,35,0.9259063629835561,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|bt),C7,C7:MAG|MAG,2,36,0.9809873498924094,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|cerqtit10),C7,C7:NBI|CER,2,37,1.0134107307441163,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(tinj|prmtan_neped),C7,C7:NBI|DEN,2,38,1.01538250000997,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|ece1),C7,C7:NBI|ECE,2,39,1.0147390086187265,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|bt),C7,C7:NBI|MAG,2,40,1.016378293605213,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|cerqtit3),C7,C7:CER|CER,3,41,0.9598586062424757,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott8|prmtan_neped),C7,C7:CER|DEN,3,42,0.9896584590771063,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|ece2),C7,C7:CER|ECE,3,43,0.9852255065251658,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqtit3|ip),C7,C7:CER|MAG,3,44,1.0099369879656281,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece33|cerqtit10),C7,C7:ECE|CER,3,45,0.9391574198191555,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece36|prmtan_neped),C7,C7:ECE|DEN,3,46,0.9597394991040924,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece25|ece39),C7,C7:ECE|ECE,3,47,0.9772686110004931,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece39|ip),C7,C7:ECE|MAG,3,48,1.004758542952183,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|cerqtit11),C7,C7:GAS|CER,3,49,1.0083348417350328,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasd|prmtan_neped),C7,C7:GAS|DEN,3,50,1.0185098311092973,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|ece28),C7,C7:GAS|ECE,3,51,1.0122005886900896,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasd|ip),C7,C7:GAS|MAG,3,52,1.0190296076429415,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|cerqtit3),C7,C7:MAG|CER,3,53,0.9016088478048758,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|ece36),C7,C7:MAG|ECE,3,54,0.9351813051865554,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(bt|ip),C7,C7:MAG|MAG,3,55,1.0181883120578026,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|cerqtit11),C7,C7:NBI|CER,3,56,1.0136915347881859,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_15l|prmtan_neped),C7,C7:NBI|DEN,3,57,1.015665157213275,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|ece38),C7,C7:NBI|ECE,3,58,1.0149172237896271,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_15l|ip),C7,C7:NBI|MAG,3,59,1.0169773295127382,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott6|cerqtit10),C7,C7:CER|CER,4,60,0.975834721649991,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqtit3|prmtan_neped),C7,C7:CER|DEN,4,61,0.9929448993531352,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|ece38),C7,C7:CER|ECE,4,62,0.9856777238011871,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqtit3|bt),C7,C7:CER|MAG,4,63,1.0103840904734374,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece37|cerqtit11),C7,C7:ECE|CER,4,64,0.94195074990069,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece37|prmtan_neped),C7,C7:ECE|DEN,4,65,0.9657172588870025,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece25|ece1),C7,C7:ECE|ECE,4,66,0.9784236499535025,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece39|bt),C7,C7:ECE|MAG,4,67,1.0061538042671496,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasd|cerqtit10),C7,C7:GAS|CER,4,68,1.017714103729648,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasb|prmtan_neped),C7,C7:GAS|DEN,4,69,1.038969394346544,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|ece36),C7,C7:GAS|ECE,4,70,1.0123881507826238,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasd|bt),C7,C7:GAS|MAG,4,71,1.019072931271925,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(bt|cerqtit10),C7,C7:MAG|CER,4,72,1.013721828245297,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|ece38),C7,C7:MAG|ECE,4,73,0.9355872326251934,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(bt|bt),C7,C7:MAG|MAG,4,74,1.0186073448129513,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(tinj|cerqtit3),C7,C7:NBI|CER,4,75,1.0150362899211667,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj|prmtan_neped),C7,C7:NBI|DEN,4,76,1.0158167120194788,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|ece37),C7,C7:NBI|ECE,4,77,1.014999259783091,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_15l|bt),C7,C7:NBI|MAG,4,78,1.0169819963057987,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott8|cerqtit10),C7,C7:CER|CER,5,79,0.9786628811198606,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqtit8|prmtan_neped),C7,C7:CER|DEN,5,80,0.9950758074884583,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|ece35),C7,C7:CER|ECE,5,81,0.9864565564432999,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqtit6|ip),C7,C7:CER|MAG,5,82,1.0129638783916786,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece36|cerqtit10),C7,C7:ECE|CER,5,83,0.9423242623378785,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece25|prmtan_neped),C7,C7:ECE|DEN,5,84,0.9657799727058324,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece21|ece39),C7,C7:ECE|ECE,5,85,0.9791378549195192,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece25|ip),C7,C7:ECE|MAG,5,86,1.0061977471751324,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasd|cerqtit11),C7,C7:GAS|CER,5,87,1.0177968167330858,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|ece38),C7,C7:GAS|ECE,5,88,1.012590766707588,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|ip),C7,C7:GAS|MAG,5,89,1.0194968313310133,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(bt|cerqtit3),C7,C7:MAG|CER,5,90,1.0141885061866163,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|ece35),C7,C7:MAG|ECE,5,91,0.9362735149485093,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj|cerqtit3),C7,C7:NBI|CER,5,92,1.015282487719929,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_30l|prmtan_neped),C7,C7:NBI|DEN,5,93,1.0176315581948265,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|ece36),C7,C7:NBI|ECE,5,94,1.0150301112399989,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(tinj|ip),C7,C7:NBI|MAG,5,95,1.0176554436838128,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott6|cerqtit11),C7,C7:CER|CER,6,96,0.9788862655898785,IN_EXPANSION_SHORTLIST
