coordinate_id,constructor,search_stratum,within_stratum_rank,round_robin_order,J_search,status
"RATIO(pinj_33r,prmtan_neped)",C3,C3:NBI|DEN,1,26,0.8287186651526387,IN_EXPANSION_SHORTLIST
"RATIO(pinj,ece37)",C3,C3:NBI|ECE,1,27,0.6521700693310696,IN_EXPANSION_SHORTLIST
"RATIO(pinj,bt)",C3,C3:NBI|MAG,1,28,0.5936697841576974,IN_EXPANSION_SHORTLIST
"RATIO(cerqrott12,cerqtit11)",C3,C3:CER|CER,2,29,0.6104336325940057,IN_EXPANSION_SHORTLIST
"RATIO(cerqrott12,prmtan_neped)",C3,C3:CER|DEN,2,30,0.6896070205008273,IN_EXPANSION_SHORTLIST
"RATIO(cerqtit6,ece22)",C3,C3:CER|ECE,2,31,0.5745327812905031,IN_EXPANSION_SHORTLIST
"RATIO(cerqtit6,bt)",C3,C3:CER|MAG,2,32,0.7637186176045683,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_neped,cerqtit11)",C3,C3:DEN|CER,2,33,0.8624872075879327,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_neped,ece37)",C3,C3:DEN|ECE,2,34,0.6837901609620065,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_neped,ip)",C3,C3:DEN|MAG,2,35,0.5100089724205702,IN_EXPANSION_SHORTLIST
"RATIO(ece15,cerqtit10)",C3,C3:ECE|CER,2,36,0.48383684796092447,IN_EXPANSION_SHORTLIST
"RATIO(ece22,prmtan_neped)",C3,C3:ECE|DEN,2,37,0.5407310094302207,IN_EXPANSION_SHORTLIST
"RATIO(ece22,ece39)",C3,C3:ECE|ECE,2,38,0.5339770272740133,IN_EXPANSION_SHORTLIST
"RATIO(ece38,bt)",C3,C3:ECE|MAG,2,39,0.8508806180055457,IN_EXPANSION_SHORTLIST
"RATIO(fs03da,cerqtit3)",C3,C3:FS|CER,2,40,0.7925701587920714,IN_EXPANSION_SHORTLIST
"RATIO(fs04,prmtan_neped)",C3,C3:FS|DEN,2,41,0.8626705197465634,IN_EXPANSION_SHORTLIST
"RATIO(fs03da,ece21)",C3,C3:FS|ECE,2,42,0.770062908351877,IN_EXPANSION_SHORTLIST
"RATIO(fs04,bt)",C3,C3:FS|MAG,2,43,0.726327249624121,IN_EXPANSION_SHORTLIST
"RATIO(gasc,cerqtit11)",C3,C3:GAS|CER,2,44,0.8098223439465887,IN_EXPANSION_SHORTLIST
"RATIO(gasd,prmtan_neped)",C3,C3:GAS|DEN,2,45,0.7703249898442138,IN_EXPANSION_SHORTLIST
"RATIO(gasa,ece7)",C3,C3:GAS|ECE,2,46,0.8608864260416904,IN_EXPANSION_SHORTLIST
"RATIO(gasd,ip)",C3,C3:GAS|MAG,2,47,0.8897368533932968,IN_EXPANSION_SHORTLIST
"RATIO(bt,cerqtit10)",C3,C3:MAG|CER,2,48,0.6413498626045184,IN_EXPANSION_SHORTLIST
"RATIO(ip,prmtan_neped)",C3,C3:MAG|DEN,2,49,0.5599561533044477,IN_EXPANSION_SHORTLIST
"RATIO(bt,ece39)",C3,C3:MAG|ECE,2,50,0.7203934793002923,IN_EXPANSION_SHORTLIST
"RATIO(bt,ip)",C3,C3:MAG|MAG,2,51,0.8642527033185653,IN_EXPANSION_SHORTLIST
"RATIO(pinj_33r,cerqtit11)",C3,C3:NBI|CER,2,52,0.8533458363594135,IN_EXPANSION_SHORTLIST
"RATIO(pinj_15l,prmtan_neped)",C3,C3:NBI|DEN,2,53,0.8887960874628478,IN_EXPANSION_SHORTLIST
"RATIO(pinj,ece22)",C3,C3:NBI|ECE,2,54,0.6577509940982098,IN_EXPANSION_SHORTLIST
"RATIO(pinj,ip)",C3,C3:NBI|MAG,2,55,0.5973243413980204,IN_EXPANSION_SHORTLIST
"RATIO(cerqrott11,cerqtit10)",C3,C3:CER|CER,3,56,0.6205851815284199,IN_EXPANSION_SHORTLIST
"RATIO(cerqrott6,prmtan_neped)",C3,C3:CER|DEN,3,57,0.700882442166969,IN_EXPANSION_SHORTLIST
"RATIO(cerqtit3,ece22)",C3,C3:CER|ECE,3,58,0.5783787757833024,IN_EXPANSION_SHORTLIST
"RATIO(cerqtit6,ip)",C3,C3:CER|MAG,3,59,0.7638166280377928,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_neped,cerqtit3)",C3,C3:DEN|CER,3,60,0.8645836928285885,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_neped,ece21)",C3,C3:DEN|ECE,3,61,0.6886679655927579,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_teped,bt)",C3,C3:DEN|MAG,3,62,0.9753309278737102,IN_EXPANSION_SHORTLIST
"RATIO(ece25,cerqtit10)",C3,C3:ECE|CER,3,63,0.4838475166765835,IN_EXPANSION_SHORTLIST
"RATIO(ece20,prmtan_neped)",C3,C3:ECE|DEN,3,64,0.5504449219866452,IN_EXPANSION_SHORTLIST
"RATIO(ece21,ece39)",C3,C3:ECE|ECE,3,65,0.5392666577696883,IN_EXPANSION_SHORTLIST
"RATIO(ece39,ip)",C3,C3:ECE|MAG,3,66,0.8538715132980081,IN_EXPANSION_SHORTLIST
"RATIO(fs03da,cerqtit11)",C3,C3:FS|CER,3,67,0.7926021534417191,IN_EXPANSION_SHORTLIST
"RATIO(fs05da,prmtan_neped)",C3,C3:FS|DEN,3,68,0.9402816780797313,IN_EXPANSION_SHORTLIST
"RATIO(fs03da,ece25)",C3,C3:FS|ECE,3,69,0.7738440726156586,IN_EXPANSION_SHORTLIST
"RATIO(fs05da,bt)",C3,C3:FS|MAG,3,70,0.7335394950396259,IN_EXPANSION_SHORTLIST
"RATIO(gasd,cerqtit10)",C3,C3:GAS|CER,3,71,0.8213478951374243,IN_EXPANSION_SHORTLIST
"RATIO(gasa,prmtan_neped)",C3,C3:GAS|DEN,3,72,0.8867835759806091,IN_EXPANSION_SHORTLIST
"RATIO(gasa,ece5)",C3,C3:GAS|ECE,3,73,0.861244815087945,IN_EXPANSION_SHORTLIST
"RATIO(gasa,bt)",C3,C3:GAS|MAG,3,74,0.9010782697082789,IN_EXPANSION_SHORTLIST
"RATIO(ip,cerqtit11)",C3,C3:MAG|CER,3,75,0.650111552031348,IN_EXPANSION_SHORTLIST
"RATIO(ip,ece14)",C3,C3:MAG|ECE,3,76,0.7219124961954307,IN_EXPANSION_SHORTLIST
"RATIO(pinj_15l,cerqtit11)",C3,C3:NBI|CER,3,77,0.8797527455273247,IN_EXPANSION_SHORTLIST
"RATIO(tinj,prmtan_neped)",C3,C3:NBI|DEN,3,78,0.926905214617987,IN_EXPANSION_SHORTLIST
"RATIO(tinj,ece22)",C3,C3:NBI|ECE,3,79,0.6883149784020691,IN_EXPANSION_SHORTLIST
"RATIO(tinj,bt)",C3,C3:NBI|MAG,3,80,0.712582483360835,IN_EXPANSION_SHORTLIST
"RATIO(cerqrott11,cerqtit11)",C3,C3:CER|CER,4,81,0.6361551182836951,IN_EXPANSION_SHORTLIST
"RATIO(cerqrott11,prmtan_neped)",C3,C3:CER|DEN,4,82,0.722000578337901,IN_EXPANSION_SHORTLIST
"RATIO(cerqtit6,ece14)",C3,C3:CER|ECE,4,83,0.5892243194848742,IN_EXPANSION_SHORTLIST
"RATIO(cerqtit8,bt)",C3,C3:CER|MAG,4,84,0.7643703011400141,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_teped,cerqtit11)",C3,C3:DEN|CER,4,85,0.9631441360368989,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_neped,ece38)",C3,C3:DEN|ECE,4,86,0.7014321345502186,IN_EXPANSION_SHORTLIST
"RATIO(prmtan_teped,ip)",C3,C3:DEN|MAG,4,87,0.9768902712242031,IN_EXPANSION_SHORTLIST
"RATIO(ece21,cerqtit10)",C3,C3:ECE|CER,4,88,0.48461736394495825,IN_EXPANSION_SHORTLIST
"RATIO(ece18,prmtan_neped)",C3,C3:ECE|DEN,4,89,0.5516083888726279,IN_EXPANSION_SHORTLIST
"RATIO(ece29,ece39)",C3,C3:ECE|ECE,4,90,0.5465035630108809,IN_EXPANSION_SHORTLIST
"RATIO(ece3,ip)",C3,C3:ECE|MAG,4,91,0.8596638525018276,IN_EXPANSION_SHORTLIST
"RATIO(fs04,cerqtit10)",C3,C3:FS|CER,4,92,0.8330135320990453,IN_EXPANSION_SHORTLIST
"RATIO(fs03da,ece36)",C3,C3:FS|ECE,4,93,0.7747299703852225,IN_EXPANSION_SHORTLIST
"RATIO(fs03da,ip)",C3,C3:FS|MAG,4,94,0.7446280047905318,IN_EXPANSION_SHORTLIST
"RATIO(gasc,cerqtit3)",C3,C3:GAS|CER,4,95,0.8344847291646802,IN_EXPANSION_SHORTLIST
"RATIO(gasb,prmtan_neped)",C3,C3:GAS|DEN,4,96,1.2499321643193642,IN_EXPANSION_SHORTLIST
RECIP(cerqtit10),C5,C5:CER,1,1,0.6398297594457867,IN_EXPANSION_SHORTLIST
RECIP(prmtan_neped),C5,C5:DEN,1,2,0.5562561434127222,IN_EXPANSION_SHORTLIST
RECIP(ece39),C5,C5:ECE,1,3,0.7177284031739763,IN_EXPANSION_SHORTLIST
RECIP(bt),C5,C5:MAG,1,4,0.7412468479734918,IN_EXPANSION_SHORTLIST
RECIP(cerqtit11),C5,C5:CER,2,5,0.6601532260015219,IN_EXPANSION_SHORTLIST
RECIP(ece38),C5,C5:ECE,2,6,0.7616358226864388,IN_EXPANSION_SHORTLIST
RECIP(ip),C5,C5:MAG,2,7,0.8583097843561271,IN_EXPANSION_SHORTLIST
RECIP(cerqtit3),C5,C5:CER,3,8,0.7245379318648423,IN_EXPANSION_SHORTLIST
RECIP(ece3),C5,C5:ECE,3,9,0.7701213039273764,IN_EXPANSION_SHORTLIST
RECIP(ece22),C5,C5:ECE,4,10,0.7711458743656567,IN_EXPANSION_SHORTLIST
RECIP(ece1),C5,C5:ECE,5,11,0.7773213169237758,IN_EXPANSION_SHORTLIST
RECIP(ece21),C5,C5:ECE,6,12,0.7786960551487836,IN_EXPANSION_SHORTLIST
RECIP(ece4),C5,C5:ECE,7,13,0.7807179664654437,IN_EXPANSION_SHORTLIST
RECIP(ece16),C5,C5:ECE,8,14,0.7893267662187677,IN_EXPANSION_SHORTLIST
RECIP(ece2),C5,C5:ECE,9,15,0.7951322294273111,IN_EXPANSION_SHORTLIST
RECIP(ece14),C5,C5:ECE,10,16,0.7953986477151941,IN_EXPANSION_SHORTLIST
RECIP(ece15),C5,C5:ECE,11,17,0.8022035196533601,IN_EXPANSION_SHORTLIST
RECIP(ece20),C5,C5:ECE,12,18,0.8023919672863936,IN_EXPANSION_SHORTLIST
RECIP(ece19),C5,C5:ECE,13,19,0.8060349181746872,IN_EXPANSION_SHORTLIST
RECIP(ece18),C5,C5:ECE,14,20,0.8068715817373928,IN_EXPANSION_SHORTLIST
RECIP(ece13),C5,C5:ECE,15,21,0.812912542036741,IN_EXPANSION_SHORTLIST
RECIP(ece12),C5,C5:ECE,16,22,0.8374506196750465,IN_EXPANSION_SHORTLIST
RECIP(ece5),C5,C5:ECE,17,23,0.8403695344396395,IN_EXPANSION_SHORTLIST
RECIP(ece37),C5,C5:ECE,18,24,0.8439891046474205,IN_EXPANSION_SHORTLIST
RECIP(ece36),C5,C5:ECE,19,25,0.8483687462994018,IN_EXPANSION_SHORTLIST
RECIP(ece35),C5,C5:ECE,20,26,0.8510272833229869,IN_EXPANSION_SHORTLIST
RECIP(ece25),C5,C5:ECE,21,27,0.8534950938833574,IN_EXPANSION_SHORTLIST
RECIP(ece33),C5,C5:ECE,22,28,0.8561386279659631,IN_EXPANSION_SHORTLIST
RECIP(ece11),C5,C5:ECE,23,29,0.868247244792735,IN_EXPANSION_SHORTLIST
RECIP(ece28),C5,C5:ECE,24,30,0.872421242832492,IN_EXPANSION_SHORTLIST
RECIP(ece6),C5,C5:ECE,25,31,0.8737813241747743,IN_EXPANSION_SHORTLIST
RECIP(ece7),C5,C5:ECE,26,32,0.8763441554967202,IN_EXPANSION_SHORTLIST
RECIP(ece27),C5,C5:ECE,27,33,0.9123107848268264,IN_EXPANSION_SHORTLIST
RECIP(ece29),C5,C5:ECE,28,34,0.9141894247698377,IN_EXPANSION_SHORTLIST
RECIP(ece8),C5,C5:ECE,29,35,0.9154153389042788,IN_EXPANSION_SHORTLIST
RECIP(ece9),C5,C5:ECE,30,36,0.9351881662022308,IN_EXPANSION_SHORTLIST
RECIP(ece10),C5,C5:ECE,31,37,0.9461100296979943,IN_EXPANSION_SHORTLIST
RECIP(ece31),C5,C5:ECE,32,38,0.9601605315088346,IN_EXPANSION_SHORTLIST
RECIP(ece30),C5,C5:ECE,33,39,0.9687341703717397,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|cerqtit8),C6,C6:CER|CER,1,1,0.9930834013247745,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|ece33),C6,C6:CER|ECE,1,2,0.978692785196694,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|gasa),C6,C6:CER|GAS,1,3,1.0074175394498046,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|ip),C6,C6:CER|MAG,1,4,0.9867907450113487,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|pinj_15l),C6,C6:CER|NBI,1,5,1.01689719783795,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|cerqtit6),C6,C6:DEN|CER,1,6,1.0184682169539359,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|ece9),C6,C6:DEN|ECE,1,7,1.0176325006952864,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|gasc),C6,C6:DEN|GAS,1,8,1.0190429444880362,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|ip),C6,C6:DEN|MAG,1,9,1.01723643949892,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_teped|pinj_15l),C6,C6:DEN|NBI,1,10,1.0174014051287206,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece14|cerqtit8),C6,C6:ECE|CER,1,11,1.0083428065831446,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece16|ece35),C6,C6:ECE|ECE,1,12,1.0003424924259317,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece6|gasb),C6,C6:ECE|GAS,1,13,1.0129070370584043,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece16|ip),C6,C6:ECE|MAG,1,14,0.9808538716065032,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece14|pinj_33r),C6,C6:ECE|NBI,1,15,1.0164496533787313,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|cerqrott6),C6,C6:FS|CER,1,16,1.0119921837242385,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|ece1),C6,C6:FS|ECE,1,17,1.0088645268566077,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|gasd),C6,C6:FS|GAS,1,18,1.019178562698459,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|ip),C6,C6:FS|MAG,1,19,1.0011060442320747,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs04|pinj_15l),C6,C6:FS|NBI,1,20,1.0169840926276317,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|cerqrott3),C6,C6:GAS|CER,1,21,0.9976243283377373,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|ece25),C6,C6:GAS|ECE,1,22,0.9792300855162633,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|gasb),C6,C6:GAS|GAS,1,23,1.0124129539754951,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|ip),C6,C6:GAS|MAG,1,24,0.97444266727718,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|pinj_33r),C6,C6:GAS|NBI,1,25,1.0137568548096862,IN_EXPANSION_SHORTLIST
LEVEL_RATE(bt|cerqrott3),C6,C6:MAG|CER,1,26,1.008488158098292,IN_EXPANSION_SHORTLIST
LEVEL_RATE(bt|ece33),C6,C6:MAG|ECE,1,27,1.004019917132434,IN_EXPANSION_SHORTLIST
LEVEL_RATE(bt|gasc),C6,C6:MAG|GAS,1,28,1.0189270732223727,IN_EXPANSION_SHORTLIST
LEVEL_RATE(bt|ip),C6,C6:MAG|MAG,1,29,0.981856014049244,IN_EXPANSION_SHORTLIST
LEVEL_RATE(bt|pinj_33r),C6,C6:MAG|NBI,1,30,1.0163855820353476,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj_30r|cerqrott3),C6,C6:NBI|CER,1,31,1.0062120967472992,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj_30r|ece39),C6,C6:NBI|ECE,1,32,1.0123185673962594,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj|gasc),C6,C6:NBI|GAS,1,33,1.018980347183223,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj_33r|ip),C6,C6:NBI|MAG,1,34,1.0013695596117302,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj_15l|pinj_15l),C6,C6:NBI|NBI,1,35,1.015130012698568,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|cerqrott3),C6,C6:CER|CER,2,36,0.9939031773604554,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|ece37),C6,C6:CER|ECE,2,37,0.9811383509851044,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott11|gasa),C6,C6:CER|GAS,2,38,1.0118486710659436,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott13|ip),C6,C6:CER|MAG,2,39,0.999197725811929,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott10|pinj_33r),C6,C6:CER|NBI,2,40,1.0170190708661477,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_teped|cerqtit3),C6,C6:DEN|CER,2,41,1.0185510211538003,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|ece33),C6,C6:DEN|ECE,2,42,1.0183806657962196,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|gasd),C6,C6:DEN|GAS,2,43,1.0192303804848073,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_teped|ip),C6,C6:DEN|MAG,2,44,1.0177488101353775,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|pinj_33r),C6,C6:DEN|NBI,2,45,1.0174821437788875,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece13|cerqtit8),C6,C6:ECE|CER,2,46,1.008371929122199,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece16|ece33),C6,C6:ECE|ECE,2,47,1.0003653803120565,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece7|gasb),C6,C6:ECE|GAS,2,48,1.013185352973156,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece20|ip),C6,C6:ECE|MAG,2,49,0.982047438538072,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece13|pinj_33r),C6,C6:ECE|NBI,2,50,1.0164585148781509,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs04|cerqrott6),C6,C6:FS|CER,2,51,1.0128195398109685,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|ece2),C6,C6:FS|ECE,2,52,1.012972092417672,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs04|gasd),C6,C6:FS|GAS,2,53,1.0192464981327263,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs04|ip),C6,C6:FS|MAG,2,54,1.0038915964749366,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|pinj_15l),C6,C6:FS|NBI,2,55,1.0170897326822617,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|cerqrott8),C6,C6:GAS|CER,2,56,1.0006057515299505,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|ece21),C6,C6:GAS|ECE,2,57,0.9889366879622331,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasc|gasb),C6,C6:GAS|GAS,2,58,1.0134980102963689,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasc|ip),C6,C6:GAS|MAG,2,59,0.9886090353095378,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|pinj_15l),C6,C6:GAS|NBI,2,60,1.01548327274821,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ip|cerqrott3),C6,C6:MAG|CER,2,61,1.009902623914157,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ip|ece33),C6,C6:MAG|ECE,2,62,1.00573139159317,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ip|gasc),C6,C6:MAG|GAS,2,63,1.0189346951657376,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ip|ip),C6,C6:MAG|MAG,2,64,0.9919229132975327,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ip|pinj_33r),C6,C6:MAG|NBI,2,65,1.0164897473243981,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj_33r|cerqrott3),C6,C6:NBI|CER,2,66,1.0071937406564064,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj_33r|ece33),C6,C6:NBI|ECE,2,67,1.013169949332844,IN_EXPANSION_SHORTLIST
LEVEL_RATE(tinj|gasc),C6,C6:NBI|GAS,2,68,1.0189832865443906,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj_30r|ip),C6,C6:NBI|MAG,2,69,1.0085448463452922,IN_EXPANSION_SHORTLIST
LEVEL_RATE(pinj_30l|pinj_33r),C6,C6:NBI|NBI,2,70,1.0151992917244985,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|cerqtit3),C6,C6:CER|CER,3,71,0.9951652338005157,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|ece36),C6,C6:CER|ECE,3,72,0.9812491139371724,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott10|gasa),C6,C6:CER|GAS,3,73,1.0160341196842664,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott11|ip),C6,C6:CER|MAG,3,74,1.0026145795097174,IN_EXPANSION_SHORTLIST
LEVEL_RATE(cerqrott12|pinj_33r),C6,C6:CER|NBI,3,75,1.017022311810463,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|cerqtit12),C6,C6:DEN|CER,3,76,1.0187337057334083,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_teped|ece9),C6,C6:DEN|ECE,3,77,1.0184304725358255,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_teped|gasc),C6,C6:DEN|GAS,3,78,1.0192464476640228,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|bt),C6,C6:DEN|MAG,3,79,1.0194190085577997,IN_EXPANSION_SHORTLIST
LEVEL_RATE(prmtan_neped|pinj_15l),C6,C6:DEN|NBI,3,80,1.0182777516715193,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece15|cerqtit8),C6,C6:ECE|CER,3,81,1.0086773046184447,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece15|ece35),C6,C6:ECE|ECE,3,82,1.0004740704865158,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece5|gasb),C6,C6:ECE|GAS,3,83,1.0137381264430894,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece19|ip),C6,C6:ECE|MAG,3,84,0.9820739418217425,IN_EXPANSION_SHORTLIST
LEVEL_RATE(ece15|pinj_33r),C6,C6:ECE|NBI,3,85,1.016475601718626,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|cerqtit6),C6,C6:FS|CER,3,86,1.0163800145997173,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|ece3),C6,C6:FS|ECE,3,87,1.0136662348358318,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs04|gasc),C6,C6:FS|GAS,3,88,1.019261677207074,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs05da|ip),C6,C6:FS|MAG,3,89,1.010881069139408,IN_EXPANSION_SHORTLIST
LEVEL_RATE(fs03da|pinj_33r),C6,C6:FS|NBI,3,90,1.0179714810089329,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|cerqrott6),C6,C6:GAS|CER,3,91,1.001660658694584,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|ece30),C6,C6:GAS|ECE,3,92,0.98983926299532,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|gasd),C6,C6:GAS|GAS,3,93,1.015618971481731,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasd|ip),C6,C6:GAS|MAG,3,94,0.9970161437121503,IN_EXPANSION_SHORTLIST
LEVEL_RATE(gasa|pinj),C6,C6:GAS|NBI,3,95,1.016479398562691,IN_EXPANSION_SHORTLIST
LEVEL_RATE(bt|cerqtit3),C6,C6:MAG|CER,3,96,1.0105463413371278,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|cerqtit10),C7,C7:CER|CER,1,1,0.9542547964144432,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|prmtan_neped),C7,C7:CER|DEN,1,2,0.9707191640378585,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|ece1),C7,C7:CER|ECE,1,3,0.9758680853922896,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(cerqrott3|ip),C7,C7:CER|MAG,1,4,1.0060408264338292,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece37|cerqtit10),C7,C7:ECE|CER,1,5,0.927194984546848,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece33|prmtan_neped),C7,C7:ECE|DEN,1,6,0.9481782574249138,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece33|ece39),C7,C7:ECE|ECE,1,7,0.9693368048116484,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ece33|ip),C7,C7:ECE|MAG,1,8,0.9998169300231409,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|cerqtit3),C7,C7:GAS|CER,1,9,1.0016234349236703,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|prmtan_neped),C7,C7:GAS|DEN,1,10,1.0078871545618688,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasa|ece39),C7,C7:GAS|ECE,1,11,1.0099445570823955,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(gasc|ip),C7,C7:GAS|MAG,1,12,1.0188874371420407,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|cerqtit10),C7,C7:MAG|CER,1,13,0.8965421663914522,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|prmtan_neped),C7,C7:MAG|DEN,1,14,0.9191915205524819,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|ece1),C7,C7:MAG|ECE,1,15,0.9242996621970521,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(ip|ip),C7,C7:MAG|MAG,1,16,0.9675445369735698,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|cerqtit3),C7,C7:NBI|CER,1,17,1.0132745236321958,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|prmtan_neped),C7,C7:NBI|DEN,1,18,1.0150837887481718,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|ece39),C7,C7:NBI|ECE,1,19,1.0146279668230975,IN_EXPANSION_SHORTLIST
RATE_OVER_LEVEL(pinj_33r|ip),C7,C7:NBI|MAG,1,20,1.016197379009744,IN_EXPANSION_SHORTLIST
