shot_id,signal_id,available,n_samples,valid_fraction,time_start_ms,time_end_ms,missing_fraction,source_resolution_ms,notes
159310,ece38,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,ece39,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,ece4,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,ece40,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,ece5,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,ece6,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,ece7,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,ece8,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,ece9,True,25449,1.0,0.0,5089.6,0.0,0.19999999999998863,
159310,fs03da,True,254498,1.0,0.04999925568699837,5089.989999255688,0.0,0.01999999999998181,
159310,fs04,True,254498,1.0,0.04999925568699837,5089.989999255688,0.0,0.01999999999998181,
159310,fs04da,True,254498,1.0,0.04999925568699837,5089.989999255688,0.0,0.01999999999998181,
159310,fs05da,True,254498,1.0,0.04999925568699837,5089.989999255688,0.0,0.01999999999998181,
159310,gasa,True,2546,1.0,0.0,5090.0,0.0,2.0000000000004547,
159310,gasb,True,2546,1.0,0.0,5090.0,0.0,2.0000000000004547,
159310,gasc,True,2546,1.0,0.0,5090.0,0.0,2.0000000000004547,
159310,gasd,True,2546,1.0,0.0,5090.0,0.0,2.0000000000004547,
159310,ip,True,5090,1.0,1.1102230246251565e-13,5089.0,0.0,1.0,
159310,kappa,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,li,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,pcbcoil,True,5091,1.0,0.0,5089.999987148985,0.0,0.9999999974752427,
159310,pcdiamag3,True,5091,1.0,0.0,5089.999987148985,0.0,0.9999999974752427,
159310,pinj,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,pinj_15l,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,pinj_15r,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,pinj_21l,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,pinj_21r,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,pinj_30l,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,pinj_30r,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,pinj_33l,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,pinj_33r,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,prmtan_neped,True,547,1.0,300.4909973144531,5086.115234375,0.0,9.4200439453125,
159310,prmtan_teped,True,520,1.0,300.4909973144531,5086.115234375,0.0,10.0,
159310,q95,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,rmaxis,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,rsurf,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,tinj,True,50900,1.0,0.0,5089.900000000001,0.0,0.09999999999990905,
159310,tribot,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,tritop,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,volume,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,vsurf,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,zcur,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,zmaxis,True,249,1.0,100.0,5060.0,0.0,20.0,
159310,zsurf,True,249,1.0,100.0,5060.0,0.0,20.0,
160715,aminor,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,area,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,betan,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,bt,True,4900,1.0,0.0,4899.0,0.0,1.0,
160715,cerqrott10,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqrott11,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqrott12,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqrott13,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqrott3,True,450,1.0,400.0,4890.0,0.0,10.0,
160715,cerqrott6,True,450,1.0,400.0,4890.0,0.0,10.0,
160715,cerqrott8,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqtit10,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqtit11,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqtit12,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqtit13,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,cerqtit3,True,450,1.0,400.0,4890.0,0.0,10.0,
160715,cerqtit6,True,450,1.0,400.0,4890.0,0.0,10.0,
160715,cerqtit8,True,430,1.0,600.0,4890.0,0.0,10.0,
160715,density,True,4799,1.0,100.3175048828125,4898.3175048828125,0.0,1.0,
160715,drsep,True,240,1.0,100.0,4880.0,0.0,20.0,
160715,ece1,True,24500,1.0,0.0,4899.8,0.0,0.19999999999998863,
