coordinate_id,constructor,ordered_operands,operand_roles,family_signature,role_semantics,search_stratum
RATE_OVER_LEVEL(ece20|prmtan_neped),C7,ece20|prmtan_neped,rate|level_denominator,ECE|DEN,(rate_family | denominator_level_family),C7:ECE|DEN
RATE_OVER_LEVEL(ece20|ece1),C7,ece20|ece1,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece2),C7,ece20|ece2,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece3),C7,ece20|ece3,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece4),C7,ece20|ece4,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece5),C7,ece20|ece5,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece6),C7,ece20|ece6,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece7),C7,ece20|ece7,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece8),C7,ece20|ece8,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece9),C7,ece20|ece9,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece10),C7,ece20|ece10,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece11),C7,ece20|ece11,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece12),C7,ece20|ece12,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece13),C7,ece20|ece13,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece14),C7,ece20|ece14,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece15),C7,ece20|ece15,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece16),C7,ece20|ece16,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece18),C7,ece20|ece18,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece19),C7,ece20|ece19,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece20),C7,ece20|ece20,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece21),C7,ece20|ece21,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece22),C7,ece20|ece22,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece25),C7,ece20|ece25,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece27),C7,ece20|ece27,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece28),C7,ece20|ece28,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece29),C7,ece20|ece29,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece30),C7,ece20|ece30,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece31),C7,ece20|ece31,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece33),C7,ece20|ece33,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece35),C7,ece20|ece35,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece36),C7,ece20|ece36,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece37),C7,ece20|ece37,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece38),C7,ece20|ece38,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|ece39),C7,ece20|ece39,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece20|cerqtit3),C7,ece20|cerqtit3,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece20|cerqtit10),C7,ece20|cerqtit10,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece20|cerqtit11),C7,ece20|cerqtit11,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece21|bt),C7,ece21|bt,rate|level_denominator,ECE|MAG,(rate_family | denominator_level_family),C7:ECE|MAG
RATE_OVER_LEVEL(ece21|ip),C7,ece21|ip,rate|level_denominator,ECE|MAG,(rate_family | denominator_level_family),C7:ECE|MAG
RATE_OVER_LEVEL(ece21|prmtan_neped),C7,ece21|prmtan_neped,rate|level_denominator,ECE|DEN,(rate_family | denominator_level_family),C7:ECE|DEN
RATE_OVER_LEVEL(ece21|ece1),C7,ece21|ece1,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece2),C7,ece21|ece2,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece3),C7,ece21|ece3,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece4),C7,ece21|ece4,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece5),C7,ece21|ece5,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece6),C7,ece21|ece6,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece7),C7,ece21|ece7,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece8),C7,ece21|ece8,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece9),C7,ece21|ece9,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece10),C7,ece21|ece10,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece11),C7,ece21|ece11,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece12),C7,ece21|ece12,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece13),C7,ece21|ece13,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece14),C7,ece21|ece14,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece15),C7,ece21|ece15,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece16),C7,ece21|ece16,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece18),C7,ece21|ece18,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece19),C7,ece21|ece19,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece20),C7,ece21|ece20,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece21),C7,ece21|ece21,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece22),C7,ece21|ece22,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece25),C7,ece21|ece25,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece27),C7,ece21|ece27,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece28),C7,ece21|ece28,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece29),C7,ece21|ece29,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece30),C7,ece21|ece30,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece31),C7,ece21|ece31,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece33),C7,ece21|ece33,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece35),C7,ece21|ece35,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece36),C7,ece21|ece36,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece37),C7,ece21|ece37,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece38),C7,ece21|ece38,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|ece39),C7,ece21|ece39,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece21|cerqtit3),C7,ece21|cerqtit3,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece21|cerqtit10),C7,ece21|cerqtit10,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece21|cerqtit11),C7,ece21|cerqtit11,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece22|bt),C7,ece22|bt,rate|level_denominator,ECE|MAG,(rate_family | denominator_level_family),C7:ECE|MAG
RATE_OVER_LEVEL(ece22|ip),C7,ece22|ip,rate|level_denominator,ECE|MAG,(rate_family | denominator_level_family),C7:ECE|MAG
RATE_OVER_LEVEL(ece22|prmtan_neped),C7,ece22|prmtan_neped,rate|level_denominator,ECE|DEN,(rate_family | denominator_level_family),C7:ECE|DEN
RATE_OVER_LEVEL(ece22|ece1),C7,ece22|ece1,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece2),C7,ece22|ece2,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece3),C7,ece22|ece3,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece4),C7,ece22|ece4,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece5),C7,ece22|ece5,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece6),C7,ece22|ece6,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece7),C7,ece22|ece7,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece8),C7,ece22|ece8,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece9),C7,ece22|ece9,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece10),C7,ece22|ece10,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece11),C7,ece22|ece11,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece12),C7,ece22|ece12,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece13),C7,ece22|ece13,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece14),C7,ece22|ece14,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece15),C7,ece22|ece15,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece16),C7,ece22|ece16,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece18),C7,ece22|ece18,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece19),C7,ece22|ece19,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece20),C7,ece22|ece20,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece21),C7,ece22|ece21,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece22),C7,ece22|ece22,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece25),C7,ece22|ece25,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece27),C7,ece22|ece27,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece28),C7,ece22|ece28,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece29),C7,ece22|ece29,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece30),C7,ece22|ece30,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece31),C7,ece22|ece31,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece33),C7,ece22|ece33,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece35),C7,ece22|ece35,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece36),C7,ece22|ece36,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece37),C7,ece22|ece37,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece38),C7,ece22|ece38,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|ece39),C7,ece22|ece39,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece22|cerqtit3),C7,ece22|cerqtit3,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece22|cerqtit10),C7,ece22|cerqtit10,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece22|cerqtit11),C7,ece22|cerqtit11,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece25|bt),C7,ece25|bt,rate|level_denominator,ECE|MAG,(rate_family | denominator_level_family),C7:ECE|MAG
RATE_OVER_LEVEL(ece25|ip),C7,ece25|ip,rate|level_denominator,ECE|MAG,(rate_family | denominator_level_family),C7:ECE|MAG
RATE_OVER_LEVEL(ece25|prmtan_neped),C7,ece25|prmtan_neped,rate|level_denominator,ECE|DEN,(rate_family | denominator_level_family),C7:ECE|DEN
RATE_OVER_LEVEL(ece25|ece1),C7,ece25|ece1,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece2),C7,ece25|ece2,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece3),C7,ece25|ece3,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece4),C7,ece25|ece4,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece5),C7,ece25|ece5,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece6),C7,ece25|ece6,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece7),C7,ece25|ece7,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece8),C7,ece25|ece8,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece9),C7,ece25|ece9,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece10),C7,ece25|ece10,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece11),C7,ece25|ece11,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece12),C7,ece25|ece12,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece13),C7,ece25|ece13,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece14),C7,ece25|ece14,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece15),C7,ece25|ece15,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece16),C7,ece25|ece16,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece18),C7,ece25|ece18,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece19),C7,ece25|ece19,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece20),C7,ece25|ece20,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece21),C7,ece25|ece21,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece22),C7,ece25|ece22,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece25),C7,ece25|ece25,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece27),C7,ece25|ece27,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece28),C7,ece25|ece28,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece29),C7,ece25|ece29,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece30),C7,ece25|ece30,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece31),C7,ece25|ece31,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece33),C7,ece25|ece33,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece35),C7,ece25|ece35,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece36),C7,ece25|ece36,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece37),C7,ece25|ece37,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece38),C7,ece25|ece38,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|ece39),C7,ece25|ece39,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece25|cerqtit3),C7,ece25|cerqtit3,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece25|cerqtit10),C7,ece25|cerqtit10,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece25|cerqtit11),C7,ece25|cerqtit11,rate|level_denominator,ECE|CER,(rate_family | denominator_level_family),C7:ECE|CER
RATE_OVER_LEVEL(ece27|bt),C7,ece27|bt,rate|level_denominator,ECE|MAG,(rate_family | denominator_level_family),C7:ECE|MAG
RATE_OVER_LEVEL(ece27|ip),C7,ece27|ip,rate|level_denominator,ECE|MAG,(rate_family | denominator_level_family),C7:ECE|MAG
RATE_OVER_LEVEL(ece27|prmtan_neped),C7,ece27|prmtan_neped,rate|level_denominator,ECE|DEN,(rate_family | denominator_level_family),C7:ECE|DEN
RATE_OVER_LEVEL(ece27|ece1),C7,ece27|ece1,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece2),C7,ece27|ece2,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece3),C7,ece27|ece3,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece4),C7,ece27|ece4,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece5),C7,ece27|ece5,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece6),C7,ece27|ece6,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece7),C7,ece27|ece7,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece8),C7,ece27|ece8,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece9),C7,ece27|ece9,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece10),C7,ece27|ece10,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece11),C7,ece27|ece11,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece12),C7,ece27|ece12,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece13),C7,ece27|ece13,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece14),C7,ece27|ece14,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece15),C7,ece27|ece15,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece16),C7,ece27|ece16,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece18),C7,ece27|ece18,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece19),C7,ece27|ece19,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece20),C7,ece27|ece20,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece21),C7,ece27|ece21,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece22),C7,ece27|ece22,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece25),C7,ece27|ece25,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece27),C7,ece27|ece27,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece28),C7,ece27|ece28,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece29),C7,ece27|ece29,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece30),C7,ece27|ece30,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece31),C7,ece27|ece31,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
RATE_OVER_LEVEL(ece27|ece33),C7,ece27|ece33,rate|level_denominator,ECE|ECE,(rate_family | denominator_level_family),C7:ECE|ECE
