coordinate_id,constructor,ordered_operands,operand_roles,family_signature,role_semantics,search_stratum
"RATIO(ece15,ece33)",C3,ece15|ece33,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece15,ece35)",C3,ece15|ece35,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece15,ece36)",C3,ece15|ece36,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece15,ece37)",C3,ece15|ece37,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece15,ece38)",C3,ece15|ece38,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece15,ece39)",C3,ece15|ece39,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece15,cerqtit3)",C3,ece15|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece15,cerqtit10)",C3,ece15|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece15,cerqtit11)",C3,ece15|cerqtit11,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece16,bt)",C3,ece16|bt,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece16,ip)",C3,ece16|ip,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece16,prmtan_neped)",C3,ece16|prmtan_neped,level|level_denominator,ECE|DEN,(numerator_family | denominator_family),C3:ECE|DEN
"RATIO(ece16,ece1)",C3,ece16|ece1,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece2)",C3,ece16|ece2,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece3)",C3,ece16|ece3,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece4)",C3,ece16|ece4,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece5)",C3,ece16|ece5,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece6)",C3,ece16|ece6,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece7)",C3,ece16|ece7,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece8)",C3,ece16|ece8,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece9)",C3,ece16|ece9,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece10)",C3,ece16|ece10,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece11)",C3,ece16|ece11,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece12)",C3,ece16|ece12,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece13)",C3,ece16|ece13,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece14)",C3,ece16|ece14,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece15)",C3,ece16|ece15,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece18)",C3,ece16|ece18,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece19)",C3,ece16|ece19,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece20)",C3,ece16|ece20,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece21)",C3,ece16|ece21,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece22)",C3,ece16|ece22,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece25)",C3,ece16|ece25,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece27)",C3,ece16|ece27,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece28)",C3,ece16|ece28,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece29)",C3,ece16|ece29,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece30)",C3,ece16|ece30,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece31)",C3,ece16|ece31,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece33)",C3,ece16|ece33,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece35)",C3,ece16|ece35,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece36)",C3,ece16|ece36,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece37)",C3,ece16|ece37,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece38)",C3,ece16|ece38,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,ece39)",C3,ece16|ece39,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece16,cerqtit3)",C3,ece16|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece16,cerqtit10)",C3,ece16|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece16,cerqtit11)",C3,ece16|cerqtit11,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece18,bt)",C3,ece18|bt,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece18,ip)",C3,ece18|ip,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece18,prmtan_neped)",C3,ece18|prmtan_neped,level|level_denominator,ECE|DEN,(numerator_family | denominator_family),C3:ECE|DEN
"RATIO(ece18,ece1)",C3,ece18|ece1,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece2)",C3,ece18|ece2,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece3)",C3,ece18|ece3,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece4)",C3,ece18|ece4,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece5)",C3,ece18|ece5,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece6)",C3,ece18|ece6,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece7)",C3,ece18|ece7,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece8)",C3,ece18|ece8,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece9)",C3,ece18|ece9,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece10)",C3,ece18|ece10,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece11)",C3,ece18|ece11,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece12)",C3,ece18|ece12,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece13)",C3,ece18|ece13,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece14)",C3,ece18|ece14,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece15)",C3,ece18|ece15,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece16)",C3,ece18|ece16,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece19)",C3,ece18|ece19,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece20)",C3,ece18|ece20,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece21)",C3,ece18|ece21,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece22)",C3,ece18|ece22,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece25)",C3,ece18|ece25,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece27)",C3,ece18|ece27,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece28)",C3,ece18|ece28,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece29)",C3,ece18|ece29,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece30)",C3,ece18|ece30,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece31)",C3,ece18|ece31,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece33)",C3,ece18|ece33,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece35)",C3,ece18|ece35,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece36)",C3,ece18|ece36,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece37)",C3,ece18|ece37,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece38)",C3,ece18|ece38,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,ece39)",C3,ece18|ece39,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece18,cerqtit3)",C3,ece18|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece18,cerqtit10)",C3,ece18|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece18,cerqtit11)",C3,ece18|cerqtit11,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece19,bt)",C3,ece19|bt,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece19,ip)",C3,ece19|ip,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece19,prmtan_neped)",C3,ece19|prmtan_neped,level|level_denominator,ECE|DEN,(numerator_family | denominator_family),C3:ECE|DEN
"RATIO(ece19,ece1)",C3,ece19|ece1,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece2)",C3,ece19|ece2,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece3)",C3,ece19|ece3,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece4)",C3,ece19|ece4,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece5)",C3,ece19|ece5,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece6)",C3,ece19|ece6,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece7)",C3,ece19|ece7,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece8)",C3,ece19|ece8,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece9)",C3,ece19|ece9,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece10)",C3,ece19|ece10,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece11)",C3,ece19|ece11,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece12)",C3,ece19|ece12,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece13)",C3,ece19|ece13,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece14)",C3,ece19|ece14,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece15)",C3,ece19|ece15,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece16)",C3,ece19|ece16,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece18)",C3,ece19|ece18,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece20)",C3,ece19|ece20,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece21)",C3,ece19|ece21,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece22)",C3,ece19|ece22,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece25)",C3,ece19|ece25,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece27)",C3,ece19|ece27,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece28)",C3,ece19|ece28,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece29)",C3,ece19|ece29,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece30)",C3,ece19|ece30,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece31)",C3,ece19|ece31,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece33)",C3,ece19|ece33,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece35)",C3,ece19|ece35,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece36)",C3,ece19|ece36,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece37)",C3,ece19|ece37,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece38)",C3,ece19|ece38,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,ece39)",C3,ece19|ece39,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece19,cerqtit3)",C3,ece19|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece19,cerqtit10)",C3,ece19|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece19,cerqtit11)",C3,ece19|cerqtit11,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece20,bt)",C3,ece20|bt,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece20,ip)",C3,ece20|ip,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece20,prmtan_neped)",C3,ece20|prmtan_neped,level|level_denominator,ECE|DEN,(numerator_family | denominator_family),C3:ECE|DEN
"RATIO(ece20,ece1)",C3,ece20|ece1,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece2)",C3,ece20|ece2,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece3)",C3,ece20|ece3,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece4)",C3,ece20|ece4,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece5)",C3,ece20|ece5,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece6)",C3,ece20|ece6,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece7)",C3,ece20|ece7,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece8)",C3,ece20|ece8,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece9)",C3,ece20|ece9,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece10)",C3,ece20|ece10,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece11)",C3,ece20|ece11,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece12)",C3,ece20|ece12,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece13)",C3,ece20|ece13,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece14)",C3,ece20|ece14,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece15)",C3,ece20|ece15,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece16)",C3,ece20|ece16,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece18)",C3,ece20|ece18,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece19)",C3,ece20|ece19,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece21)",C3,ece20|ece21,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece22)",C3,ece20|ece22,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece25)",C3,ece20|ece25,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece27)",C3,ece20|ece27,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece28)",C3,ece20|ece28,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece29)",C3,ece20|ece29,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece30)",C3,ece20|ece30,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece31)",C3,ece20|ece31,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece33)",C3,ece20|ece33,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece35)",C3,ece20|ece35,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece36)",C3,ece20|ece36,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece37)",C3,ece20|ece37,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece38)",C3,ece20|ece38,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,ece39)",C3,ece20|ece39,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece20,cerqtit3)",C3,ece20|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece20,cerqtit10)",C3,ece20|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece20,cerqtit11)",C3,ece20|cerqtit11,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece21,bt)",C3,ece21|bt,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece21,ip)",C3,ece21|ip,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece21,prmtan_neped)",C3,ece21|prmtan_neped,level|level_denominator,ECE|DEN,(numerator_family | denominator_family),C3:ECE|DEN
"RATIO(ece21,ece1)",C3,ece21|ece1,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece2)",C3,ece21|ece2,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece3)",C3,ece21|ece3,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece4)",C3,ece21|ece4,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece5)",C3,ece21|ece5,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece6)",C3,ece21|ece6,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece7)",C3,ece21|ece7,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece8)",C3,ece21|ece8,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece9)",C3,ece21|ece9,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece10)",C3,ece21|ece10,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece11)",C3,ece21|ece11,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece12)",C3,ece21|ece12,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece13)",C3,ece21|ece13,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece14)",C3,ece21|ece14,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece15)",C3,ece21|ece15,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece16)",C3,ece21|ece16,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece18)",C3,ece21|ece18,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece19)",C3,ece21|ece19,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece20)",C3,ece21|ece20,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece22)",C3,ece21|ece22,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece25)",C3,ece21|ece25,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece27)",C3,ece21|ece27,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece28)",C3,ece21|ece28,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece29)",C3,ece21|ece29,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece30)",C3,ece21|ece30,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece31)",C3,ece21|ece31,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece33)",C3,ece21|ece33,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece35)",C3,ece21|ece35,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece36)",C3,ece21|ece36,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece37)",C3,ece21|ece37,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece38)",C3,ece21|ece38,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,ece39)",C3,ece21|ece39,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece21,cerqtit3)",C3,ece21|cerqtit3,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece21,cerqtit10)",C3,ece21|cerqtit10,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece21,cerqtit11)",C3,ece21|cerqtit11,level|level_denominator,ECE|CER,(numerator_family | denominator_family),C3:ECE|CER
"RATIO(ece22,bt)",C3,ece22|bt,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece22,ip)",C3,ece22|ip,level|level_denominator,ECE|MAG,(numerator_family | denominator_family),C3:ECE|MAG
"RATIO(ece22,prmtan_neped)",C3,ece22|prmtan_neped,level|level_denominator,ECE|DEN,(numerator_family | denominator_family),C3:ECE|DEN
"RATIO(ece22,ece1)",C3,ece22|ece1,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece22,ece2)",C3,ece22|ece2,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece22,ece3)",C3,ece22|ece3,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece22,ece4)",C3,ece22|ece4,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece22,ece5)",C3,ece22|ece5,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece22,ece6)",C3,ece22|ece6,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece22,ece7)",C3,ece22|ece7,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
"RATIO(ece22,ece8)",C3,ece22|ece8,level|level_denominator,ECE|ECE,(numerator_family | denominator_family),C3:ECE|ECE
