coordinate_id,constructor,operands,first_rejecting_class,rejection_reason,value_min,value_max
"RATIO(pinj_30r,pinj_33l)",C3,pinj_30r|pinj_33l,E,E_DENOM_ZERO_VALUE,,
"RATIO(pinj_30r,pinj_33r)",C3,pinj_30r|pinj_33r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,tinj)",C3,pinj_30r|tinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,cerqrott3)",C3,pinj_30r|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_30r,cerqrott6)",C3,pinj_30r|cerqrott6,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,cerqrott8)",C3,pinj_30r|cerqrott8,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,cerqrott10)",C3,pinj_30r|cerqrott10,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,cerqrott11)",C3,pinj_30r|cerqrott11,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,cerqrott12)",C3,pinj_30r|cerqrott12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,cerqrott13)",C3,pinj_30r|cerqrott13,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,cerqtit6)",C3,pinj_30r|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_30r,cerqtit8)",C3,pinj_30r|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_30r,cerqtit12)",C3,pinj_30r|cerqtit12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_30r,cerqtit13)",C3,pinj_30r|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33l,bt)",C3,pinj_33l|bt,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,-1250587.2324256953,1360153.4827940313
"RATIO(pinj_33l,ip)",C3,pinj_33l|ip,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,3.505124603746165
"RATIO(pinj_33l,prmtan_neped)",C3,pinj_33l|prmtan_neped,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,4.839304017190841e-13
"RATIO(pinj_33l,prmtan_teped)",C3,pinj_33l|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,fs04)",C3,pinj_33l|fs04,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,fs03da)",C3,pinj_33l|fs03da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,fs04da)",C3,pinj_33l|fs04da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,fs05da)",C3,pinj_33l|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33l,gasa)",C3,pinj_33l|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33l,gasb)",C3,pinj_33l|gasb,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,gasc)",C3,pinj_33l|gasc,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,gasd)",C3,pinj_33l|gasd,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,pinj)",C3,pinj_33l|pinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,pinj_15l)",C3,pinj_33l|pinj_15l,E,E_DENOM_ZERO_VALUE,,
"RATIO(pinj_33l,pinj_15r)",C3,pinj_33l|pinj_15r,E,E_DENOM_ZERO_VALUE,,
"RATIO(pinj_33l,pinj_21l)",C3,pinj_33l|pinj_21l,E,E_DENOM_RMS_ZERO,,
"RATIO(pinj_33l,pinj_21r)",C3,pinj_33l|pinj_21r,E,E_DENOM_RMS_ZERO,,
"RATIO(pinj_33l,pinj_30l)",C3,pinj_33l|pinj_30l,E,E_DENOM_ZERO_VALUE,,
"RATIO(pinj_33l,pinj_30r)",C3,pinj_33l|pinj_30r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,pinj_33r)",C3,pinj_33l|pinj_33r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,tinj)",C3,pinj_33l|tinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,ece1)",C3,pinj_33l|ece1,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,128254.90787059358
"RATIO(pinj_33l,ece2)",C3,pinj_33l|ece2,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,19697.306580370954
"RATIO(pinj_33l,ece3)",C3,pinj_33l|ece3,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,47529.45910090374
"RATIO(pinj_33l,ece4)",C3,pinj_33l|ece4,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,60333.43609356149
"RATIO(pinj_33l,ece5)",C3,pinj_33l|ece5,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,89837.61435207019
"RATIO(pinj_33l,ece6)",C3,pinj_33l|ece6,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,74017.95028446901
"RATIO(pinj_33l,ece7)",C3,pinj_33l|ece7,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,43467.05137856039
"RATIO(pinj_33l,ece8)",C3,pinj_33l|ece8,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,30180.255226891328
"RATIO(pinj_33l,ece9)",C3,pinj_33l|ece9,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,20703.158918521567
"RATIO(pinj_33l,ece10)",C3,pinj_33l|ece10,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,12827.131101398993
"RATIO(pinj_33l,ece11)",C3,pinj_33l|ece11,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,13054.396890790686
"RATIO(pinj_33l,ece12)",C3,pinj_33l|ece12,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,9722.883573824909
"RATIO(pinj_33l,ece13)",C3,pinj_33l|ece13,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,8236.497263437364
"RATIO(pinj_33l,ece14)",C3,pinj_33l|ece14,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,7799.792121948295
"RATIO(pinj_33l,ece15)",C3,pinj_33l|ece15,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,7367.97609380541
"RATIO(pinj_33l,ece16)",C3,pinj_33l|ece16,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,5940.684888044989
"RATIO(pinj_33l,ece17)",C3,pinj_33l|ece17,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,5653.229448026862
"RATIO(pinj_33l,ece18)",C3,pinj_33l|ece18,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,5564.19577785706
"RATIO(pinj_33l,ece19)",C3,pinj_33l|ece19,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,5516.138365567512
"RATIO(pinj_33l,ece20)",C3,pinj_33l|ece20,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,4657.498754523183
"RATIO(pinj_33l,ece21)",C3,pinj_33l|ece21,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,4234.485159439437
"RATIO(pinj_33l,ece22)",C3,pinj_33l|ece22,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,3564.1634202573114
"RATIO(pinj_33l,ece23)",C3,pinj_33l|ece23,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,3171.4004365232836
"RATIO(pinj_33l,ece24)",C3,pinj_33l|ece24,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2855.9528434069825
"RATIO(pinj_33l,ece25)",C3,pinj_33l|ece25,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2597.5341109922483
"RATIO(pinj_33l,ece26)",C3,pinj_33l|ece26,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2322.3175297168164
"RATIO(pinj_33l,ece27)",C3,pinj_33l|ece27,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2208.3148502101635
"RATIO(pinj_33l,ece28)",C3,pinj_33l|ece28,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2028.9833728440688
"RATIO(pinj_33l,ece29)",C3,pinj_33l|ece29,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2063.763817216283
"RATIO(pinj_33l,ece30)",C3,pinj_33l|ece30,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,1925.9374968785392
"RATIO(pinj_33l,ece31)",C3,pinj_33l|ece31,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2019.0013481698827
"RATIO(pinj_33l,ece32)",C3,pinj_33l|ece32,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,1740.2176993870146
"RATIO(pinj_33l,ece33)",C3,pinj_33l|ece33,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,1642.6013181600938
"RATIO(pinj_33l,ece34)",C3,pinj_33l|ece34,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,1757.71050374097
"RATIO(pinj_33l,ece35)",C3,pinj_33l|ece35,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2029.6498235109361
"RATIO(pinj_33l,ece36)",C3,pinj_33l|ece36,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2714.9090102509986
"RATIO(pinj_33l,ece37)",C3,pinj_33l|ece37,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,2737.812666048739
"RATIO(pinj_33l,ece38)",C3,pinj_33l|ece38,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,3461.6965878382216
"RATIO(pinj_33l,ece39)",C3,pinj_33l|ece39,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,3158.306634222154
"RATIO(pinj_33l,ece40)",C3,pinj_33l|ece40,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,4162.974107391065
"RATIO(pinj_33l,cerqrott3)",C3,pinj_33l|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33l,cerqrott6)",C3,pinj_33l|cerqrott6,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,cerqrott8)",C3,pinj_33l|cerqrott8,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,cerqrott10)",C3,pinj_33l|cerqrott10,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,cerqrott11)",C3,pinj_33l|cerqrott11,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,cerqrott12)",C3,pinj_33l|cerqrott12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,cerqrott13)",C3,pinj_33l|cerqrott13,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,cerqtit3)",C3,pinj_33l|cerqtit3,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,4445.518522089792
"RATIO(pinj_33l,cerqtit6)",C3,pinj_33l|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33l,cerqtit8)",C3,pinj_33l|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33l,cerqtit10)",C3,pinj_33l|cerqtit10,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,13412.896221767453
"RATIO(pinj_33l,cerqtit11)",C3,pinj_33l|cerqtit11,D,D_CONSTANT_ON_REQUIRED_CALIBRATION_BLOCK,0.0,17037.96745293151
"RATIO(pinj_33l,cerqtit12)",C3,pinj_33l|cerqtit12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33l,cerqtit13)",C3,pinj_33l|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33r,prmtan_teped)",C3,pinj_33r|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,fs04)",C3,pinj_33r|fs04,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,fs03da)",C3,pinj_33r|fs03da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,fs04da)",C3,pinj_33r|fs04da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,fs05da)",C3,pinj_33r|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33r,gasa)",C3,pinj_33r|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33r,gasb)",C3,pinj_33r|gasb,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,gasc)",C3,pinj_33r|gasc,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,gasd)",C3,pinj_33r|gasd,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,pinj)",C3,pinj_33r|pinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,pinj_15l)",C3,pinj_33r|pinj_15l,E,E_DENOM_ZERO_VALUE,,
"RATIO(pinj_33r,pinj_15r)",C3,pinj_33r|pinj_15r,E,E_DENOM_ZERO_VALUE,,
"RATIO(pinj_33r,pinj_21l)",C3,pinj_33r|pinj_21l,E,E_DENOM_RMS_ZERO,,
"RATIO(pinj_33r,pinj_21r)",C3,pinj_33r|pinj_21r,E,E_DENOM_RMS_ZERO,,
"RATIO(pinj_33r,pinj_30l)",C3,pinj_33r|pinj_30l,E,E_DENOM_ZERO_VALUE,,
"RATIO(pinj_33r,pinj_30r)",C3,pinj_33r|pinj_30r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,pinj_33l)",C3,pinj_33r|pinj_33l,E,E_DENOM_ZERO_VALUE,,
"RATIO(pinj_33r,tinj)",C3,pinj_33r|tinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,cerqrott3)",C3,pinj_33r|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33r,cerqrott6)",C3,pinj_33r|cerqrott6,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,cerqrott8)",C3,pinj_33r|cerqrott8,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,cerqrott10)",C3,pinj_33r|cerqrott10,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,cerqrott11)",C3,pinj_33r|cerqrott11,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,cerqrott12)",C3,pinj_33r|cerqrott12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,cerqrott13)",C3,pinj_33r|cerqrott13,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,cerqtit6)",C3,pinj_33r|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33r,cerqtit8)",C3,pinj_33r|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(pinj_33r,cerqtit12)",C3,pinj_33r|cerqtit12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(pinj_33r,cerqtit13)",C3,pinj_33r|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(tinj,prmtan_teped)",C3,tinj|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,fs04)",C3,tinj|fs04,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,fs03da)",C3,tinj|fs03da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,fs04da)",C3,tinj|fs04da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,fs05da)",C3,tinj|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(tinj,gasa)",C3,tinj|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(tinj,gasb)",C3,tinj|gasb,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,gasc)",C3,tinj|gasc,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,gasd)",C3,tinj|gasd,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,pinj)",C3,tinj|pinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,pinj_15l)",C3,tinj|pinj_15l,E,E_DENOM_ZERO_VALUE,,
"RATIO(tinj,pinj_15r)",C3,tinj|pinj_15r,E,E_DENOM_ZERO_VALUE,,
"RATIO(tinj,pinj_21l)",C3,tinj|pinj_21l,E,E_DENOM_RMS_ZERO,,
"RATIO(tinj,pinj_21r)",C3,tinj|pinj_21r,E,E_DENOM_RMS_ZERO,,
"RATIO(tinj,pinj_30l)",C3,tinj|pinj_30l,E,E_DENOM_ZERO_VALUE,,
"RATIO(tinj,pinj_30r)",C3,tinj|pinj_30r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,pinj_33l)",C3,tinj|pinj_33l,E,E_DENOM_ZERO_VALUE,,
"RATIO(tinj,pinj_33r)",C3,tinj|pinj_33r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,cerqrott3)",C3,tinj|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(tinj,cerqrott6)",C3,tinj|cerqrott6,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,cerqrott8)",C3,tinj|cerqrott8,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,cerqrott10)",C3,tinj|cerqrott10,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,cerqrott11)",C3,tinj|cerqrott11,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,cerqrott12)",C3,tinj|cerqrott12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,cerqrott13)",C3,tinj|cerqrott13,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,cerqtit6)",C3,tinj|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(tinj,cerqtit8)",C3,tinj|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(tinj,cerqtit12)",C3,tinj|cerqtit12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(tinj,cerqtit13)",C3,tinj|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece1,prmtan_teped)",C3,ece1|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,fs04)",C3,ece1|fs04,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,fs03da)",C3,ece1|fs03da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,fs04da)",C3,ece1|fs04da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,fs05da)",C3,ece1|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece1,gasa)",C3,ece1|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece1,gasb)",C3,ece1|gasb,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,gasc)",C3,ece1|gasc,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,gasd)",C3,ece1|gasd,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,pinj)",C3,ece1|pinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,pinj_15l)",C3,ece1|pinj_15l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece1,pinj_15r)",C3,ece1|pinj_15r,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece1,pinj_21l)",C3,ece1|pinj_21l,E,E_DENOM_RMS_ZERO,,
"RATIO(ece1,pinj_21r)",C3,ece1|pinj_21r,E,E_DENOM_RMS_ZERO,,
"RATIO(ece1,pinj_30l)",C3,ece1|pinj_30l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece1,pinj_30r)",C3,ece1|pinj_30r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,pinj_33l)",C3,ece1|pinj_33l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece1,pinj_33r)",C3,ece1|pinj_33r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,tinj)",C3,ece1|tinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,cerqrott3)",C3,ece1|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece1,cerqrott6)",C3,ece1|cerqrott6,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,cerqrott8)",C3,ece1|cerqrott8,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,cerqrott10)",C3,ece1|cerqrott10,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,cerqrott11)",C3,ece1|cerqrott11,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,cerqrott12)",C3,ece1|cerqrott12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,cerqrott13)",C3,ece1|cerqrott13,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,cerqtit6)",C3,ece1|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece1,cerqtit8)",C3,ece1|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece1,cerqtit12)",C3,ece1|cerqtit12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece1,cerqtit13)",C3,ece1|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece2,prmtan_teped)",C3,ece2|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,fs04)",C3,ece2|fs04,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,fs03da)",C3,ece2|fs03da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,fs04da)",C3,ece2|fs04da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,fs05da)",C3,ece2|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece2,gasa)",C3,ece2|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece2,gasb)",C3,ece2|gasb,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,gasc)",C3,ece2|gasc,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,gasd)",C3,ece2|gasd,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,pinj)",C3,ece2|pinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,pinj_15l)",C3,ece2|pinj_15l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece2,pinj_15r)",C3,ece2|pinj_15r,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece2,pinj_21l)",C3,ece2|pinj_21l,E,E_DENOM_RMS_ZERO,,
"RATIO(ece2,pinj_21r)",C3,ece2|pinj_21r,E,E_DENOM_RMS_ZERO,,
"RATIO(ece2,pinj_30l)",C3,ece2|pinj_30l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece2,pinj_30r)",C3,ece2|pinj_30r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,pinj_33l)",C3,ece2|pinj_33l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece2,pinj_33r)",C3,ece2|pinj_33r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,tinj)",C3,ece2|tinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,cerqrott3)",C3,ece2|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece2,cerqrott6)",C3,ece2|cerqrott6,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,cerqrott8)",C3,ece2|cerqrott8,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,cerqrott10)",C3,ece2|cerqrott10,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,cerqrott11)",C3,ece2|cerqrott11,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,cerqrott12)",C3,ece2|cerqrott12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,cerqrott13)",C3,ece2|cerqrott13,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,cerqtit6)",C3,ece2|cerqtit6,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece2,cerqtit8)",C3,ece2|cerqtit8,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece2,cerqtit12)",C3,ece2|cerqtit12,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece2,cerqtit13)",C3,ece2|cerqtit13,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece3,prmtan_teped)",C3,ece3|prmtan_teped,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,fs04)",C3,ece3|fs04,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,fs03da)",C3,ece3|fs03da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,fs04da)",C3,ece3|fs04da,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,fs05da)",C3,ece3|fs05da,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece3,gasa)",C3,ece3|gasa,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece3,gasb)",C3,ece3|gasb,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,gasc)",C3,ece3|gasc,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,gasd)",C3,ece3|gasd,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,pinj)",C3,ece3|pinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,pinj_15l)",C3,ece3|pinj_15l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece3,pinj_15r)",C3,ece3|pinj_15r,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece3,pinj_21l)",C3,ece3|pinj_21l,E,E_DENOM_RMS_ZERO,,
"RATIO(ece3,pinj_21r)",C3,ece3|pinj_21r,E,E_DENOM_RMS_ZERO,,
"RATIO(ece3,pinj_30l)",C3,ece3|pinj_30l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece3,pinj_30r)",C3,ece3|pinj_30r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,pinj_33l)",C3,ece3|pinj_33l,E,E_DENOM_ZERO_VALUE,,
"RATIO(ece3,pinj_33r)",C3,ece3|pinj_33r,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,tinj)",C3,ece3|tinj,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,cerqrott3)",C3,ece3|cerqrott3,E,E_DENOM_MARGIN_BELOW_ETA,,
"RATIO(ece3,cerqrott6)",C3,ece3|cerqrott6,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,cerqrott8)",C3,ece3|cerqrott8,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,cerqrott10)",C3,ece3|cerqrott10,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,cerqrott11)",C3,ece3|cerqrott11,E,E_DENOM_SIGN_CHANGE,,
"RATIO(ece3,cerqrott12)",C3,ece3|cerqrott12,E,E_DENOM_SIGN_CHANGE,,
