coordinate_id,constructor,operands,primitive_ancestors,n_ancestors,depth,output_dimension,unit_expression,temporal_propagation,temporal_resolution_bound_ms,provenance_lineage,aliasing_flag,upsample_flag,uncalibrated_flag,primary_or_sensitivity,domain_predicate,exact_dependency_member
"PROD(ece6,ece35)",C2,ece6|ece35,ece35|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece35:ece_te_profile|ece6:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece6,ece36)",C2,ece6|ece36,ece36|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece36:ece_te_profile|ece6:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece6,ece37)",C2,ece6|ece37,ece37|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece37:ece_te_profile|ece6:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece6,ece38)",C2,ece6|ece38,ece38|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece38:ece_te_profile|ece6:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece6,ece39)",C2,ece6|ece39,ece39|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece39:ece_te_profile|ece6:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece6,ece40)",C2,ece6|ece40,ece40|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece40:ece_te_profile|ece6:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece6,cerqrott3)",C2,ece6|cerqrott3,cerqrott3|ece6,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,10.0,cerqrott3:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqrott6)",C2,ece6|cerqrott6,cerqrott6|ece6,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.98003992015968,cerqrott6:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqrott8)",C2,ece6|cerqrott8,cerqrott8|ece6,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott8:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqrott10)",C2,ece6|cerqrott10,cerqrott10|ece6,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott10:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqrott11)",C2,ece6|cerqrott11,cerqrott11|ece6,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott11:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqrott12)",C2,ece6|cerqrott12,cerqrott12|ece6,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott12:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqrott13)",C2,ece6|cerqrott13,cerqrott13|ece6,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott13:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqtit3)",C2,ece6|cerqtit3,cerqtit3|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,10.0,cerqtit3:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqtit6)",C2,ece6|cerqtit6,cerqtit6|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.98003992015968,cerqtit6:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqtit8)",C2,ece6|cerqtit8,cerqtit8|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit8:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqtit10)",C2,ece6|cerqtit10,cerqtit10|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit10:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqtit11)",C2,ece6|cerqtit11,cerqtit11|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit11:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqtit12)",C2,ece6|cerqtit12,cerqtit12|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit12:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece6,cerqtit13)",C2,ece6|cerqtit13,cerqtit13|ece6,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit13:cer_rotation_ti|ece6:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,ece8)",C2,ece7|ece8,ece7|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece7:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece9)",C2,ece7|ece9,ece7|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece7:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece10)",C2,ece7|ece10,ece10|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece10:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece11)",C2,ece7|ece11,ece11|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece11:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece12)",C2,ece7|ece12,ece12|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece12:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece13)",C2,ece7|ece13,ece13|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece13:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece14)",C2,ece7|ece14,ece14|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece14:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece15)",C2,ece7|ece15,ece15|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece15:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece16)",C2,ece7|ece16,ece16|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece16:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece17)",C2,ece7|ece17,ece17|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece17:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece18)",C2,ece7|ece18,ece18|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece18:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece19)",C2,ece7|ece19,ece19|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece19:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece20)",C2,ece7|ece20,ece20|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece20:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece21)",C2,ece7|ece21,ece21|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece21:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece22)",C2,ece7|ece22,ece22|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece22:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece23)",C2,ece7|ece23,ece23|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece23:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece24)",C2,ece7|ece24,ece24|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece24:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece25)",C2,ece7|ece25,ece25|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece25:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece26)",C2,ece7|ece26,ece26|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece26:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece27)",C2,ece7|ece27,ece27|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece27:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece28)",C2,ece7|ece28,ece28|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece28:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece29)",C2,ece7|ece29,ece29|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece29:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece30)",C2,ece7|ece30,ece30|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece30:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece31)",C2,ece7|ece31,ece31|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece31:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece32)",C2,ece7|ece32,ece32|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece32:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece33)",C2,ece7|ece33,ece33|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece33:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece34)",C2,ece7|ece34,ece34|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece34:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece35)",C2,ece7|ece35,ece35|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece35:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece36)",C2,ece7|ece36,ece36|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece36:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece37)",C2,ece7|ece37,ece37|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece37:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece38)",C2,ece7|ece38,ece38|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece38:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece39)",C2,ece7|ece39,ece39|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece39:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,ece40)",C2,ece7|ece40,ece40|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece40:ece_te_profile|ece7:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece7,cerqrott3)",C2,ece7|cerqrott3,cerqrott3|ece7,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,10.0,cerqrott3:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqrott6)",C2,ece7|cerqrott6,cerqrott6|ece7,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.98003992015968,cerqrott6:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqrott8)",C2,ece7|cerqrott8,cerqrott8|ece7,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott8:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqrott10)",C2,ece7|cerqrott10,cerqrott10|ece7,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott10:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqrott11)",C2,ece7|cerqrott11,cerqrott11|ece7,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott11:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqrott12)",C2,ece7|cerqrott12,cerqrott12|ece7,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott12:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqrott13)",C2,ece7|cerqrott13,cerqrott13|ece7,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott13:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqtit3)",C2,ece7|cerqtit3,cerqtit3|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,10.0,cerqtit3:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqtit6)",C2,ece7|cerqtit6,cerqtit6|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.98003992015968,cerqtit6:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqtit8)",C2,ece7|cerqtit8,cerqtit8|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit8:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqtit10)",C2,ece7|cerqtit10,cerqtit10|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit10:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqtit11)",C2,ece7|cerqtit11,cerqtit11|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit11:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqtit12)",C2,ece7|cerqtit12,cerqtit12|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit12:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece7,cerqtit13)",C2,ece7|cerqtit13,cerqtit13|ece7,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit13:cer_rotation_ti|ece7:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,ece9)",C2,ece8|ece9,ece8|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece8:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece10)",C2,ece8|ece10,ece10|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece10:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece11)",C2,ece8|ece11,ece11|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece11:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece12)",C2,ece8|ece12,ece12|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece12:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece13)",C2,ece8|ece13,ece13|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece13:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece14)",C2,ece8|ece14,ece14|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece14:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece15)",C2,ece8|ece15,ece15|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece15:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece16)",C2,ece8|ece16,ece16|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece16:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece17)",C2,ece8|ece17,ece17|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece17:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece18)",C2,ece8|ece18,ece18|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece18:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece19)",C2,ece8|ece19,ece19|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece19:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece20)",C2,ece8|ece20,ece20|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece20:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece21)",C2,ece8|ece21,ece21|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece21:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece22)",C2,ece8|ece22,ece22|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece22:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece23)",C2,ece8|ece23,ece23|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece23:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece24)",C2,ece8|ece24,ece24|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece24:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece25)",C2,ece8|ece25,ece25|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece25:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece26)",C2,ece8|ece26,ece26|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece26:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece27)",C2,ece8|ece27,ece27|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece27:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece28)",C2,ece8|ece28,ece28|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece28:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece29)",C2,ece8|ece29,ece29|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece29:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece30)",C2,ece8|ece30,ece30|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece30:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece31)",C2,ece8|ece31,ece31|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece31:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece32)",C2,ece8|ece32,ece32|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece32:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece33)",C2,ece8|ece33,ece33|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece33:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece34)",C2,ece8|ece34,ece34|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece34:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece35)",C2,ece8|ece35,ece35|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece35:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece36)",C2,ece8|ece36,ece36|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece36:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece37)",C2,ece8|ece37,ece37|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece37:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece38)",C2,ece8|ece38,ece38|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece38:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece39)",C2,ece8|ece39,ece39|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece39:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,ece40)",C2,ece8|ece40,ece40|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece40:ece_te_profile|ece8:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece8,cerqrott3)",C2,ece8|cerqrott3,cerqrott3|ece8,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,10.0,cerqrott3:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqrott6)",C2,ece8|cerqrott6,cerqrott6|ece8,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.98003992015968,cerqrott6:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqrott8)",C2,ece8|cerqrott8,cerqrott8|ece8,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott8:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqrott10)",C2,ece8|cerqrott10,cerqrott10|ece8,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott10:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqrott11)",C2,ece8|cerqrott11,cerqrott11|ece8,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott11:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqrott12)",C2,ece8|cerqrott12,cerqrott12|ece8,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott12:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqrott13)",C2,ece8|cerqrott13,cerqrott13|ece8,2,1,(eV)*(m s^-1),eV*m/s,coarser_of_operands,9.973614775725594,cerqrott13:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqtit3)",C2,ece8|cerqtit3,cerqtit3|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,10.0,cerqtit3:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqtit6)",C2,ece8|cerqtit6,cerqtit6|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.98003992015968,cerqtit6:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqtit8)",C2,ece8|cerqtit8,cerqtit8|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit8:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqtit10)",C2,ece8|cerqtit10,cerqtit10|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit10:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqtit11)",C2,ece8|cerqtit11,cerqtit11|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit11:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqtit12)",C2,ece8|cerqtit12,cerqtit12|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit12:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece8,cerqtit13)",C2,ece8|cerqtit13,cerqtit13|ece8,2,1,(eV)*(eV),eV*eV,coarser_of_operands,9.973614775725594,cerqtit13:cer_rotation_ti|ece8:ece_te_profile,True,False,False,PRIMARY,,
"PROD(ece9,ece10)",C2,ece9|ece10,ece10|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece10:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece11)",C2,ece9|ece11,ece11|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece11:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece12)",C2,ece9|ece12,ece12|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece12:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece13)",C2,ece9|ece13,ece13|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece13:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece14)",C2,ece9|ece14,ece14|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece14:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece15)",C2,ece9|ece15,ece15|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece15:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece16)",C2,ece9|ece16,ece16|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece16:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece17)",C2,ece9|ece17,ece17|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece17:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece18)",C2,ece9|ece18,ece18|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece18:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece19)",C2,ece9|ece19,ece19|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece19:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece20)",C2,ece9|ece20,ece20|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece20:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
"PROD(ece9,ece21)",C2,ece9|ece21,ece21|ece9,2,1,(eV)*(eV),eV*eV,coarser_of_operands,0.2,ece21:ece_te_profile|ece9:ece_te_profile,False,False,False,PRIMARY,,
