coordinate_id,constructor,operands,class_B,class_A,class_C,class_G,class_F,class_D_finite,class_D_constant,class_E_denominator,class_H_leakage,value_min,value_max,admissible,first_rejecting_class,rejection_reason
"RATIO(ece10,ece23)",C3,ece10|ece23,True,True,True,True,True,True,False,True,True,0.06326867332300533,1.5457144126894033,True,,
"RATIO(ece10,ece24)",C3,ece10|ece24,True,True,True,True,True,True,False,True,True,0.05900738597116217,1.278306135591612,True,,
"RATIO(ece10,ece25)",C3,ece10|ece25,True,True,True,True,True,True,False,True,True,0.05481814520608691,1.301699775414162,True,,
"RATIO(ece10,ece26)",C3,ece10|ece26,True,True,True,True,True,True,False,True,True,0.052571300488675594,1.2967563759886387,True,,
"RATIO(ece10,ece27)",C3,ece10|ece27,True,True,True,True,True,True,False,True,True,0.05063859588612451,1.289842339117942,True,,
"RATIO(ece10,ece28)",C3,ece10|ece28,True,True,True,True,True,True,False,True,True,0.04842633447463131,1.9270194582796487,True,,
"RATIO(ece10,ece29)",C3,ece10|ece29,True,True,True,True,True,True,False,True,True,0.04608729886276081,1.276308901871124,True,,
"RATIO(ece10,ece30)",C3,ece10|ece30,True,True,True,True,True,True,False,True,True,0.041832631642432776,1.3434148485992965,True,,
"RATIO(ece10,ece31)",C3,ece10|ece31,True,True,True,True,True,True,False,True,True,0.04725360712797172,1.429385549989854,True,,
"RATIO(ece10,ece32)",C3,ece10|ece32,True,True,True,True,True,True,False,True,True,0.0421985500971918,1.51040703716136,True,,
"RATIO(ece10,ece33)",C3,ece10|ece33,True,True,True,True,True,True,False,True,True,0.003448391554355107,1.7349316456411559,True,,
"RATIO(ece10,ece34)",C3,ece10|ece34,True,True,True,True,True,True,False,True,True,0.00503316506638059,1.8327803540159737,True,,
"RATIO(ece10,ece35)",C3,ece10|ece35,True,True,True,True,True,True,False,True,True,0.02965532760040118,2.0146019631191363,True,,
"RATIO(ece10,ece36)",C3,ece10|ece36,True,True,True,True,True,True,False,True,True,0.03510580481871862,2.5169214078221875,True,,
"RATIO(ece10,ece37)",C3,ece10|ece37,True,True,True,True,True,True,False,True,True,0.0361503878486775,2.308751962524152,True,,
"RATIO(ece10,ece38)",C3,ece10|ece38,True,True,True,True,True,True,False,True,True,0.04149409881982019,2.2418232037410233,True,,
"RATIO(ece10,ece39)",C3,ece10|ece39,True,True,True,True,True,True,False,True,True,0.043385238578413546,2.181248370181407,True,,
"RATIO(ece10,ece40)",C3,ece10|ece40,True,True,True,True,True,True,False,True,True,0.05060133675114963,2.212530515734676,True,,
"RATIO(ece10,cerqrott3)",C3,ece10|cerqrott3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece10,cerqrott6)",C3,ece10|cerqrott6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece10,cerqrott8)",C3,ece10|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece10,cerqrott10)",C3,ece10|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece10,cerqrott11)",C3,ece10|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece10,cerqrott12)",C3,ece10|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece10,cerqrott13)",C3,ece10|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece10,cerqtit3)",C3,ece10|cerqtit3,True,True,True,True,True,True,False,True,True,0.04018822825277183,1.4925133403987092,True,,
"RATIO(ece10,cerqtit6)",C3,ece10|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece10,cerqtit8)",C3,ece10|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece10,cerqtit10)",C3,ece10|cerqtit10,True,True,True,True,True,True,False,True,True,0.12739823631902897,7.465888084632155,True,,
"RATIO(ece10,cerqtit11)",C3,ece10|cerqtit11,True,True,True,True,True,True,False,True,True,0.15103105539793402,17.17175216826117,True,,
"RATIO(ece10,cerqtit12)",C3,ece10|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece10,cerqtit13)",C3,ece10|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece11,bt)",C3,ece11|bt,True,True,True,True,True,True,False,True,True,-2794.05714183133,2406.7592541111803,True,,
"RATIO(ece11,ip)",C3,ece11|ip,True,True,True,True,True,True,False,True,True,8.111885604985113e-05,0.00614626758045545,True,,
"RATIO(ece11,prmtan_neped)",C3,ece11|prmtan_neped,True,True,True,True,True,True,False,True,True,1.994922852961118e-18,1.0297531044044856e-15,True,,
"RATIO(ece11,prmtan_teped)",C3,ece11|prmtan_teped,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,fs04)",C3,ece11|fs04,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,fs03da)",C3,ece11|fs03da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,fs04da)",C3,ece11|fs04da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,fs05da)",C3,ece11|fs05da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece11,gasa)",C3,ece11|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece11,gasb)",C3,ece11|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,gasc)",C3,ece11|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,gasd)",C3,ece11|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,pinj)",C3,ece11|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,pinj_15l)",C3,ece11|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece11,pinj_15r)",C3,ece11|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece11,pinj_21l)",C3,ece11|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(ece11,pinj_21r)",C3,ece11|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(ece11,pinj_30l)",C3,ece11|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece11,pinj_30r)",C3,ece11|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,pinj_33l)",C3,ece11|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece11,pinj_33r)",C3,ece11|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,tinj)",C3,ece11|tinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,ece1)",C3,ece11|ece1,True,True,True,True,True,True,False,True,True,1.2342795241619302,51.45439933501632,True,,
"RATIO(ece11,ece2)",C3,ece11|ece2,True,True,True,True,True,True,False,True,True,0.18571131788110362,26.777004645041764,True,,
"RATIO(ece11,ece3)",C3,ece11|ece3,True,True,True,True,True,True,False,True,True,0.5121449670680784,19.567620166231357,True,,
"RATIO(ece11,ece4)",C3,ece11|ece4,True,True,True,True,True,True,False,True,True,0.628467491100668,16.25844582468373,True,,
"RATIO(ece11,ece5)",C3,ece11|ece5,True,True,True,True,True,True,False,True,True,0.45445116080753867,24.308382557174113,True,,
"RATIO(ece11,ece6)",C3,ece11|ece6,True,True,True,True,True,True,False,True,True,0.6260657425482364,16.213166731417807,True,,
"RATIO(ece11,ece7)",C3,ece11|ece7,True,True,True,True,True,True,False,True,True,0.5394629133831701,10.614020664513426,True,,
"RATIO(ece11,ece8)",C3,ece11|ece8,True,True,True,True,True,True,False,True,True,0.49494540429646466,6.188072538031029,True,,
"RATIO(ece11,ece9)",C3,ece11|ece9,True,True,True,True,True,True,False,True,True,0.5086157660449508,3.8452931713336587,True,,
"RATIO(ece11,ece10)",C3,ece11|ece10,True,True,True,True,True,True,False,True,True,0.5205719017219824,2.683997090518288,True,,
"RATIO(ece11,ece12)",C3,ece11|ece12,True,True,True,True,True,True,False,True,True,0.34356264090714767,1.7168532986069767,True,,
"RATIO(ece11,ece13)",C3,ece11|ece13,True,True,True,True,True,True,False,True,True,0.25316156089731906,1.8781436073294417,True,,
"RATIO(ece11,ece14)",C3,ece11|ece14,True,True,True,True,True,True,False,True,True,0.21961293970607243,1.8464375475674248,True,,
"RATIO(ece11,ece15)",C3,ece11|ece15,True,True,True,True,True,True,False,True,True,0.21436099885051682,1.8456530276022323,True,,
"RATIO(ece11,ece16)",C3,ece11|ece16,True,True,True,True,True,True,False,True,True,0.1479793823649318,1.921577652935697,True,,
"RATIO(ece11,ece17)",C3,ece11|ece17,True,True,True,True,True,True,False,True,True,0.14160983364135554,1.8887040926808927,True,,
"RATIO(ece11,ece18)",C3,ece11|ece18,True,True,True,True,True,True,False,True,True,0.12866703053599932,1.9057229765500776,True,,
"RATIO(ece11,ece19)",C3,ece11|ece19,True,True,True,True,True,True,False,True,True,0.12354595932500932,1.9597714072194636,True,,
"RATIO(ece11,ece20)",C3,ece11|ece20,True,True,True,True,True,True,False,True,True,0.10616574922543463,1.5929668979827023,True,,
"RATIO(ece11,ece21)",C3,ece11|ece21,True,True,True,True,True,True,False,True,True,0.09527223326436658,1.4770006817959966,True,,
"RATIO(ece11,ece22)",C3,ece11|ece22,True,True,True,True,True,True,False,True,True,0.08656408008933571,1.513138321943721,True,,
"RATIO(ece11,ece23)",C3,ece11|ece23,True,True,True,True,True,True,False,True,True,0.08018649750070433,1.6689717651164038,True,,
"RATIO(ece11,ece24)",C3,ece11|ece24,True,True,True,True,True,True,False,True,True,0.07469019183139228,1.354476720746897,True,,
"RATIO(ece11,ece25)",C3,ece11|ece25,True,True,True,True,True,True,False,True,True,0.0693052756406429,1.379264320267036,True,,
"RATIO(ece11,ece26)",C3,ece11|ece26,True,True,True,True,True,True,False,True,True,0.0663041822479321,1.374026357891047,True,,
"RATIO(ece11,ece27)",C3,ece11|ece27,True,True,True,True,True,True,False,True,True,0.06353047642091512,1.3667003334537082,True,,
"RATIO(ece11,ece28)",C3,ece11|ece28,True,True,True,True,True,True,False,True,True,0.06078013901895284,2.152152925906106,True,,
"RATIO(ece11,ece29)",C3,ece11|ece29,True,True,True,True,True,True,False,True,True,0.05975030060368175,1.3896916086432227,True,,
"RATIO(ece11,ece30)",C3,ece11|ece30,True,True,True,True,True,True,False,True,True,0.05609625066447937,1.4620864992031053,True,,
"RATIO(ece11,ece31)",C3,ece11|ece31,True,True,True,True,True,True,False,True,True,0.06391650776569019,1.5646658742274686,True,,
"RATIO(ece11,ece32)",C3,ece11|ece32,True,True,True,True,True,True,False,True,True,0.05705002828491011,1.652156236979696,True,,
"RATIO(ece11,ece33)",C3,ece11|ece33,True,True,True,True,True,True,False,True,True,0.004420501275032163,1.8560157729542335,True,,
"RATIO(ece11,ece34)",C3,ece11|ece34,True,True,True,True,True,True,False,True,True,0.006404066795339885,1.9754973154019826,True,,
"RATIO(ece11,ece35)",C3,ece11|ece35,True,True,True,True,True,True,False,True,True,0.03728258840165397,2.2030031609833287,True,,
"RATIO(ece11,ece36)",C3,ece11|ece36,True,True,True,True,True,True,False,True,True,0.044134911918740055,2.776119531901639,True,,
"RATIO(ece11,ece37)",C3,ece11|ece37,True,True,True,True,True,True,False,True,True,0.04544815855293954,2.554227469548404,True,,
"RATIO(ece11,ece38)",C3,ece11|ece38,True,True,True,True,True,True,False,True,True,0.05010776646538114,2.507138182182223,True,,
"RATIO(ece11,ece39)",C3,ece11|ece39,True,True,True,True,True,True,False,True,True,0.046304291771430715,2.471215199854062,True,,
"RATIO(ece11,ece40)",C3,ece11|ece40,True,True,True,True,True,True,False,True,True,0.05167893539431215,2.5198599471768204,True,,
"RATIO(ece11,cerqrott3)",C3,ece11|cerqrott3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece11,cerqrott6)",C3,ece11|cerqrott6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,cerqrott8)",C3,ece11|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,cerqrott10)",C3,ece11|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,cerqrott11)",C3,ece11|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,cerqrott12)",C3,ece11|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,cerqrott13)",C3,ece11|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,cerqtit3)",C3,ece11|cerqtit3,True,True,True,True,True,True,False,True,True,0.043972717700762394,1.6488828195365142,True,,
"RATIO(ece11,cerqtit6)",C3,ece11|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece11,cerqtit8)",C3,ece11|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece11,cerqtit10)",C3,ece11|cerqtit10,True,True,True,True,True,True,False,True,True,0.1287143932212099,8.085290576964278,True,,
"RATIO(ece11,cerqtit11)",C3,ece11|cerqtit11,True,True,True,True,True,True,False,True,True,0.16077716014891966,18.119499078557222,True,,
"RATIO(ece11,cerqtit12)",C3,ece11|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece11,cerqtit13)",C3,ece11|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece12,bt)",C3,ece12|bt,True,True,True,True,True,True,False,True,True,-2940.990444616807,2411.9409818082822,True,,
"RATIO(ece12,ip)",C3,ece12|ip,True,True,True,True,True,True,False,True,True,0.00010887742921570873,0.0064436767644187294,True,,
"RATIO(ece12,prmtan_neped)",C3,ece12|prmtan_neped,True,True,True,True,True,True,False,True,True,2.6469930437091066e-18,1.0268775080110991e-15,True,,
"RATIO(ece12,prmtan_teped)",C3,ece12|prmtan_teped,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,fs04)",C3,ece12|fs04,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,fs03da)",C3,ece12|fs03da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,fs04da)",C3,ece12|fs04da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,fs05da)",C3,ece12|fs05da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece12,gasa)",C3,ece12|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece12,gasb)",C3,ece12|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,gasc)",C3,ece12|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,gasd)",C3,ece12|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,pinj)",C3,ece12|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,pinj_15l)",C3,ece12|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece12,pinj_15r)",C3,ece12|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece12,pinj_21l)",C3,ece12|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(ece12,pinj_21r)",C3,ece12|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(ece12,pinj_30l)",C3,ece12|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece12,pinj_30r)",C3,ece12|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,pinj_33l)",C3,ece12|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece12,pinj_33r)",C3,ece12|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,tinj)",C3,ece12|tinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,ece1)",C3,ece12|ece1,True,True,True,True,True,True,False,True,True,1.579828590315624,63.33105955848691,True,,
"RATIO(ece12,ece2)",C3,ece12|ece2,True,True,True,True,True,True,False,True,True,0.2501595514026182,27.157507140306205,True,,
"RATIO(ece12,ece3)",C3,ece12|ece3,True,True,True,True,True,True,False,True,True,0.6845972190415865,19.51143829205325,True,,
"RATIO(ece12,ece4)",C3,ece12|ece4,True,True,True,True,True,True,False,True,True,0.7194966226946616,20.039629968540204,True,,
"RATIO(ece12,ece5)",C3,ece12|ece5,True,True,True,True,True,True,False,True,True,0.4904124646351353,30.009948976463424,True,,
"RATIO(ece12,ece6)",C3,ece12|ece6,True,True,True,True,True,True,False,True,True,0.6377807108677438,20.252478223261903,True,,
"RATIO(ece12,ece7)",C3,ece12|ece7,True,True,True,True,True,True,False,True,True,0.6180075726754962,13.458073998569853,True,,
"RATIO(ece12,ece8)",C3,ece12|ece8,True,True,True,True,True,True,False,True,True,0.5590734382603454,7.947378800943811,True,,
"RATIO(ece12,ece9)",C3,ece12|ece9,True,True,True,True,True,True,False,True,True,0.5687378384941392,5.207310734885921,True,,
"RATIO(ece12,ece10)",C3,ece12|ece10,True,True,True,True,True,True,False,True,True,0.5388018333085143,3.798743263179151,True,,
"RATIO(ece12,ece11)",C3,ece12|ece11,True,True,True,True,True,True,False,True,True,0.5824609480678296,2.9106773581655614,True,,
"RATIO(ece12,ece13)",C3,ece12|ece13,True,True,True,True,True,True,False,True,True,0.4056402722576534,1.67103741247856,True,,
"RATIO(ece12,ece14)",C3,ece12|ece14,True,True,True,True,True,True,False,True,True,0.27825140804321213,1.9513733983713684,True,,
"RATIO(ece12,ece15)",C3,ece12|ece15,True,True,True,True,True,True,False,True,True,0.24230131698338772,2.056127301715707,True,,
"RATIO(ece12,ece16)",C3,ece12|ece16,True,True,True,True,True,True,False,True,True,0.19376379251899434,1.960020015336117,True,,
"RATIO(ece12,ece17)",C3,ece12|ece17,True,True,True,True,True,True,False,True,True,0.17505186108860576,1.7454088456840218,True,,
"RATIO(ece12,ece18)",C3,ece12|ece18,True,True,True,True,True,True,False,True,True,0.1784851110515596,1.7670486516825372,True,,
"RATIO(ece12,ece19)",C3,ece12|ece19,True,True,True,True,True,True,False,True,True,0.17254890170894838,1.7782554857947968,True,,
"RATIO(ece12,ece20)",C3,ece12|ece20,True,True,True,True,True,True,False,True,True,0.14827505106634534,1.664240729805901,True,,
"RATIO(ece12,ece21)",C3,ece12|ece21,True,True,True,True,True,True,False,True,True,0.13306075976049692,1.5629943133209943,True,,
"RATIO(ece12,ece22)",C3,ece12|ece22,True,True,True,True,True,True,False,True,True,0.12089862775331359,1.4640546537506536,True,,
"RATIO(ece12,ece23)",C3,ece12|ece23,True,True,True,True,True,True,False,True,True,0.11199145768284982,1.5334139680212355,True,,
"RATIO(ece12,ece24)",C3,ece12|ece24,True,True,True,True,True,True,False,True,True,0.10431511187698192,1.3707424813029447,True,,
"RATIO(ece12,ece25)",C3,ece12|ece25,True,True,True,True,True,True,False,True,True,0.0967943367776991,1.4125714682807968,True,,
"RATIO(ece12,ece26)",C3,ece12|ece26,True,True,True,True,True,True,False,True,True,0.09260289764308544,1.4170119415474824,True,,
"RATIO(ece12,ece27)",C3,ece12|ece27,True,True,True,True,True,True,False,True,True,0.08872903647651788,1.4209731374300818,True,,
"RATIO(ece12,ece28)",C3,ece12|ece28,True,True,True,True,True,True,False,True,True,0.08488781252528205,2.299412476929601,True,,
"RATIO(ece12,ece29)",C3,ece12|ece29,True,True,True,True,True,True,False,True,True,0.08293320763726798,1.4492815340250138,True,,
"RATIO(ece12,ece30)",C3,ece12|ece30,True,True,True,True,True,True,False,True,True,0.07533808074343841,1.5275267170450435,True,,
"RATIO(ece12,ece31)",C3,ece12|ece31,True,True,True,True,True,True,False,True,True,0.08506116684681005,1.6302622201794807,True,,
"RATIO(ece12,ece32)",C3,ece12|ece32,True,True,True,True,True,True,False,True,True,0.07455342709730205,1.7187690900704984,True,,
"RATIO(ece12,ece33)",C3,ece12|ece33,True,True,True,True,True,True,False,True,True,0.005785756452206179,1.927966177924306,True,,
"RATIO(ece12,ece34)",C3,ece12|ece34,True,True,True,True,True,True,False,True,True,0.008525931619648233,2.0518895181424894,True,,
"RATIO(ece12,ece35)",C3,ece12|ece35,True,True,True,True,True,True,False,True,True,0.04959489504282496,2.290836190577501,True,,
"RATIO(ece12,ece36)",C3,ece12|ece36,True,True,True,True,True,True,False,True,True,0.058710149111780345,2.8901845265489015,True,,
"RATIO(ece12,ece37)",C3,ece12|ece37,True,True,True,True,True,True,False,True,True,0.060457086000571494,2.682500986741821,True,,
"RATIO(ece12,ece38)",C3,ece12|ece38,True,True,True,True,True,True,False,True,True,0.06755051327555668,2.672409182671198,True,,
"RATIO(ece12,ece39)",C3,ece12|ece39,True,True,True,True,True,True,False,True,True,0.06100132792590004,2.6497510726874776,True,,
"RATIO(ece12,ece40)",C3,ece12|ece40,True,True,True,True,True,True,False,True,True,0.06950550127746158,2.7060521831679516,True,,
"RATIO(ece12,cerqrott3)",C3,ece12|cerqrott3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece12,cerqrott6)",C3,ece12|cerqrott6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,cerqrott8)",C3,ece12|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,cerqrott10)",C3,ece12|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,cerqrott11)",C3,ece12|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,cerqrott12)",C3,ece12|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,cerqrott13)",C3,ece12|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,cerqtit3)",C3,ece12|cerqtit3,True,True,True,True,True,True,False,True,True,0.05885749859297355,1.7575774719535924,True,,
"RATIO(ece12,cerqtit6)",C3,ece12|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece12,cerqtit8)",C3,ece12|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece12,cerqtit10)",C3,ece12|cerqtit10,True,True,True,True,True,True,False,True,True,0.17138080610002965,8.342555913941016,True,,
"RATIO(ece12,cerqtit11)",C3,ece12|cerqtit11,True,True,True,True,True,True,False,True,True,0.2133348853596226,18.477346135868817,True,,
"RATIO(ece12,cerqtit12)",C3,ece12|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece12,cerqtit13)",C3,ece12|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece13,bt)",C3,ece13|bt,True,True,True,True,True,True,False,True,True,-2959.010672087058,2380.566791502692,True,,
"RATIO(ece13,ip)",C3,ece13|ip,True,True,True,True,True,True,False,True,True,0.00012733770975796357,0.006483158878769743,True,,
"RATIO(ece13,prmtan_neped)",C3,ece13|prmtan_neped,True,True,True,True,True,True,False,True,True,3.079109782234669e-18,1.0029065049515103e-15,True,,
"RATIO(ece13,prmtan_teped)",C3,ece13|prmtan_teped,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,fs04)",C3,ece13|fs04,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,fs03da)",C3,ece13|fs03da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,fs04da)",C3,ece13|fs04da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,fs05da)",C3,ece13|fs05da,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece13,gasa)",C3,ece13|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_MARGIN_BELOW_ETA
"RATIO(ece13,gasb)",C3,ece13|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,gasc)",C3,ece13|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,gasd)",C3,ece13|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,pinj)",C3,ece13|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,pinj_15l)",C3,ece13|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece13,pinj_15r)",C3,ece13|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece13,pinj_21l)",C3,ece13|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(ece13,pinj_21r)",C3,ece13|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
"RATIO(ece13,pinj_30l)",C3,ece13|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece13,pinj_30r)",C3,ece13|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
"RATIO(ece13,pinj_33l)",C3,ece13|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_ZERO_VALUE
"RATIO(ece13,pinj_33r)",C3,ece13|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
