coordinate_id,constructor,operands,class_B,class_A,class_C,class_G,class_F,class_D_finite,class_D_constant,class_E_denominator,class_H_leakage,value_min,value_max,admissible,first_rejecting_class,rejection_reason
"PROD(ece35,ece38)",C2,ece35|ece38,True,True,True,True,True,True,False,,True,378829.6441191191,36549298.60697863,True,,
"PROD(ece35,ece39)",C2,ece35|ece39,True,True,True,True,True,True,False,,True,351418.5120630299,37170302.75633639,True,,
"PROD(ece35,ece40)",C2,ece35|ece40,True,True,True,True,True,True,False,,True,339535.36546213634,32172368.774926115,True,,
"PROD(ece35,cerqrott3)",C2,ece35|cerqrott3,True,True,True,True,True,True,False,,True,-2299160984.093694,81786615.73433326,True,,
"PROD(ece35,cerqrott6)",C2,ece35|cerqrott6,True,True,True,True,True,True,False,,True,-1465044319.5271795,1492958590.482342,True,,
"PROD(ece35,cerqrott8)",C2,ece35|cerqrott8,True,True,True,True,True,True,False,,True,-37468743.404560715,1172296152.0254467,True,,
"PROD(ece35,cerqrott10)",C2,ece35|cerqrott10,True,True,True,True,True,True,False,,True,-56415698.76080099,1014134214.4706362,True,,
"PROD(ece35,cerqrott11)",C2,ece35|cerqrott11,True,True,True,True,True,True,False,,True,-100033878.57940625,902154270.5740892,True,,
"PROD(ece35,cerqrott12)",C2,ece35|cerqrott12,True,True,True,True,True,True,False,,True,-115713438.09793024,505391763.6878862,True,,
"PROD(ece35,cerqrott13)",C2,ece35|cerqrott13,True,True,True,True,True,True,False,,True,-201079676.7347031,355818694.67443454,True,,
"PROD(ece35,cerqtit3)",C2,ece35|cerqtit3,True,True,True,True,True,True,False,,True,370693.66455901205,51181749.08356933,True,,
"PROD(ece35,cerqtit6)",C2,ece35|cerqtit6,True,True,True,True,True,True,False,,True,-59928.31665710282,22175916.61628316,True,,
"PROD(ece35,cerqtit8)",C2,ece35|cerqtit8,True,True,True,True,True,True,False,,True,141649.95797498684,18666548.95480621,True,,
"PROD(ece35,cerqtit10)",C2,ece35|cerqtit10,True,True,True,True,True,True,False,,True,146119.7669074819,17012989.503170565,True,,
"PROD(ece35,cerqtit11)",C2,ece35|cerqtit11,True,True,True,True,True,True,False,,True,115804.09024305365,16142483.977904908,True,,
"PROD(ece35,cerqtit12)",C2,ece35|cerqtit12,True,True,True,True,True,True,False,,True,-374956.31617019145,14469865.587199584,True,,
"PROD(ece35,cerqtit13)",C2,ece35|cerqtit13,True,True,True,True,True,True,False,,True,-307946.3888211506,12963601.620769013,True,,
"PROD(ece36,ece37)",C2,ece36|ece37,True,True,True,True,True,True,False,,True,341085.4661014961,33860765.50053317,True,,
"PROD(ece36,ece38)",C2,ece36|ece38,True,True,True,True,True,True,False,,True,330224.86894319125,30254500.938688416,True,,
"PROD(ece36,ece39)",C2,ece36|ece39,True,True,True,True,True,True,False,,True,306330.65255509806,30768551.039121434,True,,
"PROD(ece36,ece40)",C2,ece36|ece40,True,True,True,True,True,True,False,,True,295972.1428929585,26714764.960424565,True,,
"PROD(ece36,cerqrott3)",C2,ece36|cerqrott3,True,True,True,True,True,True,False,,True,-1910894834.7918613,61918738.43287476,True,,
"PROD(ece36,cerqrott6)",C2,ece36|cerqrott6,True,True,True,True,True,True,False,,True,-1215807238.1997283,1320402336.409802,True,,
"PROD(ece36,cerqrott8)",C2,ece36|cerqrott8,True,True,True,True,True,True,False,,True,-27560694.50650812,972862136.6254752,True,,
"PROD(ece36,cerqrott10)",C2,ece36|cerqrott10,True,True,True,True,True,True,False,,True,-42874967.91591997,821893400.8584633,True,,
"PROD(ece36,cerqrott11)",C2,ece36|cerqrott11,True,True,True,True,True,True,False,,True,-89516307.11317708,731140544.2800918,True,,
"PROD(ece36,cerqrott12)",C2,ece36|cerqrott12,True,True,True,True,True,True,False,,True,-91958862.82538968,409588937.5353686,True,,
"PROD(ece36,cerqrott13)",C2,ece36|cerqrott13,True,True,True,True,True,True,False,,True,-162025800.0746443,287127527.3940535,True,,
"PROD(ece36,cerqtit3)",C2,ece36|cerqtit3,True,True,True,True,True,True,False,,True,299357.18925964285,42551539.63319338,True,,
"PROD(ece36,cerqtit6)",C2,ece36|cerqtit6,True,True,True,True,True,True,False,,True,-52776.8724030512,18449307.26409128,True,,
"PROD(ece36,cerqtit8)",C2,ece36|cerqtit8,True,True,True,True,True,True,False,,True,105798.23922184126,14355622.130149506,True,,
"PROD(ece36,cerqtit10)",C2,ece36|cerqtit10,True,True,True,True,True,True,False,,True,109549.94968490704,12029056.901525475,True,,
"PROD(ece36,cerqtit11)",C2,ece36|cerqtit11,True,True,True,True,True,True,False,,True,86493.98148473699,11016518.955776403,True,,
"PROD(ece36,cerqtit12)",C2,ece36|cerqtit12,True,True,True,True,True,True,False,,True,-381117.7089579312,9883351.950955823,True,,
"PROD(ece36,cerqtit13)",C2,ece36|cerqtit13,True,True,True,True,True,True,False,,True,-295880.9137630706,8781740.05103026,True,,
"PROD(ece37,ece38)",C2,ece37|ece38,True,True,True,True,True,True,False,,True,248551.94819317313,29709206.69024371,True,,
"PROD(ece37,ece39)",C2,ece37|ece39,True,True,True,True,True,True,False,,True,230567.3728557188,30213991.77044894,True,,
"PROD(ece37,ece40)",C2,ece37|ece40,True,True,True,True,True,True,False,,True,222770.7833222227,26441933.00553741,True,,
"PROD(ece37,cerqrott3)",C2,ece37|cerqrott3,True,True,True,True,True,True,False,,True,-1886907786.357192,62572087.97055585,True,,
"PROD(ece37,cerqrott6)",C2,ece37|cerqrott6,True,True,True,True,True,True,False,,True,-1197311936.5192893,1145341650.7438147,True,,
"PROD(ece37,cerqrott8)",C2,ece37|cerqrott8,True,True,True,True,True,True,False,,True,-28345204.885552853,959041544.9642028,True,,
"PROD(ece37,cerqrott10)",C2,ece37|cerqrott10,True,True,True,True,True,True,False,,True,-39827298.1457382,794813850.869112,True,,
"PROD(ece37,cerqrott11)",C2,ece37|cerqrott11,True,True,True,True,True,True,False,,True,-77303478.1877131,687544993.0638924,True,,
"PROD(ece37,cerqrott12)",C2,ece37|cerqrott12,True,True,True,True,True,True,False,,True,-90130556.92315388,385166470.96091014,True,,
"PROD(ece37,cerqrott13)",C2,ece37|cerqrott13,True,True,True,True,True,True,False,,True,-147712395.8188643,263254032.38376486,True,,
"PROD(ece37,cerqtit3)",C2,ece37|cerqtit3,True,True,True,True,True,True,False,,True,243213.8929445491,42034633.60873329,True,,
"PROD(ece37,cerqtit6)",C2,ece37|cerqtit6,True,True,True,True,True,True,False,,True,-39537.940847935984,18298057.831867695,True,,
"PROD(ece37,cerqtit8)",C2,ece37|cerqtit8,True,True,True,True,True,True,False,,True,94192.15124008444,14321704.422361566,True,,
"PROD(ece37,cerqtit10)",C2,ece37|cerqtit10,True,True,True,True,True,True,False,,True,102096.38267970261,13027637.013839262,True,,
"PROD(ece37,cerqtit11)",C2,ece37|cerqtit11,True,True,True,True,True,True,False,,True,91363.72785882006,12347540.690402417,True,,
"PROD(ece37,cerqtit12)",C2,ece37|cerqtit12,True,True,True,True,True,True,False,,True,-477259.17721342784,11032210.969661763,True,,
"PROD(ece37,cerqtit13)",C2,ece37|cerqtit13,True,True,True,True,True,True,False,,True,-367014.3770262931,9965292.144708257,True,,
"PROD(ece38,ece39)",C2,ece38|ece39,True,True,True,True,True,True,False,,True,223225.81303185492,27074615.410266593,True,,
"PROD(ece38,ece40)",C2,ece38|ece40,True,True,True,True,True,True,False,,True,215677.47687338467,23792493.7156963,True,,
"PROD(ece38,cerqrott3)",C2,ece38|cerqrott3,True,True,True,True,True,True,False,,True,-1683175619.1252756,53460157.58702535,True,,
"PROD(ece38,cerqrott6)",C2,ece38|cerqrott6,True,True,True,True,True,True,False,,True,-1068481876.6838765,1031730427.3947724,True,,
"PROD(ece38,cerqrott8)",C2,ece38|cerqrott8,True,True,True,True,True,True,False,,True,-23939078.65039409,855492440.0033228,True,,
"PROD(ece38,cerqrott10)",C2,ece38|cerqrott10,True,True,True,True,True,True,False,,True,-33344649.863866474,710381018.1392963,True,,
"PROD(ece38,cerqrott11)",C2,ece38|cerqrott11,True,True,True,True,True,True,False,,True,-75167183.67839316,591997757.546583,True,,
"PROD(ece38,cerqrott12)",C2,ece38|cerqrott12,True,True,True,True,True,True,False,,True,-75107726.70805334,331640386.28930956,True,,
"PROD(ece38,cerqrott13)",C2,ece38|cerqrott13,True,True,True,True,True,True,False,,True,-128063853.85299225,234659505.9890157,True,,
"PROD(ece38,cerqtit3)",C2,ece38|cerqtit3,True,True,True,True,True,True,False,,True,235469.6517584183,37607251.69232418,True,,
"PROD(ece38,cerqtit6)",C2,ece38|cerqtit6,True,True,True,True,True,True,False,,True,-38126.179040188166,16492166.852137197,True,,
"PROD(ece38,cerqtit8)",C2,ece38|cerqtit8,True,True,True,True,True,True,False,,True,89599.04636661628,13967370.495005744,True,,
"PROD(ece38,cerqtit10)",C2,ece38|cerqtit10,True,True,True,True,True,True,False,,True,87218.43328607235,12733489.936648225,True,,
"PROD(ece38,cerqtit11)",C2,ece38|cerqtit11,True,True,True,True,True,True,False,,True,72281.75675653903,12081954.041460542,True,,
"PROD(ece38,cerqtit12)",C2,ece38|cerqtit12,True,True,True,True,True,True,False,,True,-555150.5728983054,10749135.891384237,True,,
"PROD(ece38,cerqtit13)",C2,ece38|cerqtit13,True,True,True,True,True,True,False,,True,-431126.850040618,9498002.819289498,True,,
"PROD(ece39,ece40)",C2,ece39|ece40,True,True,True,True,True,True,False,,True,200071.61315105803,33447799.378188413,True,,
"PROD(ece39,cerqrott3)",C2,ece39|cerqrott3,True,True,True,True,True,True,False,,True,-1714458661.6191888,60510412.51075327,True,,
"PROD(ece39,cerqrott6)",C2,ece39|cerqrott6,True,True,True,True,True,True,False,,True,-1079223001.359147,918319449.6520348,True,,
"PROD(ece39,cerqrott8)",C2,ece39|cerqrott8,True,True,True,True,True,True,False,,True,-28046711.507315405,870956940.0516642,True,,
"PROD(ece39,cerqrott10)",C2,ece39|cerqrott10,True,True,True,True,True,True,False,,True,-41133857.028243214,722284813.1822044,True,,
"PROD(ece39,cerqrott11)",C2,ece39|cerqrott11,True,True,True,True,True,True,False,,True,-84539983.467765,583710177.399838,True,,
"PROD(ece39,cerqrott12)",C2,ece39|cerqrott12,True,True,True,True,True,True,False,,True,-96854714.39215198,463346831.7551798,True,,
"PROD(ece39,cerqrott13)",C2,ece39|cerqrott13,True,True,True,True,True,True,False,,True,-162128103.43589097,307858729.82215416,True,,
"PROD(ece39,cerqtit3)",C2,ece39|cerqtit3,True,True,True,True,True,True,False,,True,218431.67751392705,44917119.70975489,True,,
"PROD(ece39,cerqtit6)",C2,ece39|cerqtit6,True,True,True,True,True,True,False,,True,-34901.561669617295,24149619.824200645,True,,
"PROD(ece39,cerqtit8)",C2,ece39|cerqtit8,True,True,True,True,True,True,False,,True,84594.46684942461,21926136.366936993,True,,
"PROD(ece39,cerqtit10)",C2,ece39|cerqtit10,True,True,True,True,True,True,False,,True,91693.2987126511,20019207.436674595,True,,
"PROD(ece39,cerqtit11)",C2,ece39|cerqtit11,True,True,True,True,True,True,False,,True,79495.7377145765,18994882.42420005,True,,
"PROD(ece39,cerqtit12)",C2,ece39|cerqtit12,True,True,True,True,True,True,False,,True,-650906.4999018793,16891907.418645617,True,,
"PROD(ece39,cerqtit13)",C2,ece39|cerqtit13,True,True,True,True,True,True,False,,True,-517522.9895409643,14791435.57955291,True,,
"PROD(ece40,cerqrott3)",C2,ece40|cerqrott3,True,True,True,True,True,True,False,,True,-1517954055.6446455,49688841.44449633,True,,
"PROD(ece40,cerqrott6)",C2,ece40|cerqrott6,True,True,True,True,True,True,False,,True,-949934536.9556897,840786952.606439,True,,
"PROD(ece40,cerqrott8)",C2,ece40|cerqrott8,True,True,True,True,True,True,False,,True,-22682790.405980837,770178989.1090764,True,,
"PROD(ece40,cerqrott10)",C2,ece40|cerqrott10,True,True,True,True,True,True,False,,True,-36878980.360447936,638706997.659187,True,,
"PROD(ece40,cerqrott11)",C2,ece40|cerqrott11,True,True,True,True,True,True,False,,True,-84828387.58958912,515275257.3277044,True,,
"PROD(ece40,cerqrott12)",C2,ece40|cerqrott12,True,True,True,True,True,True,False,,True,-91663338.62838985,378658123.76026624,True,,
"PROD(ece40,cerqrott13)",C2,ece40|cerqrott13,True,True,True,True,True,True,False,,True,-129602804.92700389,254541763.1892358,True,,
"PROD(ece40,cerqtit3)",C2,ece40|cerqtit3,True,True,True,True,True,True,False,,True,211045.45408779307,36529457.121339,True,,
"PROD(ece40,cerqtit6)",C2,ece40|cerqtit6,True,True,True,True,True,True,False,,True,-33685.92410644683,19662958.069832854,True,,
"PROD(ece40,cerqtit8)",C2,ece40|cerqtit8,True,True,True,True,True,True,False,,True,74723.1779556765,17879451.507369243,True,,
"PROD(ece40,cerqtit10)",C2,ece40|cerqtit10,True,True,True,True,True,True,False,,True,73072.49252723069,16280892.104984576,True,,
"PROD(ece40,cerqtit11)",C2,ece40|cerqtit11,True,True,True,True,True,True,False,,True,59614.85362386553,15447845.888680154,True,,
"PROD(ece40,cerqtit12)",C2,ece40|cerqtit12,True,True,True,True,True,True,False,,True,-658130.0839913727,13776350.859081106,True,,
"PROD(ece40,cerqtit13)",C2,ece40|cerqtit13,True,True,True,True,True,True,False,,True,-531437.2644744249,12088636.787259782,True,,
"PROD(cerqrott3,cerqrott6)",C2,cerqrott3|cerqrott6,True,True,True,True,True,True,False,,True,-51199204726.799644,74212763695.79323,True,,
"PROD(cerqrott3,cerqrott8)",C2,cerqrott3|cerqrott8,True,True,True,True,True,True,False,,True,-59264723876.58161,222661464.91548425,True,,
"PROD(cerqrott3,cerqrott10)",C2,cerqrott3|cerqrott10,True,True,True,True,True,True,False,,True,-48993418380.10425,2359905576.754899,True,,
"PROD(cerqrott3,cerqrott11)",C2,cerqrott3|cerqrott11,True,True,True,True,True,True,False,,True,-45543743237.44513,5110780708.734005,True,,
"PROD(cerqrott3,cerqrott12)",C2,cerqrott3|cerqrott12,True,True,True,True,True,True,False,,True,-38667695787.01994,5272297256.681683,True,,
"PROD(cerqrott3,cerqrott13)",C2,cerqrott3|cerqrott13,True,True,True,True,True,True,False,,True,-27076380886.210373,5745403725.950697,True,,
"PROD(cerqrott3,cerqtit3)",C2,cerqrott3|cerqtit3,True,True,True,True,True,True,False,,True,-3092081440.5305047,100361823.95851056,True,,
"PROD(cerqrott3,cerqtit6)",C2,cerqrott3|cerqtit6,True,True,True,True,True,True,False,,True,-1047437827.5389324,47469750.47324343,True,,
"PROD(cerqrott3,cerqtit8)",C2,cerqrott3|cerqtit8,True,True,True,True,True,True,False,,True,-794697359.3498183,27273619.91417337,True,,
"PROD(cerqrott3,cerqtit10)",C2,cerqrott3|cerqtit10,True,True,True,True,True,True,False,,True,-666327058.8423755,15534784.872324856,True,,
"PROD(cerqrott3,cerqtit11)",C2,cerqrott3|cerqtit11,True,True,True,True,True,True,False,,True,-625148531.1543646,13819376.493381286,True,,
"PROD(cerqrott3,cerqtit12)",C2,cerqrott3|cerqtit12,True,True,True,True,True,True,False,,True,-552912072.7311786,37568119.087076046,True,,
"PROD(cerqrott3,cerqtit13)",C2,cerqrott3|cerqtit13,True,True,True,True,True,True,False,,True,-412504159.238614,32435455.404353052,True,,
"PROD(cerqrott6,cerqrott8)",C2,cerqrott6|cerqrott8,True,True,True,True,True,True,False,,True,-39859194957.93189,25333024110.67797,True,,
"PROD(cerqrott6,cerqrott10)",C2,cerqrott6|cerqrott10,True,True,True,True,True,True,False,,True,-29417848510.756756,21028213790.80604,True,,
"PROD(cerqrott6,cerqrott11)",C2,cerqrott6|cerqrott11,True,True,True,True,True,True,False,,True,-24559881181.715992,17016771585.485855,True,,
"PROD(cerqrott6,cerqrott12)",C2,cerqrott6|cerqrott12,True,True,True,True,True,True,False,,True,-22371989794.232277,15851486849.910147,True,,
"PROD(cerqrott6,cerqrott13)",C2,cerqrott6|cerqrott13,True,True,True,True,True,True,False,,True,-16406149617.914835,11895417737.198063,True,,
"PROD(cerqrott6,cerqtit3)",C2,cerqrott6|cerqtit3,True,True,True,True,True,True,False,,True,-1569089758.6491992,1007766798.9513488,True,,
"PROD(cerqrott6,cerqtit6)",C2,cerqrott6|cerqtit6,True,True,True,True,True,True,False,,True,-685394417.9694437,1882560835.2038753,True,,
"PROD(cerqrott6,cerqtit8)",C2,cerqrott6|cerqtit8,True,True,True,True,True,True,False,,True,-507597621.54830575,353541314.2446969,True,,
"PROD(cerqrott6,cerqtit10)",C2,cerqrott6|cerqtit10,True,True,True,True,True,True,False,,True,-414553644.87884074,296790331.606617,True,,
"PROD(cerqrott6,cerqtit11)",C2,cerqrott6|cerqtit11,True,True,True,True,True,True,False,,True,-391293870.0692532,276712222.6023697,True,,
"PROD(cerqrott6,cerqtit12)",C2,cerqrott6|cerqtit12,True,True,True,True,True,True,False,,True,-339641554.34184635,254088304.21068898,True,,
"PROD(cerqrott6,cerqtit13)",C2,cerqrott6|cerqtit13,True,True,True,True,True,True,False,,True,-290639736.0815895,243147883.11183327,True,,
"PROD(cerqrott8,cerqrott10)",C2,cerqrott8|cerqrott10,True,True,True,True,True,True,False,,True,-1077543705.610692,24537105005.68757,True,,
"PROD(cerqrott8,cerqrott11)",C2,cerqrott8|cerqrott11,True,True,True,True,True,True,False,,True,-2201202176.171239,21547930814.252163,True,,
"PROD(cerqrott8,cerqrott12)",C2,cerqrott8|cerqrott12,True,True,True,True,True,True,False,,True,-2591115500.172654,19633421656.09775,True,,
"PROD(cerqrott8,cerqrott13)",C2,cerqrott8|cerqrott13,True,True,True,True,True,True,False,,True,-2810554378.9525576,14409926498.867865,True,,
"PROD(cerqrott8,cerqtit3)",C2,cerqrott8|cerqtit3,True,True,True,True,True,True,False,,True,-49795673.381441,1301607157.608275,True,,
"PROD(cerqrott8,cerqtit6)",C2,cerqrott8|cerqtit6,True,True,True,True,True,True,False,,True,-20691325.96076749,557364445.0862515,True,,
"PROD(cerqrott8,cerqtit8)",C2,cerqrott8|cerqtit8,True,True,True,True,True,True,False,,True,-15911161.339957418,389756649.28909343,True,,
"PROD(cerqrott8,cerqtit10)",C2,cerqrott8|cerqtit10,True,True,True,True,True,True,False,,True,-9655540.5079605,325940708.1414352,True,,
"PROD(cerqrott8,cerqtit11)",C2,cerqrott8|cerqtit11,True,True,True,True,True,True,False,,True,-8621912.947284656,310261220.9716318,True,,
"PROD(cerqrott8,cerqtit12)",C2,cerqrott8|cerqtit12,True,True,True,True,True,True,False,,True,-19483229.103118785,287872463.3100825,True,,
"PROD(cerqrott8,cerqtit13)",C2,cerqrott8|cerqtit13,True,True,True,True,True,True,False,,True,-17810555.813183002,259421344.80001533,True,,
"PROD(cerqrott10,cerqrott11)",C2,cerqrott10|cerqrott11,True,True,True,True,True,True,False,,True,-232446208.76081157,20006688254.732243,True,,
"PROD(cerqrott10,cerqrott12)",C2,cerqrott10|cerqrott12,True,True,True,True,True,True,False,,True,-934549305.4203105,18236589332.92894,True,,
"PROD(cerqrott10,cerqrott13)",C2,cerqrott10|cerqrott13,True,True,True,True,True,True,False,,True,-2291094686.1796618,13465503535.708838,True,,
"PROD(cerqrott10,cerqtit3)",C2,cerqrott10|cerqtit3,True,True,True,True,True,True,False,,True,-75043005.34216018,1191429225.1040294,True,,
"PROD(cerqrott10,cerqtit6)",C2,cerqrott10|cerqtit6,True,True,True,True,True,True,False,,True,-41535871.80748405,447712520.3795329,True,,
"PROD(cerqrott10,cerqtit8)",C2,cerqrott10|cerqtit8,True,True,True,True,True,True,False,,True,-34034616.74782733,322962354.87495553,True,,
"PROD(cerqrott10,cerqtit10)",C2,cerqrott10|cerqtit10,True,True,True,True,True,True,False,,True,-21004126.33899611,280458403.859692,True,,
"PROD(cerqrott10,cerqtit11)",C2,cerqrott10|cerqtit11,True,True,True,True,True,True,False,,True,-15752901.010328433,268738945.4875074,True,,
"PROD(cerqrott10,cerqtit12)",C2,cerqrott10|cerqtit12,True,True,True,True,True,True,False,,True,-10583684.042503381,254834409.0313142,True,,
"PROD(cerqrott10,cerqtit13)",C2,cerqrott10|cerqtit13,True,True,True,True,True,True,False,,True,-5875717.255391984,234753765.4889616,True,,
"PROD(cerqrott11,cerqrott12)",C2,cerqrott11|cerqrott12,True,True,True,True,True,True,False,,True,-335054562.9345614,17251236334.77286,True,,
"PROD(cerqrott11,cerqrott13)",C2,cerqrott11|cerqrott13,True,True,True,True,True,True,False,,True,-1859624286.150496,12821760473.807364,True,,
"PROD(cerqrott11,cerqtit3)",C2,cerqrott11|cerqtit3,True,True,True,True,True,True,False,,True,-169781940.64402726,1107305920.6110337,True,,
"PROD(cerqrott11,cerqtit6)",C2,cerqrott11|cerqtit6,True,True,True,True,True,True,False,,True,-94795058.60022259,361816211.4519514,True,,
"PROD(cerqrott11,cerqtit8)",C2,cerqrott11|cerqtit8,True,True,True,True,True,True,False,,True,-78879304.6694504,292366454.8865845,True,,
"PROD(cerqrott11,cerqtit10)",C2,cerqrott11|cerqtit10,True,True,True,True,True,True,False,,True,-54197035.739537425,254713206.1077891,True,,
"PROD(cerqrott11,cerqtit11)",C2,cerqrott11|cerqtit11,True,True,True,True,True,True,False,,True,-37910480.991371326,240195510.26190877,True,,
"PROD(cerqrott11,cerqtit12)",C2,cerqrott11|cerqtit12,True,True,True,True,True,True,False,,True,-24105893.235562626,227642965.85904694,True,,
"PROD(cerqrott11,cerqtit13)",C2,cerqrott11|cerqtit13,True,True,True,True,True,True,False,,True,-16421025.833305717,218561228.34785044,True,,
"PROD(cerqrott12,cerqrott13)",C2,cerqrott12|cerqrott13,True,True,True,True,True,True,False,,True,-873427744.4347141,11923707367.647055,True,,
"PROD(cerqrott12,cerqtit3)",C2,cerqrott12|cerqtit3,True,True,True,True,True,True,False,,True,-177930998.0216855,970081651.6645765,True,,
"PROD(cerqrott12,cerqtit6)",C2,cerqrott12|cerqtit6,True,True,True,True,True,True,False,,True,-100083242.46707344,321087909.3849799,True,,
"PROD(cerqrott12,cerqtit8)",C2,cerqrott12|cerqtit8,True,True,True,True,True,True,False,,True,-83314398.25006199,252266587.9698011,True,,
"PROD(cerqrott12,cerqtit10)",C2,cerqrott12|cerqtit10,True,True,True,True,True,True,False,,True,-62632529.53742102,219777715.06169152,True,,
"PROD(cerqrott12,cerqtit11)",C2,cerqrott12|cerqtit11,True,True,True,True,True,True,False,,True,-50725248.76522099,207251210.960377,True,,
"PROD(cerqrott12,cerqtit12)",C2,cerqrott12|cerqtit12,True,True,True,True,True,True,False,,True,-32940049.51538886,196577350.66635385,True,,
"PROD(cerqrott12,cerqtit13)",C2,cerqrott12|cerqtit13,True,True,True,True,True,True,False,,True,-22238583.99082918,190365628.1287226,True,,
"PROD(cerqrott13,cerqtit3)",C2,cerqrott13|cerqtit3,True,True,True,True,True,True,False,,True,-228939160.70444614,642094392.2987664,True,,
"PROD(cerqrott13,cerqtit6)",C2,cerqrott13|cerqtit6,True,True,True,True,True,True,False,,True,-108621688.57131569,254744961.4008532,True,,
"PROD(cerqrott13,cerqtit8)",C2,cerqrott13|cerqtit8,True,True,True,True,True,True,False,,True,-88857186.78483632,202172321.23288092,True,,
"PROD(cerqrott13,cerqtit10)",C2,cerqrott13|cerqtit10,True,True,True,True,True,True,False,,True,-77040916.85892393,175660171.24113142,True,,
"PROD(cerqrott13,cerqtit11)",C2,cerqrott13|cerqtit11,True,True,True,True,True,True,False,,True,-70847755.64863072,166618763.09410375,True,,
"PROD(cerqrott13,cerqtit12)",C2,cerqrott13|cerqtit12,True,True,True,True,True,True,False,,True,-61564640.312395684,156402020.05131346,True,,
"PROD(cerqrott13,cerqtit13)",C2,cerqrott13|cerqtit13,True,True,True,True,True,True,False,,True,-47569203.89694316,150087797.7818618,True,,
"PROD(cerqtit3,cerqtit6)",C2,cerqtit3|cerqtit6,True,True,True,True,True,True,False,,True,-39358.97319380063,27815621.5274875,True,,
"PROD(cerqtit3,cerqtit8)",C2,cerqtit3|cerqtit8,True,True,True,True,True,True,False,,True,66598.23901800685,23873873.48647393,True,,
"PROD(cerqtit3,cerqtit10)",C2,cerqtit3|cerqtit10,True,True,True,True,True,True,False,,True,69370.7796286018,21863644.044040646,True,,
"PROD(cerqtit3,cerqtit11)",C2,cerqtit3|cerqtit11,True,True,True,True,True,True,False,,True,55647.073746646194,20744944.5386285,True,,
"PROD(cerqtit3,cerqtit12)",C2,cerqtit3|cerqtit12,True,True,True,True,True,True,False,,True,-1003651.4519250941,18380684.708509475,True,,
"PROD(cerqtit3,cerqtit13)",C2,cerqtit3|cerqtit13,True,True,True,True,True,True,False,,True,-672323.4823993361,15858964.01567716,True,,
"PROD(cerqtit6,cerqtit8)",C2,cerqtit6|cerqtit8,True,True,True,True,True,True,False,,True,-11907.013500709469,12793916.616991995,True,,
"PROD(cerqtit6,cerqtit10)",C2,cerqtit6|cerqtit10,True,True,True,True,True,True,False,,True,-12570.9966301354,11694408.03629059,True,,
"PROD(cerqtit6,cerqtit11)",C2,cerqtit6|cerqtit11,True,True,True,True,True,True,False,,True,-15837.23382376162,11140648.07385262,True,,
"PROD(cerqtit6,cerqtit12)",C2,cerqtit6|cerqtit12,True,True,True,True,True,True,False,,True,-350117.7883198493,9994713.05932715,True,,
"PROD(cerqtit6,cerqtit13)",C2,cerqtit6|cerqtit13,True,True,True,True,True,True,False,,True,-292737.49400592205,8658672.345601348,True,,
"PROD(cerqtit8,cerqtit10)",C2,cerqtit8|cerqtit10,True,True,True,True,True,True,False,,True,20688.640732578297,10697808.898194183,True,,
"PROD(cerqtit8,cerqtit11)",C2,cerqtit8|cerqtit11,True,True,True,True,True,True,False,,True,19666.681247253437,10128040.33177845,True,,
"PROD(cerqtit8,cerqtit12)",C2,cerqtit8|cerqtit12,True,True,True,True,True,True,False,,True,-256059.73696150922,9032507.929233158,True,,
"PROD(cerqtit8,cerqtit13)",C2,cerqtit8|cerqtit13,True,True,True,True,True,True,False,,True,-221324.59791671878,7799269.206777463,True,,
"PROD(cerqtit10,cerqtit11)",C2,cerqtit10|cerqtit11,True,True,True,True,True,True,False,,True,19394.596122950763,9245858.832104085,True,,
"PROD(cerqtit10,cerqtit12)",C2,cerqtit10|cerqtit12,True,True,True,True,True,True,False,,True,-109404.2677164155,8256254.630829191,True,,
"PROD(cerqtit10,cerqtit13)",C2,cerqtit10|cerqtit13,True,True,True,True,True,True,False,,True,-120929.88894290163,7081529.489223937,True,,
"PROD(cerqtit11,cerqtit12)",C2,cerqtit11|cerqtit12,True,True,True,True,True,True,False,,True,-64607.69722797798,7865299.97625768,True,,
"PROD(cerqtit11,cerqtit13)",C2,cerqtit11|cerqtit13,True,True,True,True,True,True,False,,True,-92854.3860006206,6762844.88393396,True,,
"PROD(cerqtit12,cerqtit13)",C2,cerqtit12|cerqtit13,True,True,True,True,True,True,False,,True,-45718.09320703028,6591681.576731561,True,,
"PROD(bt,bt)",C2,bt|bt,True,True,True,True,True,True,False,,True,3.1952830310142253,4.670498039254936,True,,
"PROD(ip,ip)",C2,ip|ip,True,True,True,True,True,True,False,,True,373281530780.2033,2565715703064.405,True,,
"PROD(prmtan_neped,prmtan_neped)",C2,prmtan_neped|prmtan_neped,True,True,True,True,True,True,False,,True,1.2021422624568442e+37,7.353388191475447e+39,True,,
"PROD(prmtan_teped,prmtan_teped)",C2,prmtan_teped|prmtan_teped,True,True,True,True,True,True,False,,True,0.5446600644418091,28453360.87008238,True,,
"PROD(fs04,fs04)",C2,fs04|fs04,True,True,True,True,True,True,False,,True,2.513684421621536e+25,8.391231908260534e+33,True,,
"PROD(fs03da,fs03da)",C2,fs03da|fs03da,True,True,True,True,True,True,False,,True,6.566477800114908e+24,7.362405225425191e+33,True,,
"PROD(fs04da,fs04da)",C2,fs04da|fs04da,True,True,True,True,True,True,False,,True,2.513684421621536e+25,8.391231908260534e+33,True,,
