coordinate_id,constructor
"PROD(ece7,ece11)",C2
"PROD(ece7,ece12)",C2
"PROD(ece7,ece13)",C2
"PROD(ece7,ece14)",C2
"PROD(ece7,ece15)",C2
"PROD(ece7,ece16)",C2
"PROD(ece7,ece18)",C2
"PROD(ece7,ece19)",C2
"PROD(ece7,ece20)",C2
"PROD(ece7,ece21)",C2
"PROD(ece7,ece22)",C2
"PROD(ece7,ece25)",C2
"PROD(ece7,ece27)",C2
"PROD(ece7,ece28)",C2
"PROD(ece7,ece29)",C2
"PROD(ece7,ece30)",C2
"PROD(ece7,ece31)",C2
"PROD(ece7,ece33)",C2
"PROD(ece7,ece35)",C2
"PROD(ece7,ece36)",C2
"PROD(ece7,ece37)",C2
"PROD(ece7,ece38)",C2
"PROD(ece7,ece39)",C2
"PROD(ece7,cerqrott3)",C2
"PROD(ece7,cerqrott6)",C2
"PROD(ece7,cerqrott8)",C2
"PROD(ece7,cerqrott10)",C2
"PROD(ece7,cerqrott11)",C2
"PROD(ece7,cerqrott12)",C2
"PROD(ece7,cerqtit3)",C2
"PROD(ece7,cerqtit6)",C2
"PROD(ece7,cerqtit8)",C2
"PROD(ece7,cerqtit10)",C2
"PROD(ece7,cerqtit11)",C2
"PROD(ece7,cerqtit12)",C2
"PROD(ece8,ece8)",C2
"PROD(ece8,ece9)",C2
"PROD(ece8,ece10)",C2
"PROD(ece8,ece11)",C2
"PROD(ece8,ece12)",C2
"PROD(ece8,ece13)",C2
"PROD(ece8,ece14)",C2
"PROD(ece8,ece15)",C2
"PROD(ece8,ece16)",C2
"PROD(ece8,ece18)",C2
"PROD(ece8,ece19)",C2
"PROD(ece8,ece20)",C2
"PROD(ece8,ece21)",C2
"PROD(ece8,ece22)",C2
"PROD(ece8,ece25)",C2
"PROD(ece8,ece27)",C2
"PROD(ece8,ece28)",C2
"PROD(ece8,ece29)",C2
"PROD(ece8,ece30)",C2
"PROD(ece8,ece31)",C2
"PROD(ece8,ece33)",C2
"PROD(ece8,ece35)",C2
"PROD(ece8,ece36)",C2
"PROD(ece8,ece37)",C2
"PROD(ece8,ece38)",C2
"PROD(ece8,ece39)",C2
"PROD(ece8,cerqrott3)",C2
"PROD(ece8,cerqrott6)",C2
"PROD(ece8,cerqrott8)",C2
"PROD(ece8,cerqrott10)",C2
"PROD(ece8,cerqrott11)",C2
"PROD(ece8,cerqrott12)",C2
"PROD(ece8,cerqtit3)",C2
"PROD(ece8,cerqtit6)",C2
"PROD(ece8,cerqtit8)",C2
"PROD(ece8,cerqtit10)",C2
"PROD(ece8,cerqtit11)",C2
"PROD(ece8,cerqtit12)",C2
"PROD(ece9,ece9)",C2
"PROD(ece9,ece10)",C2
"PROD(ece9,ece11)",C2
"PROD(ece9,ece12)",C2
"PROD(ece9,ece13)",C2
"PROD(ece9,ece14)",C2
"PROD(ece9,ece15)",C2
"PROD(ece9,ece16)",C2
"PROD(ece9,ece18)",C2
"PROD(ece9,ece19)",C2
"PROD(ece9,ece20)",C2
"PROD(ece9,ece21)",C2
"PROD(ece9,ece22)",C2
"PROD(ece9,ece25)",C2
"PROD(ece9,ece27)",C2
"PROD(ece9,ece28)",C2
"PROD(ece9,ece29)",C2
"PROD(ece9,ece30)",C2
"PROD(ece9,ece31)",C2
"PROD(ece9,ece33)",C2
"PROD(ece9,ece35)",C2
"PROD(ece9,ece36)",C2
"PROD(ece9,ece37)",C2
"PROD(ece9,ece38)",C2
"PROD(ece9,ece39)",C2
"PROD(ece9,cerqrott3)",C2
"PROD(ece9,cerqrott6)",C2
"PROD(ece9,cerqrott8)",C2
"PROD(ece9,cerqrott10)",C2
"PROD(ece9,cerqrott11)",C2
"PROD(ece9,cerqrott12)",C2
"PROD(ece9,cerqtit3)",C2
"PROD(ece9,cerqtit6)",C2
"PROD(ece9,cerqtit8)",C2
"PROD(ece9,cerqtit10)",C2
"PROD(ece9,cerqtit11)",C2
"PROD(ece9,cerqtit12)",C2
"PROD(ece10,ece10)",C2
"PROD(ece10,ece11)",C2
"PROD(ece10,ece12)",C2
"PROD(ece10,ece13)",C2
"PROD(ece10,ece14)",C2
"PROD(ece10,ece15)",C2
"PROD(ece10,ece16)",C2
"PROD(ece10,ece18)",C2
"PROD(ece10,ece19)",C2
"PROD(ece10,ece20)",C2
"PROD(ece10,ece21)",C2
"PROD(ece10,ece22)",C2
"PROD(ece10,ece25)",C2
"PROD(ece10,ece27)",C2
"PROD(ece10,ece28)",C2
"PROD(ece10,ece29)",C2
"PROD(ece10,ece30)",C2
"PROD(ece10,ece31)",C2
"PROD(ece10,ece33)",C2
"PROD(ece10,ece35)",C2
"PROD(ece10,ece36)",C2
"PROD(ece10,ece37)",C2
"PROD(ece10,ece38)",C2
"PROD(ece10,ece39)",C2
"PROD(ece10,cerqrott3)",C2
"PROD(ece10,cerqrott6)",C2
"PROD(ece10,cerqrott8)",C2
"PROD(ece10,cerqrott10)",C2
"PROD(ece10,cerqrott11)",C2
"PROD(ece10,cerqrott12)",C2
"PROD(ece10,cerqtit3)",C2
"PROD(ece10,cerqtit6)",C2
"PROD(ece10,cerqtit8)",C2
"PROD(ece10,cerqtit10)",C2
"PROD(ece10,cerqtit11)",C2
"PROD(ece10,cerqtit12)",C2
"PROD(ece11,ece11)",C2
"PROD(ece11,ece12)",C2
"PROD(ece11,ece13)",C2
"PROD(ece11,ece14)",C2
"PROD(ece11,ece15)",C2
"PROD(ece11,ece16)",C2
"PROD(ece11,ece18)",C2
"PROD(ece11,ece19)",C2
"PROD(ece11,ece20)",C2
"PROD(ece11,ece21)",C2
"PROD(ece11,ece22)",C2
"PROD(ece11,ece25)",C2
"PROD(ece11,ece27)",C2
"PROD(ece11,ece28)",C2
"PROD(ece11,ece29)",C2
"PROD(ece11,ece30)",C2
"PROD(ece11,ece31)",C2
"PROD(ece11,ece33)",C2
"PROD(ece11,ece35)",C2
"PROD(ece11,ece36)",C2
"PROD(ece11,ece37)",C2
"PROD(ece11,ece38)",C2
"PROD(ece11,ece39)",C2
"PROD(ece11,cerqrott3)",C2
"PROD(ece11,cerqrott6)",C2
"PROD(ece11,cerqrott8)",C2
"PROD(ece11,cerqrott10)",C2
"PROD(ece11,cerqrott11)",C2
"PROD(ece11,cerqrott12)",C2
"PROD(ece11,cerqtit3)",C2
"PROD(ece11,cerqtit6)",C2
"PROD(ece11,cerqtit8)",C2
"PROD(ece11,cerqtit10)",C2
"PROD(ece11,cerqtit11)",C2
"PROD(ece11,cerqtit12)",C2
"PROD(ece12,ece12)",C2
"PROD(ece12,ece13)",C2
"PROD(ece12,ece14)",C2
"PROD(ece12,ece15)",C2
"PROD(ece12,ece16)",C2
"PROD(ece12,ece18)",C2
"PROD(ece12,ece19)",C2
"PROD(ece12,ece20)",C2
"PROD(ece12,ece21)",C2
"PROD(ece12,ece22)",C2
"PROD(ece12,ece25)",C2
"PROD(ece12,ece27)",C2
"PROD(ece12,ece28)",C2
"PROD(ece12,ece29)",C2
"PROD(ece12,ece30)",C2
"PROD(ece12,ece31)",C2
"PROD(ece12,ece33)",C2
"PROD(ece12,ece35)",C2
"PROD(ece12,ece36)",C2
"PROD(ece12,ece37)",C2
"PROD(ece12,ece38)",C2
"PROD(ece12,ece39)",C2
"PROD(ece12,cerqrott3)",C2
"PROD(ece12,cerqrott6)",C2
"PROD(ece12,cerqrott8)",C2
"PROD(ece12,cerqrott10)",C2
"PROD(ece12,cerqrott11)",C2
"PROD(ece12,cerqrott12)",C2
"PROD(ece12,cerqtit3)",C2
"PROD(ece12,cerqtit6)",C2
"PROD(ece12,cerqtit8)",C2
"PROD(ece12,cerqtit10)",C2
"PROD(ece12,cerqtit11)",C2
"PROD(ece12,cerqtit12)",C2
"PROD(ece13,ece13)",C2
"PROD(ece13,ece14)",C2
"PROD(ece13,ece15)",C2
"PROD(ece13,ece16)",C2
"PROD(ece13,ece18)",C2
"PROD(ece13,ece19)",C2
"PROD(ece13,ece20)",C2
"PROD(ece13,ece21)",C2
"PROD(ece13,ece22)",C2
"PROD(ece13,ece25)",C2
"PROD(ece13,ece27)",C2
"PROD(ece13,ece28)",C2
"PROD(ece13,ece29)",C2
"PROD(ece13,ece30)",C2
"PROD(ece13,ece31)",C2
"PROD(ece13,ece33)",C2
"PROD(ece13,ece35)",C2
"PROD(ece13,ece36)",C2
"PROD(ece13,ece37)",C2
"PROD(ece13,ece38)",C2
"PROD(ece13,ece39)",C2
"PROD(ece13,cerqrott3)",C2
"PROD(ece13,cerqrott6)",C2
"PROD(ece13,cerqrott8)",C2
"PROD(ece13,cerqrott10)",C2
"PROD(ece13,cerqrott11)",C2
"PROD(ece13,cerqrott12)",C2
"PROD(ece13,cerqtit3)",C2
"PROD(ece13,cerqtit6)",C2
"PROD(ece13,cerqtit8)",C2
"PROD(ece13,cerqtit10)",C2
"PROD(ece13,cerqtit11)",C2
"PROD(ece13,cerqtit12)",C2
"PROD(ece14,ece14)",C2
"PROD(ece14,ece15)",C2
"PROD(ece14,ece16)",C2
"PROD(ece14,ece18)",C2
"PROD(ece14,ece19)",C2
"PROD(ece14,ece20)",C2
"PROD(ece14,ece21)",C2
"PROD(ece14,ece22)",C2
"PROD(ece14,ece25)",C2
"PROD(ece14,ece27)",C2
"PROD(ece14,ece28)",C2
"PROD(ece14,ece29)",C2
"PROD(ece14,ece30)",C2
"PROD(ece14,ece31)",C2
"PROD(ece14,ece33)",C2
"PROD(ece14,ece35)",C2
"PROD(ece14,ece36)",C2
"PROD(ece14,ece37)",C2
"PROD(ece14,ece38)",C2
"PROD(ece14,ece39)",C2
"PROD(ece14,cerqrott3)",C2
"PROD(ece14,cerqrott6)",C2
"PROD(ece14,cerqrott8)",C2
"PROD(ece14,cerqrott10)",C2
"PROD(ece14,cerqrott11)",C2
"PROD(ece14,cerqrott12)",C2
"PROD(ece14,cerqtit3)",C2
"PROD(ece14,cerqtit6)",C2
"PROD(ece14,cerqtit8)",C2
"PROD(ece14,cerqtit10)",C2
"PROD(ece14,cerqtit11)",C2
"PROD(ece14,cerqtit12)",C2
"PROD(ece15,ece15)",C2
"PROD(ece15,ece16)",C2
"PROD(ece15,ece18)",C2
"PROD(ece15,ece19)",C2
"PROD(ece15,ece20)",C2
"PROD(ece15,ece21)",C2
"PROD(ece15,ece22)",C2
"PROD(ece15,ece25)",C2
"PROD(ece15,ece27)",C2
"PROD(ece15,ece28)",C2
"PROD(ece15,ece29)",C2
"PROD(ece15,ece30)",C2
"PROD(ece15,ece31)",C2
"PROD(ece15,ece33)",C2
"PROD(ece15,ece35)",C2
"PROD(ece15,ece36)",C2
"PROD(ece15,ece37)",C2
"PROD(ece15,ece38)",C2
"PROD(ece15,ece39)",C2
"PROD(ece15,cerqrott3)",C2
"PROD(ece15,cerqrott6)",C2
"PROD(ece15,cerqrott8)",C2
"PROD(ece15,cerqrott10)",C2
"PROD(ece15,cerqrott11)",C2
"PROD(ece15,cerqrott12)",C2
"PROD(ece15,cerqtit3)",C2
"PROD(ece15,cerqtit6)",C2
"PROD(ece15,cerqtit8)",C2
"PROD(ece15,cerqtit10)",C2
"PROD(ece15,cerqtit11)",C2
"PROD(ece15,cerqtit12)",C2
"PROD(ece16,ece18)",C2
"PROD(ece16,ece19)",C2
"PROD(ece16,ece20)",C2
"PROD(ece16,ece21)",C2
"PROD(ece16,ece22)",C2
"PROD(ece16,ece25)",C2
"PROD(ece16,ece27)",C2
"PROD(ece16,ece28)",C2
"PROD(ece16,ece29)",C2
"PROD(ece16,ece30)",C2
"PROD(ece16,ece31)",C2
"PROD(ece16,ece33)",C2
"PROD(ece16,ece35)",C2
"PROD(ece16,ece36)",C2
"PROD(ece16,ece37)",C2
"PROD(ece16,ece38)",C2
"PROD(ece16,ece39)",C2
"PROD(ece16,cerqrott3)",C2
"PROD(ece16,cerqrott6)",C2
"PROD(ece16,cerqrott8)",C2
"PROD(ece16,cerqrott10)",C2
"PROD(ece16,cerqrott11)",C2
"PROD(ece16,cerqrott12)",C2
"PROD(ece16,cerqtit3)",C2
"PROD(ece16,cerqtit6)",C2
"PROD(ece16,cerqtit8)",C2
"PROD(ece16,cerqtit10)",C2
"PROD(ece16,cerqtit11)",C2
"PROD(ece16,cerqtit12)",C2
"PROD(ece18,ece18)",C2
"PROD(ece18,ece19)",C2
"PROD(ece18,ece20)",C2
"PROD(ece18,ece21)",C2
"PROD(ece18,ece22)",C2
"PROD(ece18,ece25)",C2
"PROD(ece18,ece27)",C2
"PROD(ece18,ece28)",C2
"PROD(ece18,ece29)",C2
"PROD(ece18,ece30)",C2
"PROD(ece18,ece31)",C2
"PROD(ece18,ece33)",C2
"PROD(ece18,ece35)",C2
"PROD(ece18,ece36)",C2
"PROD(ece18,ece37)",C2
"PROD(ece18,ece38)",C2
"PROD(ece18,ece39)",C2
"PROD(ece18,cerqrott3)",C2
"PROD(ece18,cerqrott6)",C2
"PROD(ece18,cerqrott8)",C2
"PROD(ece18,cerqrott10)",C2
"PROD(ece18,cerqrott11)",C2
"PROD(ece18,cerqrott12)",C2
"PROD(ece18,cerqtit3)",C2
"PROD(ece18,cerqtit6)",C2
"PROD(ece18,cerqtit8)",C2
"PROD(ece18,cerqtit10)",C2
"PROD(ece18,cerqtit11)",C2
"PROD(ece18,cerqtit12)",C2
"PROD(ece19,ece19)",C2
"PROD(ece19,ece20)",C2
"PROD(ece19,ece21)",C2
"PROD(ece19,ece22)",C2
"PROD(ece19,ece25)",C2
"PROD(ece19,ece27)",C2
"PROD(ece19,ece28)",C2
"PROD(ece19,ece29)",C2
"PROD(ece19,ece30)",C2
"PROD(ece19,ece31)",C2
"PROD(ece19,ece33)",C2
"PROD(ece19,ece35)",C2
"PROD(ece19,ece36)",C2
"PROD(ece19,ece37)",C2
"PROD(ece19,ece38)",C2
"PROD(ece19,ece39)",C2
"PROD(ece19,cerqrott3)",C2
"PROD(ece19,cerqrott6)",C2
"PROD(ece19,cerqrott8)",C2
"PROD(ece19,cerqrott10)",C2
"PROD(ece19,cerqrott11)",C2
"PROD(ece19,cerqrott12)",C2
"PROD(ece19,cerqtit3)",C2
"PROD(ece19,cerqtit6)",C2
"PROD(ece19,cerqtit8)",C2
"PROD(ece19,cerqtit10)",C2
"PROD(ece19,cerqtit11)",C2
"PROD(ece19,cerqtit12)",C2
"PROD(ece20,ece20)",C2
"PROD(ece20,ece21)",C2
"PROD(ece20,ece22)",C2
"PROD(ece20,ece25)",C2
"PROD(ece20,ece27)",C2
"PROD(ece20,ece28)",C2
"PROD(ece20,ece29)",C2
"PROD(ece20,ece30)",C2
"PROD(ece20,ece31)",C2
"PROD(ece20,ece33)",C2
"PROD(ece20,ece35)",C2
"PROD(ece20,ece36)",C2
"PROD(ece20,ece37)",C2
"PROD(ece20,ece38)",C2
"PROD(ece20,ece39)",C2
"PROD(ece20,cerqrott3)",C2
"PROD(ece20,cerqrott6)",C2
"PROD(ece20,cerqrott8)",C2
"PROD(ece20,cerqrott10)",C2
"PROD(ece20,cerqrott11)",C2
"PROD(ece20,cerqrott12)",C2
"PROD(ece20,cerqtit3)",C2
"PROD(ece20,cerqtit6)",C2
"PROD(ece20,cerqtit8)",C2
"PROD(ece20,cerqtit10)",C2
"PROD(ece20,cerqtit11)",C2
"PROD(ece20,cerqtit12)",C2
"PROD(ece21,ece21)",C2
"PROD(ece21,ece22)",C2
"PROD(ece21,ece25)",C2
"PROD(ece21,ece27)",C2
"PROD(ece21,ece28)",C2
"PROD(ece21,ece29)",C2
"PROD(ece21,ece30)",C2
"PROD(ece21,ece31)",C2
"PROD(ece21,ece33)",C2
"PROD(ece21,ece35)",C2
"PROD(ece21,ece36)",C2
"PROD(ece21,ece37)",C2
"PROD(ece21,ece38)",C2
"PROD(ece21,ece39)",C2
"PROD(ece21,cerqrott3)",C2
"PROD(ece21,cerqrott6)",C2
"PROD(ece21,cerqrott8)",C2
"PROD(ece21,cerqrott10)",C2
"PROD(ece21,cerqrott11)",C2
"PROD(ece21,cerqrott12)",C2
"PROD(ece21,cerqtit3)",C2
"PROD(ece21,cerqtit6)",C2
"PROD(ece21,cerqtit8)",C2
"PROD(ece21,cerqtit10)",C2
"PROD(ece21,cerqtit11)",C2
"PROD(ece21,cerqtit12)",C2
"PROD(ece22,ece22)",C2
"PROD(ece22,ece25)",C2
"PROD(ece22,ece27)",C2
"PROD(ece22,ece28)",C2
"PROD(ece22,ece29)",C2
"PROD(ece22,ece30)",C2
"PROD(ece22,ece31)",C2
"PROD(ece22,ece33)",C2
"PROD(ece22,ece35)",C2
"PROD(ece22,ece36)",C2
"PROD(ece22,ece37)",C2
"PROD(ece22,ece38)",C2
"PROD(ece22,ece39)",C2
"PROD(ece22,cerqrott3)",C2
"PROD(ece22,cerqrott6)",C2
"PROD(ece22,cerqrott8)",C2
"PROD(ece22,cerqrott10)",C2
"PROD(ece22,cerqrott11)",C2
"PROD(ece22,cerqrott12)",C2
"PROD(ece22,cerqtit3)",C2
"PROD(ece22,cerqtit6)",C2
"PROD(ece22,cerqtit8)",C2
"PROD(ece22,cerqtit10)",C2
"PROD(ece22,cerqtit11)",C2
"PROD(ece22,cerqtit12)",C2
"PROD(ece25,ece25)",C2
"PROD(ece25,ece27)",C2
"PROD(ece25,ece28)",C2
"PROD(ece25,ece29)",C2
"PROD(ece25,ece30)",C2
"PROD(ece25,ece31)",C2
"PROD(ece25,ece33)",C2
"PROD(ece25,ece35)",C2
"PROD(ece25,ece36)",C2
"PROD(ece25,ece37)",C2
"PROD(ece25,ece38)",C2
"PROD(ece25,ece39)",C2
"PROD(ece25,cerqrott3)",C2
"PROD(ece25,cerqrott6)",C2
"PROD(ece25,cerqrott8)",C2
"PROD(ece25,cerqrott10)",C2
"PROD(ece25,cerqrott11)",C2
"PROD(ece25,cerqrott12)",C2
"PROD(ece25,cerqtit3)",C2
"PROD(ece25,cerqtit6)",C2
"PROD(ece25,cerqtit8)",C2
"PROD(ece25,cerqtit10)",C2
"PROD(ece25,cerqtit11)",C2
"PROD(ece25,cerqtit12)",C2
"PROD(ece27,ece27)",C2
"PROD(ece27,ece28)",C2
"PROD(ece27,ece29)",C2
"PROD(ece27,ece30)",C2
"PROD(ece27,ece31)",C2
"PROD(ece27,ece33)",C2
"PROD(ece27,ece35)",C2
"PROD(ece27,ece36)",C2
"PROD(ece27,ece37)",C2
"PROD(ece27,ece38)",C2
"PROD(ece27,ece39)",C2
"PROD(ece27,cerqrott3)",C2
"PROD(ece27,cerqrott6)",C2
"PROD(ece27,cerqrott8)",C2
"PROD(ece27,cerqrott10)",C2
"PROD(ece27,cerqrott11)",C2
"PROD(ece27,cerqrott12)",C2
"PROD(ece27,cerqtit3)",C2
"PROD(ece27,cerqtit6)",C2
"PROD(ece27,cerqtit8)",C2
"PROD(ece27,cerqtit10)",C2
"PROD(ece27,cerqtit11)",C2
"PROD(ece27,cerqtit12)",C2
"PROD(ece28,ece28)",C2
"PROD(ece28,ece29)",C2
"PROD(ece28,ece30)",C2
"PROD(ece28,ece31)",C2
"PROD(ece28,ece33)",C2
"PROD(ece28,ece35)",C2
"PROD(ece28,ece36)",C2
"PROD(ece28,ece37)",C2
"PROD(ece28,ece38)",C2
"PROD(ece28,ece39)",C2
"PROD(ece28,cerqrott3)",C2
"PROD(ece28,cerqrott6)",C2
"PROD(ece28,cerqrott8)",C2
"PROD(ece28,cerqrott10)",C2
"PROD(ece28,cerqrott11)",C2
"PROD(ece28,cerqrott12)",C2
"PROD(ece28,cerqtit3)",C2
"PROD(ece28,cerqtit6)",C2
"PROD(ece28,cerqtit8)",C2
"PROD(ece28,cerqtit10)",C2
"PROD(ece28,cerqtit11)",C2
"PROD(ece28,cerqtit12)",C2
"PROD(ece29,ece29)",C2
"PROD(ece29,ece30)",C2
"PROD(ece29,ece31)",C2
"PROD(ece29,ece33)",C2
"PROD(ece29,ece35)",C2
"PROD(ece29,ece36)",C2
"PROD(ece29,ece37)",C2
"PROD(ece29,ece38)",C2
"PROD(ece29,ece39)",C2
"PROD(ece29,cerqrott3)",C2
"PROD(ece29,cerqrott6)",C2
"PROD(ece29,cerqrott8)",C2
"PROD(ece29,cerqrott10)",C2
"PROD(ece29,cerqrott11)",C2
"PROD(ece29,cerqrott12)",C2
"PROD(ece29,cerqtit3)",C2
"PROD(ece29,cerqtit6)",C2
"PROD(ece29,cerqtit8)",C2
"PROD(ece29,cerqtit10)",C2
"PROD(ece29,cerqtit11)",C2
"PROD(ece29,cerqtit12)",C2
"PROD(ece30,ece30)",C2
"PROD(ece30,ece31)",C2
"PROD(ece30,ece33)",C2
"PROD(ece30,ece35)",C2
"PROD(ece30,ece36)",C2
"PROD(ece30,ece37)",C2
"PROD(ece30,ece38)",C2
"PROD(ece30,ece39)",C2
"PROD(ece30,cerqrott3)",C2
"PROD(ece30,cerqrott6)",C2
"PROD(ece30,cerqrott8)",C2
"PROD(ece30,cerqrott10)",C2
"PROD(ece30,cerqrott11)",C2
"PROD(ece30,cerqrott12)",C2
"PROD(ece30,cerqtit3)",C2
"PROD(ece30,cerqtit6)",C2
"PROD(ece30,cerqtit8)",C2
"PROD(ece30,cerqtit10)",C2
"PROD(ece30,cerqtit11)",C2
"PROD(ece30,cerqtit12)",C2
"PROD(ece31,ece31)",C2
"PROD(ece31,ece33)",C2
"PROD(ece31,ece35)",C2
"PROD(ece31,ece36)",C2
"PROD(ece31,ece37)",C2
"PROD(ece31,ece38)",C2
"PROD(ece31,ece39)",C2
"PROD(ece31,cerqrott3)",C2
"PROD(ece31,cerqrott6)",C2
"PROD(ece31,cerqrott8)",C2
"PROD(ece31,cerqrott10)",C2
"PROD(ece31,cerqrott11)",C2
"PROD(ece31,cerqrott12)",C2
"PROD(ece31,cerqtit3)",C2
"PROD(ece31,cerqtit6)",C2
"PROD(ece31,cerqtit8)",C2
"PROD(ece31,cerqtit10)",C2
"PROD(ece31,cerqtit11)",C2
"PROD(ece31,cerqtit12)",C2
"PROD(ece33,ece33)",C2
"PROD(ece33,ece35)",C2
"PROD(ece33,ece36)",C2
"PROD(ece33,ece37)",C2
"PROD(ece33,ece38)",C2
"PROD(ece33,ece39)",C2
"PROD(ece33,cerqrott3)",C2
"PROD(ece33,cerqrott6)",C2
"PROD(ece33,cerqrott8)",C2
"PROD(ece33,cerqrott10)",C2
"PROD(ece33,cerqrott11)",C2
"PROD(ece33,cerqrott12)",C2
"PROD(ece33,cerqtit3)",C2
"PROD(ece33,cerqtit6)",C2
"PROD(ece33,cerqtit8)",C2
"PROD(ece33,cerqtit10)",C2
"PROD(ece33,cerqtit11)",C2
"PROD(ece33,cerqtit12)",C2
"PROD(ece35,ece35)",C2
"PROD(ece35,ece36)",C2
"PROD(ece35,ece37)",C2
"PROD(ece35,ece38)",C2
"PROD(ece35,ece39)",C2
"PROD(ece35,cerqrott3)",C2
"PROD(ece35,cerqrott6)",C2
"PROD(ece35,cerqrott8)",C2
"PROD(ece35,cerqrott10)",C2
"PROD(ece35,cerqrott11)",C2
"PROD(ece35,cerqrott12)",C2
"PROD(ece35,cerqtit3)",C2
"PROD(ece35,cerqtit6)",C2
"PROD(ece35,cerqtit8)",C2
"PROD(ece35,cerqtit10)",C2
"PROD(ece35,cerqtit11)",C2
"PROD(ece35,cerqtit12)",C2
"PROD(ece36,ece36)",C2
"PROD(ece36,ece37)",C2
"PROD(ece36,ece38)",C2
"PROD(ece36,ece39)",C2
"PROD(ece36,cerqrott3)",C2
"PROD(ece36,cerqrott6)",C2
"PROD(ece36,cerqrott8)",C2
"PROD(ece36,cerqrott10)",C2
"PROD(ece36,cerqrott11)",C2
"PROD(ece36,cerqrott12)",C2
"PROD(ece36,cerqtit3)",C2
"PROD(ece36,cerqtit6)",C2
"PROD(ece36,cerqtit8)",C2
"PROD(ece36,cerqtit10)",C2
"PROD(ece36,cerqtit11)",C2
"PROD(ece36,cerqtit12)",C2
"PROD(ece37,ece37)",C2
"PROD(ece37,ece38)",C2
"PROD(ece37,ece39)",C2
"PROD(ece37,cerqrott3)",C2
"PROD(ece37,cerqrott6)",C2
"PROD(ece37,cerqrott8)",C2
"PROD(ece37,cerqrott10)",C2
"PROD(ece37,cerqrott11)",C2
"PROD(ece37,cerqrott12)",C2
"PROD(ece37,cerqtit3)",C2
"PROD(ece37,cerqtit6)",C2
"PROD(ece37,cerqtit8)",C2
"PROD(ece37,cerqtit10)",C2
"PROD(ece37,cerqtit11)",C2
"PROD(ece37,cerqtit12)",C2
"PROD(ece38,ece38)",C2
"PROD(ece38,ece39)",C2
"PROD(ece38,cerqrott3)",C2
"PROD(ece38,cerqrott6)",C2
"PROD(ece38,cerqrott8)",C2
"PROD(ece38,cerqrott10)",C2
"PROD(ece38,cerqrott11)",C2
"PROD(ece38,cerqrott12)",C2
"PROD(ece38,cerqtit3)",C2
"PROD(ece38,cerqtit6)",C2
"PROD(ece38,cerqtit8)",C2
"PROD(ece38,cerqtit10)",C2
"PROD(ece38,cerqtit11)",C2
"PROD(ece38,cerqtit12)",C2
"PROD(ece39,ece39)",C2
"PROD(ece39,cerqrott3)",C2
"PROD(ece39,cerqrott6)",C2
"PROD(ece39,cerqrott8)",C2
"PROD(ece39,cerqrott10)",C2
"PROD(ece39,cerqrott11)",C2
"PROD(ece39,cerqrott12)",C2
"PROD(ece39,cerqtit3)",C2
"PROD(ece39,cerqtit6)",C2
"PROD(ece39,cerqtit8)",C2
"PROD(ece39,cerqtit10)",C2
"PROD(ece39,cerqtit11)",C2
"PROD(ece39,cerqtit12)",C2
"PROD(cerqrott3,cerqrott3)",C2
"PROD(cerqrott3,cerqrott6)",C2
"PROD(cerqrott3,cerqrott8)",C2
"PROD(cerqrott3,cerqrott10)",C2
"PROD(cerqrott3,cerqrott11)",C2
"PROD(cerqrott3,cerqrott12)",C2
"PROD(cerqrott3,cerqtit3)",C2
"PROD(cerqrott3,cerqtit6)",C2
"PROD(cerqrott3,cerqtit8)",C2
"PROD(cerqrott3,cerqtit10)",C2
"PROD(cerqrott3,cerqtit11)",C2
"PROD(cerqrott3,cerqtit12)",C2
"PROD(cerqrott3,cerqtit13)",C2
"PROD(cerqrott6,cerqrott6)",C2
"PROD(cerqrott6,cerqrott8)",C2
"PROD(cerqrott6,cerqrott10)",C2
"PROD(cerqrott6,cerqrott11)",C2
"PROD(cerqrott6,cerqrott12)",C2
"PROD(cerqrott6,cerqtit3)",C2
"PROD(cerqrott6,cerqtit6)",C2
"PROD(cerqrott6,cerqtit8)",C2
"PROD(cerqrott6,cerqtit10)",C2
"PROD(cerqrott6,cerqtit11)",C2
"PROD(cerqrott6,cerqtit12)",C2
"PROD(cerqrott6,cerqtit13)",C2
"PROD(cerqrott8,cerqrott8)",C2
"PROD(cerqrott8,cerqrott10)",C2
"PROD(cerqrott8,cerqrott11)",C2
"PROD(cerqrott8,cerqrott12)",C2
"PROD(cerqrott8,cerqtit3)",C2
"PROD(cerqrott8,cerqtit6)",C2
"PROD(cerqrott8,cerqtit8)",C2
"PROD(cerqrott8,cerqtit10)",C2
"PROD(cerqrott8,cerqtit11)",C2
"PROD(cerqrott8,cerqtit12)",C2
"PROD(cerqrott8,cerqtit13)",C2
"PROD(cerqrott10,cerqrott10)",C2
"PROD(cerqrott10,cerqrott11)",C2
"PROD(cerqrott10,cerqrott12)",C2
"PROD(cerqrott10,cerqrott13)",C2
"PROD(cerqrott10,cerqtit3)",C2
"PROD(cerqrott10,cerqtit6)",C2
"PROD(cerqrott10,cerqtit8)",C2
"PROD(cerqrott10,cerqtit10)",C2
"PROD(cerqrott10,cerqtit11)",C2
"PROD(cerqrott10,cerqtit12)",C2
"PROD(cerqrott11,cerqrott11)",C2
"PROD(cerqrott11,cerqrott12)",C2
"PROD(cerqrott11,cerqrott13)",C2
"PROD(cerqrott11,cerqtit3)",C2
