shot_id,cohort,era,block,n_cal,n_pro,gasa_cal_min,gasa_cal_max,gasa_cal_median,gasa_pro_min,gasa_pro_max,gasa_pro_median,gasa_cal_absmax,gasa_pro_absmax,gasa_pro_over_cal_max,gasa_cal_sd,gasa_z_pro_max,gasb_cal_min,gasb_cal_max,gasb_cal_median,gasb_pro_min,gasb_pro_max,gasb_pro_median,gasb_cal_absmax,gasb_pro_absmax,gasb_pro_over_cal_max,gasb_cal_sd,gasb_z_pro_max,gasc_cal_min,gasc_cal_max,gasc_cal_median,gasc_pro_min,gasc_pro_max,gasc_pro_median,gasc_cal_absmax,gasc_pro_absmax,gasc_pro_over_cal_max,gasc_cal_sd,gasc_z_pro_max,gasd_cal_min,gasd_cal_max,gasd_cal_median,gasd_pro_min,gasd_pro_max,gasd_pro_median,gasd_cal_absmax,gasd_pro_absmax,gasd_pro_over_cal_max,gasd_cal_sd,gasd_z_pro_max,pinj_cal_min,pinj_cal_max,pinj_cal_median,pinj_pro_min,pinj_pro_max,pinj_pro_median,pinj_cal_absmax,pinj_pro_absmax,pinj_pro_over_cal_max,pinj_cal_sd,pinj_z_pro_max,tinj_cal_min,tinj_cal_max,tinj_cal_median,tinj_pro_min,tinj_pro_max,tinj_pro_median,tinj_cal_absmax,tinj_pro_absmax,tinj_pro_over_cal_max,tinj_cal_sd,tinj_z_pro_max
165860,external,earlier,A,292,74,0.0548107273642191,4.692976319756424,1.0965137843245645,1.4713256396582572,4.113005310403028,2.6046214622081845,4.692976319756424,4.113005310403028,0.8764172308068459,1.363088066900322,1.9592866576385506,-0.02184946833471546,0.05551670743063813,-0.0020569074620879558,-0.028002770940901606,0.015196280675103738,-0.001307638079519992,0.05551670743063813,0.028002770940901606,0.273724458427038,0.008529122359060979,3.0808407390040258,-0.06404719773137295,0.07883268876113837,-0.0031449440202916314,-0.021755266694055513,0.033398386230156375,-0.004540522754353339,0.07883268876113837,0.033398386230156375,0.42366164030447934,0.017916138477503542,1.9334829214354554,-0.009035504151541855,0.006812397444922552,-0.0018785278307153312,-0.005313678948974529,0.0019630076060446135,-0.001651009436684882,0.009035504151541855,0.005313678948974529,0.28815224330572364,0.0020590269852907004,1.876770110984793,1961.4220579492876,11468.929502812773,5616.031409546968,8427.987468388908,11543.221625614959,11402.681508112822,11468.929502812773,11543.221625614959,1.0064776858889894,1942.5880265859093,2.9091808068927616,1.2388717278213692,9.261002660436372,4.4857495648413375,6.827260394666742,9.318329657643627,9.204982000532521,9.261002660436372,9.318329657643627,1.0061901501715533,1.6609169185597175,2.82641395847435
165860,external,earlier,B,439,73,0.0548107273642191,4.804568521762228,2.1723185866687253,1.8279830755759072,4.084396590354975,3.5574445602179434,4.804568521762228,4.084396590354975,0.8501068455689113,1.4379706775313386,1.4434602322686096,-0.028002770940901606,0.05551670743063813,-0.0016379883496897205,-0.02028554669348593,0.020551372883305413,-0.0022190395446390564,0.05551670743063813,0.020551372883305413,0.37018356877489605,0.008580623924819434,2.6223829093936617,-0.06404719773137295,0.07883268876113837,-0.0036298022250582304,-0.021541799042940044,0.027580867513655415,-0.0036049154305751673,0.07883268876113837,0.027580867513655415,0.34986587349855525,0.016122212265310083,1.7949065065024241,-0.009035504151541855,0.006812397444922552,-0.001925022745310169,-0.006428103938156112,0.0023453104895030355,-0.0012101993817973747,0.009035504151541855,0.006428103938156112,0.34427094256678364,0.001958814381731044,2.2664701285366493,1961.4220579492876,11543.221625614959,7124.573165772782,9723.73989298239,11534.536980530595,11438.045910033778,11543.221625614959,11534.536980530595,0.999247641138147,2981.4505979408505,1.2977834465493714,1.2388717278213692,9.318329657643627,5.625103613571332,8.150976968521395,9.313626993878756,9.241878439712226,9.318329657643627,9.313626993878756,0.99949533189556,2.5003471285024563,1.2857255330860757
165860,external,earlier,C,585,73,0.0548107273642191,4.804568521762228,2.8309967038770005,2.362218682728592,4.546753719751534,3.6685986830692614,4.804568521762228,4.546753719751534,0.9463396555085175,1.450780253135175,1.4754226054226136,-0.028002770940901606,0.05551670743063813,-0.00195001546569297,-0.019374065921917785,0.017160159981976317,-0.0022685635327294724,0.05551670743063813,0.019374065921917785,0.30909902218923924,0.008467231550512022,2.264810339125487,-0.06404719773137295,0.07883268876113837,-0.0036900166821887286,-0.030056161666686704,0.026103369988044443,-0.004143808291234066,0.07883268876113837,0.030056161666686704,0.33112367976103396,0.015146379269565005,1.8732398680200892,-0.009035504151541855,0.006812397444922552,-0.0018299519991997759,-0.004819234520022065,0.00020146626253886532,-0.002112347069236438,0.009035504151541855,0.004819234520022065,0.029573474561297518,0.0019135380148946621,1.5413873521377723,1961.4220579492876,11602.126914912142,9604.285249065842,9554.20733612192,11549.545415641422,11429.538298882366,11602.126914912142,11549.545415641422,0.9954679431059199,3026.869501169306,0.9889454107167297,1.2388717278213692,9.353881115154312,7.707789726971896,8.06653908662016,9.314472009280387,9.231173446621984,9.353881115154312,9.314472009280387,0.9957868712047154,2.5330061406030993,0.9773475410154072
165955,external,earlier,A,293,74,0.0964935864069494,5.869317023719596,0.1214989832106922,0.0950716097378226,2.2755011494375026,0.10974591416033352,5.869317023719596,2.2755011494375026,0.38769436720517036,1.8520847195827685,0.715763888105275,-0.020765465742937004,0.025781091647925414,-0.0018972862766330773,-0.028629694274558803,0.020240786819897497,-0.003333334018242639,0.025781091647925414,0.028629694274558803,0.7851020079487696,0.007051820823906424,3.8145797062761795,-0.07139416314521542,0.12429024016413139,-0.004416745055711792,-0.033126224283694904,0.030548058171470396,-0.003083532896754543,0.12429024016413139,0.033126224283694904,0.24578002368593208,0.0210928030930084,1.5210284785588242,-0.006554364470517062,0.0058939379201136686,-0.0015730448999526946,-0.004321178221000181,0.0015817455629982457,-0.0023414424517947514,0.006554364470517062,0.004321178221000181,0.26836820890162016,0.00201198108774022,1.5458063649065878,1119.3036656580534,11562.511516241046,6703.536870595861,8163.492975731807,11541.870253259784,10003.303030255373,11562.511516241046,11541.870253259784,0.9982148114661534,2649.950637550996,1.8204678932808624,0.9142410775010631,9.325649062649,5.368799331546005,6.635489172825294,9.311849115773402,7.808334071486564,9.325649062649,9.311849115773402,0.9985202159353317,2.2062590195614846,1.82254130769274
165955,external,earlier,B,440,73,0.0950716097378226,5.869317023719596,0.13938151687302708,2.852859372988796,2.8735487338007837,2.86191838070565,5.869317023719596,2.8735487338007837,0.4895882642201721,1.6376458175504631,0.8645394755282471,-0.028629694274558803,0.025781091647925414,-0.0021823641043013193,-0.021617855350959152,0.027616772351974028,-0.0027292349485781835,0.028629694274558803,0.027616772351974028,1.0712025979782873,0.007378408357635109,4.012577056077647,-0.07139416314521542,0.12429024016413139,-0.00398748718572335,-0.02353449720805534,0.028226834061749636,-0.004250301794894498,0.12429024016413139,0.028226834061749636,0.22710418794327464,0.018372436035210868,1.6433462367355127,-0.006554364470517062,0.0058939379201136686,-0.0017708096845916246,-0.004031500775184391,0.0007381709722263095,-0.0019108415266691282,0.006554364470517062,0.004031500775184391,0.12524240706832443,0.0017944042179051537,1.348960376748129,1119.3036656580534,11562.511516241046,8672.41628086692,8268.702867250242,10139.917536494433,10007.267586968726,11562.511516241046,10139.917536494433,0.8769649675376846,2656.4660171337455,0.8813027383423564,0.9142410775010631,9.325649062649,6.866624591566955,6.706804057370864,7.909337429480688,7.811328241980536,9.325649062649,7.909337429480688,0.8481272859772401,2.1578864650317526,0.8268033400838678
165955,external,earlier,C,587,73,0.0950716097378226,5.869317023719596,2.3935842072439706,1.3979939383074005,2.9749363396243327,2.832849577304841,5.869317023719596,2.9749363396243327,0.5068624386111298,1.5428862479454661,0.7554255032384951,-0.028629694274558803,0.027616772351974028,-0.0023487469110141813,-0.02490353439950678,0.017854705029203794,-0.0018382502948155997,0.028629694274558803,0.02490353439950678,0.6465167182336408,0.007893580728473045,2.879003946943016,-0.07139416314521542,0.12429024016413139,-0.004239964536041926,-0.020478117106002863,0.03739560495330157,-0.002181707687405022,0.12429024016413139,0.03739560495330157,0.3008732214526163,0.016730756682641342,2.3656429825190837,-0.007042629060548083,0.0058939379201136686,-0.0019108415266691282,-0.005332712637172909,0.0004576781476890157,-0.0019111381373889574,0.007042629060548083,0.005332712637172909,0.0776523529586462,0.00168384180876766,2.0810466009283175,1119.3036656580534,11562.511516241046,9921.440053543773,8353.011613046407,10091.468890419043,9996.681966486769,11562.511516241046,10091.468890419043,0.8727748185369819,2473.994877214997,0.7267483159734456,0.9142410775010631,9.325649062649,7.7544501912039925,6.776070500196066,7.870586712271993,7.797538283240453,9.325649062649,7.870586712271993,0.8439720023129749,1.9953879529934877,0.6893602135188631
165965,external,earlier,A,244,61,0.09290147690541617,4.3729823202341285,0.1190035418198582,0.4313441442840837,2.859453930444739,2.850802180996144,4.3729823202341285,2.859453930444739,0.6538910338635086,1.500812876343537,1.0769780004677343,-0.017077956471630004,0.01986248993800444,-0.000866292143760557,-0.01731509253995351,0.013480796648058398,-0.0017167139534479368,0.01986248993800444,0.01731509253995351,0.6787062795316788,0.006550782319060084,2.505120937840227,-0.06852701973386709,0.07605922048478937,-0.0010068425837140304,-0.03925116197513728,0.08061660373784893,-0.004321964411188172,0.07605922048478937,0.08061660373784893,1.059918879315506,0.024788494693562247,3.2283776365303654,-0.007037116731922198,0.004860205711421736,-0.0006204285813063495,-0.004346308125946412,0.001559770467650199,-0.0015110326450808495,0.007037116731922198,0.004346308125946412,0.32092684142662053,0.001822267116107007,2.049121356216518,1971.9204990787407,10950.671676034966,5984.912240298315,7282.05997972457,11503.391744465951,9459.329016063923,10950.671676034966,11503.391744465951,1.0504736225121776,1776.7172161106262,3.0541745072700435,1.243669046348776,8.937836425048225,4.765280186043614,5.807378612450934,9.27592420084648,7.695384453064299,8.937836425048225,9.27592420084648,1.0378265790198136,1.5586302548828885,2.892653940392095
165965,external,earlier,B,366,61,0.09290147690541617,4.3729823202341285,2.4921157825789053,2.8494937957580064,2.866425665335012,2.8581997291848795,4.3729823202341285,2.866425665335012,0.6554853085208778,1.4323592525373454,0.7859021716734307,-0.01731509253995351,0.01986248993800444,-0.001174110041425217,-0.01668441995078616,0.009355512885742165,-0.0026052944611607252,0.01986248993800444,0.01668441995078616,0.4710141032137939,0.006673179019254698,2.3030733229835594,-0.06852701973386709,0.08061660373784893,-0.001467582550845763,-0.030405225632888767,0.04413270324966913,-0.0028582926332303975,0.08061660373784893,0.04413270324966913,0.5474393760518732,0.02212535302260406,2.0016978922876887,-0.007037116731922198,0.004860205711421736,-0.0010277574912782178,-0.003248017171532213,-1.388734205000049e-05,-0.0015193651221393168,0.007037116731922198,0.003248017171532213,-0.0028573568434283585,0.0016731929980366089,1.3878430081434967,1971.9204990787407,11503.391744465951,7380.786257313225,8141.816899324513,11468.69277664941,10740.000802213464,11503.391744465951,11468.69277664941,0.9969835880940737,2408.313186223432,1.7112696167781292,1.243669046348776,9.27592420084648,5.83606563328863,5.949511721849365,9.26189715816534,8.783032917560897,9.27592420084648,9.26189715816534,0.9984878010667809,2.074531476446333,1.643868232132678
165965,external,earlier,C,488,61,0.09290147690541617,4.3729823202341285,2.8521938595983287,2.3934120614646948,2.8703300000511436,2.855701864240648,4.3729823202341285,2.8703300000511436,0.656378139643946,1.3309242968980997,0.6395789841664637,-0.022410241725807786,0.01986248993800444,-0.0013286582952781846,-0.01832858261184986,0.01871487557863923,-0.0021845487965921504,0.022410241725807786,0.01871487557863923,0.9422220294158896,0.006862620344594302,2.950062446627494,-0.06852701973386709,0.08061660373784893,-0.001825566952433869,-0.04921843220253257,0.15801995364685137,-0.004999919736657852,0.08061660373784893,0.15801995364685137,1.9601415380968488,0.01999672072415038,7.927359120650153,-0.007037116731922198,0.004860205711421736,-0.0011912421236068655,-0.004593324149496648,0.0055062294612947095,-0.0021035300161578612,0.007037116731922198,0.0055062294612947095,1.132921071294325,0.0015733174834359738,4.193327071099353,1971.9204990787407,11503.391744465951,8449.728538302808,6910.654698477356,11517.857529277522,11198.617515421902,11503.391744465951,11517.857529277522,1.0012575234446424,2526.25632547879,1.3426327545189072,1.243669046348776,9.27592420084648,6.8247682581127815,5.317004642919902,9.278829483932238,9.020429556385906,9.27592420084648,9.278829483932238,1.0003132068592682,2.1528165285533767,1.2934909247448696
170394,external,earlier,A,132,33,0.016574098229325367,4.733778451307733,1.4109460537995386,0.008874312016172737,2.638314383381867,2.0074125688053805,4.733778451307733,2.638314383381867,0.5573379511778837,1.581120019786511,1.0240647782611918,-0.05495024146968248,0.07957119557462532,-0.0006527160137058455,-0.03471255663341743,0.03776815595664169,-0.0006003153268760918,0.07957119557462532,0.03776815595664169,0.47464607869591546,0.0205066620232161,1.8501351663310406,-0.016294567087057423,0.022301499078998525,-0.0005110026447446379,-0.01179269437333053,0.010151558538810172,-0.0011463870128868238,0.022301499078998525,0.01179269437333053,0.45519624052402663,0.0057560698293801695,2.0368336950411745,-0.006118986300534153,0.017523725726346116,-0.0005070524822393147,-0.005292387903849306,0.008084058525002191,-0.0014288597248730327,0.017523725726346116,0.008084058525002191,0.46132076313247594,0.003926827502878991,2.071150241983774,615.8646115938121,11486.495703038225,5414.306120620648,8997.02112565496,11495.522312780875,11426.540037403278,11486.495703038225,11495.522312780875,1.0007858453941059,2625.6382584313164,2.170061441883191,0.5915965142562002,9.390351203721162,4.37627412994102,6.969909722205335,9.407846700996394,9.349156958282705,9.390351203721162,9.407846700996394,1.0018631355628425,2.1063356219242615,2.2549727107552537
