semantic_group_id,signal_i,signal_j,n_valid_cells,R_med,R_10,sign_consistency,stably_near_redundant
X_ECE,ece6,ece24,60,0.7569700598915112,0.44675554964653547,1.0,False
X_ECE,ece6,ece25,60,0.7720545844023579,0.44501350554935226,1.0,False
X_ECE,ece6,ece26,60,0.7736308515017252,0.4829785779255917,1.0,False
X_ECE,ece6,ece27,60,0.7739748308041259,0.4512100278382577,1.0,False
X_ECE,ece6,ece28,60,0.7284753690398904,0.45762655115121503,1.0,False
X_ECE,ece6,ece29,60,0.783620926789518,0.4231662646383874,1.0,False
X_ECE,ece6,ece30,60,0.7960020989407761,0.3817855384904015,1.0,False
X_ECE,ece6,ece31,60,0.7881379151768514,0.37624880414173334,1.0,False
X_ECE,ece6,ece32,60,0.7850377231861188,0.3871600473605984,1.0,False
X_ECE,ece6,ece33,60,0.7940860513476246,0.40266133308711827,1.0,False
X_ECE,ece6,ece34,60,0.7918380214695189,0.3893475865756223,1.0,False
X_ECE,ece6,ece35,60,0.8552699534715555,0.2685494317524955,1.0,False
X_ECE,ece6,ece36,60,0.8222443100499189,0.22886803216443796,1.0,False
X_ECE,ece6,ece37,60,0.8397140966867571,0.24342520749452737,0.9666666666666667,False
X_ECE,ece6,ece38,60,0.8881047704098611,0.30562042986706267,0.95,False
X_ECE,ece6,ece39,60,0.901745165545382,0.16320096084042157,0.9666666666666667,False
X_ECE,ece6,ece40,60,0.8972250093292327,0.09786167516777015,0.9833333333333333,False
X_ECE,ece7,ece8,60,0.9866320435348526,0.9440324691856252,1.0,False
X_ECE,ece7,ece9,60,0.9577056875164873,0.859506860970831,1.0,False
X_ECE,ece7,ece10,60,0.9347209257537743,0.8188686057307561,1.0,False
X_ECE,ece7,ece11,60,0.9006398316920505,0.6542894026212654,1.0,False
X_ECE,ece7,ece12,60,0.8543496602797371,0.5572371888647328,1.0,False
X_ECE,ece7,ece13,60,0.8260247080933403,0.474701876463892,1.0,False
X_ECE,ece7,ece14,60,0.7827416230544111,0.4081259421495387,1.0,False
X_ECE,ece7,ece15,60,0.7595112086100975,0.4101766401558761,1.0,False
X_ECE,ece7,ece16,60,0.7486497011590709,0.41646572541403776,1.0,False
X_ECE,ece7,ece17,60,0.7555453319225973,0.43668500769572166,1.0,False
X_ECE,ece7,ece18,60,0.7518035496589343,0.4694555198931337,1.0,False
X_ECE,ece7,ece19,60,0.7572355312498851,0.4657789275351445,1.0,False
X_ECE,ece7,ece20,60,0.7704499185458832,0.47857247932470104,1.0,False
X_ECE,ece7,ece21,60,0.7678756039118684,0.4932572832134887,1.0,False
X_ECE,ece7,ece22,60,0.7629698920343185,0.4514366133271592,1.0,False
X_ECE,ece7,ece23,60,0.763830719152069,0.44498075789405095,1.0,False
X_ECE,ece7,ece24,60,0.7807476398974715,0.43841335113141894,1.0,False
X_ECE,ece7,ece25,60,0.7769480123740262,0.44900623786166605,1.0,False
X_ECE,ece7,ece26,60,0.7665762242560018,0.4896710816455153,1.0,False
X_ECE,ece7,ece27,60,0.7734842299850164,0.44867884959594434,1.0,False
X_ECE,ece7,ece28,60,0.7543566127387102,0.4588881884575184,1.0,False
X_ECE,ece7,ece29,60,0.7948825647628086,0.4450254906076652,1.0,False
X_ECE,ece7,ece30,60,0.8065682900381181,0.4396539606100285,1.0,False
X_ECE,ece7,ece31,60,0.7876741909902789,0.40574274731280746,1.0,False
