realization_index,shot,retained_rank,n_directions_removed,relative_coefficient_change,max_abs_coefficient_change,relative_prediction_change,prediction_correlation,rmse,rmse_canonical,absolute_rmse_change,relative_rmse_change,r2,r2_change,n_sign_changes,reconstruction_label,sensitivity_class
2,160715,4,3,0.8746652500636589,1.3374413018585862,0.29355699696919574,0.9559415722367269,0.3024253245356811,0.07605122311542489,0.2263741014202562,2.9766004036079665,0.9085389230794879,-0.08567728838315991,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
3,160717,7,0,1.0644960747954414e-15,1.5543122344752192e-15,1.5080425468369528e-15,1.0,0.0723378036056314,0.07233780360563145,5.551115123125783e-17,7.673878451423642e-16,0.9947672421695131,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
3,160717,6,1,0.8803726721948814,1.6702005425976814,0.1191180414484208,0.9928800996099635,0.13909571332019674,0.07233780360563145,0.06675790971456529,0.9228633769213211,0.9806523825359457,-0.0141148596335674,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
3,160717,5,2,0.8872088413276177,1.6727279733638565,0.12196268830102568,0.9925346858736905,0.14152674105121965,0.07233780360563145,0.0691889374455882,0.9564699783088372,0.979970181567421,-0.014797060602092071,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
3,160717,4,3,0.9169513517119122,1.761490889974188,0.22995584599599475,0.9732010629321494,0.2404906283423594,0.07233780360563145,0.16815282473672793,2.324549770040779,0.9421642576794972,-0.05260298449001588,1,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
4,160719,7,0,3.13414260033167e-15,5.551115123125783e-15,1.5321753104511877e-15,1.0,0.06361405675449139,0.06361405675449142,2.7755575615628914e-17,4.3631198875976134e-16,0.9959532517832363,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
4,160719,6,1,0.8467901974159184,1.4964378895994863,0.10215454553833248,0.994768540327777,0.12016683961393829,0.06361405675449142,0.05655278285944687,0.8889982143050973,0.985559930657198,-0.010393321126038302,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
4,160719,5,2,0.8537996452696566,1.5214957577830368,0.10451844559983817,0.9945229482165767,0.12217465605859948,0.06361405675449142,0.05856059930410806,0.9205606793811735,0.9850733534169629,-0.010879898366273455,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
4,160719,4,3,0.9074755232063678,1.612115062567174,0.25835096003367675,0.9660511277617125,0.2655595331991306,0.06361405675449142,0.2019454764446392,3.174541708981291,0.9294781343270598,-0.06647511745617651,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
5,160720,7,0,1.288129655973094e-15,1.3785696523640752e-15,2.0935331078757784e-15,1.0,0.111305709890249,0.111305709890249,0.0,0.0,0.9876110389458277,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
5,160720,6,1,0.8769558722721352,1.6342651436201314,0.11205674976968917,0.9937018088093895,0.15744875854678111,0.111305709890249,0.04614304865653211,0.41456137966354306,0.9752098884320775,-0.012401150513750236,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
5,160720,5,2,0.8794838095540742,1.6320067362979134,0.11324232095621659,0.993567399195671,0.15828427105320486,0.111305709890249,0.04697856116295586,0.42206784547960574,0.9749460895371556,-0.012664949408672133,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
5,160720,4,3,0.9119570973793578,1.712312850460354,0.23008024852632733,0.9731716596973333,0.2543030640131208,0.111305709890249,0.1429973541228718,1.2847261318747303,0.9353299516335386,-0.05228108731228909,1,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
6,160721,7,0,1.058704111228967e-15,1.3322676295501878e-15,2.3287492195828203e-15,0.9999999999999998,0.05693322154292767,0.05693322154292767,0.0,0.0,0.9967586082847439,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
6,160721,6,1,0.804151155167074,1.2429865384840006,0.08044654717402025,0.9967589242378408,0.09844826826645034,0.05693322154292767,0.04151504672352267,0.7291884351251683,0.990307938475337,-0.006450669809406895,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
6,160721,5,2,0.8305068859138571,1.358333624840985,0.09165241032584537,0.9957910602538382,0.10776979080783411,0.05693322154292767,0.05083656926490644,0.8929157333311055,0.9883856721892357,-0.008372936095508265,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
6,160721,4,3,0.9015931502464036,1.4525046374381774,0.2518022855743349,0.9677786983497517,0.2577600905259588,0.05693322154292767,0.2008268689830311,3.527410948133403,0.9335597357320495,-0.06319887255269441,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
7,161136,7,0,2.067042046113146e-15,3.3306690738754696e-15,2.8280238674812088e-15,1.0,0.0635302046033072,0.0635302046033072,0.0,0.0,0.9959639131030619,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
7,161136,6,1,0.9078458569535472,1.9337214171804697,0.08422553286236269,0.9964467168966197,0.10536316017967384,0.0635302046033072,0.04183295557636664,0.6584734904850011,0.9888986044769524,-0.0070653086261094344,3,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
