feature,display_name,left_out_realization_index,left_out_shot,tau2_REML,tau2_interval_low
d[betan]/d[t],dot beta_N,15,165028,0.2065650862964086,0.14990949066875517
d[betan]/d[t],dot beta_N,16,165029,0.20705967682260226,0.15026516055254985
d[betan]/d[t],dot beta_N,17,165031,0.2059744970089714,0.14948477602316276
d[betan]/d[t],dot beta_N,18,165042,0.20345142928195867,0.14767021943677697
d[betan]/d[t],dot beta_N,19,165043,0.2039210190886787,0.14800795756812649
d[betan]/d[t],dot beta_N,20,165860,0.2106086171656712,0.15281704871242016
d[betan]/d[t],dot beta_N,21,165861,0.2079635482276169,0.15091513251503208
d[betan]/d[t],dot beta_N,22,165955,0.20481072215391424,0.14864782995961487
d[betan]/d[t],dot beta_N,23,165965,0.20683337863658144,0.15010242598593732
d[betan]/d[t],dot beta_N,24,170394,0.20818948738072268,0.1510776008524152
d[betan]/d[t],dot beta_N,25,170396,0.20901586752000828,0.15167182068425628
d[betan]/d[t],dot beta_N,26,170411,0.20520319144370516,0.14893008492874849
d[betan]/d[t],dot beta_N,27,186997,0.2036191567213205,0.14779085308933548
d[betan]/d[t],dot beta_N,28,187017,0.20965910358340664,0.1521343335014409
d[betan]/d[t],dot beta_N,29,187018,0.20855914333902095,0.1513434096214338
d[betan]/d[t],dot beta_N,30,187019,0.20873518410706973,0.15146999387392748
d[betan]/d[t],dot beta_N,31,187020,0.20757764400998963,0.15063763277919973
d[betan]/d[t],dot beta_N,32,187021,0.20812957176847366,0.15103451688724184
d[betan]/d[t],dot beta_N,33,187022,0.2074241329567255,0.15052724326341854
d[betan]/d[t],dot beta_N,34,187024,0.21052939983836363,0.1527600912788056
d[betan]/d[t],dot beta_N,35,189646,0.2104846214821606,0.1527278954554293
d[betan]/d[t],dot beta_N,36,189647,0.21053243581172332,0.1527622741539589
d[betan]/d[t],dot beta_N,37,189649,0.21066584505521696,0.152858195570454
d[betan]/d[t],dot beta_N,38,189650,0.2102086214619682,0.15252944892379172
d[betan]/d[t],dot beta_N,39,189651,0.21044410369100558,0.15269876294228846
d[betan]/d[t],dot beta_N,40,189652,0.21038140444657108,0.15265368174258062
d[betan]/d[t],dot beta_N,41,195261,0.20418792153299717,0.1481999158499751
d[betan]/d[t],dot beta_N,42,195264,0.20378339750505575,0.14790897817900206
d[betan]/d[t],dot beta_N,43,195265,0.205629121167143,0.14923639832651417
d[betan]/d[t],dot beta_N,44,195266,0.20279623224713408,0.1471989771277812
d[betan]/d[t],dot beta_N,45,195267,0.20708939904790394,0.15028653414968457
d[betan]/d[t],dot beta_N,46,195268,0.20712171567322193,0.15030977337833393
d[betan]/d[t],dot beta_N,47,195269,0.2080711516622695,0.15099250819816257
d[betan]/d[t],dot beta_N,48,195273,0.20556269119721857,0.14918862465201316
d[betan]/d[t],dot beta_N,49,195274,0.2067735224028993,0.15005938216107048
d[betan]/d[t],dot beta_N,50,195626,0.20740862559561185,0.15051609190729742
d[betan]/d[t],dot beta_N,51,195638,0.2088284938645431,0.15153708899480395
d[betan]/d[t],dot beta_N,52,195642,0.20916776256401412,0.15178104054681932
d[betan]/d[t],dot beta_N,53,195645,0.2086931941791791,0.15143980059442755
d[betan]/d[t],dot beta_N,54,195647,0.20878024117194255,0.15150239254767445
d[betan]/d[t],dot beta_N,55,195648,0.2086758076006649,0.15142729858430604
d[betan]/d[t],dot beta_N,56,195649,0.20961818401819843,0.15210491105912013
d[betan]/d[t],dot beta_N,57,195650,0.20987586786616308,0.15229019290400753
d[betan]/d[t],dot beta_N,58,195651,0.20959782932473403,0.1520902753808791
d[betan]/d[t],dot beta_N,59,195652,0.20863731684018433,0.15139962134680623
d[betan]/d[t],dot beta_N,60,195655,0.20956349720813758,0.1520655894572798
d[betan]/d[t],dot beta_N,61,195659,0.2087212461999189,0.15145997168788713
d[li]/d[betan],D_betaN l_i,0,155537,7.877301661660195e-05,3.4418286156996565e-05
d[li]/d[betan],D_betaN l_i,1,159310,7.347113371849209e-05,2.996211764669282e-05
d[li]/d[betan],D_betaN l_i,2,160715,7.93920108524961e-05,3.236767961190369e-05
d[li]/d[betan],D_betaN l_i,3,160717,7.232535921570722e-05,2.951008452105657e-05
d[li]/d[betan],D_betaN l_i,4,160719,7.39053985568146e-05,3.013338396702822e-05
d[li]/d[betan],D_betaN l_i,5,160720,7.604968892628995e-05,3.139661648651498e-05
d[li]/d[betan],D_betaN l_i,6,160721,7.400450737167121e-05,3.0172466081977536e-05
d[li]/d[betan],D_betaN l_i,7,161136,8.484257842651743e-05,3.7064415803403044e-05
d[li]/d[betan],D_betaN l_i,8,161138,8.50436780221738e-05,3.467211704577693e-05
d[li]/d[betan],D_betaN l_i,9,161145,8.49270744301331e-05,3.462612977441543e-05
d[li]/d[betan],D_betaN l_i,10,161414,8.485567686636066e-05,3.706996545976877e-05
d[li]/d[betan],D_betaN l_i,11,165017,8.49598884185722e-05,3.46390714862876e-05
d[li]/d[betan],D_betaN l_i,12,165022,8.208424733583533e-05,3.350430240951361e-05
d[li]/d[betan],D_betaN l_i,13,165026,8.494792207040813e-05,3.463435202313359e-05
d[li]/d[betan],D_betaN l_i,14,165027,7.942065418850917e-05,3.237897487925671e-05
d[li]/d[betan],D_betaN l_i,15,165028,8.465405049410578e-05,3.451844383628303e-05
d[li]/d[betan],D_betaN l_i,16,165029,7.942163379005598e-05,3.237936117482598e-05
d[li]/d[betan],D_betaN l_i,17,165031,8.495560574782229e-05,3.463738242654497e-05
d[li]/d[betan],D_betaN l_i,18,165042,7.898136153464567e-05,3.4506563154541796e-05
d[li]/d[betan],D_betaN l_i,19,165043,8.472224906135442e-05,3.454534373603427e-05
d[li]/d[betan],D_betaN l_i,20,165860,7.926882918911583e-05,3.4628353380833874e-05
d[li]/d[betan],D_betaN l_i,21,165861,8.489807818187533e-05,3.708793022606684e-05
d[li]/d[betan],D_betaN l_i,22,165955,8.49248110870904e-05,3.709925639585328e-05
d[li]/d[betan],D_betaN l_i,23,165965,8.490026286541566e-05,3.708885583457655e-05
d[li]/d[betan],D_betaN l_i,24,170394,7.938311089283038e-05,3.265512813941083e-05
d[li]/d[betan],D_betaN l_i,25,170396,7.938260887142526e-05,3.236397198780015e-05
d[li]/d[betan],D_betaN l_i,26,170411,7.94012697506612e-05,3.237133079792935e-05
d[li]/d[betan],D_betaN l_i,27,186997,6.911794924870851e-05,2.6300243906268425e-05
d[li]/d[betan],D_betaN l_i,28,187017,7.940461744187772e-05,3.0213695072701246e-05
d[li]/d[betan],D_betaN l_i,29,187018,7.942151736048549e-05,3.2379315262057226e-05
d[li]/d[betan],D_betaN l_i,30,187019,7.940648377051507e-05,3.2373386906471986e-05
d[li]/d[betan],D_betaN l_i,31,187020,7.377144900963582e-05,3.0080560183080397e-05
d[li]/d[betan],D_betaN l_i,32,187021,7.942194989004817e-05,3.2379485825500756e-05
d[li]/d[betan],D_betaN l_i,33,187022,8.504127074793048e-05,3.467116766211669e-05
d[li]/d[betan],D_betaN l_i,34,187024,7.938334043695747e-05,3.020588457160992e-05
d[li]/d[betan],D_betaN l_i,35,189646,7.398488811283966e-05,2.8153140904146413e-05
d[li]/d[betan],D_betaN l_i,36,189647,7.400801047905857e-05,3.0173847449805728e-05
d[li]/d[betan],D_betaN l_i,37,189649,7.254149588595038e-05,2.7623127155571838e-05
d[li]/d[betan],D_betaN l_i,38,189650,7.630063315144016e-05,3.114782486015131e-05
d[li]/d[betan],D_betaN l_i,39,189651,7.402084036656701e-05,3.017890659521182e-05
d[li]/d[betan],D_betaN l_i,40,189652,7.939846737857127e-05,3.4683272283174767e-05
d[li]/d[betan],D_betaN l_i,41,195261,8.468262488268665e-05,3.452971466047923e-05
d[li]/d[betan],D_betaN l_i,42,195264,7.878352897281186e-05,3.2127698108047735e-05
d[li]/d[betan],D_betaN l_i,43,195265,7.893249248230289e-05,3.218645399096759e-05
d[li]/d[betan],D_betaN l_i,44,195266,7.90042672887674e-05,3.451626803082936e-05
d[li]/d[betan],D_betaN l_i,45,195267,7.891047023038497e-05,3.217776795259154e-05
d[li]/d[betan],D_betaN l_i,46,195268,7.347829412230257e-05,2.9964941851395577e-05
d[li]/d[betan],D_betaN l_i,47,195269,7.277213183569656e-05,2.968637385956047e-05
d[li]/d[betan],D_betaN l_i,48,195273,7.86586385981962e-05,3.436982050162277e-05
d[li]/d[betan],D_betaN l_i,49,195274,8.488511553857614e-05,3.708243818797638e-05
d[li]/d[betan],D_betaN l_i,50,195626,7.934555199647006e-05,3.234935865488289e-05
d[li]/d[betan],D_betaN l_i,51,195638,7.391388004252984e-05,3.0136728584445746e-05
d[li]/d[betan],D_betaN l_i,52,195642,7.939426525958413e-05,3.2368568623900535e-05
d[li]/d[betan],D_betaN l_i,53,195645,7.941045425987586e-05,3.2374952635383865e-05
d[li]/d[betan],D_betaN l_i,54,195647,7.941793137168343e-05,3.2377901164252824e-05
d[li]/d[betan],D_betaN l_i,55,195648,7.933691923525232e-05,3.465719885032586e-05
d[li]/d[betan],D_betaN l_i,56,195649,7.942040945230525e-05,3.237887837008364e-05
d[li]/d[betan],D_betaN l_i,57,195650,7.940235157896676e-05,3.237175740894707e-05
d[li]/d[betan],D_betaN l_i,58,195651,7.939050026800059e-05,3.4679897237365146e-05
d[li]/d[betan],D_betaN l_i,59,195652,7.406218024403629e-05,3.019520774665322e-05
d[li]/d[betan],D_betaN l_i,60,195655,7.941689275583661e-05,3.2377491596384556e-05
d[li]/d[betan],D_betaN l_i,61,195659,7.939986586502938e-05,3.468386471218701e-05
