canonical_or_augmentation,noise_sigma,noise_percent,noise_replicate,dev_noise_seed,conf_noise_seed,representation_id,representation_label,n_coordinates,n_features,n_active_terms,stlsq_threshold,estimator,cohort,trajectory_id,support_scope,rmse,nrmse,n_samples
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_012,native,1.1471089447613232,0.12303745424294636,2109
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_012,common,1.1471089447613232,0.12303745424294636,2109
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_013,native,1.1671559946927974,0.1283385576337254,2117
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_013,common,1.1671559946927974,0.1283385576337254,2117
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_014,native,1.0915997118240324,0.13098784122764903,2061
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_014,common,1.0915997118240324,0.13098784122764903,2061
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_015,native,1.1906089736439818,0.1247603942783234,2063
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_015,common,1.1906089736439818,0.1247603942783234,2063
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_016,native,1.0360230749722792,0.12173682502307202,2100
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_016,common,1.0360230749722792,0.12173682502307202,2100
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_017,native,1.14605538707277,0.12947885975499107,2104
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_017,common,1.14605538707277,0.12947885975499107,2104
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_018,native,1.1778078499879938,0.12502895942371783,2129
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_018,common,1.1778078499879938,0.12502895942371783,2129
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_019,native,1.194000871077001,0.1255076635271451,2091
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_019,common,1.194000871077001,0.1255076635271451,2091
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_020,native,1.0843981207539073,0.12293887334020077,2131
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_020,common,1.0843981207539073,0.12293887334020077,2131
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_021,native,1.060778914252517,0.12205242398091225,2119
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_021,common,1.060778914252517,0.12205242398091225,2119
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_022,native,1.0739512293992857,0.12177806372011678,2133
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_022,common,1.0739512293992857,0.12177806372011678,2133
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_023,native,1.1806631731620818,0.1247532803594045,2081
augmentation,0.002,0.2,1,5021,5521,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_023,common,1.1806631731620818,0.1247532803594045,2081
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_000,native,2.943225019451615,0.33903728314943443,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_000,common,2.745346213284485,0.31086448821034757,2070
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_001,native,2.3778944155180843,0.267794642368464,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_001,common,2.254026442489347,0.2430888045015791,2114
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_002,native,1.8923068005428403,0.25735979504681283,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_002,common,1.808258772725822,0.23742887360211912,2124
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_003,native,2.5272229139795157,0.3178999543386196,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_003,common,2.401873837399181,0.3011755769466038,2074
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_004,native,2.63195376880909,0.3025461478043528,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_004,common,2.578767953478105,0.28696647308604356,2081
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_005,native,2.6928127268071242,0.3132123952942151,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_005,common,2.4472572938884642,0.2826478528556333,2031
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_006,native,2.719008832057226,0.30416699660981666,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_006,common,2.6885969206727074,0.29070322549880656,2090
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_007,native,2.933643804437628,0.36299973304454236,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_007,common,2.7309761823363314,0.3416325896994019,2053
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_008,native,2.4656677539527116,0.29410658741478407,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_008,common,2.381817002936456,0.2753412872127525,2092
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_009,native,2.567613854912006,0.2969811933762019,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_009,common,2.449416130160749,0.27245248054415794,2063
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_010,native,2.780393345504611,0.3330841043980066,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_010,common,2.638496019475679,0.3129718109267792,2091
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_011,native,2.6073995905386216,0.3026017643324452,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_011,common,2.569972345895661,0.2877733059039864,2074
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_012,native,2.4814991275951943,0.2778286831327435,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_012,common,2.3467669021743665,0.2516030570771383,2093
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_013,native,2.5551701760176266,0.29144318628786714,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_013,common,2.513593710910046,0.27667332116312643,2097
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_014,native,2.83692702019542,0.3429703219543742,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_014,common,2.6659491594012668,0.32072662952809655,2077
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_015,native,2.9929487028810917,0.3240354677061064,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_015,common,2.823500920042724,0.29588707889154686,2057
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_016,native,2.5424991747169168,0.3052613415342371,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_016,common,2.4420875415932164,0.28670648090208384,2098
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_017,native,2.585719593217292,0.30014549616270253,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_017,common,2.5118649321318927,0.28295638664677675,2078
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_018,native,2.49807123364323,0.27634344899763064,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_018,common,2.401033126977644,0.25458894932588877,2121
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_019,native,2.6384526425257824,0.28957529925839903,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_019,common,2.5602454287243064,0.2693855345633203,2098
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_020,native,2.756801706549954,0.31848852138200145,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_020,common,2.673889727951472,0.30178053734794574,2094
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_021,native,2.405385054514707,0.2854424922967698,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_021,common,2.3317290815215825,0.2684065631573411,2113
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_022,native,2.345500611064203,0.275285911774678,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_022,common,2.297800377483775,0.2596486276477746,2127
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_023,native,2.664285781542334,0.2928344512763925,2397
augmentation,0.002,0.2,2,5022,5522,C0_poly2,conventional quadratic,10,65,65,0.0001,pysindy.STLSQ,confirmation_24,conf_023,common,2.6045317340478205,0.275317032532637,2074
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_000,native,1.3652934623072153,0.15880018950990338,2249
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_000,common,1.2652926375730047,0.14327320405424357,2070
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_001,native,1.384257600152484,0.15215738217922609,2259
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_001,common,1.2474646349629779,0.13453466252873486,2114
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_002,native,1.0400386372091213,0.14032554029716074,2325
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_002,common,1.0037345657883454,0.13179284455586804,2124
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_003,native,1.0404565922897984,0.1332850908304085,2247
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_003,common,0.9642146803636579,0.12090473202096293,2074
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_004,native,1.3754455991572245,0.1563830624164232,2257
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_004,common,1.2061659014732968,0.13422269120244018,2081
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_005,native,1.1849103732081154,0.13966762822085801,2187
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_005,common,1.1063708940110517,0.12778115257236347,2031
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_006,native,1.5118093082989967,0.1670443032412728,2258
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_006,common,1.3557098455566619,0.14658546318843563,2090
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_007,native,1.0789495301978755,0.13849458160176176,2226
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_007,common,1.0053130132673591,0.12576004521841708,2053
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_008,native,1.2287668747738358,0.145292567425239,2264
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_008,common,1.0787519998731507,0.12470519937602804,2092
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_009,native,1.3940398931755937,0.15928732029235548,2241
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_009,common,1.2945498299472837,0.14399485167675785,2063
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_010,native,1.2732272407500105,0.15437989602654326,2263
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_010,common,1.1227517973850625,0.13317801529930953,2091
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_011,native,1.4147860519892133,0.16212677363408792,2251
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_011,common,1.2767521078839221,0.14296464142597282,2074
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_012,native,1.4395706766909158,0.15710931258177302,2241
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_012,common,1.2981596468980143,0.13917911294517255,2093
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_013,native,1.5253744745100222,0.17149603619944928,2285
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_013,common,1.4158038476572552,0.155838690615217,2097
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_014,native,1.2051460677673755,0.1483002392589384,2249
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_014,common,1.1175010429201513,0.1344408019657836,2077
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_015,native,1.6567681306652595,0.17715840283268827,2218
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_015,common,1.5322635731146896,0.1605726385716812,2057
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_016,native,1.2504651496426313,0.15001382296714424,2285
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_016,common,1.108533862109182,0.1301443282245203,2098
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_017,native,1.372016939599264,0.15826093493930438,2271
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_017,common,1.2510340205914985,0.14092639357734882,2078
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_018,native,1.676225444346082,0.1813955458696196,2286
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_018,common,1.501293119285868,0.1591867407303515,2121
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_019,native,1.5616146216412237,0.16750883605633488,2251
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_019,common,1.422225834972073,0.14964466395497764,2098
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_020,native,1.3175276596472576,0.15211184281959322,2284
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_020,common,1.2160378357685264,0.13724445988833206,2094
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_021,native,1.388610949171111,0.16306681735949208,2292
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_021,common,1.2995750828859571,0.14959477253451575,2113
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_022,native,1.3760684901125457,0.15899686972678145,2300
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_022,common,1.2590087413807172,0.1422664453793978,2127
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_023,native,1.4979226075188217,0.1617033122279668,2245
augmentation,0.002,0.2,2,5022,5522,C_compact,compact (12 coordinates),12,12,12,0.0001,pysindy.STLSQ,confirmation_24,conf_023,common,1.3411196965944165,0.14176563499328282,2074
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_000,native,1.1490971827992364,0.13011601447799648,2070
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_000,common,1.1490971827992364,0.13011601447799648,2070
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_001,native,1.0399381277969506,0.11215366043469381,2114
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_001,common,1.0399381277969506,0.11215366043469381,2114
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_002,native,0.8293070738375051,0.1088900810997827,2124
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_002,common,0.8293070738375051,0.1088900810997827,2124
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_003,native,0.9078555972492666,0.11383775826536455,2074
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_003,common,0.9078555972492666,0.11383775826536455,2074
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_004,native,1.067800353880926,0.11882531000897216,2081
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_004,common,1.067800353880926,0.11882531000897216,2081
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_005,native,1.002377386422703,0.11577034287769948,2031
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_005,common,1.002377386422703,0.11577034287769948,2031
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_006,native,1.1886984240995797,0.12852743502534206,2090
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_006,common,1.1886984240995797,0.12852743502534206,2090
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_007,native,1.0294770782262956,0.12878285887127133,2053
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_007,common,1.0294770782262956,0.12878285887127133,2053
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_008,native,0.9568640427188643,0.11061478563844108,2092
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_008,common,0.9568640427188643,0.11061478563844108,2092
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_009,native,1.1300767583894993,0.1257002484132061,2063
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_009,common,1.1300767583894993,0.1257002484132061,2063
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_010,native,1.0488062588806268,0.12440678012409483,2091
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_010,common,1.0488062588806268,0.12440678012409483,2091
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_011,native,1.1198354831967452,0.1253938625381609,2074
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_011,common,1.1198354831967452,0.1253938625381609,2074
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_012,native,1.0882175954422524,0.11667067296914681,2093
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_012,common,1.0882175954422524,0.11667067296914681,2093
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_013,native,1.2077818257925137,0.13294153606928638,2097
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_013,common,1.2077818257925137,0.13294153606928638,2097
augmentation,0.002,0.2,2,5022,5522,C_all,C_all (38 coordinates),38,38,38,0.0001,pysindy.STLSQ,confirmation_24,conf_014,native,1.088989684709115,0.13101074712394722,2077
