target,shot_id,rrv,n_grid_samples,grid_dt_ms
ece7,165861,0.18133693407760407,215,20.0
ece7,170396,0.34370404220154904,230,20.0
ece7,187017,0.32329815821283137,250,20.0
ece7,187020,0.26503149161222955,257,20.0
ece7,187024,0.1947893405072589,257,20.0
ece7,189647,0.2424049929749624,218,20.0
ece7,189651,0.4644047047484213,218,20.0
ece7,195264,0.2888669239020508,264,20.0
ece7,195267,0.6748886470325847,268,20.0
ece7,195273,0.6360613226945061,268,20.0
ece7,195638,0.15980141710333276,238,20.0
ece7,195647,0.10209623820418037,238,20.0
ece7,195650,0.310240415037264,238,20.0
ece7,195655,0.1391797005952087,239,20.0
ece8,160715,0.11855451911969736,215,20.0
ece8,160720,0.8592091011693226,215,20.0
ece8,161138,0.100311094745665,188,20.0
ece8,165022,0.1080802028755874,214,20.0
ece8,165028,0.41330852135495094,215,20.0
ece8,165042,0.09952958924866424,214,20.0
ece8,165861,0.1935501255983971,215,20.0
ece8,170396,0.2471694707406399,230,20.0
ece8,187017,0.3284459773887144,250,20.0
ece8,187020,0.2684773297798575,257,20.0
ece8,187024,0.19242090866487885,257,20.0
ece8,189647,0.4948132175653283,218,20.0
ece8,189651,0.39382625562857776,218,20.0
ece8,195264,0.21388766280614635,264,20.0
ece8,195267,0.6004275739495307,268,20.0
ece8,195273,0.6381906952050505,268,20.0
ece8,195638,0.15826323535200879,238,20.0
ece8,195647,0.0888444567552541,238,20.0
ece8,195650,0.29198962848110177,238,20.0
ece8,195655,0.11430661427109533,239,20.0
ece9,160715,0.1458194756536068,215,20.0
ece9,160720,0.8212450803183203,215,20.0
ece9,161138,0.06856007744868613,188,20.0
ece9,165022,0.09314113532570475,214,20.0
ece9,165028,0.33118232111119267,215,20.0
ece9,165042,0.1058151770776106,214,20.0
ece9,165861,0.18530913856431716,215,20.0
ece9,170396,0.2236821329079163,230,20.0
ece9,187017,0.31366888460768705,250,20.0
ece9,187020,0.2680853034875566,257,20.0
ece9,187024,0.18892265923772478,257,20.0
ece9,189647,0.33234766585040415,218,20.0
ece9,189651,0.4018412980236152,218,20.0
ece9,195264,0.1952552642996232,264,20.0
ece9,195267,0.27998713904149003,268,20.0
ece9,195273,0.2700896458472288,268,20.0
ece9,195638,0.16265865963392775,238,20.0
ece9,195647,0.07856453004009763,238,20.0
ece9,195650,0.2729725418115454,238,20.0
ece9,195655,0.09661272360719862,239,20.0
ece10,160715,0.1595648836034927,215,20.0
ece10,160720,0.7816379294674338,215,20.0
ece10,161138,0.06626702490485635,188,20.0
ece10,165022,0.2185431725991352,214,20.0
ece10,165028,0.3259049549873961,215,20.0
ece10,165042,0.0975941818669817,214,20.0
ece10,165861,0.16504642795362603,215,20.0
ece10,170396,0.2339369856845504,230,20.0
ece10,187017,0.32054879495414423,250,20.0
ece10,187020,0.2620968793728006,257,20.0
ece10,187024,0.18903100861913644,257,20.0
ece10,189647,0.4631973689339499,218,20.0
ece10,189651,0.21612354743530754,218,20.0
ece10,195264,0.19680334902372343,264,20.0
ece10,195267,0.29716572883858,268,20.0
ece10,195273,0.2797614104983141,268,20.0
ece10,195638,0.13858341874832458,238,20.0
ece10,195647,0.08084881936291143,238,20.0
