regime,representation_id,learner,trajectory_id,rmse,nrmse,n,representation_label,noise_level,cohort,canonical_or_augmentation,evidence_level,support_scope,native_coverage
clean,C0_poly3,STLSQ,conf_018,2.185374893990934,0.2417521275714494,2397,cubic (10->285),0.0,confirmation_24,canonical,protected_confirmation,native,0.9983340274885464
clean,C0_poly3,STLSQ,conf_019,2.305777214289217,0.2530635252228041,2397,cubic (10->285),0.0,confirmation_24,canonical,protected_confirmation,native,0.9983340274885464
clean,C0_poly3,STLSQ,conf_020,2.3582234834458493,0.2724414703264665,2397,cubic (10->285),0.0,confirmation_24,canonical,protected_confirmation,native,0.9983340274885464
clean,C0_poly3,STLSQ,conf_021,2.0699069929802807,0.2456319456171258,2397,cubic (10->285),0.0,confirmation_24,canonical,protected_confirmation,native,0.9983340274885464
clean,C0_poly3,STLSQ,conf_022,2.015563669096885,0.2365619858591728,2397,cubic (10->285),0.0,confirmation_24,canonical,protected_confirmation,native,0.9983340274885464
clean,C0_poly3,STLSQ,conf_023,2.343328259075981,0.2575576725518308,2397,cubic (10->285),0.0,confirmation_24,canonical,protected_confirmation,native,0.9983340274885464
clean,C_all,STLSQ,conf_000,1.5285204928035807e-05,1.7331590096370169e-06,2067,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_001,1.1423147677802105e-05,1.2353452426658992e-06,2123,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_002,9.467291277263218e-06,1.2451320539038717e-06,2139,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_003,1.293621779974234e-05,1.615112345500306e-06,2072,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_004,1.2349759953694517e-05,1.3730388452068086e-06,2092,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_005,1.2139536824990871e-05,1.397144581727135e-06,2027,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_006,1.3171964014666498e-05,1.4241822724679242e-06,2090,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_007,1.706087999847389e-05,2.131674967169532e-06,2047,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_008,1.1965148531875636e-05,1.3843433794885192e-06,2111,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_009,1.2797992907728569e-05,1.4338318391414436e-06,2099,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_010,1.807159029856572e-05,2.139108106796798e-06,2085,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_011,1.2299143249985864e-05,1.3787664575703147e-06,2096,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_012,1.1624028811768222e-05,1.2475274247483209e-06,2115,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_013,1.1927440333824615e-05,1.3140853091501849e-06,2123,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_014,2.084607534649262e-05,2.500383298023273e-06,2074,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_015,1.7642163245603848e-05,1.8517520401028648e-06,2077,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_016,1.332732419541992e-05,1.5633833761819825e-06,2117,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_017,1.2664291723013348e-05,1.426954369653762e-06,2100,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_018,1.1561389701255246e-05,1.2290379274641491e-06,2133,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_019,1.1806603234636002e-05,1.2434745141181949e-06,2110,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_020,1.3526020819901623e-05,1.525447361966469e-06,2118,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_021,1.1674875498638993e-05,1.338476376586014e-06,2120,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_022,1.0814026132333392e-05,1.2228391676019394e-06,2129,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C_all,STLSQ,conf_023,1.2945276068135588e-05,1.373568303052613e-06,2107,C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_000,1.5285204928035807e-05,1.7331590096370169e-06,2067,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_001,1.1423147677802105e-05,1.2353452426658992e-06,2123,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_002,9.467291277263218e-06,1.2451320539038717e-06,2139,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_003,1.293621779974234e-05,1.615112345500306e-06,2072,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_004,1.2349759953694517e-05,1.3730388452068086e-06,2092,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_005,1.2139536824990871e-05,1.397144581727135e-06,2027,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_006,1.3171964014666498e-05,1.4241822724679242e-06,2090,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_007,1.706087999847389e-05,2.131674967169532e-06,2047,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_008,1.1965148531875636e-05,1.3843433794885192e-06,2111,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_009,1.2797992907728569e-05,1.4338318391414436e-06,2099,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_010,1.807159029856572e-05,2.139108106796798e-06,2085,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_011,1.2299143249985864e-05,1.3787664575703147e-06,2096,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_012,1.1624028811768222e-05,1.2475274247483209e-06,2115,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_013,1.1927440333824615e-05,1.3140853091501849e-06,2123,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_014,2.084607534649262e-05,2.500383298023273e-06,2074,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_015,1.7642163245603848e-05,1.8517520401028648e-06,2077,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_016,1.332732419541992e-05,1.5633833761819825e-06,2117,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_017,1.2664291723013348e-05,1.426954369653762e-06,2100,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_018,1.1561389701255246e-05,1.2290379274641491e-06,2133,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_019,1.1806603234636002e-05,1.2434745141181949e-06,2110,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_020,1.3526020819901623e-05,1.525447361966469e-06,2118,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_021,1.1674875498638993e-05,1.338476376586014e-06,2120,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_022,1.0814026132333392e-05,1.2228391676019394e-06,2129,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_accuracy,STLSQ,conf_023,1.2945276068135588e-05,1.373568303052613e-06,2107,q_acc -> C_all (38),0.0,confirmation_24,canonical,protected_confirmation,native,0.8741323059836179
clean,C*_compact,STLSQ,conf_000,3.4755107708546565e-05,4.042440576275461e-06,2249,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_001,3.2614580502284835e-05,3.5862587281289973e-06,2261,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_002,2.313060943437524e-05,3.120320058000661e-06,2324,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_003,2.9668826343598252e-05,3.800650832857319e-06,2247,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_004,3.36329505996098e-05,3.824431549385336e-06,2256,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_005,3.1244129417804884e-05,3.681275121520792e-06,2188,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_006,3.4475048689110053e-05,3.8079086698149338e-06,2257,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_007,3.2687113103101274e-05,4.19506303609983e-06,2225,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_008,3.064759453262785e-05,3.624519925150265e-06,2263,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_009,3.2641109847552225e-05,3.729674412072296e-06,2241,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_010,3.2840847147810096e-05,3.982633755731145e-06,2262,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_011,3.357984029380064e-05,3.846744094469283e-06,2249,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_012,3.357072726477319e-05,3.663731442096433e-06,2243,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_013,3.291883764200364e-05,3.701726078501026e-06,2287,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_014,3.328114655477448e-05,4.097803722999354e-06,2247,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_015,3.818057472630216e-05,4.082479792356001e-06,2221,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_016,3.163571539012528e-05,3.795176784741336e-06,2286,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
clean,C*_compact,STLSQ,conf_017,3.1979070920875767e-05,3.687360128962236e-06,2272,q_comp -> compact (12),0.0,confirmation_24,canonical,protected_confirmation,native,0.9412224073302792
