times,x,y,z
23.35,2.901590458794554,3.036622845126603,20.092119927741706
23.36,2.9242713762436248,3.2419080419402597,19.65358828231378
23.37,2.9649544151419036,3.4602935853223293,19.233734085067773
23.38,3.0232283756694383,3.69294394693992,18.833227872571285
23.39,3.0988381807831265,3.941148139754363,18.45288592703641
23.400000000000002,3.191680954565334,4.206300924739926,18.093691378703927
23.41,3.301800708686296,4.489884288974143,17.75681820660431
23.42,3.4293817307911487,4.79344784044133,17.443658415553795
23.43,3.57474062346708,5.118586601614843,17.15585256814478
23.44,3.7383167929539107,5.466914482943915,16.895323714156092
23.45,3.920661031701287,5.8400314796257415,16.664314567765068
23.46,4.122421672907109,6.239482356845601,16.465427502017416
23.47,4.344327617803526,6.666704282853404,16.301666531514012
23.48,4.587167345688864,7.122960550872072,16.176479894154056
23.490000000000002,4.851762814816351,7.609257237594803,16.093801077968507
23.5,5.138936954888307,8.126239432412511,16.05808511626542
23.51,5.44947325132025,8.674063627281281,16.074335644931267
23.52,5.784065748923901,9.252243110798075,16.148116538426493
23.53,6.1432576922150055,9.859463942399257,16.28553990096432
23.54,6.527367021901007,10.493370534909802,16.493219824876626
23.55,6.936397134318962,11.150322346375928,16.77817876517232
23.56,7.369931778530935,11.825127023477805,17.147690888420392
23.57,7.827013835342599,12.510760900204147,17.609044809016623
23.580000000000002,8.306009133485189,13.198095307411215,18.169207475501047
23.59,8.804458552624922,13.875656733720431,18.834372680856102
23.6,9.318924555129044,14.529460091104928,19.60938312693964
23.61,9.84484200813205,15.142966040195011,20.49702574739399
23.62,10.376387578073343,15.697223344265952,21.497217524428777
23.63,10.906386716450234,16.17126211686631,22.60612406997667
23.64,11.426281578485899,16.542799004067835,23.815284945179624
23.650000000000002,11.926185987530113,16.78929564456466,25.11085465994993
23.66,12.395053292723475,16.889372913824815,26.47309968028729
23.67,12.820978038818788,16.82452436108111,27.876309238874423
23.68,13.191641466965226,16.58099764036595,29.289268899126384
23.69,13.494893631731893,16.151635303742143,30.676399726565943
23.7,13.719442623334485,15.537406506341043,31.99957837579562
23.71,13.855597350806748,14.748343170123603,33.220532421754356
23.72,13.895989752789918,13.803637863953314,34.303573805095326
23.73,13.836191123605222,12.73077166774574,35.21832612163654
23.740000000000002,13.675140389405163,11.563702542858865,35.94205520166757
23.75,13.415321494097217,10.340320966206322,36.4612508972322
23.76,13.062660048957506,9.09952184798195,36.7722302107423
23.77,12.626149408440844,7.878308810854233,36.88070884257948
23.78,12.11725442676532,6.709320612384867,36.8004720771126
23.79,11.54916896512436,5.61906170485578,36.551417851009866
23.8,10.936015579118934,4.626965529190915,36.15731287648356
23.81,10.292072008648057,3.7452647142703155,35.64359103277264
23.82,9.631092453196288,2.979523678417524,35.03544992371669
23.830000000000002,8.9657678337603,2.329624924411213,34.35639745789004
23.84,8.307344293752585,1.7909900806946846,33.627296444705046
23.85,7.66539772328569,1.3558465888704188,32.865873215725365
23.86,7.047746681601907,1.014401965490133,32.08660554184651
23.87,6.460477322022539,0.7558427618528929,31.30088454212827
23.88,5.9080509532852865,0.5691232301681513,30.51734763069822
23.89,5.393466146204172,0.4435438851495584,29.742295692795917
23.900000000000002,4.918451141496478,0.3691419678304072,28.980129525266502
23.91,4.483667304582119,0.33692639534880964,28.233762389359462
23.92,4.088909478918732,0.33899229966218514,27.504984069835537
23.93,3.733293687075584,0.3685478289173509,26.79476586320079
23.94,3.4154264216292334,0.4198809853917554,26.10350546480713
23.95,3.133552685936367,0.4882886064210029,25.431216492001532
23.96,2.88568205203354,0.5699841735354685,24.777670297592504
23.97,2.669693427275937,0.661996459665997,24.142498691186162
23.98,2.483420109119487,0.7620672581197366,23.52526593718596
23.990000000000002,2.324717195117293,0.868553552024579,22.925517491379374
24.0,2.1915136207634602,0.9803373595225813,22.342811753080966
24.01,2.0818511116867344,1.096744980772194,21.776739885507137
24.02,1.9939122302300172,1.2174763347963808,21.2269376292363
24.03,1.9260395186181565,1.3425443853735026,20.693092066633184
24.04,1.8767475276101275,1.4722242173863802,20.174945508788333
24.05,1.844729293687769,1.6070110637052395,19.67229806429019
24.060000000000002,1.8288586048557685,1.7475864420879743,19.18500999128541
24.07,1.828189184326084,1.8947915011436507,18.71300460584721
24.080000000000002,1.8419517272885313,2.0496066649861957,18.256272295512293
24.09,1.8695495511288573,2.2131366863829087,17.814876044098657
24.1,1.9105534640935609,2.386600252283489,17.38895879316005
24.11,1.9646963200237209,2.5713233219054095,16.978752930873267
24.12,2.0318676057658966,2.7687354065244794,16.58459219834777
24.13,2.112108300577426,2.9803680136478574,16.20692632646702
24.14,2.2056061495540398,3.207854469768168,15.84633875588432
24.150000000000002,2.312691403744014,3.4529302966334336,15.503567841560164
24.16,2.433832991999843,3.7174332414367743,15.179531996007473
24.17,2.569635002727843,4.003301938079889,14.875359273253487
24.18,2.720833259150492,4.31257200245464,14.592421932155563
24.19,2.888291667667068,4.647368121335279,14.332376528038898
24.2,3.0729978975119994,5.0098903776953145,14.097210051304085
24.21,3.2760578057021243,5.402392648588864,13.889292534550385
24.22,3.4986878478048133,5.827150408967128,13.711436354039579
24.23,3.7422045047272596,6.286414667152903,13.566962109386266
24.240000000000002,4.008009503315433,6.782348050986075,13.459770417065453
24.25,4.297569307961475,7.3169382732849435,13.39441811549186
24.26,4.612387011676649,7.891883379963041,13.376196151824617
24.27,4.953964361994336,8.508442408824402,13.411204677090998
24.28,5.32375123618478,9.16724451584881,13.506418477979082
24.29,5.723079464419723,9.868049503671822,13.669732679596901
24.3,6.153077547639295,10.609453385413657,13.909974552426448
24.310000000000002,6.614562625662033,11.388534670872335,14.236862226352399
24.32,7.107906167438382,12.200441191677735,14.660885312688794
24.330000000000002,7.632870489728467,13.037924385798801,15.193076339376724
24.34,8.18841464499604,13.890839042583089,15.844636504788866
24.35,8.772470801876986,14.745642472552552,16.626376273137126
