analysis,realization_index,shot,parameter,feature,display_name,canonical,truncated
fixed_rank,35,189646,5.0,d[kappa]/d[betan],D_betaN kappa,-0.9457632816479916,0.061805982757526995
fixed_rank,35,189646,4.0,d[kappa]/d[betan],D_betaN kappa,-0.9457632816479916,0.041663899051629434
fixed_threshold,36,189647,0.05,d[pcdiamag3]/d[kappa],D_kappa W_dia,-0.0298919661500107,0.7496864664403551
fixed_threshold,36,189647,0.05,r[q95]/r[kappa],q95 / kappa,0.0094913406274716,-0.08502891965025378
fixed_threshold,36,189647,0.05,d[kappa]/d[betan],D_betaN kappa,-1.4922681515305865,0.030464350680953114
fixed_threshold,36,189647,0.05,d[betan]/d[t],dot beta_N,-0.0517439880171841,0.4609966573970138
fixed_threshold,36,189647,0.05,d[li]/d[betan],D_betaN l_i,-0.0255776916182822,0.031131646242906985
fixed_threshold,36,189647,0.1,d[pcdiamag3]/d[kappa],D_kappa W_dia,-0.0298919661500107,0.7496864664403551
fixed_threshold,36,189647,0.1,r[q95]/r[kappa],q95 / kappa,0.0094913406274716,-0.08502891965025378
fixed_threshold,36,189647,0.1,d[kappa]/d[betan],D_betaN kappa,-1.4922681515305865,0.030464350680953114
fixed_threshold,36,189647,0.1,d[betan]/d[t],dot beta_N,-0.0517439880171841,0.4609966573970138
fixed_threshold,36,189647,0.1,d[li]/d[betan],D_betaN l_i,-0.0255776916182822,0.031131646242906985
fixed_rank,36,189647,6.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,-0.0298919661500107,0.30954095719721836
fixed_rank,36,189647,6.0,r[q95]/r[kappa],q95 / kappa,0.0094913406274716,-0.020314513537115234
fixed_rank,36,189647,6.0,d[betan]/d[t],dot beta_N,-0.0517439880171841,0.7437303009618075
fixed_rank,36,189647,6.0,d[li]/d[betan],D_betaN l_i,-0.0255776916182822,0.002679788975514394
fixed_rank,36,189647,5.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,-0.0298919661500107,0.7496864664403551
fixed_rank,36,189647,5.0,r[q95]/r[kappa],q95 / kappa,0.0094913406274716,-0.08502891965025378
fixed_rank,36,189647,5.0,d[kappa]/d[betan],D_betaN kappa,-1.4922681515305865,0.030464350680953114
fixed_rank,36,189647,5.0,d[betan]/d[t],dot beta_N,-0.0517439880171841,0.4609966573970138
fixed_rank,36,189647,5.0,d[li]/d[betan],D_betaN l_i,-0.0255776916182822,0.031131646242906985
fixed_rank,36,189647,4.0,d[pcdiamag3]/d[kappa],D_kappa W_dia,-0.0298919661500107,0.7062978350292727
fixed_rank,36,189647,4.0,d[kappa]/d[betan],D_betaN kappa,-1.4922681515305865,0.08019625878919993
fixed_rank,36,189647,4.0,d[betan]/d[t],dot beta_N,-0.0517439880171841,0.15306626632821912
fixed_threshold,37,189649,0.05,d[kappa]/d[betan],D_betaN kappa,-0.9274510238353236,0.05345918939827883
fixed_threshold,37,189649,0.1,d[kappa]/d[betan],D_betaN kappa,-0.9274510238353236,0.05345918939827883
fixed_rank,37,189649,5.0,d[kappa]/d[betan],D_betaN kappa,-0.9274510238353236,0.05345918939827883
fixed_rank,37,189649,4.0,r[q95]/r[kappa],q95 / kappa,-0.0186066851166219,0.2639771690631562
fixed_rank,37,189649,4.0,d[li]/d[betan],D_betaN l_i,-0.053260559732756,0.25473461612086307
fixed_threshold,38,189650,0.05,d[kappa]/d[betan],D_betaN kappa,-1.2589249550888195,0.07356095903112304
fixed_threshold,38,189650,0.05,d[betan]/d[t],dot beta_N,-0.137594804097153,0.36536596965057233
fixed_threshold,38,189650,0.1,d[kappa]/d[betan],D_betaN kappa,-1.2589249550888195,0.07356095903112304
fixed_threshold,38,189650,0.1,d[betan]/d[t],dot beta_N,-0.137594804097153,0.36536596965057233
fixed_rank,38,189650,6.0,d[kappa]/d[betan],D_betaN kappa,-1.2589249550888195,0.08125384638045587
fixed_rank,38,189650,6.0,d[betan]/d[t],dot beta_N,-0.137594804097153,0.398551925470084
fixed_rank,38,189650,5.0,d[kappa]/d[betan],D_betaN kappa,-1.2589249550888195,0.07356095903112304
fixed_rank,38,189650,5.0,d[betan]/d[t],dot beta_N,-0.137594804097153,0.36536596965057233
fixed_rank,38,189650,4.0,r[q95]/r[kappa],q95 / kappa,-0.0250204508329991,0.1728380024959753
fixed_rank,38,189650,4.0,d[betan]/d[t],dot beta_N,-0.137594804097153,0.3556005477054991
fixed_rank,38,189650,4.0,d[li]/d[betan],D_betaN l_i,-0.0667385582788971,0.2755701132140784
fixed_threshold,39,189651,0.05,r[q95]/r[kappa],q95 / kappa,0.0035690030879476,-0.018383833104083827
fixed_threshold,39,189651,0.05,d[betan]/d[t],dot beta_N,-0.0808357371548949,0.621471854826049
fixed_threshold,39,189651,0.1,r[q95]/r[kappa],q95 / kappa,0.0035690030879476,-0.06009411271937326
fixed_threshold,39,189651,0.1,d[kappa]/d[betan],D_betaN kappa,-1.272735790563233,0.04145535492034933
fixed_threshold,39,189651,0.1,d[betan]/d[t],dot beta_N,-0.0808357371548949,0.43845335278508507
fixed_threshold,39,189651,0.1,d[li]/d[betan],D_betaN l_i,-0.0250015722090856,0.014204391989617371
fixed_rank,39,189651,6.0,r[q95]/r[kappa],q95 / kappa,0.0035690030879476,-0.018383833104083827
fixed_rank,39,189651,6.0,d[betan]/d[t],dot beta_N,-0.0808357371548949,0.621471854826049
fixed_rank,39,189651,5.0,r[q95]/r[kappa],q95 / kappa,0.0035690030879476,-0.06009411271937326
fixed_rank,39,189651,5.0,d[kappa]/d[betan],D_betaN kappa,-1.272735790563233,0.04145535492034933
fixed_rank,39,189651,5.0,d[betan]/d[t],dot beta_N,-0.0808357371548949,0.43845335278508507
fixed_rank,39,189651,5.0,d[li]/d[betan],D_betaN l_i,-0.0250015722090856,0.014204391989617371
fixed_rank,39,189651,4.0,d[kappa]/d[betan],D_betaN kappa,-1.272735790563233,0.09090620020452508
fixed_rank,39,189651,4.0,d[betan]/d[t],dot beta_N,-0.0808357371548949,0.1091541426912368
fixed_threshold,40,189652,0.05,d[kappa]/d[betan],D_betaN kappa,-1.3032953185332663,0.04551813826629482
fixed_threshold,40,189652,0.05,d[betan]/d[t],dot beta_N,-0.0980766155319487,0.4426623789190801
fixed_threshold,40,189652,0.05,d[li]/d[betan],D_betaN l_i,-0.0101139305212646,0.0020699092485746973
fixed_threshold,40,189652,0.1,d[kappa]/d[betan],D_betaN kappa,-1.3032953185332663,0.04551813826629482
fixed_threshold,40,189652,0.1,d[betan]/d[t],dot beta_N,-0.0980766155319487,0.4426623789190801
fixed_threshold,40,189652,0.1,d[li]/d[betan],D_betaN l_i,-0.0101139305212646,0.0020699092485746973
fixed_rank,40,189652,6.0,d[betan]/d[t],dot beta_N,-0.0980766155319487,0.6032505697630004
fixed_rank,40,189652,5.0,d[kappa]/d[betan],D_betaN kappa,-1.3032953185332663,0.04551813826629482
fixed_rank,40,189652,5.0,d[betan]/d[t],dot beta_N,-0.0980766155319487,0.4426623789190801
fixed_rank,40,189652,5.0,d[li]/d[betan],D_betaN l_i,-0.0101139305212646,0.0020699092485746973
fixed_rank,40,189652,4.0,r[q95]/r[kappa],q95 / kappa,-0.0084770896787711,0.2117601098434872
fixed_rank,40,189652,4.0,d[kappa]/d[betan],D_betaN kappa,-1.3032953185332663,0.08388105089231235
fixed_rank,40,189652,4.0,d[betan]/d[t],dot beta_N,-0.0980766155319487,0.12948852873994307
fixed_rank,41,195261,4.0,r[q95]/r[kappa],q95 / kappa,-0.0113359795414946,0.26118157275234466
fixed_rank,41,195261,4.0,d[li]/d[betan],D_betaN l_i,0.0033262541771444,-0.11905688309617701
fixed_rank,42,195264,4.0,d[li]/d[betan],D_betaN l_i,0.0085140468149218,-0.17482313891919368
fixed_rank,43,195265,4.0,d[li]/d[betan],D_betaN l_i,0.0056122828450122,-0.16661102434723116
fixed_rank,44,195266,4.0,d[li]/d[betan],D_betaN l_i,0.0040564276048036,-0.0786886754754228
fixed_rank,45,195267,4.0,d[li]/d[betan],D_betaN l_i,0.0060665597415534,-0.08275238352473709
fixed_rank,46,195268,4.0,d[li]/d[betan],D_betaN l_i,0.0095238628864048,-0.0994251541070964
fixed_rank,47,195269,4.0,r[q95]/r[kappa],q95 / kappa,-0.014685159917214,0.004115202847189359
fixed_rank,47,195269,4.0,d[li]/d[betan],D_betaN l_i,0.0203876920635173,-0.21985499169119221
fixed_threshold,48,195273,0.1,d[li]/d[betan],D_betaN l_i,0.0106945928323327,-0.005950043351559436
fixed_rank,48,195273,5.0,d[li]/d[betan],D_betaN l_i,0.0106945928323327,-0.005950043351559436
fixed_rank,48,195273,4.0,d[li]/d[betan],D_betaN l_i,0.0106945928323327,-0.22106950086133448
fixed_threshold,50,195626,0.05,d[kappa]/d[betan],D_betaN kappa,-1.903585718212302,0.1712246750804847
fixed_threshold,50,195626,0.05,d[betan]/d[t],dot beta_N,-0.4505491524764787,0.37494647372888856
fixed_threshold,50,195626,0.1,d[kappa]/d[betan],D_betaN kappa,-1.903585718212302,0.15289106206588549
fixed_threshold,50,195626,0.1,d[betan]/d[t],dot beta_N,-0.4505491524764787,0.25407182886195967
fixed_rank,50,195626,6.0,d[kappa]/d[betan],D_betaN kappa,-1.903585718212302,0.1712246750804847
fixed_rank,50,195626,6.0,d[betan]/d[t],dot beta_N,-0.4505491524764787,0.37494647372888856
fixed_rank,50,195626,5.0,d[kappa]/d[betan],D_betaN kappa,-1.903585718212302,0.15289106206588549
fixed_rank,50,195626,5.0,d[betan]/d[t],dot beta_N,-0.4505491524764787,0.25407182886195967
fixed_rank,50,195626,4.0,r[q95]/r[kappa],q95 / kappa,-0.0001238887680106,0.04303138848250977
fixed_rank,50,195626,4.0,d[kappa]/d[betan],D_betaN kappa,-1.903585718212302,0.2411905258329965
fixed_threshold,51,195638,0.05,d[kappa]/d[betan],D_betaN kappa,-1.5270277702182462,0.10996721414239274
fixed_threshold,51,195638,0.05,d[betan]/d[t],dot beta_N,-0.3259369330635149,0.33429574451142396
fixed_threshold,51,195638,0.1,d[kappa]/d[betan],D_betaN kappa,-1.5270277702182462,0.10996721414239274
fixed_threshold,51,195638,0.1,d[betan]/d[t],dot beta_N,-0.3259369330635149,0.33429574451142396
fixed_rank,51,195638,6.0,d[kappa]/d[betan],D_betaN kappa,-1.5270277702182462,0.08717340672460891
fixed_rank,51,195638,6.0,d[betan]/d[t],dot beta_N,-0.3259369330635149,0.26142061913393383
fixed_rank,51,195638,5.0,d[kappa]/d[betan],D_betaN kappa,-1.5270277702182462,0.10996721414239274
fixed_rank,51,195638,5.0,d[betan]/d[t],dot beta_N,-0.3259369330635149,0.33429574451142396
fixed_rank,51,195638,4.0,r[q95]/r[kappa],q95 / kappa,-0.0063465520368559,0.09766838595350037
fixed_rank,51,195638,4.0,d[kappa]/d[betan],D_betaN kappa,-1.5270277702182462,0.2098315076070071
fixed_threshold,52,195642,0.05,d[kappa]/d[betan],D_betaN kappa,-1.6762407863235422,0.09919376480475937
fixed_threshold,52,195642,0.05,d[betan]/d[t],dot beta_N,-0.2894530689398333,0.3508920110436575
fixed_threshold,52,195642,0.1,d[kappa]/d[betan],D_betaN kappa,-1.6762407863235422,0.09919376480475937
fixed_threshold,52,195642,0.1,d[betan]/d[t],dot beta_N,-0.2894530689398333,0.3508920110436575
fixed_rank,52,195642,6.0,d[kappa]/d[betan],D_betaN kappa,-1.6762407863235422,0.09203674529826379
fixed_rank,52,195642,6.0,d[betan]/d[t],dot beta_N,-0.2894530689398333,0.32944068973087937
fixed_rank,52,195642,5.0,d[kappa]/d[betan],D_betaN kappa,-1.6762407863235422,0.09919376480475937
fixed_rank,52,195642,5.0,d[betan]/d[t],dot beta_N,-0.2894530689398333,0.3508920110436575
fixed_rank,52,195642,4.0,r[q95]/r[kappa],q95 / kappa,-0.0065101296385636,0.10322651748975595
fixed_rank,52,195642,4.0,d[kappa]/d[betan],D_betaN kappa,-1.6762407863235422,0.20845387863193607
fixed_threshold,53,195645,0.05,d[kappa]/d[betan],D_betaN kappa,-1.579564917970404,0.1298370109154398
fixed_threshold,53,195645,0.05,d[betan]/d[t],dot beta_N,-0.339534891815657,0.2928120162573692
fixed_threshold,53,195645,0.1,d[kappa]/d[betan],D_betaN kappa,-1.579564917970404,0.1298370109154398
fixed_threshold,53,195645,0.1,d[betan]/d[t],dot beta_N,-0.339534891815657,0.2928120162573692
fixed_rank,53,195645,6.0,d[kappa]/d[betan],D_betaN kappa,-1.579564917970404,0.0978406602792153
fixed_rank,53,195645,6.0,d[betan]/d[t],dot beta_N,-0.339534891815657,0.21212321243862103
fixed_rank,53,195645,5.0,d[kappa]/d[betan],D_betaN kappa,-1.579564917970404,0.1298370109154398
fixed_rank,53,195645,5.0,d[betan]/d[t],dot beta_N,-0.339534891815657,0.2928120162573692
fixed_rank,53,195645,4.0,r[q95]/r[kappa],q95 / kappa,-0.0067884423695839,0.06598416654241494
fixed_rank,53,195645,4.0,d[kappa]/d[betan],D_betaN kappa,-1.579564917970404,0.23578184979540107
fixed_threshold,54,195647,0.05,d[kappa]/d[betan],D_betaN kappa,-1.638302794761313,0.1120963163421107
fixed_threshold,54,195647,0.05,d[betan]/d[t],dot beta_N,-0.3308421569446904,0.33466765939750565
fixed_threshold,54,195647,0.1,d[kappa]/d[betan],D_betaN kappa,-1.638302794761313,0.1120963163421107
fixed_threshold,54,195647,0.1,d[betan]/d[t],dot beta_N,-0.3308421569446904,0.33466765939750565
fixed_rank,54,195647,6.0,d[kappa]/d[betan],D_betaN kappa,-1.638302794761313,0.10876400821197756
fixed_rank,54,195647,6.0,d[betan]/d[t],dot beta_N,-0.3308421569446904,0.3224657417519322
fixed_rank,54,195647,5.0,d[kappa]/d[betan],D_betaN kappa,-1.638302794761313,0.1120963163421107
fixed_rank,54,195647,5.0,d[betan]/d[t],dot beta_N,-0.3308421569446904,0.33466765939750565
fixed_rank,54,195647,4.0,r[q95]/r[kappa],q95 / kappa,-0.0050608713722026,0.0440189327457135
fixed_rank,54,195647,4.0,d[kappa]/d[betan],D_betaN kappa,-1.638302794761313,0.21265397433145553
fixed_rank,54,195647,4.0,d[betan]/d[t],dot beta_N,-0.3308421569446904,0.10868216779231038
fixed_threshold,55,195648,0.05,d[kappa]/d[betan],D_betaN kappa,-1.6128782216945026,0.10614500590705239
fixed_threshold,55,195648,0.05,d[betan]/d[t],dot beta_N,-0.3412480164162761,0.3243873233488785
fixed_threshold,55,195648,0.1,d[kappa]/d[betan],D_betaN kappa,-1.6128782216945026,0.10614500590705239
fixed_threshold,55,195648,0.1,d[betan]/d[t],dot beta_N,-0.3412480164162761,0.3243873233488785
fixed_rank,55,195648,6.0,d[kappa]/d[betan],D_betaN kappa,-1.6128782216945026,0.09776885699479768
fixed_rank,55,195648,6.0,d[betan]/d[t],dot beta_N,-0.3412480164162761,0.29684679405195363
fixed_rank,55,195648,5.0,d[kappa]/d[betan],D_betaN kappa,-1.6128782216945026,0.10614500590705239
fixed_rank,55,195648,5.0,d[betan]/d[t],dot beta_N,-0.3412480164162761,0.3243873233488785
fixed_rank,55,195648,4.0,r[q95]/r[kappa],q95 / kappa,-0.0032994741126601,0.10178159445538593
fixed_rank,55,195648,4.0,d[kappa]/d[betan],D_betaN kappa,-1.6128782216945026,0.21722806715480733
fixed_threshold,56,195649,0.02,d[kappa]/d[betan],D_betaN kappa,-1.3477729194446175,0.05559334374965304
fixed_threshold,56,195649,0.02,d[betan]/d[t],dot beta_N,-0.2338686264332966,0.17055832028698123
fixed_threshold,56,195649,0.05,d[kappa]/d[betan],D_betaN kappa,-1.3477729194446175,0.13383638094597383
fixed_threshold,56,195649,0.05,d[betan]/d[t],dot beta_N,-0.2338686264332966,0.3323820895230002
fixed_threshold,56,195649,0.1,d[kappa]/d[betan],D_betaN kappa,-1.3477729194446175,0.13383638094597383
fixed_threshold,56,195649,0.1,d[betan]/d[t],dot beta_N,-0.2338686264332966,0.3323820895230002
fixed_rank,56,195649,6.0,d[kappa]/d[betan],D_betaN kappa,-1.3477729194446175,0.05559334374965304
fixed_rank,56,195649,6.0,d[betan]/d[t],dot beta_N,-0.2338686264332966,0.17055832028698123
fixed_rank,56,195649,5.0,d[kappa]/d[betan],D_betaN kappa,-1.3477729194446175,0.13383638094597383
fixed_rank,56,195649,5.0,d[betan]/d[t],dot beta_N,-0.2338686264332966,0.3323820895230002
fixed_rank,56,195649,4.0,d[kappa]/d[betan],D_betaN kappa,-1.3477729194446175,0.22734343423798348
fixed_threshold,57,195650,0.02,d[kappa]/d[betan],D_betaN kappa,-1.2892828838906756,0.0003252323308827604
fixed_threshold,57,195650,0.02,d[betan]/d[t],dot beta_N,-0.1965069718499699,0.14943750763172056
fixed_threshold,57,195650,0.05,d[kappa]/d[betan],D_betaN kappa,-1.2892828838906756,0.1175631193149701
fixed_threshold,57,195650,0.05,d[betan]/d[t],dot beta_N,-0.1965069718499699,0.3589051671548752
fixed_threshold,57,195650,0.1,d[kappa]/d[betan],D_betaN kappa,-1.2892828838906756,0.1175631193149701
fixed_threshold,57,195650,0.1,d[betan]/d[t],dot beta_N,-0.1965069718499699,0.3589051671548752
fixed_rank,57,195650,6.0,d[kappa]/d[betan],D_betaN kappa,-1.2892828838906756,0.0003252323308827604
fixed_rank,57,195650,6.0,d[betan]/d[t],dot beta_N,-0.1965069718499699,0.14943750763172056
fixed_rank,57,195650,5.0,d[kappa]/d[betan],D_betaN kappa,-1.2892828838906756,0.1175631193149701
fixed_rank,57,195650,5.0,d[betan]/d[t],dot beta_N,-0.1965069718499699,0.3589051671548752
fixed_rank,57,195650,4.0,r[q95]/r[kappa],q95 / kappa,-0.005778911407506,0.0688908183423303
fixed_rank,57,195650,4.0,d[kappa]/d[betan],D_betaN kappa,-1.2892828838906756,0.2105501914854976
fixed_threshold,58,195651,0.05,r[q95]/r[kappa],q95 / kappa,0.0045317142677913,-0.011362912665300526
fixed_threshold,58,195651,0.05,d[kappa]/d[betan],D_betaN kappa,-1.506197871652346,0.1236069548946617
fixed_threshold,58,195651,0.05,d[betan]/d[t],dot beta_N,-0.2366128008889961,0.30565266142489345
fixed_threshold,58,195651,0.1,r[q95]/r[kappa],q95 / kappa,0.0045317142677913,-0.011362912665300526
fixed_threshold,58,195651,0.1,d[kappa]/d[betan],D_betaN kappa,-1.506197871652346,0.1236069548946617
fixed_threshold,58,195651,0.1,d[betan]/d[t],dot beta_N,-0.2366128008889961,0.30565266142489345
fixed_rank,58,195651,6.0,r[q95]/r[kappa],q95 / kappa,0.0045317142677913,-0.0055697689238110885
fixed_rank,58,195651,6.0,d[kappa]/d[betan],D_betaN kappa,-1.506197871652346,0.14314951039703946
fixed_rank,58,195651,6.0,d[betan]/d[t],dot beta_N,-0.2366128008889961,0.40717586084978996
fixed_rank,58,195651,5.0,r[q95]/r[kappa],q95 / kappa,0.0045317142677913,-0.011362912665300526
fixed_rank,58,195651,5.0,d[kappa]/d[betan],D_betaN kappa,-1.506197871652346,0.1236069548946617
fixed_rank,58,195651,5.0,d[betan]/d[t],dot beta_N,-0.2366128008889961,0.30565266142489345
fixed_rank,58,195651,4.0,d[kappa]/d[betan],D_betaN kappa,-1.506197871652346,0.22741676278981948
fixed_threshold,59,195652,0.05,r[q95]/r[kappa],q95 / kappa,0.0042272899617594,-0.004674367882722002
fixed_threshold,59,195652,0.05,d[kappa]/d[betan],D_betaN kappa,-1.5795274281884426,0.06663821282088252
fixed_threshold,59,195652,0.05,d[betan]/d[t],dot beta_N,-0.3450141308816796,0.10836827249671505
fixed_threshold,59,195652,0.1,d[kappa]/d[betan],D_betaN kappa,-1.5795274281884426,0.15558692095708987
fixed_threshold,59,195652,0.1,d[betan]/d[t],dot beta_N,-0.3450141308816796,0.27063566102272174
fixed_rank,59,195652,6.0,r[q95]/r[kappa],q95 / kappa,0.0042272899617594,-0.004674367882722002
fixed_rank,59,195652,6.0,d[kappa]/d[betan],D_betaN kappa,-1.5795274281884426,0.06663821282088252
fixed_rank,59,195652,6.0,d[betan]/d[t],dot beta_N,-0.3450141308816796,0.10836827249671505
fixed_rank,59,195652,5.0,d[kappa]/d[betan],D_betaN kappa,-1.5795274281884426,0.15558692095708987
fixed_rank,59,195652,5.0,d[betan]/d[t],dot beta_N,-0.3450141308816796,0.27063566102272174
fixed_rank,59,195652,4.0,d[kappa]/d[betan],D_betaN kappa,-1.5795274281884426,0.23357670749114634
fixed_threshold,60,195655,0.05,d[kappa]/d[betan],D_betaN kappa,-1.4663150978673527,0.10085153310990672
fixed_threshold,60,195655,0.05,d[betan]/d[t],dot beta_N,-0.2411828923719807,0.3403851641294906
fixed_threshold,60,195655,0.1,d[kappa]/d[betan],D_betaN kappa,-1.4663150978673527,0.10085153310990672
fixed_threshold,60,195655,0.1,d[betan]/d[t],dot beta_N,-0.2411828923719807,0.3403851641294906
fixed_rank,60,195655,6.0,d[kappa]/d[betan],D_betaN kappa,-1.4663150978673527,0.10777148614663197
fixed_rank,60,195655,6.0,d[betan]/d[t],dot beta_N,-0.2411828923719807,0.36711526360287117
fixed_rank,60,195655,5.0,d[kappa]/d[betan],D_betaN kappa,-1.4663150978673527,0.10085153310990672
fixed_rank,60,195655,5.0,d[betan]/d[t],dot beta_N,-0.2411828923719807,0.3403851641294906
fixed_rank,60,195655,4.0,r[q95]/r[kappa],q95 / kappa,-0.0036832778314036,0.10439103538045007
fixed_rank,60,195655,4.0,d[kappa]/d[betan],D_betaN kappa,-1.4663150978673527,0.22039360860023793
fixed_threshold,61,195659,0.05,d[kappa]/d[betan],D_betaN kappa,-1.5743710841490626,0.08366757596232488
fixed_threshold,61,195659,0.05,d[betan]/d[t],dot beta_N,-0.3367548848822126,0.3591403036774099
fixed_threshold,61,195659,0.05,d[li]/d[betan],D_betaN l_i,-0.0102388386350853,0.00843563767459915
fixed_threshold,61,195659,0.1,d[kappa]/d[betan],D_betaN kappa,-1.5743710841490626,0.08366757596232488
fixed_threshold,61,195659,0.1,d[betan]/d[t],dot beta_N,-0.3367548848822126,0.3591403036774099
fixed_threshold,61,195659,0.1,d[li]/d[betan],D_betaN l_i,-0.0102388386350853,0.00843563767459915
fixed_rank,61,195659,6.0,d[kappa]/d[betan],D_betaN kappa,-1.5743710841490626,0.08254562402727986
fixed_rank,61,195659,6.0,d[betan]/d[t],dot beta_N,-0.3367548848822126,0.3534497599139868
fixed_rank,61,195659,6.0,d[li]/d[betan],D_betaN l_i,-0.0102388386350853,0.00846270742587279
fixed_rank,61,195659,5.0,d[kappa]/d[betan],D_betaN kappa,-1.5743710841490626,0.08366757596232488
fixed_rank,61,195659,5.0,d[betan]/d[t],dot beta_N,-0.3367548848822126,0.3591403036774099
fixed_rank,61,195659,5.0,d[li]/d[betan],D_betaN l_i,-0.0102388386350853,0.00843563767459915
fixed_rank,61,195659,4.0,r[q95]/r[kappa],q95 / kappa,-0.0097740647835855,0.08519723283875047
fixed_rank,61,195659,4.0,d[kappa]/d[betan],D_betaN kappa,-1.5743710841490626,0.22771025071928694
