realization_index,shot,lambda_relative,lambda,coefficient_norm,edf,relative_coefficient_change,max_abs_coefficient_change,relative_prediction_change,prediction_correlation,rmse,rmse_canonical,absolute_rmse_change,relative_rmse_change,r2,r2_change,n_sign_changes,reconstruction_label,sensitivity_class
6,160721,0.01,37.485093058916284,0.982932825197432,4.8191664071549,0.7806976581524454,1.2671384161480048,0.11418542185422192,0.9941859094441629,0.12742621397279114,0.05693322154292767,0.07049299242986347,1.238169745527407,0.9837625599925605,-0.012996048292183482,3,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
6,160721,0.1,374.8509305891629,0.5662990003286951,3.1126279769319343,0.8936774189436828,1.3376028587472173,0.3171560351036726,0.9599533165273091,0.3217192834882609,0.05693322154292767,0.2647860619453332,4.650818182590982,0.8964967026318,-0.1002619056529439,3,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
6,160721,1.0,3748.5093058916286,0.2327339268699314,1.1322027259745502,0.9667303040632164,1.2841894323868577,0.6488580755990874,0.9059824511484283,0.650302632326323,0.05693322154292767,0.5933694107833953,10.422199810632254,0.577106486389455,-0.4196521218952889,3,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
7,161136,0.0,0.0,2.8393737735515647,7.0,1.4268725548210362e-15,2.4424906541753444e-15,2.6646814367239946e-15,1.0,0.0635302046033072,0.0635302046033072,0.0,0.0,0.9959639131030619,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
7,161136,1e-06,0.0034041467580070203,2.831898546640834,6.996243318953522,0.002897208183221952,0.006175964423618563,0.0002689508256397779,0.9999999642084195,0.06353077159563053,0.0635302046033072,5.669923233281304e-07,8.9247677835844e-06,0.9959638410604639,-7.204259799831192e-08,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
7,161136,1e-05,0.034041467580070206,2.7668866183449023,6.963348442869107,0.028163234043160876,0.06003659927321148,0.002614510841787715,0.9999966164135284,0.06358376345053919,0.0635302046033072,5.3558847231988116e-05,0.0008430454075571976,0.9959571050254659,-6.808077596009987e-06,1,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
7,161136,0.0001,0.34041467580070206,2.2858007646992604,6.703500777846149,0.22016676683064354,0.46942560575188685,0.020446917306784707,0.999792541258289,0.0667268756311744,0.0635302046033072,0.003196671027867193,0.050317341929365246,0.9955475240685018,-0.000416389034560094,1,STABLE_RECONSTRUCTION,LARGE_COEFFICIENT_MOVEMENT_STABLE_RECONSTRUCTION
7,161136,0.001,3.40414675800702,1.3216415465439797,5.8511414431126525,0.6919025636375611,1.4772621304465323,0.06478304262314175,0.997917524560488,0.09064210217651081,0.0635302046033072,0.027111897573203605,0.42675602483093233,0.991784009313023,-0.0041799037900388525,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
7,161136,0.01,34.041467580070204,1.045500431337955,4.81112344276418,0.8830640201625414,1.8917537094782815,0.10797295186010641,0.9949219163561545,0.12508873606456783,0.0635302046033072,0.06155853146126063,0.9689647915608176,0.9843528081097689,-0.011611104993292987,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
7,161136,0.1,340.41467580070207,0.6353208851976823,3.255206407959942,0.93532925590317,1.9480283890089412,0.32165532789501916,0.9629149627850765,0.32723180565524906,0.0635302046033072,0.26370160105194185,4.150806733561348,0.8929193453676053,-0.10304456773545656,1,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
7,161136,1.0,3404.1467580070203,0.23661859758936082,1.2164829689679115,0.9795378636850935,1.908667333206956,0.6799964156158999,0.8798052302272602,0.6815900125744055,0.0635302046033072,0.6180598079710984,9.728597787939663,0.5354350547588218,-0.46052885834424007,3,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
8,161138,0.0,0.0,2.6926662345146393,7.0,1.7555874873783226e-15,2.6645352591003757e-15,2.4568099157783002e-15,1.0,0.044740860132538855,0.04474086013253887,1.3877787807814457e-17,3.1018151565935565e-16,0.9979982554346006,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
8,161138,1e-06,0.003384710502198745,2.6859186631341516,6.996400840790257,0.002777992217869199,0.005645345339701846,0.00024788690785900694,0.9999999695753674,0.04474154546185743,0.04474086013253887,6.853293185588027e-07,1.5317750184698957e-05,0.9979981941096845,-6.132491614518898e-08,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
8,161138,1e-05,0.033847105021987456,2.627178100404989,6.964862327193727,0.027029520891107297,0.05492789559772682,0.002412040588861904,0.999997118436478,0.044805701190499675,0.04474086013253887,6.48410579608058e-05,0.0014492581896888284,0.9979924491408276,-5.806293773003013e-06,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
8,161138,0.0001,0.3384710502198745,2.189223084909921,6.714418809332803,0.21281417634467517,0.4324203330318801,0.019002364079486193,0.999820764838628,0.04860155960854235,0.04474086013253887,0.003860699476003482,0.08629023815292297,0.9976378884036173,-0.0003603670309832996,0,STABLE_RECONSTRUCTION,LARGE_COEFFICIENT_MOVEMENT_STABLE_RECONSTRUCTION
