realization_index,shot,tolerance,retained_rank,n_directions_removed,removed_singular_directions,relative_coefficient_change,max_abs_coefficient_change,relative_prediction_change,prediction_correlation,rmse,rmse_canonical,absolute_rmse_change,relative_rmse_change,r2,r2_change,n_sign_changes,reconstruction_label,sensitivity_class
0,155537,0.001,7,0,[],2.6981500679890932e-15,5.10702591327572e-15,4.132904045953842e-15,1.0,0.05815626535159005,0.05815626535159004,6.938893903907228e-18,1.1931464068329129e-16,0.9966178488003554,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
0,155537,0.005,7,0,[],2.6981500679890932e-15,5.10702591327572e-15,4.132904045953842e-15,1.0,0.05815626535159005,0.05815626535159004,6.938893903907228e-18,1.1931464068329129e-16,0.9966178488003554,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
0,155537,0.01,7,0,[],2.6981500679890932e-15,5.10702591327572e-15,4.132904045953842e-15,1.0,0.05815626535159005,0.05815626535159004,6.938893903907228e-18,1.1931464068329129e-16,0.9966178488003554,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
0,155537,0.02,7,0,[],2.6981500679890932e-15,5.10702591327572e-15,4.132904045953842e-15,1.0,0.05815626535159005,0.05815626535159004,6.938893903907228e-18,1.1931464068329129e-16,0.9966178488003554,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
0,155537,0.05,6,1,[7],0.847366370507518,1.563734322699637,0.08386075565139246,0.9964774827669598,0.10193621600030071,0.05815626535159004,0.043779950648710673,0.7527985228080493,0.98960900786754,-0.007008840932815397,1,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
0,155537,0.1,5,2,"[6, 7]",0.8837157988958714,1.7298002046112346,0.12156992646977534,0.9925828695772126,0.1345786482822081,0.05815626535159004,0.07642238293061807,1.3140868394591176,0.9818885874265337,-0.01472926137382169,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
1,159310,0.001,7,0,[],3.37701584130278e-15,1.9290125052862095e-15,1.1166256408181982e-15,1.0,0.043804993830068535,0.04380499383006854,6.938893903907228e-18,1.584041748944178e-16,0.9980811225155477,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
1,159310,0.005,7,0,[],3.37701584130278e-15,1.9290125052862095e-15,1.1166256408181982e-15,1.0,0.043804993830068535,0.04380499383006854,6.938893903907228e-18,1.584041748944178e-16,0.9980811225155477,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
1,159310,0.01,7,0,[],3.37701584130278e-15,1.9290125052862095e-15,1.1166256408181982e-15,1.0,0.043804993830068535,0.04380499383006854,6.938893903907228e-18,1.584041748944178e-16,0.9980811225155477,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
1,159310,0.02,7,0,[],3.37701584130278e-15,1.9290125052862095e-15,1.1166256408181982e-15,1.0,0.043804993830068535,0.04380499383006854,6.938893903907228e-18,1.584041748944178e-16,0.9980811225155477,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
1,159310,0.05,6,1,[7],0.35638109405784824,0.20270172191874117,0.018066647605481607,0.9998367848025494,0.047377789219584104,0.04380499383006854,0.0035727953895155623,0.08156137182384555,0.9977553450886647,-0.0003257774268830005,0,STABLE_RECONSTRUCTION,LARGE_COEFFICIENT_MOVEMENT_STABLE_RECONSTRUCTION
1,159310,0.1,5,2,"[6, 7]",0.3565060564470577,0.19951776118372944,0.018089958533254978,0.9998363633116497,0.047386666247533495,0.04380499383006854,0.0035816724174649525,0.08176402058996173,0.9977545038619449,-0.00032661865360283926,0,STABLE_RECONSTRUCTION,LARGE_COEFFICIENT_MOVEMENT_STABLE_RECONSTRUCTION
2,160715,0.001,7,0,[],3.887187077366681e-15,5.10702591327572e-15,1.7165414063689815e-15,1.0,0.07605122311542492,0.07605122311542489,2.7755575615628914e-17,3.6495896421683054e-16,0.9942162114626478,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
2,160715,0.005,7,0,[],3.887187077366681e-15,5.10702591327572e-15,1.7165414063689815e-15,1.0,0.07605122311542492,0.07605122311542489,2.7755575615628914e-17,3.6495896421683054e-16,0.9942162114626478,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
2,160715,0.01,7,0,[],3.887187077366681e-15,5.10702591327572e-15,1.7165414063689815e-15,1.0,0.07605122311542492,0.07605122311542489,2.7755575615628914e-17,3.6495896421683054e-16,0.9942162114626478,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
2,160715,0.02,7,0,[],3.887187077366681e-15,5.10702591327572e-15,1.7165414063689815e-15,1.0,0.07605122311542492,0.07605122311542489,2.7755575615628914e-17,3.6495896421683054e-16,0.9942162114626478,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
2,160715,0.05,6,1,[7],0.7376583953622735,1.0586521866950895,0.07276187923976968,0.9973493414694262,0.1051068910578559,0.07605122311542489,0.029055667942431,0.3820539203995718,0.9889525414521521,-0.005263670010495769,1,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
2,160715,0.1,5,2,"[6, 7]",0.7797356538860738,1.211163905159976,0.08914788009034602,0.9960184011730888,0.11698361980119715,0.07605122311542489,0.040932396685772254,0.5382214119508317,0.986314832698209,-0.00790137876443886,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
3,160717,0.001,7,0,[],1.0644960747954414e-15,1.5543122344752192e-15,1.5080425468369528e-15,1.0,0.0723378036056314,0.07233780360563145,5.551115123125783e-17,7.673878451423642e-16,0.9947672421695131,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
3,160717,0.005,7,0,[],1.0644960747954414e-15,1.5543122344752192e-15,1.5080425468369528e-15,1.0,0.0723378036056314,0.07233780360563145,5.551115123125783e-17,7.673878451423642e-16,0.9947672421695131,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
3,160717,0.01,7,0,[],1.0644960747954414e-15,1.5543122344752192e-15,1.5080425468369528e-15,1.0,0.0723378036056314,0.07233780360563145,5.551115123125783e-17,7.673878451423642e-16,0.9947672421695131,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
3,160717,0.02,7,0,[],1.0644960747954414e-15,1.5543122344752192e-15,1.5080425468369528e-15,1.0,0.0723378036056314,0.07233780360563145,5.551115123125783e-17,7.673878451423642e-16,0.9947672421695131,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
3,160717,0.05,6,1,[7],0.8803726721948814,1.6702005425976814,0.1191180414484208,0.9928800996099635,0.13909571332019674,0.07233780360563145,0.06675790971456529,0.9228633769213211,0.9806523825359457,-0.0141148596335674,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
3,160717,0.1,5,2,"[6, 7]",0.8872088413276177,1.6727279733638565,0.12196268830102568,0.9925346858736905,0.14152674105121965,0.07233780360563145,0.0691889374455882,0.9564699783088372,0.979970181567421,-0.014797060602092071,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
4,160719,0.001,7,0,[],3.13414260033167e-15,5.551115123125783e-15,1.5321753104511877e-15,1.0,0.06361405675449139,0.06361405675449142,2.7755575615628914e-17,4.3631198875976134e-16,0.9959532517832363,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
4,160719,0.005,7,0,[],3.13414260033167e-15,5.551115123125783e-15,1.5321753104511877e-15,1.0,0.06361405675449139,0.06361405675449142,2.7755575615628914e-17,4.3631198875976134e-16,0.9959532517832363,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
4,160719,0.01,7,0,[],3.13414260033167e-15,5.551115123125783e-15,1.5321753104511877e-15,1.0,0.06361405675449139,0.06361405675449142,2.7755575615628914e-17,4.3631198875976134e-16,0.9959532517832363,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
4,160719,0.02,7,0,[],3.13414260033167e-15,5.551115123125783e-15,1.5321753104511877e-15,1.0,0.06361405675449139,0.06361405675449142,2.7755575615628914e-17,4.3631198875976134e-16,0.9959532517832363,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
4,160719,0.05,5,2,"[6, 7]",0.8537996452696566,1.5214957577830368,0.10451844559983817,0.9945229482165767,0.12217465605859948,0.06361405675449142,0.05856059930410806,0.9205606793811735,0.9850733534169629,-0.010879898366273455,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
4,160719,0.1,5,2,"[6, 7]",0.8537996452696566,1.5214957577830368,0.10451844559983817,0.9945229482165767,0.12217465605859948,0.06361405675449142,0.05856059930410806,0.9205606793811735,0.9850733534169629,-0.010879898366273455,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
5,160720,0.001,7,0,[],1.288129655973094e-15,1.3785696523640752e-15,2.0935331078757784e-15,1.0,0.111305709890249,0.111305709890249,0.0,0.0,0.9876110389458277,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
5,160720,0.005,7,0,[],1.288129655973094e-15,1.3785696523640752e-15,2.0935331078757784e-15,1.0,0.111305709890249,0.111305709890249,0.0,0.0,0.9876110389458277,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
5,160720,0.01,7,0,[],1.288129655973094e-15,1.3785696523640752e-15,2.0935331078757784e-15,1.0,0.111305709890249,0.111305709890249,0.0,0.0,0.9876110389458277,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
5,160720,0.02,7,0,[],1.288129655973094e-15,1.3785696523640752e-15,2.0935331078757784e-15,1.0,0.111305709890249,0.111305709890249,0.0,0.0,0.9876110389458277,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
5,160720,0.05,6,1,[7],0.8769558722721352,1.6342651436201314,0.11205674976968917,0.9937018088093895,0.15744875854678111,0.111305709890249,0.04614304865653211,0.41456137966354306,0.9752098884320775,-0.012401150513750236,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
5,160720,0.1,5,2,"[6, 7]",0.8794838095540742,1.6320067362979134,0.11324232095621659,0.993567399195671,0.15828427105320486,0.111305709890249,0.04697856116295586,0.42206784547960574,0.9749460895371556,-0.012664949408672133,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
6,160721,0.001,7,0,[],1.058704111228967e-15,1.3322676295501878e-15,2.3287492195828203e-15,0.9999999999999998,0.05693322154292767,0.05693322154292767,0.0,0.0,0.9967586082847439,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
6,160721,0.005,7,0,[],1.058704111228967e-15,1.3322676295501878e-15,2.3287492195828203e-15,0.9999999999999998,0.05693322154292767,0.05693322154292767,0.0,0.0,0.9967586082847439,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
6,160721,0.01,7,0,[],1.058704111228967e-15,1.3322676295501878e-15,2.3287492195828203e-15,0.9999999999999998,0.05693322154292767,0.05693322154292767,0.0,0.0,0.9967586082847439,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
6,160721,0.02,7,0,[],1.058704111228967e-15,1.3322676295501878e-15,2.3287492195828203e-15,0.9999999999999998,0.05693322154292767,0.05693322154292767,0.0,0.0,0.9967586082847439,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
6,160721,0.05,6,1,[7],0.804151155167074,1.2429865384840006,0.08044654717402025,0.9967589242378408,0.09844826826645034,0.05693322154292767,0.04151504672352267,0.7291884351251683,0.990307938475337,-0.006450669809406895,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
6,160721,0.1,5,2,"[6, 7]",0.8305068859138571,1.358333624840985,0.09165241032584537,0.9957910602538382,0.10776979080783411,0.05693322154292767,0.05083656926490644,0.8929157333311055,0.9883856721892357,-0.008372936095508265,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
7,161136,0.001,7,0,[],2.067042046113146e-15,3.3306690738754696e-15,2.8280238674812088e-15,1.0,0.0635302046033072,0.0635302046033072,0.0,0.0,0.9959639131030619,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
7,161136,0.005,7,0,[],2.067042046113146e-15,3.3306690738754696e-15,2.8280238674812088e-15,1.0,0.0635302046033072,0.0635302046033072,0.0,0.0,0.9959639131030619,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
7,161136,0.01,7,0,[],2.067042046113146e-15,3.3306690738754696e-15,2.8280238674812088e-15,1.0,0.0635302046033072,0.0635302046033072,0.0,0.0,0.9959639131030619,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
7,161136,0.02,6,1,[7],0.9078458569535472,1.9337214171804697,0.08422553286236269,0.9964467168966197,0.10536316017967384,0.0635302046033072,0.04183295557636664,0.6584734904850011,0.9888986044769524,-0.0070653086261094344,3,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
7,161136,0.05,5,2,"[6, 7]",0.908440679223165,1.9402049233315504,0.08456470099902262,0.9964179902756412,0.10563338834461365,0.0635302046033072,0.04210318374130645,0.6627270288865718,0.988841587266836,-0.007122325836225851,3,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
7,161136,0.1,5,2,"[6, 7]",0.908440679223165,1.9402049233315504,0.08456470099902262,0.9964179902756412,0.10563338834461365,0.0635302046033072,0.04210318374130645,0.6627270288865718,0.988841587266836,-0.007122325836225851,3,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
8,161138,0.001,7,0,[],1.849146402095053e-15,2.886579864025407e-15,1.975159238611667e-15,1.0,0.04474086013253889,0.04474086013253887,2.0816681711721685e-17,4.652722734890335e-16,0.9979982554346006,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
8,161138,0.005,7,0,[],1.849146402095053e-15,2.886579864025407e-15,1.975159238611667e-15,1.0,0.04474086013253889,0.04474086013253887,2.0816681711721685e-17,4.652722734890335e-16,0.9979982554346006,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
8,161138,0.01,7,0,[],1.849146402095053e-15,2.886579864025407e-15,1.975159238611667e-15,1.0,0.04474086013253889,0.04474086013253887,2.0816681711721685e-17,4.652722734890335e-16,0.9979982554346006,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
8,161138,0.02,6,1,[7],0.900249924229116,1.8301351066743456,0.0802443862735885,0.9967752196315753,0.09180422940817622,0.04474086013253887,0.04706336927563735,1.0519102479527058,0.991571983462771,-0.006426271971829656,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
8,161138,0.05,5,2,"[6, 7]",0.9050857272514934,1.8256730858440176,0.08300996090225003,0.9965487175201247,0.09422634900057758,0.04474086013253887,0.04948548886803871,1.1060468824569623,0.9911213951540213,-0.006876860280579322,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
8,161138,0.1,5,2,"[6, 7]",0.9050857272514934,1.8256730858440176,0.08300996090225003,0.9965487175201247,0.09422634900057758,0.04474086013253887,0.04948548886803871,1.1060468824569623,0.9911213951540213,-0.006876860280579322,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
9,161145,0.001,7,0,[],1.9742082695092947e-15,3.3861802251067274e-15,1.4366470928002214e-15,0.9999999999999997,0.04866207363689367,0.04866207363689368,6.938893903907228e-18,1.4259346931418657e-16,0.9976320025893576,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
9,161145,0.005,7,0,[],1.9742082695092947e-15,3.3861802251067274e-15,1.4366470928002214e-15,0.9999999999999997,0.04866207363689367,0.04866207363689368,6.938893903907228e-18,1.4259346931418657e-16,0.9976320025893576,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
9,161145,0.01,7,0,[],1.9742082695092947e-15,3.3861802251067274e-15,1.4366470928002214e-15,0.9999999999999997,0.04866207363689367,0.04866207363689368,6.938893903907228e-18,1.4259346931418657e-16,0.9976320025893576,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
9,161145,0.02,6,1,[7],0.9288936517891129,2.159634073795377,0.08585249199730365,0.9963078588558123,0.09859611610895158,0.04866207363689368,0.049934042472057905,1.026138812839222,0.9902788058882301,-0.00735319670112744,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
9,161145,0.05,6,1,[7],0.9288936517891129,2.159634073795377,0.08585249199730365,0.9963078588558123,0.09859611610895158,0.04866207363689368,0.049934042472057905,1.026138812839222,0.9902788058882301,-0.00735319670112744,2,MODERATE_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
9,161145,0.1,5,2,"[6, 7]",0.9295310407903201,2.1666164675132578,0.08655327053338885,0.996247224016194,0.09920547501185088,0.04866207363689368,0.050543401374957206,1.0386610680034019,0.9901582737276731,-0.007473728861684514,2,MATERIAL_RECONSTRUCTION_CHANGE,LARGE_COEFFICIENT_MOVEMENT_CHANGED_RECONSTRUCTION
10,161414,0.001,7,0,[],2.494805899924638e-15,1.5543122344752192e-15,2.449407064440849e-15,1.0,0.02654490415499677,0.026544904154996753,1.734723475976807e-17,6.535052701066926e-16,0.999295368063402,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
10,161414,0.005,7,0,[],2.494805899924638e-15,1.5543122344752192e-15,2.449407064440849e-15,1.0,0.02654490415499677,0.026544904154996753,1.734723475976807e-17,6.535052701066926e-16,0.999295368063402,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
10,161414,0.01,7,0,[],2.494805899924638e-15,1.5543122344752192e-15,2.449407064440849e-15,1.0,0.02654490415499677,0.026544904154996753,1.734723475976807e-17,6.535052701066926e-16,0.999295368063402,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
10,161414,0.02,7,0,[],2.494805899924638e-15,1.5543122344752192e-15,2.449407064440849e-15,1.0,0.02654490415499677,0.026544904154996753,1.734723475976807e-17,6.535052701066926e-16,0.999295368063402,0.0,0,STABLE_RECONSTRUCTION,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
10,161414,0.05,5,2,"[6, 7]",0.3886020726774719,0.29793619262170057,0.022829775663561164,0.999739366706718,0.03500661852032508,0.026544904154996753,0.008461714365328325,0.3187698217299908,0.9987745366597724,-0.0005208314036295736,1,STABLE_RECONSTRUCTION,LARGE_COEFFICIENT_MOVEMENT_STABLE_RECONSTRUCTION
10,161414,0.1,5,2,"[6, 7]",0.3886020726774719,0.29793619262170057,0.022829775663561164,0.999739366706718,0.03500661852032508,0.026544904154996753,0.008461714365328325,0.3187698217299908,0.9987745366597724,-0.0005208314036295736,1,STABLE_RECONSTRUCTION,LARGE_COEFFICIENT_MOVEMENT_STABLE_RECONSTRUCTION
