canonical_or_augmentation,noise_sigma,noise_percent,noise_replicate,noise_seed,trajectory_id,representation_id,representation_label,support_scope,rmse,estimator,cohort
canonical,0.01,1.0,0,901.0,conf_013,C0_poly2,quadratic (10->65),native,2.976024917716716,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_014,C0_poly2,quadratic (10->65),native,3.1847685423883045,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_015,C0_poly2,quadratic (10->65),native,3.39283243179964,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_016,C0_poly2,quadratic (10->65),native,2.913519501592792,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_017,C0_poly2,quadratic (10->65),native,2.975628414183465,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_018,C0_poly2,quadratic (10->65),native,2.942959123033157,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_019,C0_poly2,quadratic (10->65),native,3.0940334940867147,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_020,C0_poly2,quadratic (10->65),native,3.135707430482418,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_021,C0_poly2,quadratic (10->65),native,2.8105337707163844,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_022,C0_poly2,quadratic (10->65),native,2.7372623812472177,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_023,C0_poly2,quadratic (10->65),native,3.098788215907748,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_000,C0_poly3,cubic (10->285),native,3.3017401956629104,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_001,C0_poly3,cubic (10->285),native,2.8296881564599867,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_002,C0_poly3,cubic (10->285),native,2.2495167734257016,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_003,C0_poly3,cubic (10->285),native,2.8577480321505284,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_004,C0_poly3,cubic (10->285),native,3.043874318910833,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_005,C0_poly3,cubic (10->285),native,3.0368330667122634,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_006,C0_poly3,cubic (10->285),native,3.1218002117867685,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_007,C0_poly3,cubic (10->285),native,3.280540290103614,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_008,C0_poly3,cubic (10->285),native,2.824609555667636,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_009,C0_poly3,cubic (10->285),native,2.9610315978273847,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_010,C0_poly3,cubic (10->285),native,3.1344481827479687,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_011,C0_poly3,cubic (10->285),native,3.036811869365796,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_012,C0_poly3,cubic (10->285),native,2.9235940873368613,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_013,C0_poly3,cubic (10->285),native,2.986966027472324,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_014,C0_poly3,cubic (10->285),native,3.2110931770045745,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_015,C0_poly3,cubic (10->285),native,3.4300304691973404,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_016,C0_poly3,cubic (10->285),native,2.9432610264279444,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_017,C0_poly3,cubic (10->285),native,2.9696728592619266,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_018,C0_poly3,cubic (10->285),native,2.9565894260507304,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_019,C0_poly3,cubic (10->285),native,3.0928057519071,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_020,C0_poly3,cubic (10->285),native,3.10829521034192,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_021,C0_poly3,cubic (10->285),native,2.7963941832051,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_022,C0_poly3,cubic (10->285),native,2.715832641780614,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_023,C0_poly3,cubic (10->285),native,3.0802323167174968,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_000,C_all,C_all (38),native,2.489100622704337,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_001,C_all,C_all (38),native,1.8378414210979104,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_002,C_all,C_all (38),native,1.540147251061554,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_003,C_all,C_all (38),native,2.247587040495966,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_004,C_all,C_all (38),native,2.319666190111317,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_005,C_all,C_all (38),native,2.163942278640746,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_006,C_all,C_all (38),native,2.477635520894754,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_007,C_all,C_all (38),native,2.571132985894416,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_008,C_all,C_all (38),native,2.2261458678017547,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_009,C_all,C_all (38),native,2.086866139152024,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_010,C_all,C_all (38),native,2.430530530533662,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_011,C_all,C_all (38),native,2.303320556716992,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_012,C_all,C_all (38),native,1.989021804033437,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_013,C_all,C_all (38),native,2.23491874527907,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_014,C_all,C_all (38),native,2.5100178828296755,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_015,C_all,C_all (38),native,2.5672141200908727,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_016,C_all,C_all (38),native,2.248102145603624,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_017,C_all,C_all (38),native,2.3151181877555733,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_018,C_all,C_all (38),native,2.028928625059933,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_019,C_all,C_all (38),native,2.115473400802345,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_020,C_all,C_all (38),native,2.4720528887129887,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_021,C_all,C_all (38),native,2.027700531604974,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_022,C_all,C_all (38),native,2.052484535698657,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_023,C_all,C_all (38),native,2.3479883316888728,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_000,C*_accuracy,q_acc -> C_all (38),native,2.489100622704337,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_001,C*_accuracy,q_acc -> C_all (38),native,1.8378414210979104,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_002,C*_accuracy,q_acc -> C_all (38),native,1.540147251061554,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_003,C*_accuracy,q_acc -> C_all (38),native,2.247587040495966,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_004,C*_accuracy,q_acc -> C_all (38),native,2.319666190111317,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_005,C*_accuracy,q_acc -> C_all (38),native,2.163942278640746,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_006,C*_accuracy,q_acc -> C_all (38),native,2.477635520894754,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_007,C*_accuracy,q_acc -> C_all (38),native,2.571132985894416,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_008,C*_accuracy,q_acc -> C_all (38),native,2.2261458678017547,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_009,C*_accuracy,q_acc -> C_all (38),native,2.086866139152024,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_010,C*_accuracy,q_acc -> C_all (38),native,2.430530530533662,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_011,C*_accuracy,q_acc -> C_all (38),native,2.303320556716992,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_012,C*_accuracy,q_acc -> C_all (38),native,1.989021804033437,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_013,C*_accuracy,q_acc -> C_all (38),native,2.23491874527907,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_014,C*_accuracy,q_acc -> C_all (38),native,2.5100178828296755,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_015,C*_accuracy,q_acc -> C_all (38),native,2.5672141200908727,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_016,C*_accuracy,q_acc -> C_all (38),native,2.248102145603624,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_017,C*_accuracy,q_acc -> C_all (38),native,2.3151181877555733,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_018,C*_accuracy,q_acc -> C_all (38),native,2.028928625059933,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_019,C*_accuracy,q_acc -> C_all (38),native,2.115473400802345,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_020,C*_accuracy,q_acc -> C_all (38),native,2.4720528887129887,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_021,C*_accuracy,q_acc -> C_all (38),native,2.027700531604974,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_022,C*_accuracy,q_acc -> C_all (38),native,2.052484535698657,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_023,C*_accuracy,q_acc -> C_all (38),native,2.3479883316888728,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_000,C*_compact,q_comp -> compact (12),native,5.401725293656698,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_001,C*_compact,q_comp -> compact (12),native,5.335825786064344,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_002,C*_compact,q_comp -> compact (12),native,3.9809276902870208,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_003,C*_compact,q_comp -> compact (12),native,4.297882634277078,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_004,C*_compact,q_comp -> compact (12),native,5.371877361224882,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_005,C*_compact,q_comp -> compact (12),native,4.58664384895515,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_006,C*_compact,q_comp -> compact (12),native,5.4337239832317366,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_007,C*_compact,q_comp -> compact (12),native,4.412929077407917,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_008,C*_compact,q_comp -> compact (12),native,4.922800262525935,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_009,C*_compact,q_comp -> compact (12),native,5.040249320341539,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_010,C*_compact,q_comp -> compact (12),native,4.81319572163903,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_011,C*_compact,q_comp -> compact (12),native,4.894785331351677,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_012,C*_compact,q_comp -> compact (12),native,5.583112920427635,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_013,C*_compact,q_comp -> compact (12),native,5.266733804440081,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_014,C*_compact,q_comp -> compact (12),native,4.723456678522918,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_015,C*_compact,q_comp -> compact (12),native,5.601999550059016,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_016,C*_compact,q_comp -> compact (12),native,5.124205182530046,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_017,C*_compact,q_comp -> compact (12),native,4.899137370645877,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_018,C*_compact,q_comp -> compact (12),native,5.980551546646836,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_019,C*_compact,q_comp -> compact (12),native,5.654128309310841,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_020,C*_compact,q_comp -> compact (12),native,5.211295450624897,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_021,C*_compact,q_comp -> compact (12),native,5.013111425125829,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_022,C*_compact,q_comp -> compact (12),native,4.94501903650141,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_023,C*_compact,q_comp -> compact (12),native,5.846784104029545,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_000,C*_robust,q_rob -> C_all (38),native,2.489100622704337,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_001,C*_robust,q_rob -> C_all (38),native,1.8378414210979104,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_002,C*_robust,q_rob -> C_all (38),native,1.540147251061554,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_003,C*_robust,q_rob -> C_all (38),native,2.247587040495966,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_004,C*_robust,q_rob -> C_all (38),native,2.319666190111317,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_005,C*_robust,q_rob -> C_all (38),native,2.163942278640746,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_006,C*_robust,q_rob -> C_all (38),native,2.477635520894754,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_007,C*_robust,q_rob -> C_all (38),native,2.571132985894416,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_008,C*_robust,q_rob -> C_all (38),native,2.2261458678017547,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_009,C*_robust,q_rob -> C_all (38),native,2.086866139152024,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_010,C*_robust,q_rob -> C_all (38),native,2.430530530533662,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_011,C*_robust,q_rob -> C_all (38),native,2.303320556716992,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_012,C*_robust,q_rob -> C_all (38),native,1.989021804033437,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_013,C*_robust,q_rob -> C_all (38),native,2.23491874527907,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_014,C*_robust,q_rob -> C_all (38),native,2.5100178828296755,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_015,C*_robust,q_rob -> C_all (38),native,2.5672141200908727,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_016,C*_robust,q_rob -> C_all (38),native,2.248102145603624,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_017,C*_robust,q_rob -> C_all (38),native,2.3151181877555733,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_018,C*_robust,q_rob -> C_all (38),native,2.028928625059933,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_019,C*_robust,q_rob -> C_all (38),native,2.115473400802345,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_020,C*_robust,q_rob -> C_all (38),native,2.4720528887129887,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_021,C*_robust,q_rob -> C_all (38),native,2.027700531604974,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_022,C*_robust,q_rob -> C_all (38),native,2.052484535698657,pysindy.STLSQ,confirmation_24
canonical,0.01,1.0,0,901.0,conf_023,C*_robust,q_rob -> C_all (38),native,2.3479883316888728,pysindy.STLSQ,confirmation_24
