shot_id,era,block,denominator,used_by,finite,rms,no_sign_change,eta,eta_threshold,admissible,failure_reasons
170394,earlier,C,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,3.111865143678832e+19,True,0.2554406706841629,0.05,True,
170411,earlier,A,cerqtit10,RECIP(cerqtit10),True,1309.7749285446494,True,0.1550648026759836,0.05,True,
170411,earlier,A,ece22,"RATIO(ip,ece22)",True,2823.466563001695,True,0.22772104543849073,0.05,True,
170411,earlier,A,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,2.6190825499759768e+19,True,0.19341655097445695,0.05,True,
170411,earlier,B,cerqtit10,RECIP(cerqtit10),True,1584.703149318865,True,0.12816279877529285,0.05,True,
170411,earlier,B,ece22,"RATIO(ip,ece22)",True,2734.9909223777454,True,0.23508771170925477,0.05,True,
170411,earlier,B,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,2.82101067510883e+19,True,0.1795717818452411,0.05,True,
170411,earlier,C,cerqtit10,RECIP(cerqtit10),True,1732.5253482092605,True,0.1172277167861647,0.05,True,
170411,earlier,C,ece22,"RATIO(ip,ece22)",True,2662.5925589940266,True,0.24147996482431794,0.05,True,
170411,earlier,C,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,2.8374227895603905e+19,True,0.17853310948144746,0.05,True,
186997,earlier,A,cerqtit10,RECIP(cerqtit10),True,1441.333218381655,True,0.1829453071695973,0.05,True,
186997,earlier,A,ece22,"RATIO(ip,ece22)",True,3624.004861824524,True,0.34541805097242034,0.05,True,
186997,earlier,A,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,2.8785855815352746e+19,True,0.24723872987704718,0.05,True,
186997,earlier,B,cerqtit10,RECIP(cerqtit10),True,1631.1668556989,True,0.16165430743600778,0.05,True,
186997,earlier,B,ece22,"RATIO(ip,ece22)",True,3764.0373784878916,True,0.33256755186338793,0.05,True,
186997,earlier,B,prmtan_neped,"RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RECIP(prmtan_neped)",True,3.152957579132584e+19,True,0.22572388786053982,0.05,True,
186997,earlier,C,cerqtit10,RECIP(cerqtit10),True,1691.7335713485575,True,0.15586682964527374,0.05,True,
186997,earlier,C,ece22,"RATIO(ip,ece22)",True,3619.7237548913326,True,0.3458265825933401,0.05,True,
