shot_id,era,comparator,NRMSE_REL,NRMSE_comparator,d_s,class
195651,later,B0,0.1693317910890801,0.9380591333802256,-0.7687273422911455,WIN
195652,later,B0,0.1391419137467811,0.7518216571204341,-0.612679743373653,WIN
195659,later,B0,0.1308391260664134,1.1768165843817109,-1.0459774583152974,WIN
155537,earlier,B1,0.0881634176028925,0.0928539538012317,-0.004690536198339201,TIE
159310,earlier,B1,0.1024085998029482,0.1016656691068416,0.0007429306961065918,TIE
160717,earlier,B1,0.3667649468845722,0.1731689681899915,0.19359597869458067,LOSS
160719,earlier,B1,0.1743859588532056,0.0917048299165997,0.0826811289366059,LOSS
160721,earlier,B1,0.1477670102128884,0.1495973877049074,-0.001830377492019003,TIE
161136,earlier,B1,0.3507506315519817,0.6091521244408399,-0.25840149288885816,WIN
161145,earlier,B1,0.1348071042439103,0.0949323680804113,0.039874736163498986,LOSS
161414,earlier,B1,0.1316860054311389,0.2099593209737157,-0.0782733155425768,WIN
165017,earlier,B1,0.2002137627391678,0.3533484427576376,-0.1531346800184698,WIN
165026,earlier,B1,0.1649247648569792,0.1268889708243593,0.03803579403261992,LOSS
165027,earlier,B1,0.1190299581843449,0.0794025657934618,0.0396273923908831,LOSS
165029,earlier,B1,0.1546676472311377,0.1041519241936941,0.050515723037443616,LOSS
165031,earlier,B1,0.3144382275033943,0.5653403261116127,-0.2509020986082184,WIN
165043,earlier,B1,0.1597994106811542,0.1777341570620123,-0.017934746380858096,WIN
165860,earlier,B1,0.1011016505227557,0.109309889331746,-0.008208238808990298,TIE
165955,earlier,B1,0.1935103166218603,0.216268538126285,-0.02275822150442469,WIN
165965,earlier,B1,0.1897777329274167,0.1479502822561476,0.04182745067126911,LOSS
170394,earlier,B1,0.2196926846708603,0.2206892587272621,-0.0009965740564018,TIE
170411,earlier,B1,0.1236438541971501,0.0867111419220898,0.0369327122750603,LOSS
186997,earlier,B1,0.2431984910921842,0.1991505903525418,0.044047900739642404,LOSS
187018,earlier,B1,0.3085991152311767,0.3550296531477837,-0.04643053791660695,WIN
187019,earlier,B1,11.952633158377472,0.1774456668879357,11.775187491489536,LOSS
187021,earlier,B1,0.2339909427410042,0.3720670187305525,-0.13807607598954827,WIN
187022,earlier,B1,11.766571685014748,0.2344794204741319,11.532092264540616,LOSS
189646,later,B1,0.2402300600201362,0.253778277366425,-0.013548217346288804,WIN
189649,later,B1,0.1374895379814073,0.257508794644327,-0.12001925666291971,WIN
189650,later,B1,0.1699439778423281,0.2062934307767517,-0.0363494529344236,WIN
189652,later,B1,0.1781385530057603,0.2142787348231652,-0.036140181817404915,WIN
195261,later,B1,0.1697792788135332,0.1755561209736248,-0.005776842160091611,TIE
195265,later,B1,0.1880751743690242,0.4316920031638589,-0.2436168287948347,WIN
195266,later,B1,0.2512944925106523,0.4302601376322874,-0.1789656451216351,WIN
195268,later,B1,0.2617329850600386,0.3206579134211005,-0.05892492836106189,WIN
195269,later,B1,0.2077212378630986,0.2750832712876768,-0.0673620334245782,WIN
195274,later,B1,0.499649267736147,0.3573935193712425,0.1422557483649045,LOSS
