shot_id,era,block,n_calibration,n_protected,scale,scale_valid,y_protected_finite,relational_applicable,domain_failure,relational_nonfinite_construction,B1A_a,B1A_phi,REL_rmse,REL_mse,REL_nrmse,REL_finite,B0_rmse,B0_mse,B0_nrmse,B0_finite,B1_rmse,B1_mse,B1_nrmse,B1_finite,B1A_rmse,B1A_mse,B1A_nrmse,B1A_finite,B2_rmse,B2_mse,B2_nrmse,B2_finite,B3_rmse,B3_mse,B3_nrmse,B3_finite,H0_rmse,H0_mse,H0_nrmse,H0_finite,all_methods_finite,comparison_eligible,ineligible_reason
161414,earlier,C,666,83,5.473345143574212e+18,True,True,True,,False,3.2183920591748267e-20,1.0005377596197382,4.845764369684806e+17,2.348143232650678e+35,0.08853387174703947,True,3.0989911336226207e+18,9.603746046271616e+36,0.5661969147443373,True,5.1248224441109677e+17,2.6263805083663513e+35,0.09363236393245884,True,9.873430603768325e+17,9.748463188742895e+35,0.18039115650069829,True,5.596701854792695e+17,3.1323071651439995e+35,0.10225377183390867,True,4.86521047298752e+17,2.367027294646745e+35,0.08888915910408736,True,5.479719598727086e+17,3.0027326880673738e+35,0.10011646360654522,True,True,True,
165017,earlier,A,289,72,1.2893392723221838e+19,True,True,True,,False,2.590420048879912e-20,1.0031230343217685,4.2636332655372303e+18,1.8178568622995665e+37,0.3306835801144993,True,9.252721772378692e+18,8.561286019705069e+37,0.7176328194606171,True,1.0195052993924786e+19,1.0393910554893473e+38,0.7907191856153449,True,1.7432293798504212e+19,3.038848670773684e+38,1.3520331050730752,True,4.629414929974856e+18,2.14314825938741e+37,0.35905327863293723,True,3.9654043538256584e+18,1.5724431689339486e+37,0.30755321263764096,True,5.238598169737661e+18,2.7442910783978775e+37,0.40630098548868415,True,True,True,
165017,earlier,B,433,73,1.1163192249679927e+19,True,True,True,,False,2.5302645592100876e-20,1.0010437615986756,1.7466466959281485e+18,3.0507746803967183e+36,0.1564648047674919,True,3.817756367584483e+18,1.4575263682231867e+37,0.3419950388916706,True,1.592398313024644e+18,2.5357323873237323e+36,0.14264721751704146,True,3.1996965240793073e+18,1.0238057846205202e+37,0.28662916955237866,True,1.5305799387775923e+18,2.3426749489884184e+36,0.1371095206948064,True,2.1652802147187075e+18,4.688438408252292e+36,0.19396604181754468,True,1.4986235124498637e+18,2.245872432067567e+36,0.13424686047961168,True,True,True,
165017,earlier,C,578,72,9.897445718566853e+18,True,True,True,,False,2.5092947467719007e-20,1.000699989997116,1.1232898502057879e+18,1.2617800875753414e+36,0.1134929033355123,True,3.336398173518352e+18,1.1131552772256596e+37,0.33709689028751366,True,1.2537977852647526e+18,1.5720088863347987e+36,0.12667892514052628,True,8.295654502702688e+17,6.881788362821138e+35,0.08381611517343988,True,1.0348133647879803e+18,1.0708386999438216e+36,0.10455357818702146,True,1.5630809637831398e+18,2.4432220993412294e+36,0.15792771268761993,True,1.0891373564921955e+18,1.1862201813068076e+36,0.11004226620299185,True,True,True,
165026,earlier,A,286,72,1.075647031965854e+19,True,True,True,,False,2.7138743900636165e-20,1.0023213273687106,1.905710868722886e+18,3.6317339151685363e+36,0.17716879348795359,True,1.3017920451768717e+19,1.6946625288857823e+38,1.2102409122049218,True,2.274612718329123e+18,5.173863018384603e+36,0.21146460230286118,True,3.255802953839116e+18,1.060025287422751e+37,0.30268320899736095,True,3.843392102451807e+18,1.4771662853188922e+37,0.357309785481174,True,3.748902640590227e+18,1.4054271008624377e+37,0.3485253553611102,True,3.371614110371849e+18,1.1367781709258558e+37,0.31344985949618465,True,True,True,
165026,earlier,B,430,71,1.065450646959465e+19,True,True,True,,False,2.4556335730072843e-20,1.001281878439073,1.9469442160716183e+18,3.790591780494729e+36,0.1827343407813135,True,8.543364196501585e+18,7.298907179406518e+37,0.8018545223922151,True,1.058686141296304e+18,1.1208163457728577e+36,0.0993651038006814,True,2.488662791394961e+18,6.19344248927376e+36,0.23357842040802118,True,1.859070441105846e+18,3.456142904993485e+36,0.1744867719974808,True,1.6143182806562557e+18,2.6060235112609694e+36,0.1515150687892606,True,1.7993007729318687e+18,3.2374832714732204e+36,0.16887697032862403,True,True,True,
165026,earlier,C,573,72,9.802662361264646e+18,True,True,True,,False,2.3797670203545873e-20,1.000847845039574,1.3220964467092774e+18,1.7479390144012976e+36,0.13487116030167065,True,6.076463465487239e+18,3.6923408247401183e+37,0.6198788901980821,True,6.845905542945175e+17,4.6866422702927476e+35,0.06983720636953553,True,1.723101303508521e+18,2.969078102152764e+36,0.17577890985181527,True,7.624451713564558e+17,5.813226393247752e+35,0.07777939739812607,True,5.974385286421155e+17,3.569327955060559e+35,0.060946557845642214,True,7.609757592902849e+17,5.7908410622742565e+35,0.07762949811443991,True,True,True,
165027,earlier,A,292,74,1.0784608444635535e+19,True,True,True,,False,2.718184144574499e-20,1.002382472545663,2.0865252261107576e+18,4.353587519196548e+36,0.1934725063800192,True,1.1661469779164035e+19,1.359898774103561e+38,1.081306738119423,True,9.55534643192683e+17,9.13046454341368e+35,0.08860170010789624,True,4.624131990754647e+18,2.138259666792054e+37,0.42877143055247185,True,4.499328865713842e+18,2.024396024184581e+37,0.417199093394243,True,1.7602931227451415e+18,3.098631877983842e+36,0.16322271984021303,True,3.8988755185719624e+18,1.5201230309319788e+37,0.3615222136795644,True,True,True,
165027,earlier,B,439,73,1.0307701970611397e+19,True,True,True,,False,2.4989918110221626e-20,1.0013611748193956,6.328738646050684e+17,4.005293285001545e+35,0.06139815318773034,True,8.199876697860993e+18,6.72379778601237e+37,0.7955096801634265,True,5.780658048660381e+17,3.3416007475542054e+35,0.05608095834689237,True,2.990276106869392e+18,8.941751195313968e+36,0.2901011413984474,True,5.936283745909984e+17,3.523946471195507e+35,0.057590758472015426,True,5.899256248219363e+17,3.4801224282155195e+35,0.05723153681624587,True,6.012278106440123e+17,3.6147488029179224e+35,0.058328016502435874,True,True,True,
165027,earlier,C,585,73,9.591606145663439e+18,True,True,True,,False,2.4067121968473366e-20,1.0008646894530888,9.804464506577559e+17,9.612752426073915e+35,0.10221921498528543,True,6.090448846960017e+18,3.70935671574366e+37,0.6349769532304695,True,8.970553381321673e+17,8.04708279671417e+35,0.09352503892559687,True,1.4147490829276142e+18,2.0015149676445252e+36,0.14749866304375428,True,7.439522700860009e+17,5.53464980166114e+35,0.07756284597052152,True,5.832057541377112e+17,3.401289516593365e+35,0.060803763757688326,True,7.604779769825092e+17,5.7832675347540975e+35,0.07928578023674761,True,True,True,
165029,earlier,A,267,67,9.924852839733563e+18,True,True,True,,False,2.5022124051397902e-20,1.0018710788686296,2.671448307475966e+18,7.136636059516202e+36,0.2691675484376937,True,8.372271624388226e+18,7.009493215253627e+37,0.8435663238119089,True,1.0534535086755643e+18,1.1097642949408573e+36,0.1061429852600056,True,2.780723585048725e+18,7.732423656446233e+36,0.2801778152232406,True,1.559718126966287e+18,2.432720635587223e+36,0.15715277114458034,True,1.0275389169136653e+18,1.0558362257721083e+36,0.1035319045537858,True,1.5770572483904138e+18,2.4871095647007432e+36,0.15889981180141616,True,True,True,
165029,earlier,B,400,67,9.108740402645567e+18,True,True,True,,False,2.3618901978275786e-20,1.00105795046569,8.697392709100074e+17,7.564463993630713e+35,0.09548403318832074,True,3.522383957435901e+18,1.2407188743601797e+37,0.3867037374797563,True,1.254677216260264e+18,1.574214917002605e+36,0.13774431598641806,True,3.024526493722936e+18,9.147760511231957e+36,0.33204662335579177,True,2.152479728501993e+18,4.633168981612013e+36,0.23630926268102018,True,1.4987657141463168e+18,2.2462986659005193e+36,0.16454148959070247,True,2.308547435393262e+18,5.329391261460808e+36,0.2534431033650669,True,True,True,
165029,earlier,C,534,67,8.066905661723252e+18,True,True,True,,False,2.3346609749541836e-20,1.0007536754659705,8.014580490276052e+17,6.423350043511353e+35,0.09935136006739886,True,3.8488882039408317e+18,1.4813940406434882e+37,0.4771207654260125,True,5.5313538962526803e+17,3.0595875925589707e+35,0.06856847133465886,True,1.358530523496744e+18,1.845605183272337e+36,0.16840788531132206,True,9.252765594157158e+17,8.561367114041848e+35,0.11470030743089889,True,5.6928844907478637e+17,3.2408933824997564e+35,0.0705708573952971,True,9.95631796417455e+17,9.912826740374485e+35,0.12342177263106462,True,True,True,
165031,earlier,A,266,67,1.0640820950537818e+19,True,True,True,,False,2.3954681040359782e-20,1.002432034141349,5.719333981696675e+18,3.2710781194190343e+37,0.5374899181446713,True,1.0534980535969028e+19,1.1098581489324625e+38,0.9900533600686665,True,2.4295022763196657e+18,5.902481310642437e+36,0.2283190636899939,True,7.231319814961291e+18,5.22919862662518e+37,0.6795828863745517,True,3.118441266428432e+18,9.724675932163761e+36,0.29306397325206535,True,1.5934387965568748e+18,2.5390471983726215e+36,0.14974773130416574,True,3.350765913784878e+18,1.122763220898261e+37,0.31489731190482256,True,True,True,
165031,earlier,B,400,66,9.978223343566035e+18,True,True,True,,False,2.2400834482045255e-20,1.0019878993136149,2.213981730946168e+18,4.901715104963391e+36,0.2218813565015805,True,6.22414174777205e+18,3.8739940496358917e+37,0.623772542812983,True,1.3342231816429808e+19,1.7801514984335184e+38,1.337135014624912,True,1.7948831891749251e+19,3.2216056627827503e+38,1.7988003749507842,True,1.363771031111532e+18,1.8598714252990115e+36,0.13667473498585223,True,2.3822460055840855e+18,5.675096031121332e+36,0.2387445062672564,True,1.4535272126168207e+18,2.1127413578176244e+36,0.14566994168897374,True,True,True,
165031,earlier,C,533,67,9.061903746507694e+18,True,True,True,,False,2.1833085441504232e-20,1.000651535345086,1.6668774568675497e+18,2.77848045621323e+36,0.18394340786393107,True,5.81202185143468e+18,3.3779598001554214e+37,0.6413687470113039,True,1.18318468046052e+18,1.3999259880764627e+36,0.1305669000199323,True,1.401801662538591e+18,1.9650479010959575e+36,0.15469174047217416,True,1.1105332646993032e+18,1.2332841320036927e+36,0.12254966459197761,True,6.878384895402111e+17,4.731217876929591e+35,0.07590441355165492,True,1.1613849426993203e+18,1.3488149851287035e+36,0.12816125343936682,True,True,True,
165043,earlier,A,292,74,1.0251558493366266e+19,True,True,True,,False,3.0228282140073306e-20,1.0022186747664181,2.0771654117996498e+18,4.314616147976809e+36,0.20261947616489467,True,1.0025575201206624e+19,1.0051215811504924e+38,0.9779562012638494,True,9.021639081284101e+17,8.138997171295264e+35,0.08800261040428108,True,3.504105597594252e+18,1.2278756039091367e+37,0.34181198886605796,True,2.100957210232014e+18,4.414021199225888e+36,0.20494027435843373,True,1.3175303466996004e+18,1.735886214474369e+36,0.12852000479265352,True,2.061602635278091e+18,4.2502054257855696e+36,0.2011013873268288,True,True,True,
165043,earlier,B,439,73,9.53861531645202e+18,True,True,True,,False,2.8092221579193106e-20,1.0011963780838642,1.7096213867036436e+18,2.92280528587449e+36,0.17923161066731788,True,8.567204368836334e+18,7.3396990697408355e+37,0.898160171535567,True,3.5556937572277064e+18,1.2642958095188082e+37,0.37276833578715707,True,2.250730968458384e+18,5.065789892377614e+36,0.23595992644512737,True,8.752892462588829e+18,7.661312646164432e+37,0.9176271578425024,True,5.785732002808756e+18,3.3474694808325417e+37,0.6065588988403419,True,8.631183063995771e+18,7.4497321084207415e+37,0.904867507248025,True,True,True,
165043,earlier,C,585,73,9.135524199169931e+18,True,True,True,,False,2.6759134671401096e-20,1.0009638199803153,8.911443056373181e+17,7.941381734698178e+35,0.09754714521125005,True,7.667889426269375e+18,5.8796528253493685e+37,0.8393485977483474,True,6.6169994937094e+17,4.3784682299750455e+35,0.0724315249945989,True,1.4693830102782838e+18,2.1590864308944713e+36,0.16084276919892504,True,5.92511610280401e+17,3.510700083170739e+35,0.06485797611200435,True,3.418891789924183e+17,1.1688821071210982e+35,0.037424144640050644,True,6.093385257766248e+17,3.712934389956304e+35,0.066699897290184,True,True,True,
165860,earlier,A,292,74,1.022886302786499e+19,True,True,True,,False,2.993197861916097e-20,1.0025876932305229,1.488658807781111e+18,2.2161050459842786e+36,0.14553511995671234,True,1.3036374522046534e+19,1.6994706067906401e+38,1.2744695560526573,True,9.889107063030088e+17,9.779443850407156e+35,0.09667845816383155,True,4.3179615565619763e+18,1.8644792003947128e+37,0.42213504519507083,True,2.591268145450201e+18,6.714670601624924e+36,0.2533290492199563,True,1.6071641625430659e+18,2.5829766453627543e+36,0.15712050871782177,True,2.61375974539422e+18,6.831740006643258e+36,0.25552788597070253,True,True,True,
165860,earlier,B,439,73,1.0273493575719119e+19,True,True,True,,False,2.6802192890879745e-20,1.001406772349546,7.423377568386831e+17,5.510653452282878e+35,0.07225757736327988,True,8.244901710388116e+18,6.79784042139609e+37,0.8025411851986284,True,8.180001878938381e+17,6.691243073943543e+35,0.07962239737289953,True,3.3808147089658803e+18,1.142990809636005e+37,0.32908130851965145,True,5.137675588906243e+17,2.639571045684311e+35,0.05000904075171545,True,3.127107158808451e+17,9.778799182671065e+34,0.030438595554283604,True,5.150205064358189e+17,2.6524612204940736e+35,0.050130999999167154,True,True,True,
165860,earlier,C,585,73,9.56836562828658e+18,True,True,True,,False,2.5768514174619706e-20,1.0008462067389388,8.182125143464977e+17,6.694717186332176e+35,0.08551225424827501,True,6.389537023317096e+18,4.0826183372339905e+37,0.6677772643248457,True,1.4508399173858903e+18,2.104936465880297e+36,0.15162881245850698,True,5.635960836667587e+17,3.1764054552450812e+35,0.05890202209671231,True,6.128442483860317e+17,3.755780727798402e+35,0.06404899981814079,True,5.068064776163925e+17,2.5685280575393496e+35,0.05296688037486157,True,6.219751315966716e+17,3.8685306432469704e+35,0.0650032780685085,True,True,True,
165955,earlier,A,293,74,1.0268329161486692e+19,True,True,True,,False,2.5885627679457822e-20,1.0021382103900065,1.4744882818715515e+18,2.17411569337652e+36,0.14359573584784352,True,7.885701986399902e+18,6.218429581831135e+37,0.7679634984800366,True,5.228388242164422e+18,2.7336043610803176e+37,0.509176143454232,True,9.576742935923132e+18,9.17140052607536e+37,0.9326486116010495,True,2.1750681027684116e+18,4.7309212516805773e+36,0.2118229819634547,True,1.727657419925602e+18,2.984800160623988e+36,0.16825107500502687,True,2.2512764446437563e+18,5.0682456302078323e+36,0.21924467060206773,True,True,True,
165955,earlier,B,440,73,8.907879340327708e+18,True,True,True,,False,2.5327686804958874e-20,1.0007453465241907,2.3888091423676954e+18,5.706409118659485e+36,0.26816810725680695,True,3.321812654203634e+17,1.1034439309627392e+35,0.037290723496502025,True,6.719234416125352e+17,4.51481111388434e+35,0.07543023607993955,True,1.8247537453722068e+18,3.3297262312498967e+36,0.20484715560876432,True,7.209353327471433e+17,5.197477540032342e+35,0.08093231904066418,True,7.224940259230765e+17,5.219976174945352e+35,0.0811072981929835,True,6.969211753065556e+17,4.856991245906708e+35,0.07823648577630116,True,True,True,
165955,earlier,C,587,73,7.716773952241823e+18,True,True,True,,False,2.564460404018041e-20,1.0005846515629213,1.3023376134479647e+18,1.6960832594013406e+36,0.16876710676093068,True,1.367705612191169e+18,1.8706186416192203e+36,0.1772380039451373,True,4.9541098320330906e+17,2.454320422784694e+35,0.06419923484468348,True,7.701171954346509e+17,5.9308049470413235e+35,0.099797817093103,True,1.0351074872076717e+18,1.0714475100733802e+36,0.13413733428163457,True,1.1529588908143068e+18,1.3293142039077566e+36,0.14940944207382897,True,9.300968415190614e+17,8.65080134603734e+35,0.12052923245844932,True,True,True,
165965,earlier,A,244,61,1.0809633599891968e+19,True,True,True,,False,2.5306701078697107e-20,1.0023798455902078,4.252757813138568e+18,1.8085949017211137e+37,0.39342293832984965,True,6.97953488667727e+18,4.871390723434509e+37,0.6456772861151393,True,2.500760293765421e+18,6.253802046873716e+36,0.2313455188518521,True,6.519394891870882e+18,4.2502509756152143e+37,0.6031097013256802,True,8.932496780354019e+17,7.97894987310349e+35,0.08263459346525205,True,1.4442535764520845e+18,2.0858683930946372e+36,0.13360800466599704,True,8.952779874933553e+17,8.015226748901525e+35,0.08282223252250684,True,True,True,
165965,earlier,B,366,61,9.4172421069963e+18,True,True,True,,False,2.4405386857371998e-20,1.0012239681271846,8.381269278896783e+17,7.024567472537901e+35,0.08899919088487843,True,3.653712501203667e+18,1.3349615041451955e+37,0.38798115835731084,True,8.747916054086967e+17,7.65260352893525e+35,0.0928925470397318,True,2.638177497093999e+18,6.959980506173158e+36,0.28014332297287253,True,8.686012929000358e+17,7.544682060276138e+35,0.09223520888931279,True,1.169608793985933e+18,1.367984730969229e+36,0.12419865398989817,True,8.679114708884564e+17,7.53270321299764e+35,0.09216195793072621,True,True,True,
165965,earlier,C,488,61,8.351967733864315e+18,True,True,True,,False,2.4109227295396327e-20,1.0008889728905939,7.258784487435818e+17,5.2689952235038875e+35,0.08691106956752215,True,3.259500652834428e+18,1.0624344505828061e+37,0.39026739047593423,True,9.990020864413085e+17,9.980051687140876e+35,0.11961278087685895,True,2.1744399906270825e+18,4.7281892728383066e+36,0.26035062154400895,True,7.480748550824673e+17,5.596159888066545e+35,0.08956869553617704,True,6.851787902956567e+17,4.694699746710196e+35,0.08203800734496325,True,7.651372743215245e+17,5.854350485561717e+35,0.09161161760948379,True,True,True,
170394,earlier,A,132,33,1.2166820699310215e+19,True,True,True,,False,2.800548435847912e-20,1.0048840950612674,4.1578243436792013e+18,1.7287503272891381e+37,0.3417346607166591,True,1.350806411543242e+19,1.82467796146633e+38,1.1102377892523922,True,4.819615733885549e+18,2.322869582231714e+37,0.39612778498155987,True,2.756551904717689e+18,7.598578403402718e+36,0.22656304163946203,True,3.930273129268724e+18,1.5447046870651768e+37,0.32303205795508655,True,4.74613540720868e+18,2.2525801303559906e+37,0.390088382536759,True,3.790533825216611e+18,1.436814668011127e+37,0.3115467811103283,True,True,True,
170394,earlier,B,198,33,1.1806550586698506e+19,True,True,True,,False,2.5415814387084205e-20,1.0030148813205628,1.4829857701368794e+18,2.1992467944284734e+36,0.12560703138879872,True,1.0004707932121084e+19,1.0009418080704652e+38,0.8473861911363498,True,1.1093878430515037e+18,1.2307413863104679e+36,0.09396375638294914,True,1.716918984701996e+18,2.947810800030133e+36,0.14542088073008477,True,9.403276390239457e+17,8.84216068712348e+35,0.07964456952256127,True,8.454233618130006e+17,7.147406606991957e+35,0.07160629648810986,True,9.517206338363844e+17,9.057721648699291e+35,0.08060954186810597,True,True,True,
170394,earlier,C,264,33,1.1416044080479e+19,True,True,True,,False,2.399507100616701e-20,1.0028220652195634,2.188870759362395e+18,4.791155201191708e+36,0.19173636190712334,True,1.4990495798735288e+19,2.247149642919003e+38,1.3131077361875698,True,1.963288277468845e+18,3.854500860446585e+36,0.1719762348172773,True,1.7888500436973012e+18,3.1999844788358367e+36,0.15669614019414715,True,1.4657130893885391e+18,2.148314860404896e+36,0.1283906298062437,True,3.899085765268295e+18,1.5202869804917847e+37,0.3415443859344922,True,1.3677276100862436e+18,1.8706788153922276e+36,0.11980749202125153,True,True,True,
170411,earlier,A,130,32,1.144003966707816e+19,True,True,True,,False,2.9033505816877765e-20,1.0063484366413287,2.749959528815865e+18,7.562277410125172e+36,0.2403802441987701,True,1.298956094509636e+19,1.6872869354637262e+38,1.1354471945125655,True,1.7814327475319032e+18,3.1735026339790655e+36,0.15571910582254908,True,7.198881171057875e+18,5.18238901150116e+37,0.6292706477036634,True,7.811133550014745e+18,6.101380733616594e+37,0.6827890267280642,True,3.5599076392748436e+18,1.267294240016739e+37,0.3111796587138986,True,7.55581792692162e+18,5.709038454479013e+37,0.6604713048911491,True,True,True,
170411,earlier,B,195,32,1.1018255512328882e+19,True,True,True,,False,2.6356330609611662e-20,1.0030346995740147,8.398102645815401e+17,7.052812804965165e+35,0.07621989376102542,True,7.49307682009679e+18,5.614620023187181e+37,0.6800601793734414,True,7.886623670020613e+17,6.219883291252941e+35,0.07157778889040894,True,3.020627141420449e+18,9.124188327485873e+36,0.27414749440512765,True,5.3712745136159334e+17,2.8850589900620084e+35,0.04874886507764994,True,5.337464290951381e+17,2.848852505718113e+35,0.04844200867350574,True,4.4006502381131866e+17,1.9365722518205647e+35,0.03993962776765412,True,True,True,
170411,earlier,C,260,32,1.008958589933784e+19,True,True,True,,False,2.5537466843621184e-20,1.0020739420489175,5.481815758544821e+17,3.005030401063033e+35,0.05433142463165492,True,6.200470531615344e+18,3.8445834813430263e+37,0.614541626730416,True,3.3130700069866074e+17,1.097643287119424e+35,0.03283653105331149,True,1.6648364674934461e+18,2.771680463496056e+36,0.1650054307583333,True,3.2372314454109e+17,1.0479667431157143e+35,0.032084879178474045,True,5.063593081706274e+17,2.563997489710364e+35,0.0501863320479643,True,3.490968073013672e+17,1.2186858086800788e+35,0.0345997160621109,True,True,True,
186997,earlier,A,247,62,1.2367834100799283e+19,True,True,True,,False,2.441288660486298e-20,1.0027299000679977,2.0889613115169644e+18,4.363759361014676e+36,0.16890275973074081,True,1.0210063418114243e+19,1.042453950019147e+38,0.8255336653856319,True,1.475599302423799e+18,2.177393301313602e+36,0.11930943529784548,True,6.545734299611347e+18,4.2846637521108455e+37,0.5292546978123132,True,2.153237331323215e+18,4.636431005003921e+36,0.17409979093947098,True,5.2412762877739174e+17,2.747097712478114e+35,0.04237828745968702,True,2.2040065465660232e+18,4.8576448573058874e+36,0.17820473080436833,True,True,True,
186997,earlier,B,370,62,1.1172526666809174e+19,True,True,True,,False,2.3073274628126887e-20,1.0015441926208861,1.2293817604742236e+18,1.5113795129867014e+36,0.11003614465530112,True,7.912915435759021e+18,6.261423069347337e+37,0.7082476213072146,True,4.484307411054075e+17,2.01090129568345e+35,0.04013691392096515,True,2.649149065278109e+18,7.017990770063879e+36,0.23711279858906747,True,9.297907846102688e+17,8.645109031461792e+35,0.08322117389725713,True,4.1012844739106195e+17,1.6820534335940305e+35,0.03670865683493534,True,9.393333491130894e+17,8.823471407560131e+35,0.08407528369599847,True,True,True,
186997,earlier,C,494,62,1.076177563202652e+19,True,True,True,,False,2.195237965464615e-20,1.001398227405716,4.849864881498579e+18,2.352118936879323e+37,0.45065656889051076,True,1.6482233312058184e+19,2.716640149531205e+38,1.5315533305682252,True,4.713716075440454e+18,2.2219119239865755e+37,0.4380054218388148,True,2.0284377079397297e+18,4.114559534991784e+36,0.18848541145043,True,6.721136362474805e+18,4.517367400298106e+37,0.6245378636656419,True,5.75351758278369e+18,3.3102964575401066e+37,0.5346253052945559,True,5.85637941349265e+18,3.4297179834780514e+37,0.5441833777006417,True,True,True,
187018,earlier,A,200,50,7.986254246409412e+18,True,True,True,,False,2.3133111502298822e-20,1.0029601279636293,3.3407289051110226e+18,1.1160469617444291e+37,0.4183098611734032,True,1.040392157970012e+19,1.0824158423654984e+38,1.3027285707035539,True,2.9974451961429074e+18,8.984677703880193e+36,0.3753255410683359,True,1.71074127959929e+18,2.9266357257250166e+36,0.21421072092319532,True,4.263572464413721e+18,1.817805015930689e+37,0.5338638531737963,True,1.2929068497157108e+19,1.6716081220418038e+38,1.6189152133454763,True,3.5368695809310833e+18,1.2509446432515617e+37,0.44286964474255824,True,True,True,
187018,earlier,B,300,50,9.444613706300074e+18,True,True,True,,False,2.077289774719492e-20,1.0026701472881365,3.3767630106976696e+18,1.1402528430415988e+37,0.35753320524323656,True,2.1351634113273766e+19,4.558922793071161e+38,2.260720742769083,True,5.43705566691521e+18,2.9561574325134804e+37,0.5756779298753528,True,8.7287478711494e+17,7.619103939809518e+35,0.09242037993916943,True,2.420398909009222e+18,5.858330878733033e+36,0.2562729386586435,True,6.572234106378821e+18,4.319426114904902e+37,0.6958711399699472,True,2.009573340422676e+18,4.038385010537552e+36,0.21277454037979135,True,True,True,
187018,earlier,C,400,50,1.3160423764029348e+19,True,True,True,,False,1.8041260397999893e-20,1.0021877172088647,1.9734618605134817e+18,3.894551714901333e+36,0.14995427927689037,True,2.0331366731694916e+19,4.133644731786708e+38,1.5448869349682726,True,1.5014133739818522e+18,2.254242119571569e+36,0.11408548849966227,True,6.317372709216774e+18,3.990919794715688e+37,0.48002806159507544,True,9.942990712560628e+18,9.88630643100669e+37,0.7555220782280012,True,9.039476428508471e+18,8.171213410156026e+37,0.6868681883341453,True,9.900022312323496e+18,9.801044178450305e+37,0.7522571073571866,True,True,True,
187019,earlier,A,227,57,7.568606583527958e+18,True,True,True,,False,2.1183112669766555e-20,1.0021486304177287,1.1511583251768128e+18,1.3251654896238845e+36,0.15209646749008626,True,5.179447345859972e+18,2.682667480853591e+37,0.684333012781023,True,1.2549475135004431e+18,1.574893261640945e+36,0.16580958458478548,True,2.667874554581848e+18,7.117554638985294e+36,0.3524921694817794,True,1.196783953976007e+18,1.432291832494445e+36,0.15812474076544608,True,1.657052874213771e+18,2.745824227940119e+36,0.21893764141739394,True,1.1870454602878538e+18,1.4090769247900026e+36,0.15683804504666643,True,True,True,
187019,earlier,B,340,57,7.019370257397635e+18,True,True,True,,False,2.0316974444406495e-20,1.0016487917442445,2.4919280146805824e+20,6.209705230349909e+40,35.500734728366375,True,8.257348855627164e+18,6.818381012352722e+37,1.1763660489236676,True,1.5060945262838653e+18,2.268320722102221e+36,0.21456262756571493,True,2.309730581220037e+18,5.33485535782305e+36,0.329050968466272,True,2.1586695729333522e+18,4.6598543251082617e+36,0.3075303757710109,True,1.0191653061808282e+19,1.0386979213226612e+38,1.4519326788706457,True,2.078604762137398e+18,4.3205977571802694e+36,0.2961241088467701,True,True,True,
