shot_id,era,block,n_calibration,n_protected,scale,scale_valid,y_protected_finite,relational_applicable,domain_failure,relational_nonfinite_construction,B1A_a,B1A_phi,REL_rmse,REL_mse,REL_nrmse,REL_finite,B0_rmse,B0_mse,B0_nrmse,B0_finite,B1_rmse,B1_mse,B1_nrmse,B1_finite,B1A_rmse,B1A_mse,B1A_nrmse,B1A_finite,B2_rmse,B2_mse,B2_nrmse,B2_finite,B3_rmse,B3_mse,B3_nrmse,B3_finite,H0_rmse,H0_mse,H0_nrmse,H0_finite,all_methods_finite,comparison_eligible,ineligible_reason
160719,earlier,B,437,73,9.252494608042607e+18,True,True,True,,False,2.7295578961348285e-20,1.0013024239852832,7.996321155419182e+17,6.394115202060437e+35,0.0864234078933533,True,8.355425082770212e+18,6.98131283137856e+37,0.9030456581414672,True,6.35216325912144e+17,4.034997807053232e+35,0.0686535202473926,True,2.0186062519642865e+18,4.074771200469304e+36,0.2181688655305608,True,1.1434622168031565e+18,1.307505841256389e+36,0.1235842078534385,True,7.657043807002454e+17,5.863031986235464e+35,0.08275653357686555,True,1.1209644833561204e+18,1.256561372945854e+36,0.12115267620709956,True,True,True,
160719,earlier,C,583,73,8.966707482230829e+18,True,True,True,,False,2.5873398092695828e-20,1.0010324823015062,1.5964438448008607e+18,2.548632949602555e+36,0.17804125404609286,True,9.04420174423939e+18,8.179758519050282e+37,1.0086424434121588,True,7.430425120567894e+17,5.52112174723664e+35,0.08286681744991281,True,1.9319245401604795e+18,3.73233242887428e+36,0.2154552876837949,True,2.3473332217329505e+18,5.509973253851193e+36,0.26178318255442373,True,8.417135402707092e+17,7.084816838750509e+35,0.09387097124989507,True,2.1728286112324536e+18,4.7211841737903535e+36,0.24232179041619356,True,True,True,
160721,earlier,A,291,73,8.897385504830591e+18,True,True,True,,False,3.0894559484979064e-20,1.0020326511332558,1.5243342147497272e+18,2.3235947982566675e+36,0.17132383596531048,True,7.913893692539816e+18,6.262971337682149e+37,0.88946283020368,True,8.016343969242259e+17,6.4261770633206746e+35,0.09009774798326999,True,4.0409136554460124e+18,1.6328983170770053e+37,0.4541686603611937,True,3.877057309240068e+18,1.5031573379131837e+37,0.4357524249269773,True,2.865096573982114e+18,8.208778378244046e+36,0.32201555978737667,True,3.880346197083795e+18,1.5057086609222668e+37,0.43612207147561133,True,True,True,
160721,earlier,B,437,73,8.288612354006482e+18,True,True,True,,False,2.8840918278156825e-20,1.0012038072266403,1.0975715370228915e+18,1.2046632788827925e+36,0.13241921447712007,True,5.983621541796362e+18,3.580372675544947e+37,0.7219087208130862,True,7.376900137108849e+17,5.441865563287654e+35,0.08900042397981205,True,2.6640639178773765e+18,7.097236558536157e+36,0.3214125361514395,True,8.826223940277814e+17,7.79022290439332e+35,0.10648614705707,True,9.155040982017531e+17,8.381477538242051e+35,0.11045324103729187,True,8.466770998900515e+17,7.168621114782281e+35,0.10214943873937977,True,True,True,
160721,earlier,C,583,73,7.654289500756271e+18,True,True,True,,False,2.7907209008721136e-20,1.0008363225942216,1.068217182562791e+18,1.1410879491223874e+36,0.13955798019623472,True,7.014391455642882e+18,4.920168749299587e+37,0.9164000727892295,True,2.0643158848890557e+18,4.2614000726052856e+36,0.2696939911516404,True,1.1122560680937011e+18,1.23711356101126e+36,0.14531147116708953,True,6.262215516308397e+17,3.921534317269364e+35,0.08181315216375952,True,2.1444226285917082e+18,4.598548410016171e+36,0.2801595926545281,True,6.453490365862844e+17,4.164753790228455e+35,0.08431207580044126,True,True,True,
161136,earlier,A,152,38,4.504099371970762e+18,True,True,True,,False,2.8091284842730717e-20,1.002894758469272,1.7596635337721894e+18,3.096415752087629e+36,0.39068044207076436,True,6.822785030487033e+18,4.655039557223795e+37,1.5147945165121286,True,3.511567871078143e+18,1.233110891318828e+37,0.7796381875876911,True,1.2329580188670292e+18,1.5201854762885095e+36,0.2737413003229434,True,1.3375790405021133e+18,1.7891176895905538e+36,0.2969692562348724,True,3.914492654238009e+18,1.5323252740083332e+37,0.8690955351913624,True,1.439979963597494e+18,2.0735422955622404e+36,0.31970430593928767,True,True,True,
161136,earlier,B,228,38,5.212628963474732e+18,True,True,True,,False,2.611129536373949e-20,1.0020910369704479,2.7547584837899474e+18,7.588694304012688e+36,0.5284777610477821,True,7.4797409137703e+18,5.594652413712936e+37,1.434926783813194,True,3.6003865479316915e+18,1.2962783294527484e+37,0.6907045510355447,True,2.1764087822599572e+18,4.73675518749827e+36,0.417526126933302,True,2.6422694704281457e+18,6.981587954356634e+36,0.5068976689004183,True,4.380430802006176e+18,1.9188174011164469e+37,0.840349626397768,True,2.6616558703774034e+18,7.084411972314493e+36,0.5106167903044353,True,True,True,
161136,earlier,C,304,38,7.491791693986887e+18,True,True,True,,False,2.384340312766575e-20,1.0017754174195324,9.971102127819369e+17,9.942287764340394e+35,0.13309369153739878,True,5.175985312700189e+18,2.6790823957288075e+37,0.6908875105076098,True,2.6754209622495606e+18,7.157877325244364e+36,0.35711363469928364,True,4.603180728182006e+18,2.1189272816306222e+37,0.6144298875630301,True,1.0720690969439813e+18,1.1493321486222835e+36,0.14309915981839869,True,2.135470353922396e+18,4.5602336324814424e+36,0.28504134139719634,True,1.1137116823142062e+18,1.2403537113231394e+36,0.14865758790492015,True,True,True,
161145,earlier,A,152,38,9.217641739636573e+18,True,True,True,,False,2.0546159568599015e-20,1.0035424349062907,6.953083823296707e+17,4.834537465379035e+35,0.07543235048285624,True,7.324510151537894e+18,5.364844895998167e+37,0.7946186626067201,True,5.888479246874578e+17,3.467418784087259e+35,0.06388270897483096,True,4.0854491275712143e+18,1.6690894573972398e+37,0.44322064612290873,True,3.2515018100426854e+17,1.0572264020710861e+35,0.03527476877367641,True,4.9539689932034694e+17,2.45418087856214e+35,0.053744429791635524,True,3.356927163928459e+17,1.1268959983920768e+35,0.03641850333034112,True,True,True,
161145,earlier,B,228,38,8.299001181930534e+18,True,True,True,,False,1.968392498783506e-20,1.0022258883318154,8.004505892314778e+17,6.4072114580101985e+35,0.09645143694813585,True,5.269739758920915e+18,2.7770157126751864e+37,0.6349848184616183,True,3.251073353286059e+17,1.0569477948446659e+35,0.039174272686749834,True,2.894931088127964e+18,8.380626005009758e+36,0.3488288559870452,True,3.9476430002445523e+17,1.5583885257379811e+35,0.047567688131431765,True,2.8395861711899517e+17,8.06324962361321e+34,0.03421599911773238,True,3.966296136073609e+17,1.5731505039032442e+35,0.047792451755633555,True,True,True,
161145,earlier,C,304,38,7.57111245607595e+18,True,True,True,,False,1.9251892380051078e-20,1.0016410060293044,1.760567754309502e+18,3.0995988175144024e+36,0.23253752530073907,True,6.029626511194422e+18,3.6356395864498617e+37,0.7963990161519185,True,1.3759749058315827e+18,1.893306941478233e+36,0.18174012257965325,True,8.030674067797302e+17,6.449172598319207e+35,0.10606993509061598,True,1.352735780076912e+18,1.829894090700292e+36,0.17867067593102756,True,1.6776516314063137e+18,2.814514996360266e+36,0.22158588201393958,True,1.2590834391479007e+18,1.585291106736505e+36,0.16630098237907748,True,True,True,
161414,earlier,A,333,83,6.809052051778456e+18,True,True,True,,False,3.408150841903069e-20,1.001012242675933,9.731313457753088e+17,9.469846161304637e+35,0.14291730161192362,True,3.6606654991958605e+18,1.340047189700288e+37,0.5376174937948568,True,1.196903986147348e+18,1.432579152055411e+36,0.17578129481837765,True,1.266888739294967e+18,1.605007077752391e+36,0.18605948811392453,True,1.3252180423903007e+18,1.7562028598767806e+36,0.19462592330222636,True,8.257257354174337e+17,6.818229901306619e+35,0.12126882407981629,True,1.3394450047190705e+18,1.7941129206668704e+36,0.1967153422434509,True,True,True,
161414,earlier,B,499,84,5.86482212184138e+18,True,True,True,,False,3.31983401760473e-20,1.0007282365870334,9.595250317266124e+17,9.206882865099565e+35,0.16360684293445374,True,5.089991315874465e+18,2.590801159567746e+37,0.8678850287579325,True,2.114059025232197e+18,4.469245562165708e+36,0.3604643041703105,True,1.5017331731601472e+18,2.2552025233696444e+36,0.2560577528118871,True,1.2235735764505016e+18,1.4971322969878715e+36,0.2086292731528464,True,1.5828420698665272e+18,2.505389018139352e+36,0.269887481151698,True,1.226573351126014e+18,1.5044821856925002e+36,0.20914075919849148,True,True,True,
