support_id,support_size,is_C_dev_star,development_bootstrap_selection_frequency,n_atoms,contains_PROD_gasa_gasa,contains_prmtan_neped_atom,n_prmtan_neped_atoms,contains_pcdiamag3,n_discharges_evaluable,n_blocks_eligible,n_blocks_not_applicable,not_applicable_reasons,full_domain,mean_nrmse,median_nrmse,max_discharge_nrmse,Delta_0,Delta_1,V3_STYLE_PASS,mean_nrmse_earlier,mean_nrmse_later,median_nrmse_earlier,median_nrmse_later,Delta_1_earlier,Delta_1_later
"ID(pcdiamag3)|ID(prmtan_neped)|LEVEL_RATE(cerqrott12|ece33)|PROD(ece37,ece39)|PROD(gasa,gasa)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,prmtan_neped)|RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RECIP(cerqtit10)|RECIP(prmtan_neped)",12,False,0.007,12,True,True,5,True,42,126,0,,True,0.7714900845026598,0.17268508028440427,13.138965838090966,-0.150969720469234,0.5612158683909313,False,1.2290396267710981,0.16142402814474177,0.1864446941149624,0.16388987125377835,1.0186645238996903,-0.048715672287414115
"ID(pcdiamag3)|ID(prmtan_neped)|PROD(fs03da,cerqtit11)|PROD(fs04,pinj)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|RATIO(ece25,ece39)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RECIP(bt)|RECIP(cerqtit10)",12,False,0.007,12,False,True,4,True,42,126,0,,True,0.20553034840392176,0.1804174029548574,0.5305728255023683,-0.7169294565679719,-0.004743867707806782,False,0.2139796439152868,0.19426462105543496,0.20196209168650106,0.14408130873169608,0.0036045410438788096,-0.015875079376720905
"ID(pcdiamag3)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,ece39)|RATIO(ece22,ece39)|RATIO(ece25,ece39)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RECIP(bt)|RECIP(cerqtit10)",12,False,0.007,12,False,True,3,True,42,126,0,,True,0.21091457472641117,0.15611087404907037,0.6721925158827436,-0.7115452302454826,0.0006403586146826563,False,0.20862025585630542,0.21397366655321884,0.17310581647878176,0.14426712106415354,-0.0017548470151025643,0.0038339661210629503
"ID(pcdiamag3)|LEVEL_RATE(cerqrott12|ece33)|PROD(ece37,ece39)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,ece39)|PROD(prmtan_neped,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(gasa,ece6)|RATIO(ip,bt)|RATIO(ip,ece22)",12,False,0.006,12,False,True,4,True,42,126,0,,True,0.33929273062612575,0.15237680916049387,5.9877226578863345,-0.583167074345768,0.12901851451439722,False,0.46848228256786745,0.16703999470380337,0.16233931650795305,0.1398963776104205,0.25810717969645947,-0.04309970572835247
"ID(pcdiamag3)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(pinj,cerqrott6)|PROD(pinj,pinj_30l)|PROD(prmtan_neped,ece39)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RATIO(pinj,ece37)|RECIP(bt)|RECIP(cerqtit10)",12,False,0.006,12,False,True,3,True,42,126,0,,True,0.19892788780082668,0.16848813795691972,0.6265253231867353,-0.7235319171710671,-0.011346328310901873,True,0.21568431078582792,0.17658599048749166,0.18262340956967443,0.14547828285657136,0.005309207914419891,-0.033553709944664244
"ID(pcdiamag3)|PROD(ece37,ece39)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,ece39)|RATIO(ece25,ece39)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RECIP(bt)|RECIP(cerqtit10)",12,False,0.006,12,False,True,3,True,42,126,0,,True,0.19452279323815652,0.15206819139450836,0.5126894160639076,-0.7279370117337371,-0.015751422873572014,True,0.20674397301887815,0.17822788686386098,0.17194236960300846,0.13563409672910293,-0.003631129852529865,-0.03191181356829488
"ID(pcdiamag3)|ID(prmtan_neped)|PROD(cerqtit8,cerqtit10)|PROD(ece37,ece39)|PROD(gasa,gasa)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,prmtan_neped)|RATIO(ece21,prmtan_neped)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RECIP(cerqtit10)|RECIP(prmtan_neped)",12,False,0.006,12,True,True,5,True,42,126,0,,True,0.747540857810023,0.15892758130357032,13.426283431055973,-0.17491894716187065,0.5372666416982945,False,1.1788770245412696,0.1724259688350276,0.16470088072227695,0.15892758130357032,0.9685019216698615,-0.037713731597128285
"ID(pcdiamag3)|ID(prmtan_neped)|PROD(fs03da,cerqtit11)|PROD(gasa,ece1)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|RATIO(ece22,ece39)|RATIO(ece25,ece39)|RATIO(fs03da,prmtan_neped)|RATIO(ip,ece22)|RECIP(bt)|RECIP(cerqtit10)",12,False,0.006,12,False,True,4,True,42,126,0,,True,0.21803313779551073,0.16913931176710995,0.6349748345807579,-0.704426667176383,0.0077589216837822324,False,0.21997390701164576,0.21544544550733077,0.18182548013368294,0.15030330096143607,0.009598804140237739,0.005305745075174885
"ID(ece39)|ID(pcdiamag3)|LEVEL_RATE(cerqrott12|cerqtit8)|PROD(bt,bt)|PROD(ece37,ece39)|PROD(fs03da,cerqtit11)|PROD(gasa,gasa)|PROD(ip,prmtan_neped)|PROD(prmtan_neped,ece39)|RATIO(ece25,ece39)|RATIO(gasc,cerqtit10)|RATIO(ip,ece22)",12,False,0.005,12,True,True,2,True,42,126,0,,True,0.5848261031599937,0.15833108693115192,11.533374956260195,-0.3376337018118999,0.37455188704826525,False,0.9063903640922643,0.15607375525029998,0.16605989112714084,0.14123243370808652,0.6960152612208561,-0.0540659451818559
"ID(pcdiamag3)|PROD(ece37,ece39)|PROD(fs03da,cerqtit11)|PROD(ip,prmtan_neped)|PROD(pinj,cerqrott6)|PROD(prmtan_neped,ece39)|RATIO(cerqrott12,cerqtit10)|RATIO(cerqtit8,ece22)|RATIO(fs03da,prmtan_neped)|RATIO(ip,bt)|RATIO(ip,cerqtit10)|RECIP(bt)",12,False,0.005,12,False,True,3,True,42,126,0,,True,0.18342951940966917,0.16150206316581817,0.43532348792223613,-0.7390302855622245,-0.02684469670205934,True,0.20856035254483407,0.149921741896116,0.18672037600698374,0.1392954777095775,-0.0018147503265739488,-0.06021795853603985
