candidate,shot,cohort,target_source_dt_ms,coarsest_predictor_source_dt_ms,binding_signal,required_analysis_dt_ms,n_grid_samples,validation_feasible
ece10,165027,external,0.19999184505606524,5.876840696117805,cerqrott3,5.876840696117805,732,True
ece10,165029,external,0.19999184505606524,6.145251396648045,cerqrott3,6.145251396648045,668,True
ece10,165031,external,0.19999184505606524,6.153846153846154,cerqrott3,6.153846153846154,667,True
ece10,165043,external,0.19999184505606524,5.882352941176471,cerqrott3,5.882352941176471,732,True
ece10,165860,external,0.19999184505606524,5.882352941176471,cerqrott3,5.882352941176471,732,True
ece10,165955,external,0.19999184505606524,5.858854860186418,cerqrott3,5.858854860186418,734,True
ece10,165965,external,0.1999918367346939,7.032786885245901,cerqrott13,7.032786885245901,610,True
ece10,170394,external,0.19999203155504205,13.887240356083087,prmtan_teped,13.887240356083087,331,True
ece10,170411,external,0.19999203155504205,14.186746987951807,prmtan_teped,14.186746987951807,325,True
ece10,186997,external,0.1999933277731443,8.683001531393568,prmtan_teped,8.683001531393568,618,True
ece10,187018,external,0.19999333866240343,9.980039920159681,cerqrott3,9.980039920159681,500,True
ece10,187019,external,0.19999297012302286,8.248847926267281,prmtan_teped,8.248847926267281,568,True
ece10,187021,external,0.19999333866240343,10.0,cerqrott3,10.0,499,True
ece10,187022,external,0.19999297012302286,8.211009174311927,prmtan_teped,8.211009174311927,570,True
ece10,189646,external,0.19999213341724356,7.402376910016978,cerqrott8,7.402376910016978,589,True
ece10,189649,external,0.19999213341724356,7.230514096185738,cerqrott8,7.230514096185738,604,True
ece10,189650,external,0.19999213341724356,7.389830508474576,cerqrott8,7.389830508474576,591,True
ece10,189652,external,0.1999918367346939,6.413043478260869,cerqrott8,6.413043478260869,644,True
ece10,195261,external,0.19999334973731464,6.682408500590319,prmtan_teped,6.682408500590319,790,True
ece10,195265,external,0.19999334973731464,6.900726392251816,prmtan_teped,6.900726392251816,766,True
ece10,195266,external,0.19999334973731464,6.835138387484958,prmtan_teped,6.835138387484958,773,True
ece10,195268,external,0.1999934210526316,6.869047619047619,prmtan_teped,6.869047619047619,779,True
