realization_index,shot,a_rel,b_rel,class,fraction,count
37,189649,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
37,189649,0.25,0.25,REGULAR,0.863,863
37,189649,0.25,0.25,POLE_LIKE,0.116,116
37,189649,0.25,0.25,JOINTLY_SMALL,0.021,21
37,189649,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
38,189650,0.05,0.05,REGULAR,0.982,982
38,189650,0.05,0.05,POLE_LIKE,0.014,14
38,189650,0.05,0.05,JOINTLY_SMALL,0.004,4
38,189650,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
38,189650,0.1,0.1,REGULAR,0.947,947
38,189650,0.1,0.1,POLE_LIKE,0.043,43
38,189650,0.1,0.1,JOINTLY_SMALL,0.01,10
38,189650,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
38,189650,0.25,0.25,REGULAR,0.867,867
38,189650,0.25,0.25,POLE_LIKE,0.104,104
38,189650,0.25,0.25,JOINTLY_SMALL,0.029,29
38,189650,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
39,189651,0.05,0.05,REGULAR,0.96,960
39,189651,0.05,0.05,POLE_LIKE,0.04,40
39,189651,0.05,0.05,JOINTLY_SMALL,0.0,0
39,189651,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
39,189651,0.1,0.1,REGULAR,0.928,928
39,189651,0.1,0.1,POLE_LIKE,0.071,71
39,189651,0.1,0.1,JOINTLY_SMALL,0.001,1
39,189651,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
39,189651,0.25,0.25,REGULAR,0.839,839
39,189651,0.25,0.25,POLE_LIKE,0.146,146
39,189651,0.25,0.25,JOINTLY_SMALL,0.015,15
39,189651,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
40,189652,0.05,0.05,REGULAR,0.972,972
40,189652,0.05,0.05,POLE_LIKE,0.025,25
40,189652,0.05,0.05,JOINTLY_SMALL,0.003,3
40,189652,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
40,189652,0.1,0.1,REGULAR,0.941,941
40,189652,0.1,0.1,POLE_LIKE,0.052,52
40,189652,0.1,0.1,JOINTLY_SMALL,0.007,7
40,189652,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
40,189652,0.25,0.25,REGULAR,0.866,866
40,189652,0.25,0.25,POLE_LIKE,0.096,96
40,189652,0.25,0.25,JOINTLY_SMALL,0.038,38
40,189652,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
41,195261,0.05,0.05,REGULAR,0.97,970
41,195261,0.05,0.05,POLE_LIKE,0.028,28
41,195261,0.05,0.05,JOINTLY_SMALL,0.002,2
41,195261,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
41,195261,0.1,0.1,REGULAR,0.945,945
41,195261,0.1,0.1,POLE_LIKE,0.042,42
41,195261,0.1,0.1,JOINTLY_SMALL,0.013,13
41,195261,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
41,195261,0.25,0.25,REGULAR,0.872,872
41,195261,0.25,0.25,POLE_LIKE,0.057,57
41,195261,0.25,0.25,JOINTLY_SMALL,0.071,71
41,195261,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
42,195264,0.05,0.05,REGULAR,0.977,977
42,195264,0.05,0.05,POLE_LIKE,0.023,23
42,195264,0.05,0.05,JOINTLY_SMALL,0.0,0
42,195264,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
42,195264,0.1,0.1,REGULAR,0.958,958
42,195264,0.1,0.1,POLE_LIKE,0.036,36
42,195264,0.1,0.1,JOINTLY_SMALL,0.006,6
42,195264,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
42,195264,0.25,0.25,REGULAR,0.897,897
42,195264,0.25,0.25,POLE_LIKE,0.082,82
42,195264,0.25,0.25,JOINTLY_SMALL,0.021,21
42,195264,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
43,195265,0.05,0.05,REGULAR,0.978,978
43,195265,0.05,0.05,POLE_LIKE,0.022,22
43,195265,0.05,0.05,JOINTLY_SMALL,0.0,0
43,195265,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
43,195265,0.1,0.1,REGULAR,0.949,949
43,195265,0.1,0.1,POLE_LIKE,0.051,51
43,195265,0.1,0.1,JOINTLY_SMALL,0.0,0
43,195265,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
43,195265,0.25,0.25,REGULAR,0.886,886
43,195265,0.25,0.25,POLE_LIKE,0.092,92
43,195265,0.25,0.25,JOINTLY_SMALL,0.022,22
43,195265,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
44,195266,0.05,0.05,REGULAR,0.971,971
44,195266,0.05,0.05,POLE_LIKE,0.026,26
44,195266,0.05,0.05,JOINTLY_SMALL,0.003,3
44,195266,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
44,195266,0.1,0.1,REGULAR,0.949,949
44,195266,0.1,0.1,POLE_LIKE,0.043,43
44,195266,0.1,0.1,JOINTLY_SMALL,0.008,8
44,195266,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
44,195266,0.25,0.25,REGULAR,0.875,875
44,195266,0.25,0.25,POLE_LIKE,0.083,83
44,195266,0.25,0.25,JOINTLY_SMALL,0.042,42
44,195266,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
45,195267,0.05,0.05,REGULAR,0.967,967
45,195267,0.05,0.05,POLE_LIKE,0.033,33
45,195267,0.05,0.05,JOINTLY_SMALL,0.0,0
45,195267,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
45,195267,0.1,0.1,REGULAR,0.926,926
45,195267,0.1,0.1,POLE_LIKE,0.069,69
45,195267,0.1,0.1,JOINTLY_SMALL,0.005,5
45,195267,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
45,195267,0.25,0.25,REGULAR,0.819,819
45,195267,0.25,0.25,POLE_LIKE,0.148,148
45,195267,0.25,0.25,JOINTLY_SMALL,0.033,33
45,195267,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
46,195268,0.05,0.05,REGULAR,0.969,969
46,195268,0.05,0.05,POLE_LIKE,0.028,28
46,195268,0.05,0.05,JOINTLY_SMALL,0.003,3
46,195268,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
46,195268,0.1,0.1,REGULAR,0.939,939
46,195268,0.1,0.1,POLE_LIKE,0.051,51
46,195268,0.1,0.1,JOINTLY_SMALL,0.01,10
46,195268,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
46,195268,0.25,0.25,REGULAR,0.825,825
46,195268,0.25,0.25,POLE_LIKE,0.124,124
46,195268,0.25,0.25,JOINTLY_SMALL,0.051,51
46,195268,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
47,195269,0.05,0.05,REGULAR,0.984,984
47,195269,0.05,0.05,POLE_LIKE,0.016,16
47,195269,0.05,0.05,JOINTLY_SMALL,0.0,0
47,195269,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
47,195269,0.1,0.1,REGULAR,0.952,952
47,195269,0.1,0.1,POLE_LIKE,0.046,46
47,195269,0.1,0.1,JOINTLY_SMALL,0.002,2
47,195269,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
47,195269,0.25,0.25,REGULAR,0.87,870
47,195269,0.25,0.25,POLE_LIKE,0.098,98
47,195269,0.25,0.25,JOINTLY_SMALL,0.032,32
47,195269,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
48,195273,0.05,0.05,REGULAR,0.967,967
48,195273,0.05,0.05,POLE_LIKE,0.029,29
48,195273,0.05,0.05,JOINTLY_SMALL,0.004,4
48,195273,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
48,195273,0.1,0.1,REGULAR,0.933,933
48,195273,0.1,0.1,POLE_LIKE,0.061,61
48,195273,0.1,0.1,JOINTLY_SMALL,0.006,6
48,195273,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
48,195273,0.25,0.25,REGULAR,0.862,862
48,195273,0.25,0.25,POLE_LIKE,0.113,113
48,195273,0.25,0.25,JOINTLY_SMALL,0.025,25
48,195273,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
49,195274,0.05,0.05,REGULAR,0.961,961
49,195274,0.05,0.05,POLE_LIKE,0.039,39
49,195274,0.05,0.05,JOINTLY_SMALL,0.0,0
49,195274,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
49,195274,0.1,0.1,REGULAR,0.927,927
49,195274,0.1,0.1,POLE_LIKE,0.064,64
49,195274,0.1,0.1,JOINTLY_SMALL,0.009,9
49,195274,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
49,195274,0.25,0.25,REGULAR,0.838,838
49,195274,0.25,0.25,POLE_LIKE,0.121,121
49,195274,0.25,0.25,JOINTLY_SMALL,0.041,41
49,195274,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
50,195626,0.05,0.05,REGULAR,0.968,968
50,195626,0.05,0.05,POLE_LIKE,0.03,30
50,195626,0.05,0.05,JOINTLY_SMALL,0.002,2
50,195626,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
50,195626,0.1,0.1,REGULAR,0.944,944
50,195626,0.1,0.1,POLE_LIKE,0.05,50
50,195626,0.1,0.1,JOINTLY_SMALL,0.006,6
50,195626,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
50,195626,0.25,0.25,REGULAR,0.89,890
50,195626,0.25,0.25,POLE_LIKE,0.072,72
50,195626,0.25,0.25,JOINTLY_SMALL,0.038,38
50,195626,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
51,195638,0.05,0.05,REGULAR,0.969,969
51,195638,0.05,0.05,POLE_LIKE,0.027,27
51,195638,0.05,0.05,JOINTLY_SMALL,0.004,4
51,195638,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
51,195638,0.1,0.1,REGULAR,0.951,951
51,195638,0.1,0.1,POLE_LIKE,0.043,43
51,195638,0.1,0.1,JOINTLY_SMALL,0.006,6
51,195638,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
51,195638,0.25,0.25,REGULAR,0.864,864
51,195638,0.25,0.25,POLE_LIKE,0.092,92
51,195638,0.25,0.25,JOINTLY_SMALL,0.044,44
51,195638,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
52,195642,0.05,0.05,REGULAR,0.973,973
52,195642,0.05,0.05,POLE_LIKE,0.024,24
52,195642,0.05,0.05,JOINTLY_SMALL,0.003,3
52,195642,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
52,195642,0.1,0.1,REGULAR,0.943,943
52,195642,0.1,0.1,POLE_LIKE,0.047,47
52,195642,0.1,0.1,JOINTLY_SMALL,0.01,10
52,195642,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
52,195642,0.25,0.25,REGULAR,0.864,864
52,195642,0.25,0.25,POLE_LIKE,0.099,99
52,195642,0.25,0.25,JOINTLY_SMALL,0.037,37
52,195642,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
53,195645,0.05,0.05,REGULAR,0.989,989
53,195645,0.05,0.05,POLE_LIKE,0.011,11
53,195645,0.05,0.05,JOINTLY_SMALL,0.0,0
53,195645,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
53,195645,0.1,0.1,REGULAR,0.971,971
53,195645,0.1,0.1,POLE_LIKE,0.027,27
53,195645,0.1,0.1,JOINTLY_SMALL,0.002,2
53,195645,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
53,195645,0.25,0.25,REGULAR,0.915,915
53,195645,0.25,0.25,POLE_LIKE,0.07,70
53,195645,0.25,0.25,JOINTLY_SMALL,0.015,15
53,195645,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
54,195647,0.05,0.05,REGULAR,0.982,982
54,195647,0.05,0.05,POLE_LIKE,0.016,16
54,195647,0.05,0.05,JOINTLY_SMALL,0.002,2
54,195647,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
54,195647,0.1,0.1,REGULAR,0.958,958
54,195647,0.1,0.1,POLE_LIKE,0.037,37
54,195647,0.1,0.1,JOINTLY_SMALL,0.005,5
54,195647,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
54,195647,0.25,0.25,REGULAR,0.868,868
54,195647,0.25,0.25,POLE_LIKE,0.086,86
54,195647,0.25,0.25,JOINTLY_SMALL,0.046,46
54,195647,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
55,195648,0.05,0.05,REGULAR,0.982,982
55,195648,0.05,0.05,POLE_LIKE,0.018,18
55,195648,0.05,0.05,JOINTLY_SMALL,0.0,0
55,195648,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
55,195648,0.1,0.1,REGULAR,0.958,958
55,195648,0.1,0.1,POLE_LIKE,0.04,40
55,195648,0.1,0.1,JOINTLY_SMALL,0.002,2
55,195648,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
55,195648,0.25,0.25,REGULAR,0.882,882
55,195648,0.25,0.25,POLE_LIKE,0.086,86
55,195648,0.25,0.25,JOINTLY_SMALL,0.032,32
55,195648,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
56,195649,0.05,0.05,REGULAR,0.956,956
56,195649,0.05,0.05,POLE_LIKE,0.043,43
56,195649,0.05,0.05,JOINTLY_SMALL,0.001,1
56,195649,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
56,195649,0.1,0.1,REGULAR,0.933,933
56,195649,0.1,0.1,POLE_LIKE,0.064,64
56,195649,0.1,0.1,JOINTLY_SMALL,0.003,3
56,195649,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
56,195649,0.25,0.25,REGULAR,0.847,847
56,195649,0.25,0.25,POLE_LIKE,0.133,133
56,195649,0.25,0.25,JOINTLY_SMALL,0.02,20
56,195649,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
57,195650,0.05,0.05,REGULAR,0.976,976
57,195650,0.05,0.05,POLE_LIKE,0.024,24
57,195650,0.05,0.05,JOINTLY_SMALL,0.0,0
57,195650,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
57,195650,0.1,0.1,REGULAR,0.952,952
57,195650,0.1,0.1,POLE_LIKE,0.045,45
57,195650,0.1,0.1,JOINTLY_SMALL,0.003,3
57,195650,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
57,195650,0.25,0.25,REGULAR,0.857,857
57,195650,0.25,0.25,POLE_LIKE,0.109,109
57,195650,0.25,0.25,JOINTLY_SMALL,0.034,34
57,195650,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
58,195651,0.05,0.05,REGULAR,0.98,980
58,195651,0.05,0.05,POLE_LIKE,0.02,20
58,195651,0.05,0.05,JOINTLY_SMALL,0.0,0
58,195651,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
58,195651,0.1,0.1,REGULAR,0.958,958
58,195651,0.1,0.1,POLE_LIKE,0.034,34
58,195651,0.1,0.1,JOINTLY_SMALL,0.008,8
58,195651,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
58,195651,0.25,0.25,REGULAR,0.861,861
58,195651,0.25,0.25,POLE_LIKE,0.093,93
58,195651,0.25,0.25,JOINTLY_SMALL,0.046,46
58,195651,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
59,195652,0.05,0.05,REGULAR,0.977,977
59,195652,0.05,0.05,POLE_LIKE,0.023,23
59,195652,0.05,0.05,JOINTLY_SMALL,0.0,0
59,195652,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
59,195652,0.1,0.1,REGULAR,0.943,943
59,195652,0.1,0.1,POLE_LIKE,0.056,56
59,195652,0.1,0.1,JOINTLY_SMALL,0.001,1
59,195652,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
59,195652,0.25,0.25,REGULAR,0.877,877
59,195652,0.25,0.25,POLE_LIKE,0.1,100
59,195652,0.25,0.25,JOINTLY_SMALL,0.023,23
59,195652,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
60,195655,0.05,0.05,REGULAR,0.967,967
60,195655,0.05,0.05,POLE_LIKE,0.033,33
60,195655,0.05,0.05,JOINTLY_SMALL,0.0,0
60,195655,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
60,195655,0.1,0.1,REGULAR,0.937,937
60,195655,0.1,0.1,POLE_LIKE,0.056,56
60,195655,0.1,0.1,JOINTLY_SMALL,0.007,7
60,195655,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
60,195655,0.25,0.25,REGULAR,0.862,862
60,195655,0.25,0.25,POLE_LIKE,0.11,110
60,195655,0.25,0.25,JOINTLY_SMALL,0.028,28
60,195655,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
61,195659,0.05,0.05,REGULAR,0.975,975
61,195659,0.05,0.05,POLE_LIKE,0.023,23
61,195659,0.05,0.05,JOINTLY_SMALL,0.002,2
61,195659,0.05,0.05,EXACT_OR_NEAR_ZERO_A,0.0,0
61,195659,0.1,0.1,REGULAR,0.954,954
61,195659,0.1,0.1,POLE_LIKE,0.037,37
61,195659,0.1,0.1,JOINTLY_SMALL,0.009,9
61,195659,0.1,0.1,EXACT_OR_NEAR_ZERO_A,0.0,0
61,195659,0.25,0.25,REGULAR,0.874,874
61,195659,0.25,0.25,POLE_LIKE,0.09,90
61,195659,0.25,0.25,JOINTLY_SMALL,0.036,36
61,195659,0.25,0.25,EXACT_OR_NEAR_ZERO_A,0.0,0
