mask,retained_fraction,pooled_explicit_rmse,pooled_implicit_rmse
abs_A_ge_1e-06,0.9999838709677419,73.38725019120602,0.05758511887983622
abs_A_ge_1e-05,0.9997741935483871,25.592212309597564,0.05759062138111873
abs_A_ge_0.0001,0.9976451612903225,9.431960851245938,0.05764789237098142
abs_A_ge_0.001,0.9799193548387096,3.0500751304350975,0.05805146907895367
abs_A_ge_0.01,0.8065967741935484,1.3104800389797788,0.06288987510524158
abs_A_ge_0.05,0.29120967741935483,0.9817035835720422,0.09288342311427274
abs_A_ge_0.1,0.07435483870967742,0.9994892330035136,0.14198436666188183
