realization_index,shot,denominator,min,max,median,mean,std,min_abs,q0001_abs,q001_abs,q005_abs,q01_abs,q025_abs,q05_abs,q10_abs,q25_abs,q50_abs,n_exact_zero,n_sign_changes,n_nonfinite,robust_scale_median_abs,robust_scale_mad,frac_abs_lt_1e-06,frac_rel_lt_1e-06,frac_abs_lt_1e-05,frac_rel_lt_1e-05,frac_abs_lt_0.0001,frac_rel_lt_0.0001,frac_abs_lt_0.001,frac_rel_lt_0.001,frac_abs_lt_0.01,frac_rel_lt_0.01,frac_abs_lt_0.05,frac_rel_lt_0.05,frac_abs_lt_0.1,frac_rel_lt_0.1
3,160717,D_betaN_Wdia,13.139106873736162,21.060858794997547,17.2576445518181,17.202606295367325,1.0,13.139106873736162,13.1391068737362,13.13910687373654,13.760795148409883,14.500985265344402,14.928337374045926,15.262965774219253,15.97941183277479,16.7978550976019,17.2576445518181,0,0,0,17.2576445518181,0.7245831851831347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,160717,D_betaN_kappa,13.139106873736162,21.060858794997547,17.2576445518181,17.202606295367325,1.0,13.139106873736162,13.1391068737362,13.13910687373654,13.760795148409883,14.500985265344402,14.928337374045926,15.262965774219253,15.97941183277479,16.7978550976019,17.2576445518181,0,0,0,17.2576445518181,0.7245831851831347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,160717,D_betaN_li,13.139106873736162,21.060858794997547,17.2576445518181,17.202606295367325,1.0,13.139106873736162,13.1391068737362,13.13910687373654,13.760795148409883,14.500985265344402,14.928337374045926,15.262965774219253,15.97941183277479,16.7978550976019,17.2576445518181,0,0,0,17.2576445518181,0.7245831851831347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,160717,q95_over_kappa,11.85025030706141,19.150230484830104,17.383955064722443,17.202606295367328,1.0,11.85025030706141,11.860428832079151,11.952035557238814,12.3200706678769,12.546852672321021,12.713358643353466,16.44354881490364,16.692827792904293,16.976810082486733,17.383955064722443,0,0,0,17.383955064722443,0.3381627559465999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,160719,D_kappa_Wdia,12.70309976375376,22.634911459908288,16.986773946350873,17.06451839112329,1.0,12.70309976375376,12.70309976375378,12.703099763753954,13.905320255044185,14.93571860805959,15.625539886775947,16.088241595953054,16.308307732685417,16.627915122921895,16.986773946350873,0,0,0,16.986773946350873,0.454859204603842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,160719,D_betaN_Wdia,12.94326179057062,21.04996081187313,16.95928650214892,17.06451839112329,1.0,12.94326179057062,12.943261790570658,12.943261790570995,14.028365449766564,14.513193598309947,15.302910854232394,15.55346552419051,15.996485024032268,16.532741015132785,16.95928650214892,0,0,0,16.95928650214892,0.7115956063585404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,160719,D_betaN_kappa,12.94326179057062,21.04996081187313,16.95928650214892,17.06451839112329,1.0,12.94326179057062,12.943261790570658,12.943261790570995,14.028365449766564,14.513193598309947,15.302910854232394,15.55346552419051,15.996485024032268,16.532741015132785,16.95928650214892,0,0,0,16.95928650214892,0.7115956063585404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,160719,D_betaN_li,12.94326179057062,21.04996081187313,16.95928650214892,17.06451839112329,1.0,12.94326179057062,12.943261790570658,12.943261790570995,14.028365449766564,14.513193598309947,15.302910854232394,15.55346552419051,15.996485024032268,16.532741015132785,16.95928650214892,0,0,0,16.95928650214892,0.7115956063585404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,160719,q95_over_kappa,11.022260440847663,19.214853321065583,17.288612690397912,17.064518391123293,1.0,11.022260440847663,11.036950576887122,11.169161801242241,12.010609925628277,12.255121951285657,13.300246175517033,16.169779495348962,16.348885649899152,16.831728960347466,17.288612690397912,0,0,0,17.288612690397912,0.4006482201261282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,160720,D_kappa_Wdia,10.550378488855316,21.35978647707812,15.354297837414913,15.449169464823099,0.9999999999999999,10.550378488855316,10.550378488855337,10.550378488855525,11.990963075514394,13.039475573603463,14.077991415131564,14.42400794468881,14.698459737046637,15.010666176779965,15.354297837414913,0,0,0,15.354297837414913,0.5065913375804588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,160720,D_betaN_Wdia,11.315197300062225,18.223081188906725,15.497791503241206,15.449169464823099,0.9999999999999999,11.315197300062225,11.315197300062225,11.315197300062229,11.420208702071175,12.590141318731542,13.017581996398887,13.643961490410561,14.249418753777984,15.09911596077385,15.497791503241206,0,0,0,15.497791503241206,0.6100646632386059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,160720,D_betaN_kappa,11.315197300062225,18.223081188906725,15.497791503241206,15.449169464823099,0.9999999999999999,11.315197300062225,11.315197300062225,11.315197300062229,11.420208702071175,12.590141318731542,13.017581996398887,13.643961490410561,14.249418753777984,15.09911596077385,15.497791503241206,0,0,0,15.497791503241206,0.6100646632386059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
