realization_index,shot,sample_index,eps,A_analytical,dG_dy_fd,abs_error
0,155537,422,1e-05,0.04140811829992308,0.04140811833419633,3.427325090399336e-11
0,155537,422,0.0001,0.04140811829992308,0.04140811830088964,9.665601652386613e-13
55,195648,678,1e-06,-0.02425177275559831,-0.024251770980310283,1.7752880276944438e-09
55,195648,678,1e-05,-0.02425177275559831,-0.024251772923200573,1.6760226193013317e-10
55,195648,678,0.0001,-0.02425177275559831,-0.024251772772210245,1.661193405055883e-11
29,187018,422,1e-06,-0.11493947969491469,-0.11493947829621654,1.3986981572955415e-09
29,187018,422,1e-05,-0.11493947969491469,-0.11493947980750761,1.1259292109766506e-10
29,187018,422,0.0001,-0.11493947969491469,-0.11493947969384855,1.0661471705475378e-12
58,195651,368,1e-06,0.0036073930380171593,0.003607393161964012,1.2394685278138695e-10
58,195651,368,1e-05,0.0036073930380171593,0.0036073928455504496,1.9246670967046353e-10
58,195651,368,0.0001,0.0036073930380171593,0.0036073930359536988,2.063460513568316e-12
17,165031,690,1e-06,0.022495515355107853,0.022495514007125905,1.3479819482853372e-09
17,165031,690,1e-05,0.022495515355107853,0.022495515383802452,2.869459878040992e-11
17,165031,690,0.0001,0.022495515355107853,0.022495515358267326,3.1594726834782705e-12
4,160719,85,1e-06,0.020062551531454087,0.020062552119615162,5.881610753988298e-10
4,160719,85,1e-05,0.020062551531454087,0.0200625515089925,2.2461588145006317e-11
4,160719,85,0.0001,0.020062551531454087,0.020062551538135853,6.681766251404042e-12
8,161138,434,1e-06,0.015875615908102714,0.015875617487282057,1.5791793428476808e-09
8,161138,434,1e-05,0.015875615908102714,0.01587561589966313,8.439582366293052e-12
8,161138,434,0.0001,0.015875615908102714,0.015875615919647146,1.1544432076959765e-11
57,195650,816,1e-06,0.012708217071031092,0.012708216395873606,6.751574854746423e-10
57,195650,816,1e-05,0.012708217071031092,0.012708217170254164,9.922307246668094e-11
57,195650,816,0.0001,0.012708217071031092,0.012708217061174754,9.856337968017215e-12
57,195650,851,1e-06,0.020982307958511637,0.020982307780137432,1.783742042960057e-10
57,195650,851,1e-05,0.020982307958511637,0.02098230795499756,3.5140779175435455e-12
57,195650,851,0.0001,0.020982307958511637,0.02098230796221401,3.702371742519972e-12
37,189649,100,1e-06,0.00024671968461131843,0.0002467200332922914,3.486809729835727e-10
37,189649,100,1e-05,0.00024671968461131843,0.00024671970577649915,2.1165180719151522e-11
37,189649,100,0.0001,0.00024671968461131843,0.0002467196846822617,7.09432512735475e-14
19,165043,788,1e-06,0.012233095366944502,0.012233097201885812,1.8349413100082757e-09
19,165043,788,1e-05,0.012233095366944502,0.012233095214586596,1.5235790580547803e-10
19,165043,788,0.0001,0.012233095366944502,0.012233095364744262,2.2002399902021352e-12
26,170411,617,1e-06,0.07363793375143701,0.07363793427805909,5.266220792776721e-10
26,170411,617,1e-05,0.07363793375143701,0.07363793378956096,3.812394844260325e-11
26,170411,617,0.0001,0.07363793375143701,0.07363793375514405,3.707034679223398e-12
24,170394,673,1e-06,0.11175810844711664,0.11175810880892367,3.6180702878141346e-10
24,170394,673,1e-05,0.11175810844711664,0.11175810845642785,9.311204585138455e-12
24,170394,673,0.0001,0.11175810844711664,0.11175810845157064,4.453992730191203e-12
3,160717,791,1e-06,0.09303098288821365,0.0930309833058196,4.1760594982065413e-10
3,160717,791,1e-05,0.09303098288821365,0.09303098287838373,9.829928537818944e-12
3,160717,791,0.0001,0.09303098288821365,0.09303098288504508,3.1685765122801968e-12
17,165031,787,1e-06,0.022395877636924078,0.022395880261427692,2.624503614434559e-09
17,165031,787,1e-05,0.022395877636924078,0.022395877638525793,1.6017152881797614e-12
17,165031,787,0.0001,0.022395877636924078,0.02239587765656692,1.9642842907785507e-11
3,160717,797,1e-06,-0.00781309185179857,-0.00781309267283703,8.210384594420361e-10
3,160717,797,1e-05,-0.00781309185179857,-0.007813091862374222,1.0575651465671854e-11
3,160717,797,0.0001,-0.00781309185179857,-0.007813091844610653,7.187916928330651e-12
40,189652,191,1e-06,-0.018538330716811546,-0.018538331286732657,5.699211103049606e-10
40,189652,191,1e-05,-0.018538330716811546,-0.01853833073786615,2.1054602505898856e-11
40,189652,191,0.0001,-0.018538330716811546,-0.01853833070317168,1.3639867013637286e-11
8,161138,152,1e-06,0.03564335543098662,0.03564335640526828,9.742816553526268e-10
8,161138,152,1e-05,0.03564335543098662,0.03564335526451412,1.6647250244972156e-10
8,161138,152,0.0001,0.03564335543098662,0.0356433554177249,1.3261725051449957e-11
21,165861,952,1e-06,-0.03639747695646678,-0.03639747961359241,2.6571256306340274e-09
21,165861,952,1e-05,-0.03639747695646678,-0.03639747693795492,1.851185871259986e-11
21,165861,952,0.0001,-0.03639747695646678,-0.036397476969041165,1.2574385976904523e-11
55,195648,844,1e-06,-0.007342441865815896,-0.007342440988544752,8.772711446169978e-10
55,195648,844,1e-05,-0.007342441865815896,-0.007342441837865365,2.795053164611483e-11
55,195648,844,0.0001,-0.007342441865815896,-0.007342441860069826,5.74607028624996e-12
56,195649,790,1e-06,0.02427982864435818,0.024279830229678723,1.5853205415083949e-09
56,195649,790,1e-05,0.02427982864435818,0.024279828719775406,7.541722454873501e-11
56,195649,790,0.0001,0.02427982864435818,0.024279828644280244,7.793765632868599e-14
32,187021,678,1e-06,0.0022082029539284287,0.0022082032591352885,3.052068597853008e-10
32,187021,678,1e-05,0.0022082029539284287,0.0022082028289238664,1.2500456225694734e-10
32,187021,678,0.0001,0.0022082029539284287,0.0022082029610404064,7.11197767344629e-12
23,165965,773,1e-06,-0.03879679882962317,-0.03879679877361042,5.601274999378347e-11
23,165965,773,1e-05,-0.03879679882962317,-0.038796798745854844,8.376832560941239e-11
23,165965,773,0.0001,-0.03879679882962317,-0.038796798826901124,2.722044811775959e-12
60,195655,818,1e-06,0.0015594295096064137,0.0015594285446285383,9.649778753839655e-10
60,195655,818,1e-05,0.0015594295096064137,0.0015594295285636937,1.895727997323904e-11
60,195655,818,0.0001,0.0015594295096064137,0.0015594295117715706,2.1651569426239803e-12
33,187022,619,1e-06,0.022297135643689514,0.022297136859084077,1.2153945627702e-09
33,187022,619,1e-05,0.022297135643689514,0.02229713563228763,1.1401882910044847e-11
33,187022,619,0.0001,0.022297135643689514,0.022297135645887867,2.1983526110602725e-12
13,165026,186,1e-06,0.07044305537820539,0.07044305493086878,4.473366121970912e-10
13,165026,186,1e-05,0.07044305537820539,0.07044305542769358,4.948819132266635e-11
13,165026,186,0.0001,0.07044305537820539,0.07044305537703965,1.1657341758564144e-12
53,195645,659,1e-06,-0.03736409169554067,-0.03736409315280298,1.457262310822216e-09
53,195645,659,1e-05,-0.03736409169554067,-0.03736409166510413,3.043654217549374e-11
53,195645,659,0.0001,-0.03736409169554067,-0.03736409170063126,5.090594612511268e-12
0,155537,333,1e-06,0.014706355884190558,0.014706355605520471,2.786700870061054e-10
