realization_index,shot,sample_index,eps,A_analytical,dG_dy_fd,abs_error
15,165028,723,0.0001,0.039175003172038925,0.03917500316696909,5.069833441950777e-12
43,195265,279,1e-06,0.006148763222935449,0.0061487642755153615,1.052579912119711e-09
43,195265,279,1e-05,0.006148763222935449,0.0061487632319057175,8.97026810470214e-12
43,195265,279,0.0001,0.006148763222935449,0.006148763226354603,3.4191538489380946e-12
49,195274,817,1e-06,-0.0525915159482353,-0.05259151519831917,7.499161291946166e-10
49,195274,817,1e-05,-0.0525915159482353,-0.052591515914413016,3.382228525028452e-11
49,195274,817,0.0001,-0.0525915159482353,-0.0525915159566015,8.36619662436533e-12
45,195267,506,1e-06,-0.00034805144028171586,-0.00034805305859642033,1.6183147044657176e-09
45,195267,506,1e-05,-0.00034805144028171586,-0.0003480513877107682,5.2570947649353134e-11
45,195267,506,0.0001,-0.00034805144028171586,-0.00034805144544236555,5.160649685365115e-12
26,170411,480,1e-06,0.08132533399296704,0.08132533502180905,1.0288420115855956e-09
26,170411,480,1e-05,0.08132533399296704,0.08132533392268826,7.027878279330935e-11
26,170411,480,0.0001,0.08132533399296704,0.08132533398041986,1.2547185512801207e-11
55,195648,102,1e-06,0.05596300736140225,0.05596300678423205,5.771702005219481e-10
55,195648,102,1e-05,0.05596300736140225,0.055963007383752476,2.235022583674251e-11
55,195648,102,0.0001,0.05596300736140225,0.05596300736487869,3.4764413570087527e-12
26,170411,808,1e-06,0.030988477754787414,0.030988477422999594,3.317878194408763e-10
26,170411,808,1e-05,0.030988477754787414,0.030988477792148746,3.736133277754128e-11
26,170411,808,0.0001,0.030988477754787414,0.03098847775745428,2.6668667274520885e-12
24,170394,538,1e-06,0.12002559596037066,0.12002559515722488,8.031457721102697e-10
24,170394,538,1e-05,0.12002559596037066,0.12002559600932104,4.895038541175012e-11
24,170394,538,0.0001,0.12002559596037066,0.12002559596241413,2.043476499125063e-12
41,195261,495,1e-06,-0.10696886987341925,-0.1069688690957804,7.776388422087166e-10
41,195261,495,1e-05,-0.10696886987341925,-0.10696886996175435,8.83351031211177e-11
41,195261,495,0.0001,-0.10696886987341925,-0.10696886986849563,4.923617069607644e-12
41,195261,374,1e-06,-0.13143326473883477,-0.13143326471620753,2.262723342028039e-11
41,195261,374,1e-05,-0.13143326473883477,-0.13143326498266106,2.438262924897572e-10
41,195261,374,0.0001,-0.13143326473883477,-0.13143326474951422,1.0679457318474306e-11
15,165028,172,1e-06,0.05351272599506851,0.05351272633347115,3.3840263924389546e-10
15,165028,172,1e-05,0.05351272599506851,0.053512726103099865,1.0803135469528158e-10
15,165028,172,0.0001,0.05351272599506851,0.05351272599457557,4.929390229335695e-13
35,189646,93,1e-06,-0.011255650862302624,-0.011255649301489257,1.5608133674405167e-09
35,189646,93,1e-05,-0.011255650862302624,-0.011255650966823792,1.0452116776249465e-10
35,189646,93,0.0001,-0.011255650862302624,-0.011255650864683275,2.380651231703723e-12
1,159310,104,1e-06,0.0330141033299175,0.03301410433920182,1.0092843227837989e-09
1,159310,104,1e-05,0.0330141033299175,0.0330141033400011,1.0083600621157984e-11
1,159310,104,0.0001,0.0330141033299175,0.03301410332889887,1.0186296250935811e-12
54,195647,657,1e-06,-0.02767676843740874,-0.02767676757393922,8.634695181086727e-10
54,195647,657,1e-05,-0.02767676843740874,-0.02767676859465051,1.5724177168663367e-10
54,195647,657,0.0001,-0.02767676843740874,-0.02767676844084993,3.441191775976904e-12
40,189652,95,1e-06,-0.01715631743360413,-0.01715631897658554,1.5429814093081973e-09
40,189652,95,1e-05,-0.01715631743360413,-0.017156317444477764,1.0873635325481246e-11
40,189652,95,0.0001,-0.01715631743360413,-0.017156317430044865,3.5592639946457894e-12
3,160717,346,1e-06,0.04428028173527765,0.04428028238523396,6.499563109940709e-10
3,160717,346,1e-05,0.04428028173527765,0.04428028184122467,1.0594702198885031e-10
3,160717,346,0.0001,0.04428028173527765,0.044280281726871706,8.40594260864691e-12
18,165042,238,1e-06,0.10614788379079376,0.10614788492624427,1.1354505113914115e-09
18,165042,238,1e-05,0.10614788379079376,0.1061478838382257,4.743193338097029e-11
18,165042,238,0.0001,0.10614788379079376,0.10614788380935991,1.856614861850403e-11
37,189649,116,1e-06,-0.0003834474878212646,-0.00038344752373298263,3.5911718043735164e-11
37,189649,116,1e-05,-0.0003834474878212646,-0.00038344761255082455,1.2472955995953758e-10
37,189649,116,0.0001,-0.0003834474878212646,-0.00038344751152052936,2.369926477285844e-11
35,189646,334,1e-06,0.08449449101527429,0.08449448970701545,1.308258834598064e-09
35,189646,334,1e-05,0.08449449101527429,0.08449449108612062,7.084632880349773e-11
35,189646,334,0.0001,0.08449449101527429,0.08449449102398282,8.708533894008497e-12
25,170396,349,1e-06,0.0819103699280529,0.08191037126348277,1.3354298777912277e-09
25,170396,349,1e-05,0.0819103699280529,0.08191036997562406,4.7571169226046095e-11
25,170396,349,0.0001,0.0819103699280529,0.08191036993343559,5.3826942902901465e-12
25,170396,121,1e-06,0.09869374338992809,0.09869374206772363,1.322204457032683e-09
25,170396,121,1e-05,0.09869374338992809,0.09869374347215575,8.222765524035225e-11
25,170396,121,0.0001,0.09869374338992809,0.09869374338944414,4.839462164341057e-13
29,187018,429,1e-06,-0.02650374884434381,-0.026503748334905097,5.094387134363387e-10
29,187018,429,1e-05,-0.02650374884434381,-0.026503748845607685,1.2638744217863263e-12
29,187018,429,0.0001,-0.02650374884434381,-0.02650374883117479,1.3169021428893757e-11
34,187024,757,1e-06,0.009071236120504311,0.009071236595215026,4.747107151814589e-10
34,187024,757,1e-05,0.009071236120504311,0.009071236073410205,4.7094106392364665e-11
34,187024,757,0.0001,0.009071236120504311,0.009071236125035576,4.531264252705114e-12
17,165031,901,1e-06,0.018621528695408784,0.018621528985462987,2.900542028783093e-10
17,165031,901,1e-05,0.018621528695408784,0.018621528780071728,8.466294332265534e-11
17,165031,901,0.0001,0.018621528695408784,0.018621528699025447,3.61666252501891e-12
50,195626,69,1e-06,0.056408689737612705,0.056408690024545294,2.8693258879997074e-10
50,195626,69,1e-05,0.056408689737612705,0.05640868958045608,1.5715662798898578e-10
50,195626,69,0.0001,0.056408689737612705,0.05640868973755264,6.006306563222097e-14
5,160720,714,1e-06,0.09405477781480664,0.09405477763291259,1.818940553732773e-10
5,160720,714,1e-05,0.09405477781480664,0.0940547777883438,2.646284580354319e-11
5,160720,714,0.0001,0.09405477781480664,0.09405477781471161,9.50350909079134e-14
31,187020,392,1e-06,-0.019552233617232573,-0.01955223449812138,8.808888063427389e-10
31,187020,392,1e-05,-0.019552233617232573,-0.01955223356553404,5.169853434239258e-11
31,187020,392,0.0001,-0.019552233617232573,-0.019552233616604298,6.282752096353761e-13
56,195649,425,1e-06,0.012086587341840094,0.012086586481663275,8.601768186622394e-10
56,195649,425,1e-05,0.012086587341840094,0.012086587411475056,6.963496272660574e-11
56,195649,425,0.0001,0.012086587341840094,0.012086587335979893,5.860201213181426e-12
36,189647,634,1e-06,-0.04971730287053289,-0.04971730520428753,2.3337546409263332e-09
36,189647,634,1e-05,-0.04971730287053289,-0.0497173028631264,7.406485147409825e-12
36,189647,634,0.0001,-0.04971730287053289,-0.04971730285965913,1.0873760225571516e-11
19,165043,161,1e-06,-0.007427200854443483,-0.007427202020071633,1.1656281495575627e-09
19,165043,161,1e-05,-0.007427200854443483,-0.00742720082658188,2.7861602781842354e-11
19,165043,161,0.0001,-0.007427200854443483,-0.007427200856557903,2.1144197503986106e-12
8,161138,886,1e-06,-0.02795147577834023,-0.027951477743481945,1.9651417160204687e-09
8,161138,886,1e-05,-0.02795147577834023,-0.027951475745080497,3.3259731774260004e-11
8,161138,886,0.0001,-0.02795147577834023,-0.027951475782828084,4.48785453244227e-12
36,189647,683,1e-06,-0.11838574467453045,-0.11838574479159249,1.1706204061656678e-10
36,189647,683,1e-05,-0.11838574467453045,-0.118385744591774,8.27564405891934e-11
36,189647,683,0.0001,-0.11838574467453045,-0.11838574468059457,6.064121427229452e-12
19,165043,35,1e-06,0.024801106329802702,0.02480110472546926,1.604333443872008e-09
19,165043,35,1e-05,0.024801106329802702,0.0248011063574971,2.7694398857525115e-11
19,165043,35,0.0001,0.024801106329802702,0.024801106330851752,1.0490497359683104e-12
58,195651,985,1e-06,0.05186739396478357,0.051867394768034814,8.032512432976091e-10
58,195651,985,1e-05,0.05186739396478357,0.051867393813243005,1.5154056481891942e-10
58,195651,985,0.0001,0.05186739396478357,0.051867393946469775,1.8313794925006732e-11
55,195648,951,1e-06,-0.038434905447207623,-0.03843490503641078,4.107968409883256e-10
55,195648,951,1e-05,-0.038434905447207623,-0.03843490541388661,3.332101261577236e-11
55,195648,951,0.0001,-0.038434905447207623,-0.03843490544941375,2.2061241722326486e-12
27,186997,292,1e-06,0.04043515307651402,0.04043515283713717,2.3937685167396694e-10
27,186997,292,1e-05,0.04043515307651402,0.04043515302587508,5.063893748769033e-11
27,186997,292,0.0001,0.04043515307651402,0.04043515309026802,1.3753997940568752e-11
12,165022,512,1e-06,0.037064570899230986,0.037064571106748545,2.0751755869241606e-10
12,165022,512,1e-05,0.037064570899230986,0.037064570776457195,1.22773791133568e-10
12,165022,512,0.0001,0.037064570899230986,0.03706457089053261,8.698375353333176e-12
21,165861,992,1e-06,0.07214255304616513,0.07214255148824122,1.5579239009966273e-09
21,165861,992,1e-05,0.07214255304616513,0.07214255307030903,2.4143909094220817e-11
21,165861,992,0.0001,0.07214255304616513,0.07214255304088812,5.2770010583458316e-12
47,195269,818,1e-06,-0.01495041026395294,-0.014950411131309238,8.673562978955829e-10
47,195269,818,1e-05,-0.01495041026395294,-0.014950410198721896,6.523104452427209e-11
47,195269,818,0.0001,-0.01495041026395294,-0.014950410260894387,3.0585534105398438e-12
12,165022,93,1e-06,0.04538386592608423,0.04538386627617186,3.500876255557728e-10
12,165022,93,1e-05,0.04538386592608423,0.045383865815429296,1.106549366025611e-10
12,165022,93,0.0001,0.04538386592608423,0.04538386590924315,1.6841084082841462e-11
38,189650,289,1e-06,0.057349863131948564,0.05734986374683615,6.148875852929336e-10
38,189650,289,1e-05,0.057349863131948564,0.05734986300853783,1.2341073302168937e-10
38,189650,289,0.0001,0.057349863131948564,0.05734986313510326,3.1546987244723823e-12
26,170411,378,1e-06,0.10219486546894418,0.10219486623608276,7.671385748864168e-10
26,170411,378,1e-05,0.10219486546894418,0.10219486529239317,1.7655100992275408e-10
26,170411,378,0.0001,0.10219486546894418,0.1021948654567062,1.22379884004431e-11
21,165861,353,1e-06,-0.06590662216815613,-0.0659066218267057,3.4145042349109644e-10
21,165861,353,1e-05,-0.06590662216815613,-0.06590662232630606,1.58149937590224e-10
21,165861,353,0.0001,-0.06590662216815613,-0.06590662216643395,1.7221779557985428e-12
51,195638,463,1e-06,-0.0015213727023484225,-0.0015213721393791957,5.629692267916653e-10
51,195638,463,1e-05,-0.0015213727023484225,-0.0015213726722862473,3.0062175188430573e-11
51,195638,463,0.0001,-0.0015213727023484225,-0.001521372697821377,4.527045405211538e-12
51,195638,204,1e-06,0.00552927899935951,0.005529279201166304,2.0180679349834918e-10
51,195638,204,1e-05,0.00552927899935951,0.005529278807037129,1.9232238111094313e-10
51,195638,204,0.0001,0.00552927899935951,0.0055292790057670516,6.4075411643216285e-12
36,189647,110,1e-06,-0.027480718749268274,-0.027480719366757,6.174887268173279e-10
36,189647,110,1e-05,-0.027480718749268274,-0.027480718756134333,6.866059804044866e-12
36,189647,110,0.0001,-0.027480718749268274,-0.027480718749473,2.0472512574087887e-13
55,195648,403,1e-06,0.07519065675852243,0.07519065692296323,1.6444079431465752e-10
55,195648,403,1e-05,0.07519065675852243,0.075190656767532,9.009570867135608e-12
55,195648,403,0.0001,0.07519065675852243,0.07519065676198089,3.458455744009825e-12
41,195261,233,1e-06,0.03228154475161138,0.032281546324952615,1.5733412350726894e-09
41,195261,233,1e-05,0.03228154475161138,0.03228154483725376,8.564238207497965e-11
41,195261,233,0.0001,0.03228154475161138,0.032281544761203484,9.592104888156427e-12
5,160720,671,1e-06,0.09844756433050883,0.09844756465593463,3.254257974205643e-10
5,160720,671,1e-05,0.09844756433050883,0.09844756433535772,4.848885182262563e-12
5,160720,671,0.0001,0.09844756433050883,0.0984475643255045,5.004330283497893e-12
57,195650,334,1e-06,-0.008958801364401636,-0.00895880081230871,5.520929269309249e-10
57,195650,334,1e-05,-0.008958801364401636,-0.008958801522851445,1.5844980882917525e-10
57,195650,334,0.0001,-0.008958801364401636,-0.008958801365199776,7.98139332403025e-13
2,160715,84,1e-06,0.054777862082546314,0.05477786252372496,4.411786491687053e-10
2,160715,84,1e-05,0.054777862082546314,0.054777862115717994,3.3171680680066373e-11
2,160715,84,0.0001,0.054777862082546314,0.05477786208851754,5.971223515643942e-12
29,187018,603,1e-06,0.0007462952658060518,0.0007462946927105918,5.730954599769689e-10
29,187018,603,1e-05,0.0007462952658060518,0.0007462952700265645,4.220512719692315e-12
29,187018,603,0.0001,0.0007462952658060518,0.0007462952722470106,6.440958877362846e-12
57,195650,906,1e-06,0.025601169014835,0.025601169628686193,6.138511920994461e-10
57,195650,906,1e-05,0.025601169014835,0.025601169062472447,4.7637446071169265e-11
57,195650,906,0.0001,0.025601169014835,0.025601169009181746,5.653255641391297e-12
46,195268,741,1e-06,-0.005723866519467213,-0.005723865714735155,8.047320587678541e-10
46,195268,741,1e-05,-0.005723866519467213,-0.005723866530749077,1.1281863464274178e-11
46,195268,741,0.0001,-0.005723866519467213,-0.005723866517426401,2.0408119638659628e-12
35,189646,676,1e-06,0.026073394915315795,0.026073394470381428,4.449343671275585e-10
35,189646,676,1e-05,0.026073394915315795,0.02607339496985168,5.4535886223616714e-11
35,189646,676,0.0001,0.026073394915315795,0.026073394920999703,5.683908205211807e-12
9,161145,221,1e-06,0.006494680582808887,0.006494679460899988,1.1219088991154536e-09
9,161145,221,1e-05,0.006494680582808887,0.006494680659940854,7.713196661235378e-11
9,161145,221,0.0001,0.006494680582808887,0.006494680588886581,6.0776939037054944e-12
44,195266,988,1e-06,-0.014352495128663434,-0.014352494082103817,1.0465596167463787e-09
44,195266,988,1e-05,-0.014352495128663434,-0.014352495047997847,8.066558705721594e-11
44,195266,988,0.0001,-0.014352495128663434,-0.014352495150138367,2.147493294302194e-11
41,195261,335,1e-06,0.003849126612878173,0.003849124796673209,1.8162049642000966e-09
41,195261,335,1e-05,0.003849126612878173,0.0038491266840523504,7.117417722898867e-11
41,195261,335,0.0001,0.003849126612878173,0.0038491266129980772,1.199040866595169e-13
47,195269,292,1e-06,0.004335509500205448,0.004335510284114719,7.83909270829497e-10
47,195269,292,1e-05,0.004335509500205448,0.004335509551367522,5.11620745768937e-11
47,195269,292,0.0001,0.004335509500205448,0.004335509500297263,9.181544413650045e-14
19,165043,741,1e-06,0.00016575913551186705,0.00016576012784597083,9.923341037776368e-10
19,165043,741,1e-05,0.00016575913551186705,0.00016575904260296423,9.290890282055882e-11
19,165043,741,0.0001,0.00016575913551186705,0.00016575912607785792,9.434009129449805e-12
20,165860,946,1e-06,0.06596031303777938,0.06596031176808737,1.2696920181909377e-09
20,165860,946,1e-05,0.06596031303777938,0.06596031304484384,7.0644601279923336e-12
20,165860,946,0.0001,0.06596031303777938,0.06596031304040295,2.6235680294917074e-12
2,160715,449,1e-06,0.07055414720656339,0.07055414763534884,4.287854515894196e-10
2,160715,449,1e-05,0.07055414720656339,0.07055414720236186,4.2015280143914424e-12
2,160715,449,0.0001,0.07055414720656339,0.07055414721124365,4.68025618260981e-12
23,165965,274,1e-06,0.04152593761672119,0.04152593779949143,1.8277024338431147e-10
23,165965,274,1e-05,0.04152593761672119,0.04152593746642452,1.502966640032355e-10
23,165965,274,0.0001,0.04152593761672119,0.0415259376052024,1.1518785925090924e-11
13,165026,598,1e-06,0.10551877344365757,0.10551877221987027,1.223787293724854e-09
13,165026,598,1e-05,0.10551877344365757,0.10551877350217785,5.852028583941404e-11
13,165026,598,0.0001,0.10551877344365757,0.10551877344722183,3.5642599982566026e-12
6,160721,628,1e-06,0.032392097400817055,0.03239209761529693,2.1447987830214288e-10
6,160721,628,1e-05,0.032392097400817055,0.032392097401579,7.619460618002449e-13
6,160721,628,0.0001,0.032392097400817055,0.03239209740435456,3.5375036233631363e-12
50,195626,235,1e-06,0.004768712751848314,0.00476871370169718,9.498488662273985e-10
50,195626,235,1e-05,0.004768712751848314,0.0047687127191498035,3.2698510565865035e-11
50,195626,235,0.0001,0.004768712751848314,0.004768712763003613,1.1155298906828648e-11
34,187024,728,1e-06,0.007285933371638631,0.007285932690503927,6.811347041946192e-10
34,187024,728,1e-05,0.007285933371638631,0.007285933489864504,1.1822587266813178e-10
34,187024,728,0.0001,0.007285933371638631,0.007285933389389321,1.7750689806916853e-11
56,195649,120,1e-06,0.03152099698070243,0.03152099772862904,7.479266095344883e-10
56,195649,120,1e-05,0.03152099698070243,0.03152099699033073,9.628298158759208e-12
56,195649,120,0.0001,0.03152099698070243,0.0315209969842245,3.5220715233208466e-12
33,187022,739,1e-06,0.024232052146373584,0.024232050976902286,1.1694712975796051e-09
33,187022,739,1e-05,0.024232052146373584,0.024232052148187574,1.8139899304880913e-12
33,187022,739,0.0001,0.024232052146373584,0.0242320521492978,2.9242164245602e-12
33,187022,322,1e-06,0.019660958795865713,0.019660957417677594,1.3781881191832213e-09
33,187022,322,1e-05,0.019660958795865713,0.019660958761047453,3.481825938678185e-11
33,187022,322,0.0001,0.019660958795865713,0.01966095879324392,2.621791672652307e-12
14,165027,122,1e-06,0.053134266695526566,0.05313426698627666,2.9075009067014435e-10
14,165027,122,1e-05,0.053134266695526566,0.05313426670316978,7.643212451835524e-12
14,165027,122,0.0001,0.053134266695526566,0.053134266699284005,3.75743880454138e-12
20,165860,834,1e-06,-0.011253640764580575,-0.011253640491704076,2.728764991744015e-10
20,165860,834,1e-05,-0.011253640764580575,-0.011253641041264471,2.766838962803275e-10
20,165860,834,0.0001,-0.011253640764580575,-0.011253640773423168,8.842593324231984e-12
8,161138,242,1e-06,0.09916322686888357,0.09916322685210588,1.6777690348135366e-11
8,161138,242,1e-05,0.09916322686888357,0.09916322694092371,7.204013774408935e-11
8,161138,242,0.0001,0.09916322686888357,0.09916322686986945,9.85878045867139e-13
33,187022,155,1e-06,0.011816729632590506,0.011816730427494093,7.94903587397755e-10
33,187022,155,1e-05,0.011816729632590506,0.011816729511560096,1.210304096527226e-10
33,187022,155,0.0001,0.011816729632590506,0.011816729622304845,1.0285661211639763e-11
20,165860,955,1e-06,0.02057921939349716,0.020579218884542172,5.089549892645095e-10
20,165860,955,1e-05,0.02057921939349716,0.020579219517369296,1.2387213477182968e-10
20,165860,955,0.0001,0.02057921939349716,0.020579219399685655,6.188494161563085e-12
54,195647,557,1e-06,0.058305814057826866,0.05830581434329574,2.8546887076430494e-10
54,195647,557,1e-05,0.058305814057826866,0.05830581410459778,4.677091353100238e-11
54,195647,557,0.0001,0.058305814057826866,0.058305814063519534,5.69266855876549e-12
37,189649,589,1e-06,0.027256728289762888,0.027256726320423752,1.969339136209669e-09
37,189649,589,1e-05,0.027256728289762888,0.027256728407643035,1.178801466161783e-10
37,189649,589,0.0001,0.027256728289762888,0.02725672828773895,2.0239365738916604e-12
40,189652,167,1e-06,-0.005120647360727593,-0.0051206461293418215,1.231385771127691e-09
40,189652,167,1e-05,-0.005120647360727593,-0.005120647283973767,7.675382551752818e-11
40,189652,167,0.0001,-0.005120647360727593,-0.005120647372791609,1.2064016452484339e-11
7,161136,151,1e-06,0.030837154680781187,0.03083715538476639,7.039852034651517e-10
7,161136,151,1e-05,0.030837154680781187,0.03083715465201919,2.876199625689857e-11
7,161136,151,0.0001,0.030837154680781187,0.030837154690599444,9.818257318272572e-12
16,165029,771,1e-06,0.017419482664304597,0.01741948418843009,1.524125492480266e-09
16,165029,771,1e-05,0.017419482664304597,0.017419482695180122,3.087552435943053e-11
16,165029,771,0.0001,0.017419482664304597,0.01741948266575921,1.45461420686388e-12
44,195266,755,1e-06,-0.0006269073846127959,-0.0006269085250920625,1.1404792665814512e-09
44,195266,755,1e-05,-0.0006269073846127959,-0.0006269072927445052,9.18682907524726e-11
44,195266,755,0.0001,-0.0006269073846127959,-0.0006269073865583508,1.9455548283531243e-12
18,165042,496,1e-06,0.006367633593319266,0.006367633698101116,1.0478184986340011e-10
18,165042,496,1e-05,0.006367633593319266,0.006367633682835549,8.951628240744247e-11
18,165042,496,0.0001,0.006367633593319266,0.0063676335998463784,6.527112184073758e-12
48,195273,62,1e-06,0.0118398436850371,0.011839844160643764,4.756066651623314e-10
48,195273,62,1e-05,0.0118398436850371,0.011839843727656783,4.2619683823796883e-11
48,195273,62,0.0001,0.0118398436850371,0.01183984368213764,2.899458451111059e-12
21,165861,335,1e-06,0.031780141081429014,0.0317801416831881,6.017590870044387e-10
21,165861,335,1e-05,0.031780141081429014,0.03178014100109483,8.033418374964185e-11
21,165861,335,0.0001,0.031780141081429014,0.03178014107024091,1.1188105997206321e-11
3,160717,894,1e-06,0.03251306166273882,0.03251306246454533,8.018065100756644e-10
3,160717,894,1e-05,0.03251306166273882,0.03251306176510482,1.0236600456181577e-10
3,160717,894,0.0001,0.03251306166273882,0.03251306166185408,8.847367283237872e-13
9,161145,790,1e-06,-0.020156263180504563,-0.02015626410223348,9.217289154150876e-10
9,161145,790,1e-05,-0.020156263180504563,-0.020156263186299483,5.794920099333467e-12
9,161145,790,0.0001,-0.020156263180504563,-0.020156263181581036,1.0764722446765518e-12
36,189647,394,1e-06,-0.044530853979879215,-0.04453085670347301,2.723593794939916e-09
36,189647,394,1e-05,-0.044530853979879215,-0.04453085374993281,2.2994640219708984e-10
36,189647,394,0.0001,-0.044530853979879215,-0.04453085396028539,1.9593826561248306e-11
14,165027,323,1e-06,0.01798509780982338,0.017985096800732236,1.009091143977514e-09
14,165027,323,1e-05,0.01798509780982338,0.01798509793315972,1.2333634114014558e-10
14,165027,323,0.0001,0.01798509780982338,0.01798509781103519,1.2118084313783584e-12
46,195268,860,1e-06,-0.05862864989777483,-0.05862864921324373,6.845310984715525e-10
46,195268,860,1e-05,-0.05862864989777483,-0.05862864989047977,7.295060389100883e-12
46,195268,860,0.0001,-0.05862864989777483,-0.05862864991212913,1.4354295529983574e-11
54,195647,838,1e-06,0.05819978535823589,0.05819978377008539,1.5881504999981644e-09
54,195647,838,1e-05,0.05819978535823589,0.05819978537990877,2.1672878769418702e-11
54,195647,838,0.0001,0.05819978535823589,0.05819978536214521,3.909317314310101e-12
10,161414,877,1e-06,-0.009570109968756957,-0.009570110648393637,6.796366802674925e-10
10,161414,877,1e-05,-0.009570109968756957,-0.009570109910095326,5.866163110823663e-11
10,161414,877,0.0001,-0.009570109968756957,-0.009570109971157592,2.400635246146976e-12
37,189649,530,1e-06,-0.01467530901942582,-0.014675309079059673,5.963385341090088e-11
37,189649,530,1e-05,-0.01467530901942582,-0.01467530892154678,9.787903994251668e-11
37,189649,530,0.0001,-0.01467530901942582,-0.01467530902174441,2.318589764627177e-12
