realization_index,shot,feature,display_name,target_dependent,affine_in_target,alpha_min,alpha_q01,alpha_median,alpha_q99,alpha_max,beta_min,beta_median,beta_max,affine_test_max_error
4,160719,r[q95]/r[kappa],q95 / kappa,False,True,0.0,0.0,0.0,0.0,0.0,-0.8599016953846161,-0.23512827990717408,7.599683406277976,0.0
4,160719,d[kappa]/d[betan],D_betaN kappa,False,True,0.0,0.0,0.0,0.0,0.0,-3.884737431000006,-0.04225323371875086,3.855348445786761,0.0
4,160719,d[betan]/d[t],dot beta_N,False,True,0.0,0.0,0.0,0.0,0.0,-4.121256600552666,-0.10523188897436833,3.985442420749845,0.0
4,160719,d[li]/d[betan],D_betaN l_i,False,True,0.0,0.0,0.0,0.0,0.0,-3.9402544845101826,-0.002520782571412048,6.5973706019705665,0.0
5,160720,d[pcdiamag3]/d[kappa],D_kappa W_dia,True,True,0.5139217695720407,0.543282249117105,0.7149307295109132,0.84185083184661,1.0404611811392874,-3.079229135696756,0.026192350346722293,5.055367463513878,4.9404924595819466e-15
5,160720,d[pcdiamag3]/d[betan],D_betaN W_dia,True,True,0.42014318121337446,0.4301021376181265,0.49402544230999845,0.608118938736767,0.6766389572521876,-1.2254504263970771,-0.08403085427102663,2.737196284637859,3.552713678800501e-15
5,160720,d[kappa]/d[t],dot kappa,False,True,0.0,0.0,0.0,0.0,0.0,-4.898790975967783,-0.09487162740818542,5.910617012255023,0.0
5,160720,r[q95]/r[kappa],q95 / kappa,False,True,0.0,0.0,0.0,0.0,0.0,-0.7640311437237071,-0.21850766590622767,6.712346613578375,0.0
5,160720,d[kappa]/d[betan],D_betaN kappa,False,True,0.0,0.0,0.0,0.0,0.0,-3.5886426392171598,-0.16739816858766365,4.268814256039513,0.0
5,160720,d[betan]/d[t],dot beta_N,False,True,0.0,0.0,0.0,0.0,0.0,-4.133972164760873,0.04862203841810869,2.7739117240836277,0.0
5,160720,d[li]/d[betan],D_betaN l_i,False,True,0.0,0.0,0.0,0.0,0.0,-1.9970658309585145,-0.0749082427128247,6.743619176637491,0.0
6,160721,d[pcdiamag3]/d[kappa],D_kappa W_dia,True,True,0.5909643925187853,0.6102008487757886,0.8164810704378274,0.9662725271241452,1.033368040402211,-3.6903837725093247,0.047992283254711054,3.643314202696672,4.6074255521944e-15
6,160721,d[pcdiamag3]/d[betan],D_betaN W_dia,True,True,0.4338035826867109,0.4520019019290301,0.5353615436572834,0.6249177498271936,0.6772849242633711,-1.7200712370110516,-0.03655118400237445,2.316103939807805,2.9976021664879227e-15
6,160721,d[kappa]/d[t],dot kappa,False,True,0.0,0.0,0.0,0.0,0.0,-3.5601421056824742,-0.10240917381672639,6.184401209565809,0.0
6,160721,r[q95]/r[kappa],q95 / kappa,False,True,0.0,0.0,0.0,0.0,0.0,-0.8156695394551581,-0.22621558337384928,8.020653836912677,0.0
6,160721,d[kappa]/d[betan],D_betaN kappa,False,True,0.0,0.0,0.0,0.0,0.0,-3.8969418603528085,-0.053141781377780056,4.466951489012005,0.0
6,160721,d[betan]/d[t],dot beta_N,False,True,0.0,0.0,0.0,0.0,0.0,-3.5024542189036807,-0.036432045321606335,3.835873659979637,0.0
6,160721,d[li]/d[betan],D_betaN l_i,False,True,0.0,0.0,0.0,0.0,0.0,-4.657928879164379,-0.0026950572982320864,4.386779286764578,0.0
