realization_index,shot,tolerance,feature,coefficient,canonical_coefficient,delta
4,160719,1e-08,d[kappa]/d[t],1.2452699497837336,1.2452699497837318,1.7763568394002505e-15
4,160719,1e-08,r[q95]/r[kappa],-0.0015882282269839218,-0.0015882282269832626,-6.591949208711867e-16
4,160719,1e-08,d[pcdiamag3]/d[betan],1.1013099432114117,1.1013099432114173,-5.551115123125783e-15
4,160719,1e-08,d[kappa]/d[betan],-1.3837999224620814,-1.383799922462083,1.5543122344752192e-15
4,160719,1e-08,d[betan]/d[t],-0.3415062077679176,-0.3415062077679154,-2.220446049250313e-15
4,160719,1e-08,d[li]/d[betan],-0.029377023626907285,-0.029377023626907972,6.869504964868156e-16
4,160719,1e-06,d[pcdiamag3]/d[kappa],0.4736611429987753,0.47366114299877277,2.55351295663786e-15
4,160719,1e-06,d[kappa]/d[t],1.2452699497837336,1.2452699497837318,1.7763568394002505e-15
4,160719,1e-06,r[q95]/r[kappa],-0.0015882282269839218,-0.0015882282269832626,-6.591949208711867e-16
4,160719,1e-06,d[pcdiamag3]/d[betan],1.1013099432114117,1.1013099432114173,-5.551115123125783e-15
4,160719,1e-06,d[kappa]/d[betan],-1.3837999224620814,-1.383799922462083,1.5543122344752192e-15
4,160719,1e-06,d[betan]/d[t],-0.3415062077679176,-0.3415062077679154,-2.220446049250313e-15
4,160719,1e-06,d[li]/d[betan],-0.029377023626907285,-0.029377023626907972,6.869504964868156e-16
5,160720,1e-12,d[pcdiamag3]/d[kappa],0.33784174492252095,0.33784174492252217,-1.2212453270876722e-15
5,160720,1e-12,d[kappa]/d[t],1.2465376977462739,1.2465376977462752,-1.3322676295501878e-15
5,160720,1e-12,r[q95]/r[kappa],0.035298805721792406,0.0352988057217931,-6.938893903907228e-16
5,160720,1e-12,d[pcdiamag3]/d[betan],1.3154050543679372,1.3154050543679383,-1.1102230246251565e-15
5,160720,1e-12,d[kappa]/d[betan],-1.4800673207177026,-1.4800673207177035,8.881784197001252e-16
5,160720,1e-12,d[betan]/d[t],-0.5107631886292922,-0.510763188629293,8.881784197001252e-16
5,160720,1e-12,d[li]/d[betan],-0.1592793687328029,-0.15927936873280416,1.2490009027033011e-15
5,160720,1e-10,d[pcdiamag3]/d[kappa],0.33784174492252095,0.33784174492252217,-1.2212453270876722e-15
5,160720,1e-10,d[kappa]/d[t],1.2465376977462739,1.2465376977462752,-1.3322676295501878e-15
5,160720,1e-10,r[q95]/r[kappa],0.035298805721792406,0.0352988057217931,-6.938893903907228e-16
5,160720,1e-10,d[pcdiamag3]/d[betan],1.3154050543679372,1.3154050543679383,-1.1102230246251565e-15
