realization_index,shot,feature,block_setting,sd_primary,sd_sensitivity,sd_ratio_sens_over_primary
16,165029,d[pcdiamag3]/d[kappa],short,0.23393092114788025,0.16795459142137154,0.7179666142347968
16,165029,d[pcdiamag3]/d[kappa],long,0.23393092114788025,0.2526072833595806,1.0798370823320658
16,165029,d[kappa]/d[t],short,0.15632528377763064,0.11925428913222703,0.7628598922095222
16,165029,d[kappa]/d[t],long,0.15632528377763064,0.175457020581146,1.1223841488797726
16,165029,r[q95]/r[kappa],short,0.019392072849277804,0.010362978426066604,0.5343925070110288
16,165029,r[q95]/r[kappa],long,0.019392072849277804,0.02694484639277369,1.3894773705831955
16,165029,d[pcdiamag3]/d[betan],short,0.14531075367369026,0.1063548499640769,0.7319131397728936
16,165029,d[pcdiamag3]/d[betan],long,0.14531075367369026,0.15730942089420755,1.0825724656790399
16,165029,d[kappa]/d[betan],short,0.08250615295255526,0.07621486252312845,0.9237476211859557
16,165029,d[kappa]/d[betan],long,0.08250615295255526,0.07350021759795819,0.8908452881110968
16,165029,d[betan]/d[t],short,0.15259424557774726,0.11987760900731026,0.7855971799816753
16,165029,d[betan]/d[t],long,0.15259424557774726,0.17195226624019538,1.1268594407944696
16,165029,d[li]/d[betan],short,0.008796955787517687,0.009458234693790788,1.0751713345212373
16,165029,d[li]/d[betan],long,0.008796955787517687,0.008409298623529703,0.9559328052393988
17,165031,d[pcdiamag3]/d[kappa],short,0.31710635078448063,0.24024826807307603,0.7576267945398499
17,165031,d[pcdiamag3]/d[kappa],long,0.31710635078448063,0.35609607640566326,1.122954729619025
17,165031,d[kappa]/d[t],short,0.2270920828463131,0.1662243068302254,0.7319687447788247
17,165031,d[kappa]/d[t],long,0.2270920828463131,0.26243864561567337,1.1556485912072958
17,165031,r[q95]/r[kappa],short,0.016869203535036625,0.013490228023075743,0.7996956107060009
17,165031,r[q95]/r[kappa],long,0.016869203535036625,0.02009761319107634,1.1913789023490797
17,165031,d[pcdiamag3]/d[betan],short,0.17533210298804824,0.13232886581660372,0.754732667671381
17,165031,d[pcdiamag3]/d[betan],long,0.17533210298804824,0.19697761689176926,1.1234543676533406
17,165031,d[kappa]/d[betan],short,0.07200262076432817,0.056082323180814464,0.7788928039769104
17,165031,d[kappa]/d[betan],long,0.07200262076432817,0.07116615966904308,0.9883829076440994
17,165031,d[betan]/d[t],short,0.2205434175711257,0.1613938611631649,0.7318008532769487
17,165031,d[betan]/d[t],long,0.2205434175711257,0.25522392153865353,1.1572502337610786
17,165031,d[li]/d[betan],short,0.008337720751130168,0.00733713764773946,0.8799932099841602
17,165031,d[li]/d[betan],long,0.008337720751130168,0.0069463479008066795,0.8331231169938472
18,165042,d[pcdiamag3]/d[kappa],short,0.23488170695331806,0.1465757073268777,0.6240405403559525
18,165042,d[pcdiamag3]/d[kappa],long,0.23488170695331806,0.29447774062409954,1.2537278634586249
18,165042,d[kappa]/d[t],short,0.16829924608800584,0.11757143250985098,0.6985856160542198
18,165042,d[kappa]/d[t],long,0.16829924608800584,0.2136707484988832,1.2695882689049645
18,165042,r[q95]/r[kappa],short,0.013998389227736156,0.009274944436146716,0.662572263512208
18,165042,r[q95]/r[kappa],long,0.013998389227736156,0.019108651148586012,1.365060710751142
18,165042,d[pcdiamag3]/d[betan],short,0.12119181057708525,0.07637947775610222,0.6302362956077768
18,165042,d[pcdiamag3]/d[betan],long,0.12119181057708525,0.15204810008372466,1.254607051084625
18,165042,d[kappa]/d[betan],short,0.06977231016126863,0.05471065604109893,0.7841313540377602
18,165042,d[kappa]/d[betan],long,0.06977231016126863,0.07162876742484144,1.02660736414318
18,165042,d[betan]/d[t],short,0.16437584278637019,0.11390395146120161,0.692948243065347
18,165042,d[betan]/d[t],long,0.16437584278637019,0.20815736430534085,1.266350096077498
18,165042,d[li]/d[betan],short,0.00430670400799404,0.004543519112512492,1.0549875505903874
18,165042,d[li]/d[betan],long,0.00430670400799404,0.004967964743604321,1.1535421831594894
19,165043,d[pcdiamag3]/d[kappa],short,0.18969214811588372,0.13436430748032457,0.708328250878577
19,165043,d[pcdiamag3]/d[kappa],long,0.18969214811588372,0.2410436522274918,1.2707096979060828
19,165043,d[kappa]/d[t],short,0.13129008664519912,0.09526669465528148,0.7256198627755599
19,165043,d[kappa]/d[t],long,0.13129008664519912,0.16647075343135964,1.2679613342112583
19,165043,r[q95]/r[kappa],short,0.011175744260656444,0.00806627364532978,0.7217661264606694
19,165043,r[q95]/r[kappa],long,0.011175744260656444,0.011409428375043894,1.020909937534013
19,165043,d[pcdiamag3]/d[betan],short,0.09116005232340545,0.06491715243061906,0.71212280791935
19,165043,d[pcdiamag3]/d[betan],long,0.09116005232340545,0.11522465262374115,1.263981861429404
19,165043,d[kappa]/d[betan],short,0.049101413675806636,0.0435875938197175,0.8877054764146882
19,165043,d[kappa]/d[betan],long,0.049101413675806636,0.056458852499893866,1.1498416903566924
19,165043,d[betan]/d[t],short,0.127568089727286,0.0928771218433897,0.7280592038490261
19,165043,d[betan]/d[t],long,0.127568089727286,0.16259487248873736,1.2745732325092431
19,165043,d[li]/d[betan],short,0.007156432660099174,0.006124030861522719,0.8557379287122359
19,165043,d[li]/d[betan],long,0.007156432660099174,0.00743628249705407,1.0391046559431998
20,165860,d[pcdiamag3]/d[kappa],short,0.2957586699141835,0.2569970380788743,0.8689416886863975
20,165860,d[pcdiamag3]/d[kappa],long,0.2957586699141835,0.33539986365251256,1.1340322288771116
20,165860,d[kappa]/d[t],short,0.21980252826186245,0.1897314673709983,0.8631905595961128
20,165860,d[kappa]/d[t],long,0.21980252826186245,0.18524955801439574,0.8427999417445156
20,165860,r[q95]/r[kappa],short,0.020402368658750298,0.01686985705574522,0.8268577701888129
20,165860,r[q95]/r[kappa],long,0.020402368658750298,0.01841506532452635,0.9025944797163283
20,165860,d[pcdiamag3]/d[betan],short,0.2609914842952428,0.2276506207957275,0.8722530599435198
20,165860,d[pcdiamag3]/d[betan],long,0.2609914842952428,0.2956388833004498,1.132752986553429
20,165860,d[kappa]/d[betan],short,0.40642384204399506,0.36730713741300713,0.9037539125798765
20,165860,d[kappa]/d[betan],long,0.40642384204399506,0.4473863589553394,1.1007876819069808
20,165860,d[betan]/d[t],short,0.23069133079704757,0.1984055761633746,0.8600478200800815
20,165860,d[betan]/d[t],long,0.23069133079704757,0.1956458999158511,0.8480851848220131
20,165860,d[li]/d[betan],short,0.017242998356909393,0.017260094797770225,1.0009915004633159
20,165860,d[li]/d[betan],long,0.017242998356909393,0.013939109656097218,0.808392448202659
21,165861,d[pcdiamag3]/d[kappa],short,0.2423837821306425,0.20446797209581966,0.8435711758372207
21,165861,d[pcdiamag3]/d[kappa],long,0.2423837821306425,0.2432195334005072,1.003448049463199
