realization_index,shot,tolerance,retained_rank,relative_coefficient_change,max_abs_termwise_change,rmse_truncated,abs_rmse_change,relative_prediction_change,prediction_correlation,classification
31,187020,1e-10,7,2.385961248014009e-15,4.218847493575595e-15,0.06682150702583198,2.7755575615628914e-17,1.771164395509202e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
31,187020,1e-08,7,2.385961248014009e-15,4.218847493575595e-15,0.06682150702583198,2.7755575615628914e-17,1.771164395509202e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
31,187020,1e-06,7,2.385961248014009e-15,4.218847493575595e-15,0.06682150702583198,2.7755575615628914e-17,1.771164395509202e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
32,187021,1e-12,7,3.821572929382982e-15,7.327471962526033e-15,0.05522718036787743,1.3877787807814457e-17,3.101422648850448e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
32,187021,1e-10,7,3.821572929382982e-15,7.327471962526033e-15,0.05522718036787743,1.3877787807814457e-17,3.101422648850448e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
32,187021,1e-08,7,3.821572929382982e-15,7.327471962526033e-15,0.05522718036787743,1.3877787807814457e-17,3.101422648850448e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
32,187021,1e-06,7,3.821572929382982e-15,7.327471962526033e-15,0.05522718036787743,1.3877787807814457e-17,3.101422648850448e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
33,187022,1e-12,7,3.968130330106626e-15,6.467049118441537e-15,0.04272735858051118,2.7755575615628914e-17,7.941560238378442e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
33,187022,1e-10,7,3.968130330106626e-15,6.467049118441537e-15,0.04272735858051118,2.7755575615628914e-17,7.941560238378442e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
33,187022,1e-08,7,3.968130330106626e-15,6.467049118441537e-15,0.04272735858051118,2.7755575615628914e-17,7.941560238378442e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
33,187022,1e-06,7,3.968130330106626e-15,6.467049118441537e-15,0.04272735858051118,2.7755575615628914e-17,7.941560238378442e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
34,187024,1e-12,7,4.212274078887958e-15,3.9968028886505635e-15,0.08506330234502979,2.7755575615628914e-17,3.7576719287137345e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
34,187024,1e-10,7,4.212274078887958e-15,3.9968028886505635e-15,0.08506330234502979,2.7755575615628914e-17,3.7576719287137345e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
34,187024,1e-08,7,4.212274078887958e-15,3.9968028886505635e-15,0.08506330234502979,2.7755575615628914e-17,3.7576719287137345e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
34,187024,1e-06,7,4.212274078887958e-15,3.9968028886505635e-15,0.08506330234502979,2.7755575615628914e-17,3.7576719287137345e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
35,189646,1e-12,7,3.9286336069657036e-15,3.9968028886505635e-15,0.025880577363215366,1.734723475976807e-17,2.655392277130701e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
35,189646,1e-10,7,3.9286336069657036e-15,3.9968028886505635e-15,0.025880577363215366,1.734723475976807e-17,2.655392277130701e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
35,189646,1e-08,7,3.9286336069657036e-15,3.9968028886505635e-15,0.025880577363215366,1.734723475976807e-17,2.655392277130701e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
35,189646,1e-06,7,3.9286336069657036e-15,3.9968028886505635e-15,0.025880577363215366,1.734723475976807e-17,2.655392277130701e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
36,189647,1e-12,7,4.901067663349525e-15,6.661338147750939e-15,0.05801812033468426,2.7755575615628914e-17,4.166866125819244e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
36,189647,1e-10,7,4.901067663349525e-15,6.661338147750939e-15,0.05801812033468426,2.7755575615628914e-17,4.166866125819244e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
36,189647,1e-08,7,4.901067663349525e-15,6.661338147750939e-15,0.05801812033468426,2.7755575615628914e-17,4.166866125819244e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
36,189647,1e-06,7,4.901067663349525e-15,6.661338147750939e-15,0.05801812033468426,2.7755575615628914e-17,4.166866125819244e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
37,189649,1e-12,7,2.0516052043836408e-15,2.4424906541753444e-15,0.05298007315149542,2.0816681711721685e-17,1.5037073564069887e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
37,189649,1e-10,7,2.0516052043836408e-15,2.4424906541753444e-15,0.05298007315149542,2.0816681711721685e-17,1.5037073564069887e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
37,189649,1e-08,7,2.0516052043836408e-15,2.4424906541753444e-15,0.05298007315149542,2.0816681711721685e-17,1.5037073564069887e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
37,189649,1e-06,7,2.0516052043836408e-15,2.4424906541753444e-15,0.05298007315149542,2.0816681711721685e-17,1.5037073564069887e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
38,189650,1e-12,7,1.4166355537103101e-15,1.5543122344752192e-15,0.06076712969279271,1.3877787807814457e-17,2.6008653192601956e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
38,189650,1e-10,7,1.4166355537103101e-15,1.5543122344752192e-15,0.06076712969279271,1.3877787807814457e-17,2.6008653192601956e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
38,189650,1e-08,7,1.4166355537103101e-15,1.5543122344752192e-15,0.06076712969279271,1.3877787807814457e-17,2.6008653192601956e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
38,189650,1e-06,7,1.4166355537103101e-15,1.5543122344752192e-15,0.06076712969279271,1.3877787807814457e-17,2.6008653192601956e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
39,189651,1e-12,7,2.3254021155372666e-15,2.4424906541753444e-15,0.05100837249810604,1.3877787807814457e-17,1.4987707469979555e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
39,189651,1e-10,7,2.3254021155372666e-15,2.4424906541753444e-15,0.05100837249810604,1.3877787807814457e-17,1.4987707469979555e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
39,189651,1e-08,7,2.3254021155372666e-15,2.4424906541753444e-15,0.05100837249810604,1.3877787807814457e-17,1.4987707469979555e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
39,189651,1e-06,7,2.3254021155372666e-15,2.4424906541753444e-15,0.05100837249810604,1.3877787807814457e-17,1.4987707469979555e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
40,189652,1e-12,7,1.6480570411849266e-15,2.220446049250313e-15,0.04430297024977571,2.0816681711721685e-17,2.156918201575801e-15,0.9999999999999998,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
40,189652,1e-10,7,1.6480570411849266e-15,2.220446049250313e-15,0.04430297024977571,2.0816681711721685e-17,2.156918201575801e-15,0.9999999999999998,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
40,189652,1e-08,7,1.6480570411849266e-15,2.220446049250313e-15,0.04430297024977571,2.0816681711721685e-17,2.156918201575801e-15,0.9999999999999998,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
40,189652,1e-06,7,1.6480570411849266e-15,2.220446049250313e-15,0.04430297024977571,2.0816681711721685e-17,2.156918201575801e-15,0.9999999999999998,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
41,195261,1e-12,7,3.750924708734022e-15,2.8135079716852027e-15,0.020820509838516316,3.8163916471489756e-17,2.9711964429112443e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
41,195261,1e-10,7,3.750924708734022e-15,2.8135079716852027e-15,0.020820509838516316,3.8163916471489756e-17,2.9711964429112443e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
41,195261,1e-08,7,3.750924708734022e-15,2.8135079716852027e-15,0.020820509838516316,3.8163916471489756e-17,2.9711964429112443e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
41,195261,1e-06,7,3.750924708734022e-15,2.8135079716852027e-15,0.020820509838516316,3.8163916471489756e-17,2.9711964429112443e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
42,195264,1e-12,7,3.0338858111147382e-15,2.7368058643447228e-15,0.040068112464124284,6.938893903907228e-18,2.795290134027173e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
42,195264,1e-10,7,3.0338858111147382e-15,2.7368058643447228e-15,0.040068112464124284,6.938893903907228e-18,2.795290134027173e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
42,195264,1e-08,7,3.0338858111147382e-15,2.7368058643447228e-15,0.040068112464124284,6.938893903907228e-18,2.795290134027173e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
42,195264,1e-06,7,3.0338858111147382e-15,2.7368058643447228e-15,0.040068112464124284,6.938893903907228e-18,2.795290134027173e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
43,195265,1e-12,7,5.497113360607473e-15,3.497202527569243e-15,0.034571095091790176,6.938893903907228e-18,1.2427897184074059e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
43,195265,1e-10,7,5.497113360607473e-15,3.497202527569243e-15,0.034571095091790176,6.938893903907228e-18,1.2427897184074059e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
43,195265,1e-08,7,5.497113360607473e-15,3.497202527569243e-15,0.034571095091790176,6.938893903907228e-18,1.2427897184074059e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
43,195265,1e-06,7,5.497113360607473e-15,3.497202527569243e-15,0.034571095091790176,6.938893903907228e-18,1.2427897184074059e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
44,195266,1e-12,7,3.081504675089757e-15,1.834009763299212e-15,0.030884855177558845,3.469446951953614e-18,1.8877920336781558e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
44,195266,1e-10,7,3.081504675089757e-15,1.834009763299212e-15,0.030884855177558845,3.469446951953614e-18,1.8877920336781558e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
44,195266,1e-08,7,3.081504675089757e-15,1.834009763299212e-15,0.030884855177558845,3.469446951953614e-18,1.8877920336781558e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
44,195266,1e-06,7,3.081504675089757e-15,1.834009763299212e-15,0.030884855177558845,3.469446951953614e-18,1.8877920336781558e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
45,195267,1e-12,7,5.80913314665943e-15,5.051514762044462e-15,0.03289941562086144,1.3877787807814457e-17,1.8971882369023857e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
45,195267,1e-10,7,5.80913314665943e-15,5.051514762044462e-15,0.03289941562086144,1.3877787807814457e-17,1.8971882369023857e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
45,195267,1e-08,7,5.80913314665943e-15,5.051514762044462e-15,0.03289941562086144,1.3877787807814457e-17,1.8971882369023857e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
45,195267,1e-06,7,5.80913314665943e-15,5.051514762044462e-15,0.03289941562086144,1.3877787807814457e-17,1.8971882369023857e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
46,195268,1e-12,7,8.651699280495542e-15,6.38378239159465e-15,0.03626132207837084,4.85722573273506e-17,2.500923465845845e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
46,195268,1e-10,7,8.651699280495542e-15,6.38378239159465e-15,0.03626132207837084,4.85722573273506e-17,2.500923465845845e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
46,195268,1e-08,7,8.651699280495542e-15,6.38378239159465e-15,0.03626132207837084,4.85722573273506e-17,2.500923465845845e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
46,195268,1e-06,7,8.651699280495542e-15,6.38378239159465e-15,0.03626132207837084,4.85722573273506e-17,2.500923465845845e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
47,195269,1e-12,7,5.8352303259973615e-15,4.9960036108132044e-15,0.04243564267351768,6.938893903907228e-18,2.4338468633388763e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
47,195269,1e-10,7,5.8352303259973615e-15,4.9960036108132044e-15,0.04243564267351768,6.938893903907228e-18,2.4338468633388763e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
47,195269,1e-08,7,5.8352303259973615e-15,4.9960036108132044e-15,0.04243564267351768,6.938893903907228e-18,2.4338468633388763e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
47,195269,1e-06,7,5.8352303259973615e-15,4.9960036108132044e-15,0.04243564267351768,6.938893903907228e-18,2.4338468633388763e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
48,195273,1e-12,7,3.6835671907999765e-15,2.55351295663786e-15,0.049358414769711687,0.0,4.4254290223587414e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
48,195273,1e-10,7,3.6835671907999765e-15,2.55351295663786e-15,0.049358414769711687,0.0,4.4254290223587414e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
48,195273,1e-08,7,3.6835671907999765e-15,2.55351295663786e-15,0.049358414769711687,0.0,4.4254290223587414e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
48,195273,1e-06,7,3.6835671907999765e-15,2.55351295663786e-15,0.049358414769711687,0.0,4.4254290223587414e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
49,195274,1e-12,7,2.8361229676696488e-15,2.0664210462275886e-15,0.03297914087582526,0.0,2.3980260238572056e-15,0.9999999999999998,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
49,195274,1e-10,7,2.8361229676696488e-15,2.0664210462275886e-15,0.03297914087582526,0.0,2.3980260238572056e-15,0.9999999999999998,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
49,195274,1e-08,7,2.8361229676696488e-15,2.0664210462275886e-15,0.03297914087582526,0.0,2.3980260238572056e-15,0.9999999999999998,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
49,195274,1e-06,7,2.8361229676696488e-15,2.0664210462275886e-15,0.03297914087582526,0.0,2.3980260238572056e-15,0.9999999999999998,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
50,195626,1e-12,7,1.855587189311102e-15,3.552713678800501e-15,0.06936839729210423,2.7755575615628914e-17,2.519078544565677e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
50,195626,1e-10,7,1.855587189311102e-15,3.552713678800501e-15,0.06936839729210423,2.7755575615628914e-17,2.519078544565677e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
50,195626,1e-08,7,1.855587189311102e-15,3.552713678800501e-15,0.06936839729210423,2.7755575615628914e-17,2.519078544565677e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
50,195626,1e-06,7,1.855587189311102e-15,3.552713678800501e-15,0.06936839729210423,2.7755575615628914e-17,2.519078544565677e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
51,195638,1e-12,7,2.8118569255123222e-15,4.440892098500626e-15,0.060153652096599924,2.7755575615628914e-17,2.227893637803106e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
51,195638,1e-10,7,2.8118569255123222e-15,4.440892098500626e-15,0.060153652096599924,2.7755575615628914e-17,2.227893637803106e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
51,195638,1e-08,7,2.8118569255123222e-15,4.440892098500626e-15,0.060153652096599924,2.7755575615628914e-17,2.227893637803106e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
51,195638,1e-06,7,2.8118569255123222e-15,4.440892098500626e-15,0.060153652096599924,2.7755575615628914e-17,2.227893637803106e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
52,195642,1e-12,7,2.2936373832183943e-15,4.6629367034256575e-15,0.050723495161130484,0.0,1.3901159174969143e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
52,195642,1e-10,7,2.2936373832183943e-15,4.6629367034256575e-15,0.050723495161130484,0.0,1.3901159174969143e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
52,195642,1e-08,7,2.2936373832183943e-15,4.6629367034256575e-15,0.050723495161130484,0.0,1.3901159174969143e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
52,195642,1e-06,7,2.2936373832183943e-15,4.6629367034256575e-15,0.050723495161130484,0.0,1.3901159174969143e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
53,195645,1e-12,7,1.889443307891014e-15,2.6645352591003757e-15,0.05542999423453443,1.3877787807814457e-17,3.379212598815944e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
53,195645,1e-10,7,1.889443307891014e-15,2.6645352591003757e-15,0.05542999423453443,1.3877787807814457e-17,3.379212598815944e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
53,195645,1e-08,7,1.889443307891014e-15,2.6645352591003757e-15,0.05542999423453443,1.3877787807814457e-17,3.379212598815944e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
53,195645,1e-06,7,1.889443307891014e-15,2.6645352591003757e-15,0.05542999423453443,1.3877787807814457e-17,3.379212598815944e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
54,195647,1e-12,7,1.2324363604983929e-15,1.7763568394002505e-15,0.048535554186033066,1.3877787807814457e-17,1.7741965550411264e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
54,195647,1e-10,7,1.2324363604983929e-15,1.7763568394002505e-15,0.048535554186033066,1.3877787807814457e-17,1.7741965550411264e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
54,195647,1e-08,7,1.2324363604983929e-15,1.7763568394002505e-15,0.048535554186033066,1.3877787807814457e-17,1.7741965550411264e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
54,195647,1e-06,7,1.2324363604983929e-15,1.7763568394002505e-15,0.048535554186033066,1.3877787807814457e-17,1.7741965550411264e-15,0.9999999999999999,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
55,195648,1e-12,7,2.631733781874324e-15,5.10702591327572e-15,0.04520271530109937,2.0816681711721685e-17,3.774455451719947e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
55,195648,1e-10,7,2.631733781874324e-15,5.10702591327572e-15,0.04520271530109937,2.0816681711721685e-17,3.774455451719947e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
55,195648,1e-08,7,2.631733781874324e-15,5.10702591327572e-15,0.04520271530109937,2.0816681711721685e-17,3.774455451719947e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
55,195648,1e-06,7,2.631733781874324e-15,5.10702591327572e-15,0.04520271530109937,2.0816681711721685e-17,3.774455451719947e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
56,195649,1e-12,7,2.0367587999943472e-15,2.4424906541753444e-15,0.040535592442753746,6.938893903907228e-18,2.805270609875498e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
56,195649,1e-10,7,2.0367587999943472e-15,2.4424906541753444e-15,0.040535592442753746,6.938893903907228e-18,2.805270609875498e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
56,195649,1e-08,7,2.0367587999943472e-15,2.4424906541753444e-15,0.040535592442753746,6.938893903907228e-18,2.805270609875498e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
56,195649,1e-06,7,2.0367587999943472e-15,2.4424906541753444e-15,0.040535592442753746,6.938893903907228e-18,2.805270609875498e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
57,195650,1e-12,7,1.749974772389e-15,2.220446049250313e-15,0.04565545969586341,2.0816681711721685e-17,1.2687938265263724e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
57,195650,1e-10,7,1.749974772389e-15,2.220446049250313e-15,0.04565545969586341,2.0816681711721685e-17,1.2687938265263724e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
57,195650,1e-08,7,1.749974772389e-15,2.220446049250313e-15,0.04565545969586341,2.0816681711721685e-17,1.2687938265263724e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
57,195650,1e-06,7,1.749974772389e-15,2.220446049250313e-15,0.04565545969586341,2.0816681711721685e-17,1.2687938265263724e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
58,195651,1e-12,7,1.2363003866435658e-15,1.7763568394002505e-15,0.05494881234151568,1.3877787807814457e-17,2.6976232771101686e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
58,195651,1e-10,7,1.2363003866435658e-15,1.7763568394002505e-15,0.05494881234151568,1.3877787807814457e-17,2.6976232771101686e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
58,195651,1e-08,7,1.2363003866435658e-15,1.7763568394002505e-15,0.05494881234151568,1.3877787807814457e-17,2.6976232771101686e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
58,195651,1e-06,7,1.2363003866435658e-15,1.7763568394002505e-15,0.05494881234151568,1.3877787807814457e-17,2.6976232771101686e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
59,195652,1e-12,7,5.227018803476112e-15,9.103828801926284e-15,0.06657638452491278,1.3877787807814457e-17,3.559252500453919e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
59,195652,1e-10,7,5.227018803476112e-15,9.103828801926284e-15,0.06657638452491278,1.3877787807814457e-17,3.559252500453919e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
59,195652,1e-08,7,5.227018803476112e-15,9.103828801926284e-15,0.06657638452491278,1.3877787807814457e-17,3.559252500453919e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
59,195652,1e-06,7,5.227018803476112e-15,9.103828801926284e-15,0.06657638452491278,1.3877787807814457e-17,3.559252500453919e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
60,195655,1e-12,7,9.142461829692146e-16,1.5543122344752192e-15,0.050960490192761256,6.938893903907228e-18,1.927342989003054e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
60,195655,1e-10,7,9.142461829692146e-16,1.5543122344752192e-15,0.050960490192761256,6.938893903907228e-18,1.927342989003054e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
60,195655,1e-08,7,9.142461829692146e-16,1.5543122344752192e-15,0.050960490192761256,6.938893903907228e-18,1.927342989003054e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
60,195655,1e-06,7,9.142461829692146e-16,1.5543122344752192e-15,0.050960490192761256,6.938893903907228e-18,1.927342989003054e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
61,195659,1e-12,7,1.3850638481145615e-15,1.9984014443252818e-15,0.04699965484553473,2.0816681711721685e-17,2.7298828546761035e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
61,195659,1e-10,7,1.3850638481145615e-15,1.9984014443252818e-15,0.04699965484553473,2.0816681711721685e-17,2.7298828546761035e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
61,195659,1e-08,7,1.3850638481145615e-15,1.9984014443252818e-15,0.04699965484553473,2.0816681711721685e-17,2.7298828546761035e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
61,195659,1e-06,7,1.3850638481145615e-15,1.9984014443252818e-15,0.04699965484553473,2.0816681711721685e-17,2.7298828546761035e-15,1.0,STABLE_COEFFICIENTS_STABLE_RECONSTRUCTION
