canonical_run_id,realization_index,shot,feature,feature_order,loading,absolute_loading,normalized_sigma_7,condition_number
D3D-SIR-62-ALIGNED-V1,7,161136,d[pcdiamag3]/d[kappa],source_matrix_order,0.23748170635484125,0.23748170635484125,0.01767367028698575,56.581342967361095
D3D-SIR-62-ALIGNED-V1,7,161136,d[kappa]/d[t],source_matrix_order,-0.39604587410999215,0.39604587410999215,0.01767367028698575,56.581342967361095
D3D-SIR-62-ALIGNED-V1,7,161136,r[q95]/r[kappa],source_matrix_order,-0.0031371788506299805,0.0031371788506299805,0.01767367028698575,56.581342967361095
D3D-SIR-62-ALIGNED-V1,7,161136,d[pcdiamag3]/d[betan],source_matrix_order,-0.3254925929702933,0.3254925929702933,0.01767367028698575,56.581342967361095
D3D-SIR-62-ALIGNED-V1,7,161136,d[kappa]/d[betan],source_matrix_order,0.750169192444312,0.750169192444312,0.01767367028698575,56.581342967361095
D3D-SIR-62-ALIGNED-V1,7,161136,d[betan]/d[t],source_matrix_order,0.34319960285928,0.34319960285928,0.01767367028698575,56.581342967361095
D3D-SIR-62-ALIGNED-V1,7,161136,d[li]/d[betan],source_matrix_order,-0.015970287482076167,0.015970287482076167,0.01767367028698575,56.581342967361095
D3D-SIR-62-ALIGNED-V1,8,161138,d[pcdiamag3]/d[kappa],source_matrix_order,0.20254020250401913,0.20254020250401913,0.017975176708759772,55.63227645560079
D3D-SIR-62-ALIGNED-V1,8,161138,d[kappa]/d[t],source_matrix_order,-0.42750487735955967,0.42750487735955967,0.017975176708759772,55.63227645560079
D3D-SIR-62-ALIGNED-V1,8,161138,r[q95]/r[kappa],source_matrix_order,-0.00030757185332865034,0.00030757185332865034,0.017975176708759772,55.63227645560079
D3D-SIR-62-ALIGNED-V1,8,161138,d[pcdiamag3]/d[betan],source_matrix_order,-0.27363623051919106,0.27363623051919106,0.017975176708759772,55.63227645560079
D3D-SIR-62-ALIGNED-V1,8,161138,d[kappa]/d[betan],source_matrix_order,0.754983628216768,0.754983628216768,0.017975176708759772,55.63227645560079
D3D-SIR-62-ALIGNED-V1,8,161138,d[betan]/d[t],source_matrix_order,0.3619277305507044,0.3619277305507044,0.017975176708759772,55.63227645560079
D3D-SIR-62-ALIGNED-V1,8,161138,d[li]/d[betan],source_matrix_order,-0.01866022329137119,0.01866022329137119,0.017975176708759772,55.63227645560079
D3D-SIR-62-ALIGNED-V1,9,161145,d[pcdiamag3]/d[kappa],source_matrix_order,0.23331073849282583,0.23331073849282583,0.01638461879239828,61.03285115574094
