realization_index,shot,feature_1,feature_2,correlation,abs_correlation
13,165026,d[kappa]/d[t],r[q95]/r[kappa],0.38347267499997423,0.38347267499997423
13,165026,d[kappa]/d[t],d[pcdiamag3]/d[betan],0.042838532174579794,0.042838532174579794
13,165026,d[kappa]/d[t],d[kappa]/d[betan],0.67081243798131,0.67081243798131
13,165026,d[kappa]/d[t],d[betan]/d[t],-0.002889178711199876,0.002889178711199876
13,165026,d[kappa]/d[t],d[li]/d[betan],0.2531968348794963,0.2531968348794963
13,165026,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.09232412537310335,0.09232412537310335
13,165026,r[q95]/r[kappa],d[kappa]/d[betan],0.2601885297044579,0.2601885297044579
13,165026,r[q95]/r[kappa],d[betan]/d[t],-0.013566959967681478,0.013566959967681478
13,165026,r[q95]/r[kappa],d[li]/d[betan],0.10857538984022932,0.10857538984022932
13,165026,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.2798350417955982,0.2798350417955982
13,165026,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.33198326383507265,0.33198326383507265
13,165026,d[pcdiamag3]/d[betan],d[li]/d[betan],0.3015920700340136,0.3015920700340136
13,165026,d[kappa]/d[betan],d[betan]/d[t],-0.7334321963783105,0.7334321963783105
13,165026,d[kappa]/d[betan],d[li]/d[betan],0.7956633390890251,0.7956633390890251
13,165026,d[betan]/d[t],d[li]/d[betan],-0.8433207702976114,0.8433207702976114
14,165027,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6086707225295925,0.6086707225295925
14,165027,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.43648431311203933,0.43648431311203933
14,165027,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.43551176472144076,0.43551176472144076
14,165027,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.5873107152162163,0.5873107152162163
14,165027,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.23937230869271348,0.23937230869271348
14,165027,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.42708569955812525,0.42708569955812525
14,165027,d[kappa]/d[t],r[q95]/r[kappa],0.7002764618105584,0.7002764618105584
14,165027,d[kappa]/d[t],d[pcdiamag3]/d[betan],0.023497501592269567,0.023497501592269567
14,165027,d[kappa]/d[t],d[kappa]/d[betan],0.6983129687567352,0.6983129687567352
14,165027,d[kappa]/d[t],d[betan]/d[t],-0.015724912236716574,0.015724912236716574
14,165027,d[kappa]/d[t],d[li]/d[betan],0.447689892191562,0.447689892191562
14,165027,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.10981536960020918,0.10981536960020918
14,165027,r[q95]/r[kappa],d[kappa]/d[betan],0.4111663591011748,0.4111663591011748
14,165027,r[q95]/r[kappa],d[betan]/d[t],0.08264711221457678,0.08264711221457678
14,165027,r[q95]/r[kappa],d[li]/d[betan],0.14053421585088874,0.14053421585088874
14,165027,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.45470105926699883,0.45470105926699883
14,165027,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.6054876045068284,0.6054876045068284
14,165027,d[pcdiamag3]/d[betan],d[li]/d[betan],0.531586993638708,0.531586993638708
14,165027,d[kappa]/d[betan],d[betan]/d[t],-0.7194034372293169,0.7194034372293169
14,165027,d[kappa]/d[betan],d[li]/d[betan],0.8937813348300878,0.8937813348300878
14,165027,d[betan]/d[t],d[li]/d[betan],-0.808806187197445,0.808806187197445
15,165028,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.5959775566076658,0.5959775566076658
15,165028,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.2131956381024277,0.2131956381024277
15,165028,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.332819282764676,0.332819282764676
15,165028,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.8044069428527776,0.8044069428527776
15,165028,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.5235640172590897,0.5235640172590897
15,165028,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.5918200291228416,0.5918200291228416
15,165028,d[kappa]/d[t],r[q95]/r[kappa],0.4089251704076573,0.4089251704076573
15,165028,d[kappa]/d[t],d[pcdiamag3]/d[betan],-0.04009035523997402,0.04009035523997402
15,165028,d[kappa]/d[t],d[kappa]/d[betan],0.6995729760419661,0.6995729760419661
15,165028,d[kappa]/d[t],d[betan]/d[t],0.03748270741303942,0.03748270741303942
15,165028,d[kappa]/d[t],d[li]/d[betan],0.28451714393999716,0.28451714393999716
15,165028,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.16388386281407855,0.16388386281407855
15,165028,r[q95]/r[kappa],d[kappa]/d[betan],0.2367772176016452,0.2367772176016452
15,165028,r[q95]/r[kappa],d[betan]/d[t],0.07622318332595941,0.07622318332595941
15,165028,r[q95]/r[kappa],d[li]/d[betan],0.1863439476134486,0.1863439476134486
15,165028,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.25500912347710775,0.25500912347710775
15,165028,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.38944024542477473,0.38944024542477473
15,165028,d[pcdiamag3]/d[betan],d[li]/d[betan],0.28249404838453374,0.28249404838453374
15,165028,d[kappa]/d[betan],d[betan]/d[t],-0.6843116069010861,0.6843116069010861
15,165028,d[kappa]/d[betan],d[li]/d[betan],0.752244949530083,0.752244949530083
15,165028,d[betan]/d[t],d[li]/d[betan],-0.7575113694346874,0.7575113694346874
16,165029,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6317256621461083,0.6317256621461083
16,165029,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.220427930960655,0.220427930960655
16,165029,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.2833967084005359,0.2833967084005359
16,165029,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.8266873248925759,0.8266873248925759
16,165029,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.5652944357657284,0.5652944357657284
16,165029,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.574320917232733,0.574320917232733
16,165029,d[kappa]/d[t],r[q95]/r[kappa],0.4093535500495062,0.4093535500495062
16,165029,d[kappa]/d[t],d[pcdiamag3]/d[betan],0.013845968069489699,0.013845968069489699
16,165029,d[kappa]/d[t],d[kappa]/d[betan],0.7158251639937891,0.7158251639937891
16,165029,d[kappa]/d[t],d[betan]/d[t],-0.043593524290043116,0.043593524290043116
16,165029,d[kappa]/d[t],d[li]/d[betan],0.2630543745848689,0.2630543745848689
16,165029,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.07566063874815944,0.07566063874815944
16,165029,r[q95]/r[kappa],d[kappa]/d[betan],0.26025578354885204,0.26025578354885204
16,165029,r[q95]/r[kappa],d[betan]/d[t],0.02374765148054008,0.02374765148054008
16,165029,r[q95]/r[kappa],d[li]/d[betan],0.11140415435976306,0.11140415435976306
16,165029,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.28018737335069405,0.28018737335069405
16,165029,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.3861024617619516,0.3861024617619516
16,165029,d[pcdiamag3]/d[betan],d[li]/d[betan],0.3480622043819118,0.3480622043819118
16,165029,d[kappa]/d[betan],d[betan]/d[t],-0.7246703163654941,0.7246703163654941
16,165029,d[kappa]/d[betan],d[li]/d[betan],0.7564048606627815,0.7564048606627815
16,165029,d[betan]/d[t],d[li]/d[betan],-0.8251888571759126,0.8251888571759126
17,165031,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6321894299806358,0.6321894299806358
17,165031,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.2206871425702044,0.2206871425702044
17,165031,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.2663237262705322,0.2663237262705322
17,165031,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.8579553085103988,0.8579553085103988
17,165031,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.5782747772314308,0.5782747772314308
17,165031,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.6452419560363895,0.6452419560363895
17,165031,d[kappa]/d[t],r[q95]/r[kappa],0.37769234807389007,0.37769234807389007
17,165031,d[kappa]/d[t],d[pcdiamag3]/d[betan],-0.0281252794221331,0.0281252794221331
17,165031,d[kappa]/d[t],d[kappa]/d[betan],0.6710074943452738,0.6710074943452738
17,165031,d[kappa]/d[t],d[betan]/d[t],0.022184985035264424,0.022184985035264424
17,165031,d[kappa]/d[t],d[li]/d[betan],0.30585096060427375,0.30585096060427375
17,165031,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.18810768333174804,0.18810768333174804
17,165031,r[q95]/r[kappa],d[kappa]/d[betan],0.1731448042968625,0.1731448042968625
17,165031,r[q95]/r[kappa],d[betan]/d[t],0.11318058398694529,0.11318058398694529
17,165031,r[q95]/r[kappa],d[li]/d[betan],0.11407968117568848,0.11407968117568848
17,165031,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.24432345555901008,0.24432345555901008
17,165031,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.3498815434132179,0.3498815434132179
17,165031,d[pcdiamag3]/d[betan],d[li]/d[betan],0.31047456519877037,0.31047456519877037
17,165031,d[kappa]/d[betan],d[betan]/d[t],-0.7181159732538092,0.7181159732538092
17,165031,d[kappa]/d[betan],d[li]/d[betan],0.8094488667445188,0.8094488667445188
17,165031,d[betan]/d[t],d[li]/d[betan],-0.8042859887114414,0.8042859887114414
18,165042,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6100627611414093,0.6100627611414093
18,165042,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.25575849368325626,0.25575849368325626
18,165042,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.3085504706278413,0.3085504706278413
18,165042,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.8815171961101947,0.8815171961101947
18,165042,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.602763127963979,0.602763127963979
18,165042,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.6618423445591542,0.6618423445591542
18,165042,d[kappa]/d[t],r[q95]/r[kappa],0.45982111739374276,0.45982111739374276
18,165042,d[kappa]/d[t],d[pcdiamag3]/d[betan],-0.1525580617978414,0.1525580617978414
18,165042,d[kappa]/d[t],d[kappa]/d[betan],0.6618997116375934,0.6618997116375934
18,165042,d[kappa]/d[t],d[betan]/d[t],0.06082355922520278,0.06082355922520278
18,165042,d[kappa]/d[t],d[li]/d[betan],0.21684035371491625,0.21684035371491625
18,165042,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.2101861899406854,0.2101861899406854
18,165042,r[q95]/r[kappa],d[kappa]/d[betan],0.25909261033479547,0.25909261033479547
18,165042,r[q95]/r[kappa],d[betan]/d[t],0.06723637762908036,0.06723637762908036
18,165042,r[q95]/r[kappa],d[li]/d[betan],0.14147124755159984,0.14147124755159984
18,165042,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.1425409698788066,0.1425409698788066
18,165042,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.3260254860855739,0.3260254860855739
18,165042,d[pcdiamag3]/d[betan],d[li]/d[betan],0.22757824631271595,0.22757824631271595
18,165042,d[kappa]/d[betan],d[betan]/d[t],-0.7034195625413809,0.7034195625413809
18,165042,d[kappa]/d[betan],d[li]/d[betan],0.761800064498144,0.761800064498144
18,165042,d[betan]/d[t],d[li]/d[betan],-0.8074675646225443,0.8074675646225443
19,165043,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6257507842393363,0.6257507842393363
19,165043,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.2415083140053425,0.2415083140053425
19,165043,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.2425028358405219,0.2425028358405219
19,165043,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.885447660444215,0.885447660444215
19,165043,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.6439450283576633,0.6439450283576633
19,165043,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.6785564590611601,0.6785564590611601
19,165043,d[kappa]/d[t],r[q95]/r[kappa],0.3943930744975346,0.3943930744975346
19,165043,d[kappa]/d[t],d[pcdiamag3]/d[betan],-0.055895304594370795,0.055895304594370795
19,165043,d[kappa]/d[t],d[kappa]/d[betan],0.7030639324116188,0.7030639324116188
19,165043,d[kappa]/d[t],d[betan]/d[t],-0.00945822688880767,0.00945822688880767
19,165043,d[kappa]/d[t],d[li]/d[betan],0.2517683154211703,0.2517683154211703
19,165043,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.2000404164157863,0.2000404164157863
19,165043,r[q95]/r[kappa],d[kappa]/d[betan],0.23312426937049874,0.23312426937049874
19,165043,r[q95]/r[kappa],d[betan]/d[t],0.044422515614887,0.044422515614887
19,165043,r[q95]/r[kappa],d[li]/d[betan],0.09524934219494031,0.09524934219494031
19,165043,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.1912806990687972,0.1912806990687972
19,165043,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.3096899901377056,0.3096899901377056
19,165043,d[pcdiamag3]/d[betan],d[li]/d[betan],0.270180228627182,0.270180228627182
19,165043,d[kappa]/d[betan],d[betan]/d[t],-0.7102226845751723,0.7102226845751723
19,165043,d[kappa]/d[betan],d[li]/d[betan],0.7846141836924659,0.7846141836924659
19,165043,d[betan]/d[t],d[li]/d[betan],-0.8409096604111351,0.8409096604111351
20,165860,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6104627387289215,0.6104627387289215
20,165860,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.3634838436280282,0.3634838436280282
20,165860,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.4107060213500974,0.4107060213500974
20,165860,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.6642039927515916,0.6642039927515916
20,165860,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.3581099851903224,0.3581099851903224
20,165860,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.4846964831047599,0.4846964831047599
20,165860,d[kappa]/d[t],r[q95]/r[kappa],0.6191786291610392,0.6191786291610392
20,165860,d[kappa]/d[t],d[pcdiamag3]/d[betan],-0.019352067774610855,0.019352067774610855
20,165860,d[kappa]/d[t],d[kappa]/d[betan],0.7015521711337249,0.7015521711337249
20,165860,d[kappa]/d[t],d[betan]/d[t],-0.026851829530291815,0.026851829530291815
20,165860,d[kappa]/d[t],d[li]/d[betan],0.4348753473097302,0.4348753473097302
20,165860,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.11910279525866779,0.11910279525866779
20,165860,r[q95]/r[kappa],d[kappa]/d[betan],0.37853415513591665,0.37853415513591665
20,165860,r[q95]/r[kappa],d[betan]/d[t],0.04544853039337198,0.04544853039337198
20,165860,r[q95]/r[kappa],d[li]/d[betan],0.27804241040861605,0.27804241040861605
20,165860,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.3888500012538593,0.3888500012538593
20,165860,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.5424380479879558,0.5424380479879558
20,165860,d[pcdiamag3]/d[betan],d[li]/d[betan],0.507296297983485,0.507296297983485
20,165860,d[kappa]/d[betan],d[betan]/d[t],-0.7235511102184538,0.7235511102184538
20,165860,d[kappa]/d[betan],d[li]/d[betan],0.8887787849219034,0.8887787849219034
20,165860,d[betan]/d[t],d[li]/d[betan],-0.8187732063401638,0.8187732063401638
21,165861,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6130038283693009,0.6130038283693009
21,165861,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.35991434561632585,0.35991434561632585
21,165861,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.2788278364806305,0.2788278364806305
21,165861,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.763008318623349,0.763008318623349
21,165861,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.5436045833884421,0.5436045833884421
21,165861,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.571001138410817,0.571001138410817
21,165861,d[kappa]/d[t],r[q95]/r[kappa],0.5971150938468595,0.5971150938468595
21,165861,d[kappa]/d[t],d[pcdiamag3]/d[betan],0.13040084398396973,0.13040084398396973
21,165861,d[kappa]/d[t],d[kappa]/d[betan],0.7709531566712365,0.7709531566712365
21,165861,d[kappa]/d[t],d[betan]/d[t],-0.13561383680945865,0.13561383680945865
21,165861,d[kappa]/d[t],d[li]/d[betan],0.48219291504585915,0.48219291504585915
21,165861,r[q95]/r[kappa],d[pcdiamag3]/d[betan],0.0007843592011713949,0.0007843592011713949
21,165861,r[q95]/r[kappa],d[kappa]/d[betan],0.46502157859558246,0.46502157859558246
21,165861,r[q95]/r[kappa],d[betan]/d[t],-0.07817086062511383,0.07817086062511383
21,165861,r[q95]/r[kappa],d[li]/d[betan],0.3026253007555128,0.3026253007555128
21,165861,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.378985995243959,0.378985995243959
21,165861,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.4459246430058496,0.4459246430058496
21,165861,d[pcdiamag3]/d[betan],d[li]/d[betan],0.4731392635556064,0.4731392635556064
21,165861,d[kappa]/d[betan],d[betan]/d[t],-0.7330460662236864,0.7330460662236864
21,165861,d[kappa]/d[betan],d[li]/d[betan],0.8377390916263959,0.8377390916263959
21,165861,d[betan]/d[t],d[li]/d[betan],-0.7889548305780342,0.7889548305780342
22,165955,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6638411617084566,0.6638411617084566
22,165955,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.27439540321526124,0.27439540321526124
22,165955,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.28941823921116694,0.28941823921116694
22,165955,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.8438812625307582,0.8438812625307582
22,165955,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.5679745062035674,0.5679745062035674
22,165955,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.622883105961562,0.622883105961562
22,165955,d[kappa]/d[t],r[q95]/r[kappa],0.4211678839033137,0.4211678839033137
22,165955,d[kappa]/d[t],d[pcdiamag3]/d[betan],-0.044877325854776835,0.044877325854776835
22,165955,d[kappa]/d[t],d[kappa]/d[betan],0.7323071487228138,0.7323071487228138
22,165955,d[kappa]/d[t],d[betan]/d[t],-0.03925582820648583,0.03925582820648583
22,165955,d[kappa]/d[t],d[li]/d[betan],0.3861586325854337,0.3861586325854337
22,165955,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.18629941708852502,0.18629941708852502
22,165955,r[q95]/r[kappa],d[kappa]/d[betan],0.27270307114923675,0.27270307114923675
22,165955,r[q95]/r[kappa],d[betan]/d[t],0.03182080675731742,0.03182080675731742
22,165955,r[q95]/r[kappa],d[li]/d[betan],0.21641728904340213,0.21641728904340213
22,165955,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.22864162067225885,0.22864162067225885
22,165955,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.3671168636948532,0.3671168636948532
22,165955,d[pcdiamag3]/d[betan],d[li]/d[betan],0.3498250231649412,0.3498250231649412
22,165955,d[kappa]/d[betan],d[betan]/d[t],-0.7023282662094718,0.7023282662094718
22,165955,d[kappa]/d[betan],d[li]/d[betan],0.8014950699768484,0.8014950699768484
22,165955,d[betan]/d[t],d[li]/d[betan],-0.7759119792753104,0.7759119792753104
23,165965,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6647857377592175,0.6647857377592175
23,165965,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.2757605765415475,0.2757605765415475
23,165965,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.3005477017043568,0.3005477017043568
23,165965,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.8152162108810049,0.8152162108810049
23,165965,d[pcdiamag3]/d[kappa],d[betan]/d[t],0.553089612454665,0.553089612454665
23,165965,d[pcdiamag3]/d[kappa],d[li]/d[betan],-0.6025500919809412,0.6025500919809412
23,165965,d[kappa]/d[t],r[q95]/r[kappa],0.47204636064615785,0.47204636064615785
23,165965,d[kappa]/d[t],d[pcdiamag3]/d[betan],-0.01294935740754182,0.01294935740754182
23,165965,d[kappa]/d[t],d[kappa]/d[betan],0.7454073730064011,0.7454073730064011
23,165965,d[kappa]/d[t],d[betan]/d[t],-0.09563143694671666,0.09563143694671666
23,165965,d[kappa]/d[t],d[li]/d[betan],0.3606652123571987,0.3606652123571987
23,165965,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.14019665494002767,0.14019665494002767
23,165965,r[q95]/r[kappa],d[kappa]/d[betan],0.29880457875506494,0.29880457875506494
23,165965,r[q95]/r[kappa],d[betan]/d[t],0.029957559483938693,0.029957559483938693
23,165965,r[q95]/r[kappa],d[li]/d[betan],0.23126621265033454,0.23126621265033454
23,165965,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.27236053605417454,0.27236053605417454
23,165965,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.4117043122620039,0.4117043122620039
23,165965,d[pcdiamag3]/d[betan],d[li]/d[betan],0.3257207095797415,0.3257207095797415
23,165965,d[kappa]/d[betan],d[betan]/d[t],-0.7302618251961894,0.7302618251961894
23,165965,d[kappa]/d[betan],d[li]/d[betan],0.7750850772004532,0.7750850772004532
23,165965,d[betan]/d[t],d[li]/d[betan],-0.7962218684884869,0.7962218684884869
24,170394,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6220295931693299,0.6220295931693299
24,170394,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.1280558023283372,0.1280558023283372
24,170394,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.6969010386264343,0.6969010386264343
24,170394,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],0.022269413753470493,0.022269413753470493
24,170394,d[pcdiamag3]/d[kappa],d[betan]/d[t],-0.5663838839185314,0.5663838839185314
24,170394,d[pcdiamag3]/d[kappa],d[li]/d[betan],0.2891386502073198,0.2891386502073198
24,170394,d[kappa]/d[t],r[q95]/r[kappa],0.3041561641215583,0.3041561641215583
24,170394,d[kappa]/d[t],d[pcdiamag3]/d[betan],0.017843304612080325,0.017843304612080325
24,170394,d[kappa]/d[t],d[kappa]/d[betan],0.663101105810084,0.663101105810084
24,170394,d[kappa]/d[t],d[betan]/d[t],-0.03928840873521384,0.03928840873521384
24,170394,d[kappa]/d[t],d[li]/d[betan],0.2927411635695158,0.2927411635695158
24,170394,r[q95]/r[kappa],d[pcdiamag3]/d[betan],-0.0027375327912189636,0.0027375327912189636
24,170394,r[q95]/r[kappa],d[kappa]/d[betan],0.1679287004451812,0.1679287004451812
24,170394,r[q95]/r[kappa],d[betan]/d[t],0.02006439444032344,0.02006439444032344
24,170394,r[q95]/r[kappa],d[li]/d[betan],0.19970496135068452,0.19970496135068452
24,170394,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.7203183804746365,0.7203183804746365
24,170394,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.9300629607226467,0.9300629607226467
24,170394,d[pcdiamag3]/d[betan],d[li]/d[betan],0.7800743966458341,0.7800743966458341
24,170394,d[kappa]/d[betan],d[betan]/d[t],-0.7596661383470177,0.7596661383470177
24,170394,d[kappa]/d[betan],d[li]/d[betan],0.7930899529009462,0.7930899529009462
24,170394,d[betan]/d[t],d[li]/d[betan],-0.7848245256820081,0.7848245256820081
25,170396,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.6277620013762137,0.6277620013762137
25,170396,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.13842396545208122,0.13842396545208122
25,170396,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.6742179827642516,0.6742179827642516
25,170396,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.07523160948100216,0.07523160948100216
25,170396,d[pcdiamag3]/d[kappa],d[betan]/d[t],-0.5029021385886066,0.5029021385886066
25,170396,d[pcdiamag3]/d[kappa],d[li]/d[betan],0.1298572480504043,0.1298572480504043
25,170396,d[kappa]/d[t],r[q95]/r[kappa],0.3393135890610669,0.3393135890610669
25,170396,d[kappa]/d[t],d[pcdiamag3]/d[betan],0.05020076364128029,0.05020076364128029
25,170396,d[kappa]/d[t],d[kappa]/d[betan],0.7212681650033314,0.7212681650033314
25,170396,d[kappa]/d[t],d[betan]/d[t],-0.08247723158855855,0.08247723158855855
25,170396,d[kappa]/d[t],d[li]/d[betan],0.40059129671271876,0.40059129671271876
25,170396,r[q95]/r[kappa],d[pcdiamag3]/d[betan],0.019618919917733187,0.019618919917733187
25,170396,r[q95]/r[kappa],d[kappa]/d[betan],0.2121829470420213,0.2121829470420213
25,170396,r[q95]/r[kappa],d[betan]/d[t],0.008126304957426675,0.008126304957426675
25,170396,r[q95]/r[kappa],d[li]/d[betan],0.24637794719793735,0.24637794719793735
25,170396,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.6768204999250754,0.6768204999250754
25,170396,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.9218263179733925,0.9218263179733925
25,170396,d[pcdiamag3]/d[betan],d[li]/d[betan],0.6918802266628388,0.6918802266628388
25,170396,d[kappa]/d[betan],d[betan]/d[t],-0.7422584227171173,0.7422584227171173
25,170396,d[kappa]/d[betan],d[li]/d[betan],0.7992733758364209,0.7992733758364209
25,170396,d[betan]/d[t],d[li]/d[betan],-0.7535271980530173,0.7535271980530173
26,170411,d[pcdiamag3]/d[kappa],d[kappa]/d[t],-0.5941265492624114,0.5941265492624114
26,170411,d[pcdiamag3]/d[kappa],r[q95]/r[kappa],-0.1211366763984245,0.1211366763984245
26,170411,d[pcdiamag3]/d[kappa],d[pcdiamag3]/d[betan],0.6570850541993728,0.6570850541993728
26,170411,d[pcdiamag3]/d[kappa],d[kappa]/d[betan],-0.03569142739570759,0.03569142739570759
26,170411,d[pcdiamag3]/d[kappa],d[betan]/d[t],-0.4941758336980134,0.4941758336980134
26,170411,d[pcdiamag3]/d[kappa],d[li]/d[betan],0.24275171867586984,0.24275171867586984
26,170411,d[kappa]/d[t],r[q95]/r[kappa],0.32698979752883667,0.32698979752883667
26,170411,d[kappa]/d[t],d[pcdiamag3]/d[betan],0.09414948496119915,0.09414948496119915
26,170411,d[kappa]/d[t],d[kappa]/d[betan],0.7158318925048968,0.7158318925048968
26,170411,d[kappa]/d[t],d[betan]/d[t],-0.11008706297557035,0.11008706297557035
26,170411,d[kappa]/d[t],d[li]/d[betan],0.3336321811825708,0.3336321811825708
26,170411,r[q95]/r[kappa],d[pcdiamag3]/d[betan],0.025508307465348056,0.025508307465348056
26,170411,r[q95]/r[kappa],d[kappa]/d[betan],0.19995726526938387,0.19995726526938387
26,170411,r[q95]/r[kappa],d[betan]/d[t],0.00388751183701321,0.00388751183701321
26,170411,r[q95]/r[kappa],d[li]/d[betan],0.16856987975733853,0.16856987975733853
26,170411,d[pcdiamag3]/d[betan],d[kappa]/d[betan],0.7169411526181401,0.7169411526181401
26,170411,d[pcdiamag3]/d[betan],d[betan]/d[t],-0.9254534559852595,0.9254534559852595
26,170411,d[pcdiamag3]/d[betan],d[li]/d[betan],0.7771247453850599,0.7771247453850599
26,170411,d[kappa]/d[betan],d[betan]/d[t],-0.7651635621733173,0.7651635621733173
26,170411,d[kappa]/d[betan],d[li]/d[betan],0.7960212364392745,0.7960212364392745
26,170411,d[betan]/d[t],d[li]/d[betan],-0.8122618774662657,0.8122618774662657
