canonical_run_id,realization_index,shot,n_samples,n_features,feature_order,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,normalized_sigma_7,condition_number,log10_condition_number,rank_1e-12,rank_1e-10,rank_1e-8,rank_1e-6,effective_rank,stable_rank,correlation_matrix_min_eigenvalue,correlation_matrix_determinant,rmse,max_vif
D3D-SIR-62-ALIGNED-V1,52,195642,1000,7,source_matrix_order,59.82668860656995,46.20088453053719,27.288814526791253,19.050262892447673,12.997491911351267,2.781121104245368,1.4086354522670754,0.02354526859292667,42.47137789289921,1.6280963509736224,7,7,7,7,3.3090232328385665,1.9557264492471609,0.001984253837384227,5.353255096417048e-06,0.05072349516113048,301.6141841386418
D3D-SIR-62-ALIGNED-V1,53,195645,1000,7,source_matrix_order,61.16033956838286,46.37976553445859,27.100009476519467,15.071048338867394,11.699100073680327,2.8911902179491387,1.2471077653825673,0.020390792042418053,49.041743838088514,1.690565904532263,7,7,7,7,3.102107668256971,1.871363971823173,0.0015552777784775128,2.3883000905199675e-06,0.05542999423453443,381.89576929633523
D3D-SIR-62-ALIGNED-V1,54,195647,1000,7,source_matrix_order,60.321464287366965,46.61725691273276,27.809511670710226,15.890795358703729,12.39490623214553,2.616840005348694,1.3358276637846151,0.022145146500768476,45.15662156334338,1.6547214423033638,7,7,7,7,3.187331481811892,1.9237750558800593,0.0017844355473332102,2.899057800603663e-06,0.048535554186033086,335.2275293850229
D3D-SIR-62-ALIGNED-V1,55,195648,1000,7,source_matrix_order,60.445479428136636,46.55035870809403,26.97040445868933,17.094799102217767,12.32708546003065,2.4917000374817118,1.2679285564748892,0.020976400029754483,47.67262249869024,1.6782690433762262,7,7,7,7,3.1948254873857325,1.9158891893491186,0.0016076428243239755,2.5525751437018283e-06,0.045202715301099386,369.6248145161694
D3D-SIR-62-ALIGNED-V1,56,195649,1000,7,source_matrix_order,59.68941882370988,46.3493295154537,29.70171541540956,16.647862205280827,11.17875101408242,1.9392418112759786,0.9190137617015742,0.015396594234161363,64.94942873672926,1.8125753355849163,7,7,7,7,3.2289058768237777,1.9647320936669903,0.0008445862941968434,7.427730732027566e-07,0.04053559244275373,697.4619079381462
D3D-SIR-62-ALIGNED-V1,57,195650,1000,7,source_matrix_order,59.935290345765004,47.30049365760974,27.79169439668769,15.938561568290588,11.763930234913804,2.07367537112621,1.1480698992071514,0.019155157046607574,52.205262403583504,1.717714283033789,7,7,7,7,3.171513327721229,1.9486453835110384,0.0013180644934659544,1.2369380646657941e-06,0.04565545969586339,435.9484423565376
D3D-SIR-62-ALIGNED-V1,58,195651,1000,7,source_matrix_order,60.50431849724261,46.03437952671263,27.83615990837527,16.662237410777056,12.502276406099774,3.0207040254569133,1.4662273538357373,0.024233433087963108,41.265304687543676,1.615585056124885,7,7,7,7,3.216898901293855,1.9121646841913513,0.0021498226531369877,5.117051555768347e-06,0.054948812341515677,285.41785536055005
D3D-SIR-62-ALIGNED-V1,59,195652,1000,7,source_matrix_order,60.82423863406227,46.03519828784061,27.29796107332366,16.31039436543043,12.04257161274321,4.703830732028738,1.6778901828368233,0.02758588057191374,36.25042881604218,1.559313148323271,7,7,7,7,3.200037973464975,1.8921025773024944,0.002815315465659721,1.4040793581223133e-05,0.06657638452491278,203.503310435164
D3D-SIR-62-ALIGNED-V1,60,195655,1000,7,source_matrix_order,59.64265956019692,46.465146155923804,28.493779740351485,16.780800770154688,13.444972054847565,2.7257152751239504,1.4338052863353696,0.024039928750800257,41.59746105598218,1.6190668238232142,7,7,7,7,3.287076005590317,1.9678139628775457,0.0020557975991221653,4.847917759562358e-06,0.050960490192761256,289.4073834938464
D3D-SIR-62-ALIGNED-V1,61,195659,1000,7,source_matrix_order,59.3122999039953,46.53311665431065,28.416598359058558,17.264811573767712,14.302327307119741,2.2666046794928962,1.2038647698137919,0.020297050894374422,49.26824124371498,1.6925670592957605,7,7,7,7,3.3286436402209745,1.9897958041403376,0.0014492903839997966,2.7925571745688635e-06,0.04699965484553475,408.7150464861166
